OG_ID,analysis_absrel,analysis_relax_selection,analysis_paml,analysis_cafe,gene_symbol.x,analysis_relax_relaxed,analysis_cafe_contracted,gene_symbol.y,condition,gene_symbol
OG0007157,NA,NA,NA,NA,SUPV3L1,relaxed,NA,NA,NA,SUPV3L1
OG0007159,NA,intensified,NA,NA,NA,NA,NA,NA,NA,CYP2U1
OG0007160,NA,NA,NA,NA,LSM6,relaxed,NA,NA,NA,LSM6
OG0007161,NA,NA,paml_selected,NA,FAM193A,relaxed,NA,NA,NA,FAM193A
OG0007162,NA,NA,NA,NA,ELMOD2,relaxed,NA,NA,NA,ELMOD2
OG0007172,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,MNS1
OG0007175,NA,NA,NA,NA,ADAMTSL5,relaxed,NA,NA,NA,ADAMTSL5
OG0007177,NA,NA,NA,NA,MPHOSPH10,relaxed,NA,NA,NA,MPHOSPH10
OG0007180,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,NKRF
OG0007182,NA,NA,NA,NA,SH3TC2,relaxed,NA,NA,NA,SH3TC2
OG0007185,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,C15orf39
OG0007189,absrel,NA,paml_selected,NA,TTC38,relaxed,NA,NA,NA,TTC38
OG0007191,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,TBXAS1
OG0007192,NA,NA,paml_selected,NA,QSER1,relaxed,NA,NA,NA,QSER1
OG0007196,NA,NA,NA,NA,COG8,relaxed,NA,NA,NA,COG8
OG0007197,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,C2CD5
OG0007198,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,BUB1
OG0007199,NA,intensified,NA,NA,NA,NA,NA,NA,NA,NDUFAF4
OG0007201,NA,NA,NA,NA,TTC13,relaxed,NA,NA,NA,TTC13
OG0007202,NA,NA,paml_selected,NA,CASP8AP2,relaxed,NA,NA,NA,CASP8AP2
OG0007204,NA,NA,NA,NA,NCOA1,relaxed,NA,NA,NA,NCOA1
OG0007206,NA,NA,NA,NA,SCPEP1,relaxed,NA,NA,NA,SCPEP1
OG0007209,NA,NA,paml_selected,NA,DDX41,relaxed,NA,NA,NA,DDX41
OG0007211,NA,NA,NA,NA,CLEC16A,relaxed,NA,NA,NA,CLEC16A
OG0007213,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,ZNF653
OG0007217,absrel,intensified,paml_selected,NA,NA,NA,NA,NA,NA,MLX
OG0007219,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,KAT8
OG0007220,NA,NA,NA,NA,RNF25,relaxed,NA,NA,NA,RNF25
OG0007221,NA,NA,paml_selected,NA,ZRANB3,relaxed,NA,NA,NA,ZRANB3
OG0007226,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SOX13
OG0007227,NA,NA,paml_selected,NA,HP1BP3,relaxed,NA,NA,NA,HP1BP3
OG0007229,NA,NA,NA,NA,RPN2,relaxed,NA,NA,NA,RPN2
OG0007230,NA,NA,NA,NA,RNF123,relaxed,NA,NA,NA,RNF123
OG0007232,NA,NA,NA,NA,TIMELESS,relaxed,NA,NA,NA,TIMELESS
OG0007234,NA,intensified,NA,NA,NA,NA,NA,NA,NA,HDAC11
OG0007235,NA,NA,NA,NA,SSH3,relaxed,NA,NA,NA,SSH3
OG0007237,NA,NA,NA,NA,BBS7,relaxed,NA,NA,NA,BBS7
OG0007239,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,PRMT7
OG0007240,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CDT1
OG0007241,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,NUDT19
OG0007248,NA,NA,NA,NA,HMCES,relaxed,NA,NA,NA,HMCES
OG0007256,NA,NA,NA,NA,PDX1,relaxed,NA,NA,NA,PDX1
OG0007257,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,FLT3
OG0007258,NA,NA,NA,NA,RNF26,relaxed,NA,NA,NA,RNF26
OG0007260,NA,NA,NA,NA,UGT8,relaxed,NA,NA,NA,UGT8
OG0007265,NA,NA,NA,NA,NA,NA,contracted,NA,NA,tma7
OG0007285,NA,NA,NA,NA,FBXO4,relaxed,NA,NA,NA,FBXO4
OG0007286,NA,NA,paml_selected,NA,HPS4,relaxed,NA,NA,NA,HPS4
OG0007292,absrel,NA,paml_selected,NA,NA,NA,NA,NA,NA,KDM5C
OG0007294,NA,intensified,NA,NA,NA,NA,NA,NA,NA,REN
OG0007295,NA,NA,NA,NA,CLCN6,relaxed,NA,NA,NA,CLCN6
OG0007296,NA,NA,paml_selected,NA,OGG1,relaxed,NA,NA,NA,OGG1
OG0007300,NA,NA,NA,NA,TRMT6,relaxed,NA,NA,NA,TRMT6
OG0007301,absrel,NA,NA,NA,NA,NA,NA,NA,NA,LAMP5
OG0007302,NA,NA,NA,NA,UBXN2A,relaxed,NA,NA,NA,UBXN2A
OG0007306,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CFAP61
OG0007308,NA,intensified,NA,NA,NA,NA,NA,NA,NA,RNF217
OG0007309,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,IGF2R
OG0007314,NA,NA,NA,NA,PPP4R4,relaxed,NA,NA,NA,PPP4R4
OG0007317,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,SUPT16H
OG0007318,NA,NA,NA,NA,VIT,relaxed,NA,NA,NA,VIT
OG0007319,NA,NA,paml_selected,NA,C10orf12,relaxed,NA,NA,NA,C10orf12
OG0007320,NA,NA,NA,NA,ERLEC1,relaxed,NA,NA,NA,ERLEC1
OG0007321,NA,intensified,NA,NA,NA,NA,NA,NA,NA,KLF3
OG0007324,NA,NA,NA,NA,FGF7,relaxed,NA,FGF7,eyeloss,FGF7
OG0007330,NA,NA,NA,NA,RABL2B,relaxed,NA,NA,NA,RABL2B
OG0007331,NA,intensified,NA,NA,NA,NA,NA,NA,NA,SNRPD2
OG0007332,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,PPP1R15A
OG0007333,NA,NA,paml_selected,NA,BLM,relaxed,NA,NA,NA,BLM
OG0007334,NA,NA,paml_selected,NA,PRDM10,relaxed,NA,NA,NA,PRDM10
OG0007335,NA,intensified,NA,NA,NA,NA,NA,NA,NA,BCL9L
OG0007336,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CCDC64
OG0007337,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,ATOH1
OG0007340,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,TRAF3IP3
OG0007341,NA,NA,NA,NA,CPT2,relaxed,NA,NA,NA,CPT2
OG0007342,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,OSBPL9
OG0007344,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,WIBG
OG0007346,NA,intensified,NA,NA,NA,NA,NA,NA,NA,ERCC8
OG0007348,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,FAM208B
OG0007350,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,MECP2
OG0007354,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SPAG17
OG0007358,NA,NA,NA,NA,DDRGK1,relaxed,NA,NA,NA,DDRGK1
OG0007359,NA,intensified,NA,NA,NA,NA,NA,NA,NA,MOB3A
OG0007360,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,SLC25A46
OG0007362,NA,NA,NA,NA,ZMYND19,relaxed,NA,NA,NA,ZMYND19
OG0007365,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,DDX54
OG0007367,NA,NA,NA,NA,ZBTB44,relaxed,NA,NA,NA,ZBTB44
OG0007370,NA,NA,NA,NA,ANKRA2,relaxed,NA,NA,NA,ANKRA2
OG0007371,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,GARNL3
OG0007377,NA,intensified,NA,NA,NA,NA,NA,NA,NA,FKBP6
OG0007378,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,AIFM1
OG0007382,NA,NA,paml_selected,NA,PRCC,relaxed,NA,NA,NA,PRCC
OG0007385,NA,NA,NA,NA,OXSM,relaxed,NA,NA,NA,OXSM
OG0007390,NA,NA,NA,NA,PEX1,relaxed,NA,NA,NA,PEX1
OG0007391,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,GALNT12
OG0007392,NA,intensified,NA,NA,NA,NA,NA,NA,NA,FAM206A
OG0007393,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,TRIT1
OG0007396,NA,intensified,NA,NA,NA,NA,NA,NA,NA,AHDC1
OG0007398,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,RNF216
OG0007400,NA,NA,NA,NA,PSMB2,relaxed,NA,NA,NA,PSMB2
OG0007407,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,DDX31
OG0007408,NA,intensified,NA,NA,NA,NA,NA,NA,NA,PIK3IP1
OG0007411,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,RUFY3
OG0007412,NA,intensified,NA,NA,NA,NA,NA,NA,NA,DMRT3
OG0007413,NA,NA,NA,NA,SECISBP2,relaxed,NA,NA,NA,SECISBP2
OG0007414,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CNTRL
OG0007417,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SETBP1
OG0007419,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,RILPL2
OG0007420,NA,NA,NA,NA,WSCD2,relaxed,NA,NA,NA,WSCD2
OG0007421,NA,NA,NA,NA,TMEM2,relaxed,NA,NA,NA,TMEM2
OG0007422,NA,NA,NA,NA,OGFOD2,relaxed,NA,NA,NA,OGFOD2
OG0007423,NA,intensified,NA,NA,NA,NA,NA,NA,NA,NCAPH
OG0007426,NA,NA,NA,NA,OSTF1,relaxed,NA,NA,NA,OSTF1
OG0007429,NA,NA,NA,NA,BCL9,relaxed,NA,NA,NA,BCL9
OG0007432,NA,NA,NA,NA,COMMD1,relaxed,NA,NA,NA,COMMD1
OG0007433,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,FAM161A
OG0007434,NA,NA,NA,NA,TEKT4,relaxed,NA,NA,NA,TEKT4
OG0007435,NA,NA,NA,NA,ZFYVE27,relaxed,NA,NA,NA,ZFYVE27
OG0007439,NA,NA,NA,NA,PTCHD1,relaxed,NA,NA,NA,PTCHD1
OG0007441,NA,NA,NA,NA,HGD,relaxed,NA,NA,NA,HGD
OG0007444,NA,NA,NA,NA,MTFR1,relaxed,NA,NA,NA,MTFR1
OG0007446,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,QTRTD1
OG0007451,NA,NA,NA,NA,RTTN,relaxed,NA,NA,NA,RTTN
OG0007456,NA,NA,NA,NA,NIPAL2,relaxed,NA,NA,NA,NIPAL2
OG0007457,NA,NA,paml_selected,NA,KIAA1429,relaxed,NA,NA,NA,KIAA1429
OG0007459,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,TAP1
OG0007461,NA,NA,NA,NA,ALKBH8,relaxed,NA,NA,NA,ALKBH8
OG0007462,NA,NA,NA,NA,TBX20,relaxed,NA,NA,NA,TBX20
OG0007469,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,URB1
OG0007475,NA,NA,NA,NA,BBS9,relaxed,NA,NA,NA,BBS9
OG0007478,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,TGS1
OG0007479,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,PAXIP1
OG0007480,NA,NA,NA,NA,DOPEY1,relaxed,NA,NA,NA,DOPEY1
OG0007481,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SHROOM3
OG0007485,NA,NA,NA,NA,DYM,relaxed,NA,NA,NA,DYM
OG0007487,NA,NA,NA,NA,ARPC3,relaxed,NA,NA,NA,ARPC3
OG0007489,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SH3PXD2B
OG0007493,NA,NA,NA,NA,BBS1,relaxed,NA,NA,NA,BBS1
OG0007494,NA,NA,paml_selected,NA,LCP2,relaxed,NA,LCP2,eyeloss,LCP2
OG0007495,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,C17orf85
OG0007497,NA,NA,paml_selected,NA,NFRKB,relaxed,NA,NA,NA,NFRKB
OG0007498,NA,NA,NA,NA,ZW10,relaxed,NA,NA,NA,ZW10
OG0007499,NA,NA,NA,NA,CHEK1,relaxed,NA,NA,NA,CHEK1
OG0007500,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,IL7R
OG0007501,NA,NA,NA,NA,SKP2,relaxed,NA,NA,NA,SKP2
OG0007506,NA,NA,paml_selected,NA,HIVEP1,relaxed,NA,NA,NA,HIVEP1
OG0007507,NA,NA,NA,NA,NPRL3,relaxed,NA,NA,NA,NPRL3
OG0007512,NA,NA,NA,NA,SPATA2,relaxed,NA,NA,NA,SPATA2
OG0007513,NA,NA,NA,NA,C20orf24,relaxed,NA,NA,NA,C20orf24
OG0007517,NA,NA,NA,NA,SLC26A10,relaxed,NA,NA,NA,SLC26A10
OG0007519,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CASZ1
OG0007520,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,ATP13A2
OG0007522,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CA6
OG0007524,NA,NA,NA,NA,ICMT,relaxed,NA,NA,NA,ICMT
OG0007526,NA,intensified,NA,NA,NA,NA,NA,NA,NA,CCDC115
OG0007528,NA,NA,NA,NA,MRGBP,relaxed,NA,NA,NA,MRGBP
OG0007529,NA,NA,NA,NA,SNX21,relaxed,NA,NA,NA,SNX21
OG0007531,NA,NA,NA,NA,CORIN,relaxed,NA,NA,NA,CORIN
OG0007532,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,E2F1
OG0007534,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,NOL9
OG0007537,NA,NA,NA,NA,NIT2,relaxed,NA,NA,NA,NIT2
OG0007540,NA,NA,NA,NA,TRNT1,relaxed,NA,NA,NA,TRNT1
OG0007541,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,NCOA5
OG0007545,NA,intensified,NA,NA,NA,NA,NA,NA,NA,STAU1
OG0007549,NA,NA,NA,NA,PARP3,relaxed,NA,NA,NA,PARP3
OG0007550,NA,intensified,NA,NA,NA,NA,NA,NA,NA,TRUB2
OG0007552,NA,NA,NA,NA,ZBTB11,relaxed,NA,NA,NA,ZBTB11
OG0007553,NA,NA,paml_selected,NA,DNAJC6,relaxed,NA,NA,NA,DNAJC6
OG0007554,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,RAVER2
OG0007555,NA,NA,NA,NA,ALG6,relaxed,NA,NA,NA,ALG6
OG0007557,NA,intensified,NA,NA,NA,NA,NA,NA,NA,SSBP1
OG0007560,NA,NA,paml_selected,NA,RSPH9,relaxed,NA,NA,NA,RSPH9
OG0007566,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,MCM10
OG0007568,NA,NA,NA,NA,HAL,relaxed,NA,NA,NA,HAL
OG0007569,NA,NA,NA,NA,DCLRE1C,relaxed,NA,NA,NA,DCLRE1C
OG0007572,NA,NA,paml_selected,NA,GOLGB1,relaxed,NA,NA,NA,GOLGB1
OG0007574,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,MRPS9
OG0007577,NA,NA,NA,NA,NOL11,relaxed,NA,NA,NA,NOL11
OG0007578,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,ZC3H11A
OG0007581,NA,NA,NA,NA,COQ7,relaxed,NA,NA,NA,COQ7
OG0007582,NA,NA,NA,NA,DFNB59,relaxed,NA,NA,NA,DFNB59
OG0007584,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,UTP6
OG0007586,NA,NA,NA,NA,WDR16,relaxed,NA,NA,NA,WDR16
OG0007587,NA,NA,NA,NA,USP40,relaxed,NA,NA,NA,USP40
OG0007589,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,TCF19
OG0007590,NA,NA,NA,NA,LRRC71,relaxed,NA,NA,NA,LRRC71
OG0007591,NA,NA,NA,NA,SMAP2,relaxed,NA,NA,NA,SMAP2
OG0007593,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,INTS3
OG0007597,NA,NA,NA,NA,AMDHD2,relaxed,NA,NA,NA,AMDHD2
OG0007598,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,WBP11
OG0007600,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,GCC1
OG0007602,NA,NA,NA,NA,GNPTAB,relaxed,NA,NA,NA,GNPTAB
OG0007603,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,PTDSS2
OG0007604,NA,NA,NA,NA,TRAPPC11,relaxed,NA,NA,NA,TRAPPC11
OG0007605,NA,intensified,NA,NA,NA,NA,NA,NA,NA,THG1L
OG0007606,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,SPTY2D1
OG0007607,NA,NA,NA,NA,MRPL23,relaxed,NA,NA,NA,MRPL23
OG0007609,NA,NA,NA,NA,RCCD1,relaxed,NA,NA,NA,RCCD1
OG0007611,NA,NA,paml_selected,NA,ICE2,relaxed,NA,NA,NA,ICE2
OG0007613,NA,NA,NA,NA,ANKRD27,relaxed,NA,ANKRD27,eyeloss,ANKRD27
OG0007614,NA,NA,NA,NA,RSL24D1,relaxed,NA,NA,NA,RSL24D1
OG0007617,NA,intensified,NA,NA,NA,NA,NA,NA,NA,DEAF1
OG0007619,NA,NA,NA,NA,VPS52,relaxed,NA,NA,NA,VPS52
OG0007620,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SLC39A7
OG0007621,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,ATF6B
OG0007623,NA,NA,paml_selected,NA,TERT,relaxed,NA,NA,NA,TERT
OG0007626,NA,intensified,NA,NA,NA,NA,NA,NA,NA,SPTLC1
OG0007628,NA,NA,paml_selected,NA,DCP2,relaxed,NA,DCP2,eyeloss,DCP2
OG0007629,NA,intensified,NA,NA,NA,NA,NA,NA,NA,CRTAM
OG0007630,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,IFT46
OG0007632,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,ALG5
OG0007633,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,EXOSC8
OG0007634,NA,NA,NA,NA,SEZ6L,relaxed,NA,NA,NA,SEZ6L
OG0007639,NA,NA,NA,NA,GMDS,relaxed,NA,NA,NA,GMDS
OG0007640,NA,intensified,NA,NA,NA,NA,NA,NA,NA,C1orf112
OG0007641,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,AK9
OG0007643,NA,intensified,NA,NA,NA,NA,NA,NA,NA,WTAP
OG0007647,NA,NA,paml_selected,NA,FNDC1,relaxed,NA,NA,NA,FNDC1
OG0007651,NA,NA,NA,NA,PIGO,relaxed,NA,NA,NA,PIGO
OG0007658,NA,NA,NA,NA,KARS,relaxed,NA,NA,NA,KARS
OG0007660,NA,NA,NA,NA,DHCR7,relaxed,NA,NA,NA,DHCR7
OG0007665,NA,NA,NA,NA,ARMC9,relaxed,NA,NA,NA,ARMC9
OG0007670,NA,NA,NA,NA,SERPINC1,relaxed,NA,NA,NA,SERPINC1
OG0007671,NA,intensified,NA,NA,NA,NA,NA,NA,NA,PIGX
OG0007672,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,TBXA2R
OG0007674,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,PIAS4
OG0007677,NA,intensified,NA,NA,NA,NA,NA,NA,NA,KLHL26
OG0007678,NA,NA,paml_selected,NA,R3HDM4,relaxed,NA,NA,NA,R3HDM4
OG0007679,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,DAZAP1
OG0007682,NA,NA,NA,NA,NA,relaxed,NA,NA,NA,NA
OG0007684,NA,intensified,NA,NA,NA,NA,NA,NA,NA,GLRX2
OG0007685,NA,NA,NA,NA,UQCC1,relaxed,NA,NA,NA,UQCC1
OG0007688,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,RBL1
OG0007689,NA,NA,paml_selected,NA,KDM1A,relaxed,NA,NA,NA,KDM1A
OG0007691,NA,NA,NA,NA,KIAA0391,relaxed,NA,NA,NA,KIAA0391
OG0007695,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,RIN3
OG0007701,NA,NA,NA,NA,PLK4,relaxed,NA,NA,NA,PLK4
OG0007702,NA,NA,NA,NA,CFAP99,relaxed,NA,NA,NA,CFAP99
OG0007704,NA,NA,NA,NA,TMEM206,relaxed,NA,NA,NA,TMEM206
OG0007705,NA,intensified,NA,NA,NA,NA,NA,NA,NA,RMND1
OG0007706,NA,intensified,NA,NA,NA,NA,NA,NA,NA,ENPP4
OG0007708,NA,NA,paml_selected,NA,C15orf41,relaxed,NA,NA,NA,C15orf41
OG0007712,NA,NA,NA,NA,MOCS1,relaxed,NA,NA,NA,MOCS1
OG0007713,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SLC4A1AP
OG0007714,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CNKSR1
OG0007715,NA,intensified,paml_selected,NA,NA,NA,NA,KIF11,eyeloss,KIF11
OG0007716,NA,NA,NA,NA,CLN8,relaxed,NA,NA,NA,CLN8
OG0007718,NA,NA,NA,NA,MRPS5,relaxed,NA,NA,NA,MRPS5
OG0007719,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,PATL2
OG0007720,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,POLR3A
OG0007722,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,POLR2A
OG0007725,NA,intensified,NA,NA,NA,NA,NA,NA,NA,COX10
OG0007730,NA,NA,NA,NA,GPAM,relaxed,NA,NA,NA,GPAM
OG0007731,NA,NA,NA,NA,NHLRC2,relaxed,NA,NA,NA,NHLRC2
OG0007733,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,AFAP1L2
OG0007736,NA,NA,NA,NA,PNPO,relaxed,NA,NA,NA,PNPO
OG0007738,NA,NA,NA,NA,CHMP2A,relaxed,NA,NA,NA,CHMP2A
OG0007739,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SH3BP1
OG0007742,NA,NA,paml_selected,NA,NRBF2,relaxed,NA,NA,NA,NRBF2
OG0007744,NA,NA,paml_selected,NA,NA,NA,NA,PLEKHM1,eyeloss,PLEKHM1
OG0007745,NA,NA,NA,NA,LMF1,relaxed,NA,NA,NA,LMF1
OG0007746,NA,NA,paml_selected,NA,HEATR1,relaxed,NA,NA,NA,HEATR1
OG0007747,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,BCORL1
OG0007750,NA,NA,NA,NA,KLHDC4,relaxed,NA,NA,NA,KLHDC4
OG0007752,NA,intensified,NA,NA,NA,NA,NA,NA,NA,ZNF276
OG0007753,NA,NA,NA,NA,CHRD,relaxed,NA,NA,NA,CHRD
OG0007754,NA,NA,paml_selected,NA,GAP43,relaxed,NA,NA,NA,GAP43
OG0007756,NA,NA,paml_selected,NA,CWF19L2,relaxed,NA,NA,NA,CWF19L2
OG0007759,NA,NA,NA,NA,PNKP,relaxed,NA,NA,NA,PNKP
OG0007761,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,DNHD1
OG0007762,NA,NA,NA,NA,C2CD3,relaxed,NA,NA,NA,C2CD3
OG0007766,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,SCN3B
OG0007769,NA,NA,NA,NA,BLMH,relaxed,NA,NA,NA,BLMH
OG0007770,NA,NA,NA,NA,MKKS,relaxed,NA,NA,NA,MKKS
OG0007771,NA,NA,NA,NA,NEK3,relaxed,NA,NA,NA,NEK3
OG0007774,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,APLP1
OG0007776,NA,NA,NA,NA,PSENEN,relaxed,NA,NA,NA,PSENEN
OG0007778,NA,NA,NA,NA,EHHADH,relaxed,NA,NA,NA,EHHADH
OG0007782,NA,NA,NA,NA,GCC2,relaxed,NA,NA,NA,GCC2
OG0007784,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,PDZK1
OG0007785,NA,NA,NA,NA,UXS1,relaxed,NA,NA,NA,UXS1
OG0007787,NA,NA,NA,NA,TBCCD1,relaxed,NA,NA,NA,TBCCD1
OG0007788,NA,NA,NA,NA,GABPA,relaxed,NA,NA,NA,GABPA
OG0007794,NA,NA,NA,NA,AGPS,relaxed,NA,NA,NA,AGPS
OG0007795,NA,NA,NA,NA,NFE2L2,relaxed,NA,NA,NA,NFE2L2
OG0007799,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CCDC89
OG0007800,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,SLC12A8
OG0007802,NA,NA,NA,NA,TMEM169,relaxed,NA,NA,NA,TMEM169
OG0007803,NA,NA,paml_selected,NA,WDR4,relaxed,NA,NA,NA,WDR4
OG0007804,NA,NA,NA,NA,TXNDC9,relaxed,NA,NA,NA,TXNDC9
OG0007805,NA,intensified,NA,NA,NA,NA,NA,NA,NA,WARS2
OG0007811,NA,NA,NA,NA,MOSPD2,relaxed,NA,NA,NA,MOSPD2
OG0007812,NA,NA,NA,NA,MRPL51,relaxed,NA,NA,NA,MRPL51
OG0007816,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,RMDN1
OG0007817,NA,NA,paml_selected,NA,NUB1,relaxed,NA,NA,NA,NUB1
OG0007819,NA,NA,NA,NA,EBAG9,relaxed,NA,NA,NA,EBAG9
OG0007822,NA,NA,NA,NA,MED18,relaxed,NA,NA,NA,MED18
OG0007824,NA,NA,NA,NA,HACE1,relaxed,NA,NA,NA,HACE1
OG0007825,NA,NA,NA,NA,CCDC129,relaxed,NA,NA,NA,CCDC129
OG0007826,NA,NA,NA,NA,ALG14,relaxed,NA,NA,NA,ALG14
OG0007828,NA,intensified,NA,NA,NA,NA,NA,NA,NA,TRIM71
OG0007831,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,LENG8
OG0007832,NA,NA,paml_selected,NA,LPCAT3,relaxed,NA,NA,NA,LPCAT3
OG0007833,NA,NA,NA,NA,CLSTN3,relaxed,NA,NA,NA,CLSTN3
OG0007834,NA,NA,paml_selected,NA,GBA,relaxed,NA,NA,NA,GBA
OG0007840,NA,NA,paml_selected,NA,KIAA0232,relaxed,NA,NA,NA,KIAA0232
OG0007841,NA,NA,paml_selected,NA,DHX30,relaxed,NA,NA,NA,DHX30
OG0007842,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SVEP1
OG0007843,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,EFS
OG0007845,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,ACADVL
OG0007846,NA,NA,NA,NA,TTC5,relaxed,NA,NA,NA,TTC5
OG0007847,NA,intensified,NA,NA,NA,NA,NA,NA,NA,SEPSECS
OG0007851,NA,NA,paml_selected,NA,AHSG,relaxed,NA,NA,NA,AHSG
OG0007853,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CCDC39
OG0007857,NA,NA,NA,NA,KLHDC3,relaxed,NA,NA,NA,KLHDC3
OG0007862,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,FAM204A
OG0007864,NA,NA,NA,NA,PSAP,relaxed,NA,NA,NA,PSAP
OG0007865,NA,NA,NA,NA,PDE10A,relaxed,NA,NA,NA,PDE10A
OG0007867,NA,intensified,NA,NA,NA,NA,NA,NA,NA,ATE1
OG0007869,NA,NA,NA,NA,PHF10,relaxed,NA,NA,NA,PHF10
OG0007870,NA,intensified,NA,NA,NA,NA,NA,NA,NA,TJAP1
OG0007872,NA,intensified,NA,NA,NA,NA,NA,NA,NA,LRRC73
