Ammel,Ammex,Asmec,Asmes,Chlan,Darer,Gamor,Hegla,Hosap,Leocu,Luden,Mymur,Ornil,Plwal,Prang,Scvul,Sians,Sigra,Sirhi,Tagut,Thmac,Trros,Trtib,Xetro,Zoviv,nSp,og,selectionF,selectionB,allF,allB
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,1,1,hits_per_21_species,OG0010276,0,0,6,15
1,1,3.96681565373314e-08,1,1,1,1,1,1,1,1,1,3.16521492349509e-09,NA,1,1,NA,NA,NA,1,1,1.25580939968062e-05,1,1,1,hits_per_21_species,OG0010280,2,1,6,15
1,1,1,1,1,1,1,1,1,0.124023631906568,1,1,1,NA,0.102173292218903,1,NA,NA,NA,1,1,1,5.16529585335435e-05,1,1,hits_per_21_species,OG0010281,0,1,6,15
1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,4.31394482286462e-06,1,1,hits_per_21_species,OG0010284,0,1,5,16
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0.241863983723405,1,NA,NA,NA,1,1,1,1,1,1,hits_per_21_species,OG0010288,0,0,6,15
1,0.596660259589821,1,1,1,0.264266313528667,1,2.92850817058543e-05,1,1,0.00047704758499012,0.852426322858684,5.90552082185836e-06,NA,1,1,NA,NA,NA,1,0.316049073844511,1,0.0510289168562605,1,0.303821461472767,hits_per_21_species,OG0010290,2,1,6,15
1,1,1,0.614218574860268,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,1,1,hits_per_21_species,OG0010291,0,0,6,15
0.372736248680823,1,1,1,0.79997365321151,0.339869583625997,1.88523605060276e-08,1,1,0.460768153220028,1,1,1,0.243552473165015,1,1,NA,NA,NA,0.000150701152414778,1,1,NA,1,1,hits_per_21_species,OG0010294,0,2,6,15
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,0.181931801675176,1,1,0.460247274318473,1,1,hits_per_21_species,OG0010296,0,0,6,15
0.70967859344228,1,1,1,1,1,1,1,1,1,0.0158101812419891,0.688309142237185,1,NA,1,1,NA,NA,NA,0.686277867221715,0.00746494877871129,1,1,1,1,hits_per_21_species,OG0010300,1,1,6,15
1,1,1,1,5.39727267545587e-07,1,1,0.0062891838082314,4.08207369395619e-06,1,1,1,1,1,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_21_species,OG0010301,1,2,5,16
1,1,NA,1,1,NA,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,hits_per_21_species,OG0010302,0,0,5,16
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.50791486855373e-05,1,NA,NA,NA,1,1,1,NA,1,1,hits_per_21_species,OG0010304,1,0,6,15
1,1,1,1,NA,NA,1,0.216492576754544,1,5.46721617977752e-08,1,1,1,1,1,1,NA,1,NA,1,1,1,1,1,1,hits_per_21_species,OG0010305,0,1,6,15
1,1,1,1,1,1,1,1,1,1,1,0.61389857277544,1,NA,1,1,NA,NA,NA,1,0.0768698971540847,1,1,1,1,hits_per_21_species,OG0010307,0,0,6,15
1,1,1,1,1,1,0.159475554877054,NA,1,1,1,1,1,1,0.00810725059926609,1,NA,NA,NA,1,1,1,8.59695648003367e-11,0.153277884632015,0.0470591539487365,hits_per_21_species,OG0010308,1,2,5,16
1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,0,0.737224073194863,1,hits_per_21_species,OG0010310,0,1,5,16
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,3.29021824935216e-06,1,1,hits_per_21_species,OG0010311,0,1,6,15
1,1,1,1,1,NA,1,1,1,1,0.376195347287722,1,1,NA,1,1,NA,1,NA,1,0.977897501712094,2.85691303947289e-10,1,1,1,hits_per_21_species,OG0010313,1,0,6,15
1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,0,1,1,hits_per_21_species,OG0010315,0,1,5,16
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,NA,1,1,1,NA,1,1,hits_per_21_species,OG0010316,0,0,7,14
1,1,1,1,1,1,0.104404677325797,1,1,1,5.15623494201645e-06,1,1,NA,1,1,NA,NA,NA,1,1,1,0.00674230211716187,1,1,hits_per_21_species,OG0010319,1,1,6,15
1,1,1,0.32246485466661,1,1,1,1,1,0.451590780723081,1,0.108837073022204,0.00402706944252157,NA,1,NA,NA,1,NA,1,1,1,1,1,0.169424575000588,hits_per_21_species,OG0010320,0,1,6,15
1,NA,1,1,1,NA,1,0.00945053679408114,4.96665640781213e-07,1,1,1,1,0.520800735474916,1,1,NA,1,NA,0.58369194501683,1,1,1,1,1,hits_per_21_species,OG0010322,1,1,5,16
0.160271959352444,1,1,1,1,1,0.819002260851979,1,1,1,1,1,1,NA,NA,1,NA,NA,1,1,1,1,0.704397405211418,1,1,hits_per_21_species,OG0010327,0,0,6,15
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,0,NA,4.80315787143581e-12,NA,1,1,1,1,1,1,hits_per_21_species,OG0010329,0,2,5,16
1,0.695476695598393,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,0.199000287026848,hits_per_21_species,OG0010331,0,0,6,15
1,1,1,1,1,1,0.0635518810374372,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,0,0.131531134915215,0.94288884113176,hits_per_21_species,OG0010332,0,1,6,15
1,1,1,1,1,1,0.000733838749477578,1,1,1,1,1,1,NA,0.185588740563016,1,NA,NA,NA,1,1,1,0.00351715481181869,1,1,hits_per_21_species,OG0010333,0,2,6,15
1,1,1,1,1,0.909499853095226,0.230685313882913,0.0652790503895017,1,1,1,1,1,1,1,NA,1,NA,NA,1,1,1,NA,1,1,hits_per_21_species,OG0010334,0,0,7,14
1,NA,1,1,1,1,1,1,1,0.736063032951982,0.200299920414558,1,1,1,1,1,NA,NA,NA,1,1,0.597096091598273,1,1,0.359129931080122,hits_per_21_species,OG0010335,0,0,5,16
0.223971357684819,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,1,0.28495785932676,hits_per_21_species,OG0010339,0,0,6,15
0.744111116578514,1,1,1,1,1,0.038215481596769,0.00297625235485455,1,0.731310345946868,0.0253380778800187,1,1,NA,1,1,NA,NA,NA,1,0.000773002274668921,1,1,1,1,hits_per_21_species,OG0010341,2,2,6,15
1,1,0,1,1,1,1,1,2.7948725556115e-09,1,1,1,1,NA,NA,1,NA,1,NA,1,1,1,1,1,1,hits_per_21_species,OG0010342,1,1,5,16
1,0.0845923135031416,1,1,1,1,1,1,1,1,0.000800463861312273,1,1,NA,1,1,NA,NA,NA,1,1,1,1,1,1,hits_per_21_species,OG0010343,1,0,6,15
1,1,1,1,1,1,1,1,1,1,1,1,0.0389166448422715,NA,0.468535432306066,1.56249562817123e-05,NA,NA,NA,1,0.263469703443484,1,4.8464324030606e-06,1,1,hits_per_21_species,OG0010346,0,3,6,15
1,1,1,1,1,1,1,0.411259451194,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,1,1,hits_per_21_species,OG0010350,0,0,6,15
1,1,1,1,NA,1,0.170334481689399,1,1,1,2.59525156032225e-07,1,1,1,1,1,NA,NA,NA,0.0105247296198607,1,1,1,1,0.0240501513797775,hits_per_21_species,OG0010351,1,2,6,15
0.204709550934908,1,1,1,1,1,0.00143665450012032,1,1,0.0716271275371274,1,1,1,NA,1,0.000154092575743614,NA,NA,NA,1,0.133843215224847,1,0.00562158909337618,0.450588814646352,0.0398760746521853,hits_per_21_species,OG0010354,0,4,6,15
1,NA,1,1,1,1,1,1,1,1,1,1,1,0.0206762557931763,1,1,NA,NA,NA,1,1,1,1,1,1,hits_per_21_species,OG0010356,0,1,5,16
1,1,1,1,1,1,1,1,0.000819206994162602,1,1,1,NA,NA,1,1,NA,NA,1,0.0713100408025227,1,1,2.85922951981377e-11,1,1,hits_per_21_species,OG0010358,0,2,7,14
0.515072877297072,1,1,1,1,1,1,1,1,1,1,1,1,NA,0.0288394135485546,1,NA,NA,NA,1,1,1,1,1,1,hits_per_21_species,OG0010359,1,0,6,15
1,0.901577619589403,1,1,1,1,1,1,0.74857157764811,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,1,1,hits_per_21_species,OG0010360,0,0,6,15
1,1,1,1,1.37126976440527e-11,1,1,1,0.0793665163866967,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,0.123466833591083,1,hits_per_21_species,OG0010361,0,1,6,15
0.610287667878881,4.34006772404016e-05,1,1,1,1,1,1,0.626763940216106,1,0.873865887261071,1,1,NA,0.461700480449329,1,NA,NA,NA,0.602013951855602,1,1,1,1,1,hits_per_21_species,OG0010363,1,0,6,15
1,NA,0.551260402442544,1,NA,1,0.0036007633039814,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,4.03864684528354e-06,1,1,hits_per_21_species,OG0010364,0,2,6,15
0.822221780307064,1,1,1,1,1,0.165390258787166,9.39501643149043e-10,1,1,1,0.49518883210315,1,NA,1,1,NA,NA,NA,1,1,1,0.154936402035956,1,1,hits_per_21_species,OG0010366,1,0,6,15
1,1,1,1,1,1,NA,1,1,0.442184872160375,1,1,NA,NA,1,1,1.66657829370198e-07,1,NA,1,1,1,1,1,0.621654167217659,hits_per_21_species,OG0010367,1,0,7,14
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,0,1,1,1,hits_per_21_species,OG0010372,1,0,6,15
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,0.000267087467719585,1,1,hits_per_21_species,OG0010373,0,1,6,15
0.32933760899932,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,hits_per_21_species,OG0010374,0,0,6,15
1,1,1,1,1,0.490366067797121,0.372626406313585,1,1,0.0837301221614666,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,1,1,hits_per_21_species,OG0010375,0,0,6,15
1,1,1,1,1,1,1,9.295618369487e-08,1,1,3.76869702112259e-10,1,1,NA,1,4.46219124983216e-08,NA,NA,NA,1,1,1,0.158568007074846,1,1,hits_per_21_species,OG0010377,2,1,6,15
1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1.11622514897825e-07,1,NA,NA,NA,0.572630907118084,1,1,1,1,1,hits_per_21_species,OG0010379,1,0,6,15
1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,hits_per_21_species,OG0010381,0,0,6,15
1,1,4.32986979603811e-15,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,0.129041015965113,1,1,1,1,1,hits_per_21_species,OG0010385,1,0,6,15
1,1,1,1,1,1,0.0710242392508438,1,0.774502984255553,1.17469852867203e-06,1,1,1,NA,1,1,NA,NA,NA,1,1,1.81470645177484e-08,1,0.990022004966535,1,hits_per_21_species,OG0010389,1,1,6,15
1,1,1,1,1,1,1,1,1,NA,0.589840436898191,1,1,1,9.58105340065352e-08,1,NA,NA,NA,1,1,1,0.065323172717543,1,0.0878032796943637,hits_per_21_species,OG0010390,1,0,6,15
1,NA,1,1,1,1,1,0.305537669517878,0.000799815939608983,1,1,0.730262859496228,1,NA,NA,1,1,1,NA,1,1,1,1,1,1,hits_per_21_species,OG0010392,0,1,5,16
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,1,1,hits_per_21_species,OG0010398,0,0,6,15
0.339638421958593,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,0.710799049540283,NA,0,1,1,1,NA,1,1,hits_per_21_species,OG0010399,1,0,7,14
1,1,1,0.865681719329373,1,1,1,1,1,1,1,1,1,NA,1,0.184057250543674,NA,NA,NA,1,1,1,1,1,1,hits_per_21_species,OG0010400,0,0,6,15
1,1,1,1,1,0.807732334671518,1,1.617466161008e-10,1,0.619433474081868,NA,1,1,1,1,0.460593935813294,NA,NA,NA,1,1,1,1,1,1,hits_per_21_species,OG0010401,1,0,5,16
1,1,1,1,1,1,1,1,6.72335912715871e-06,1,1.64068686303587e-07,0.0704174079629259,1,NA,0.545202269799846,1,NA,NA,NA,1,1,1,1,0.523742827774409,1,hits_per_21_species,OG0010404,1,1,6,15
1,0.162698983949084,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,1,1,hits_per_21_species,OG0010406,0,0,6,15
0.009478055023868,1,1,1,1,1,1,0.738935446396489,0.0159380471901914,1,1,1,1,NA,1,1,NA,NA,NA,0.153102129055474,1,1,1,1,1,hits_per_21_species,OG0010407,0,2,6,15
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,0.493985667914398,1,1,1,1,1,hits_per_21_species,OG0010408,0,0,6,15
1,1,1,1,6.00597550803883e-07,1,0.473873948875556,1,2.01228533835973e-10,0.757961854307748,1,1,1,NA,1,1,NA,NA,NA,0.760941989172859,1,1,1,1,1,hits_per_21_species,OG0010409,0,2,6,15
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,1,1,hits_per_21_species,OG0010411,0,0,6,15
1,1,1,1,1,1,0.232236228143773,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,1,1,hits_per_21_species,OG0010413,0,0,6,15
1,1,1,1,1,1,1,1,9.37608453044358e-07,1,1,1,1,NA,0.372622651757974,NA,NA,1,NA,1,1,1,0.874089001154445,1,1,hits_per_21_species,OG0010417,0,1,6,15
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,1,1,hits_per_21_species,OG0010418,0,0,6,15
1,1,1,1,1,1,1,1,0.585572702556276,0.0261113427255023,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,1,1,hits_per_21_species,OG0010419,0,1,6,15
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,8.11636463871057e-07,NA,NA,NA,1,1,1,1,1,1,hits_per_21_species,OG0010420,0,1,6,15
1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,0.00144072814762097,hits_per_21_species,OG0010423,0,1,5,16
1,1,1,1,1,1,1,1,1,1,3.63184066154432e-09,1,1,NA,1,1,NA,NA,NA,1,1,1,1,1,1,hits_per_21_species,OG0010428,1,0,6,15
1,0.156372132735921,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,0.00165431757528678,1,1,1,hits_per_21_species,OG0010429,1,0,6,15
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,1,1,hits_per_21_species,OG0010431,0,0,6,15
1,1,1,1,1,NA,1,1,1,1,1,1,1,1,0.00125310545552859,1,1,NA,NA,1,1,1,NA,1,0.164569265461209,hits_per_21_species,OG0010432,1,0,7,14
1,0.439808221642257,0,1,1,1,0.374215912577689,1,1,0.747991802383875,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,1,1,hits_per_21_species,OG0010433,1,0,6,15
1,1,1,1,8.76582140207915e-12,1,1,1,1,1,1,1,1,NA,1,NA,NA,1,NA,1,1,1,1,1,0.806726951890453,hits_per_21_species,OG0010434,0,1,6,15
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,NA,1,1,1,NA,1,1,hits_per_21_species,OG0010440,0,0,6,15
0.129013655415072,1,1,1,1,1,1,1,1,0.404473540229313,1,1,1,1,1,1,NA,NA,NA,1,1,1,NA,1,1,hits_per_21_species,OG0010441,0,0,6,15
0.886289505742418,NA,1,1,1,1,0.00774862279999317,1,1,0.116899569523194,1,1,1,NA,0.121104714685903,1,NA,1,NA,8.12601982369543e-07,1,1,1.60699237217177e-05,1,1,hits_per_21_species,OG0010442,0,3,5,16
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,1,1,hits_per_21_species,OG0010443,0,0,6,15
1,1,1,1,1,1,1,3.8968828164343e-14,1.61666235953817e-11,0.671939286156258,1,1,1,NA,9.99209493424136e-07,1,NA,NA,NA,1,1,1,0.0425762801718777,1,1,hits_per_21_species,OG0010444,2,2,6,15
0.170736261231343,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,0.00376840184013638,0.0719198147192588,hits_per_21_species,OG0010445,0,1,6,15
1,1,0.209558383438217,1,1,1,1,1,1,1,1,1,1,NA,0.38567367638852,1,NA,NA,NA,1,1,1,1,1,1,hits_per_21_species,OG0010446,0,0,6,15
1,0.391431344081512,1,1,1,1,1,1,1,1,1.04068420547776e-11,1,1,NA,1,1,NA,NA,NA,1,1,1,1,1,1,hits_per_21_species,OG0010447,1,0,6,15
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,1,1,hits_per_21_species,OG0010448,0,0,6,15
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,0.803764033304525,NA,NA,NA,0.000950259161956124,1,1,0.00257960295251059,1,1,hits_per_21_species,OG0010450,0,2,6,15
1,1,1,1,1,1,0.209829651679735,1,1,1,1,1,1,NA,1,1,NA,NA,NA,0.0201985311680704,1,1,1,1,0.0356935670050251,hits_per_21_species,OG0010451,0,2,6,15
1,1,1,1,1,1,1,1,NA,0.0338142055100408,0.877947194045093,1,0.926781819164686,1,1,1,NA,1,NA,1,NA,1,1,1,1,hits_per_21_species,OG0010453,0,1,6,15
0.155869736111982,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,1,NA,1,NA,1,1,1,1,1,1,hits_per_21_species,OG0010455,0,0,6,15
1,1,1,1,1,NA,1,1,1.0547118733939e-14,1,1,1,1,NA,1,1,NA,3.04400732398236e-09,NA,1,0.914218307598631,1,0,1,1,hits_per_21_species,OG0010456,0,3,6,15
1,1,1,1,1,0.573889425291822,1,1,1,1,0.0123080324287672,1,1,0.375480068876654,0.517651140872625,1,NA,NA,NA,1,1,1,1,NA,1,hits_per_21_species,OG0010458,1,0,6,15
1,1,1,1,1,1,1,1,1,1,1,0.296880028211482,0.29525712693222,NA,1,1,NA,NA,NA,1,1,6.47315534507698e-13,1,1,1,hits_per_21_species,OG0010459,1,0,6,15
1,1,1,1,1,1,1,1,1,0.286100490865625,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,1,1,hits_per_21_species,OG0010460,0,0,6,15
0.359594273705397,1,1,1,1,1,1,1,1,1,1,0.54868637362809,1,NA,1,1,NA,NA,NA,1,1,1,2.97103758262196e-09,1,1,hits_per_21_species,OG0010461,0,1,6,15
0.674076997251183,1,1,1,1,1,1,1,1,1,3.02931459029154e-05,1,1,NA,1,1,NA,NA,NA,1,1,1,1,1,1,hits_per_21_species,OG0010462,1,0,6,15
1,1,1,1,1,1,1,0.144815248915393,1,0.00479197238972617,1,1,0.0207537728129972,NA,1,1,NA,NA,NA,1,0.147275635109562,1,1,1,1,hits_per_21_species,OG0010463,0,2,6,15
0.524888468319334,1,1,1,0.024032842853292,1,0.109245604425498,0.289742194257465,1,0.012569244309839,1,1,1,0.298383663768831,1,NA,NA,NA,NA,1,1,1,0.928140775543524,9.62631356207222e-05,1,hits_per_21_species,OG0010464,0,3,6,15
1,1,1,1,1,1,1,1,0.0973690256328055,1,1,1,1,NA,0.0144038701011477,NA,1,NA,NA,0.0295575633936314,1,1,1,1,1,hits_per_21_species,OG0010465,1,1,7,14
0.858976012953885,1,1,1,NA,1,4.34941502155395e-05,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,0.162445790670198,1,hits_per_21_species,OG0010470,0,1,6,15
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,5.72878577909108e-10,1,NA,NA,NA,1,1,1,1,1,1,hits_per_21_species,OG0010471,1,0,6,15
1,1,1,0.522988873476818,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1.53710377759353e-13,1,1,hits_per_21_species,OG0010472,0,1,6,15
0.0689381810959411,1,NA,1,1,1,0.358462118537929,1,1,1,1,1,0.0702741546395631,0.0307483555198422,0.0132360745578908,1,NA,NA,NA,1,0.0732277227178602,1,1,0.6875670548055,1,hits_per_21_species,OG0010473,1,1,5,16
1,1,1,0,1,1,0.0819135635760906,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,1,1,hits_per_21_species,OG0010474,0,1,6,15
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0.303468733072585,1,NA,NA,NA,1,1,1,1,1,1,hits_per_21_species,OG0010476,0,0,6,15
1,1,0.0208026782909321,0.438442978451108,0.0617035449127782,1,0.0625302438956636,1,1,1,1,0.548711805078705,1,NA,1,1,NA,NA,NA,1,0.740644268091632,0.00260350419936439,1,1,1,hits_per_21_species,OG0010479,2,0,6,15
1,0.774920423381344,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,1,1,hits_per_21_species,OG0010481,0,0,6,15
1,1,1,1,NA,1,1,1,0.0476673164569181,1,1,1,1,NA,1,NA,1,1,1,1,0.895904183132227,1,NA,1,1,hits_per_21_species,OG0010484,0,1,8,13
1,1,0.000666057169259049,1,1,1,1,1,1,1,1.16991710208403e-07,1,1,NA,1,1,NA,NA,NA,1,1,1,1.5752503634836e-08,1,1,hits_per_21_species,OG0010485,2,1,6,15
1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,4.34593361298141e-10,1,1,1,hits_per_21_species,OG0010487,1,0,5,16
1,1,1,1,1,1,1,1,1,1,0.0627104447019114,0.102092093245518,1,NA,0.166070337022818,1,NA,1,NA,1,1,1,1,NA,1,hits_per_21_species,OG0010488,0,0,6,15
1,1,4.32986979603811e-15,1,1,1,1,2.07363545587924e-05,1,NA,1,1,1,1,1,1,NA,NA,NA,0.839973428577577,1,1,1,1,1,hits_per_21_species,OG0010489,2,0,6,15
1,1,1,1,1,1,0.562252343730303,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,1,1,hits_per_21_species,OG0010490,0,0,6,15
1,1,1,1,1,1,1,NA,0.360178866673353,1,1,0.852404402165958,1,NA,1,1,NA,1,NA,0.231160744115707,1,1,5.87645072899212e-05,0.391364764951753,1,hits_per_21_species,OG0010491,0,1,5,16
1,1,1,1,1,1,0.205527403248908,1,1,1,NA,1,0.276971371332184,NA,NA,NA,1,1,6.35063113207934e-11,1,1,1.34225963677181e-13,1,1,0.00100573781732782,hits_per_21_species,OG0010495,2,1,6,15
1,1,1,1,3.04884298987229e-05,1,0.588481639079824,1,1,0.0194951741395716,1,1,1,NA,0,1,NA,NA,NA,1,1,1.82950321558906e-10,1,1,0.0502933453621236,hits_per_21_species,OG0010496,2,2,6,15
1,1,1,1,1,1,1,1,1,1,1,1,0.00852566047327874,NA,1,1,NA,NA,NA,0.00918906411262777,1,0.395073398042162,1,1,1,hits_per_21_species,OG0010498,0,2,6,15
1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,NA,1,1,NA,1,1,1,1,1,1,1,hits_per_21_species,OG0010500,0,0,7,14
1,1,1,1,1,NA,1,0.849388999017023,1,0.031154699406712,1,1,1,NA,1,3.8968828164343e-13,1,NA,NA,1,1,1,1,1,1,hits_per_21_species,OG0010501,0,2,7,14
1,1,1,1,1,NA,3.36153771485215e-10,NA,0.194602060582867,1,0.438064257589247,1,1,1,NA,1,1,NA,1,0.0119710606173022,1,1,1,1,0.000104806566023852,hits_per_21_species,OG0010503,0,3,6,15
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,1,1,hits_per_21_species,OG0010504,0,0,6,15
1,1,1,1,1,NA,1,0,1,1,1,1,1,NA,0.100353272521487,1,1,NA,NA,1,1,1,1,1,1,hits_per_21_species,OG0010506,1,0,7,14
1,1,1,1,1,1,1,1,1,0.357632790710116,NA,1,1,1,0.000158428137897793,1,NA,NA,NA,1,1,4.73613351853475e-06,1,0.158592763595435,0.375046979969984,hits_per_21_species,OG0010511,2,0,5,16
0.6854419886348,NA,1,1,1,NA,0.543531342561389,1,1,0.0132557173891412,1,0.125731032445356,1,NA,1,1,0.760337356587177,NA,1,1,1,1,1,1,1,hits_per_21_species,OG0010513,0,1,7,14
1,1,1,1,1,1,1,1,9.02085307985523e-06,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,1,1,hits_per_21_species,OG0010514,0,1,6,15
1,1,1,1,4.04842825929563e-13,1,1,1,1,1,1,1,1,NA,0.817646519538346,1,1,NA,NA,1,1,1,0.0601369144821354,NA,1,hits_per_21_species,OG0010515,0,1,7,14
1,1,NA,1,NA,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,hits_per_21_species,OG0010516,0,0,5,16
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,3.32447402939806e-11,1,1,1,hits_per_21_species,OG0010518,1,0,6,15
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,0.316846461374788,1,1,hits_per_21_species,OG0010519,0,0,6,15
1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,0.0313933120185537,1,1,1,1,1,hits_per_21_species,OG0010520,0,1,5,16
1,1,1,1,0.16677962673246,1,1,1,1,0.115246321997191,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,1,1,hits_per_21_species,OG0010527,0,0,6,15
0.045889370545994,NA,1,1,0.556983581375822,NA,0.249078591340634,1,1,1,1,1,1,NA,1,1,NA,1,0.393062316710855,1,1,1,1.87604035639666e-08,1,1,hits_per_21_species,OG0010528,0,2,6,15
1,1,1,0.00259440546926126,1,1,1,2.73198723776957e-06,1,1,1,1,1,NA,1,1,NA,0.0289383842380537,NA,1,1,NA,0.617222255750761,1,1,hits_per_21_species,OG0010529,1,2,5,16
1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,0.101174451584857,NA,NA,1,0.245545669065451,1,1,1,1,hits_per_21_species,OG0010531,0,0,7,14
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0.593589740844014,1,NA,NA,NA,1,1,1,1,1,1,hits_per_21_species,OG0010533,0,0,6,15
1,1,1,1,1,1,0.371506301687559,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,1,1,hits_per_21_species,OG0010534,0,0,6,15
1,1,1,1,1,1,0.00815108769090278,NA,1,1,1,1,0.03541150448759,NA,1,1,NA,1,NA,1,1,1,0,1,1,hits_per_21_species,OG0010536,0,3,5,16
1,1,1,1,1,1,0.291559693407462,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,1,1,hits_per_21_species,OG0010537,0,0,6,15
1,NA,1,1,1,1,1,0.205545371995004,1,0.207812878907703,1,1,1,1,0.00453247703079485,1,NA,NA,NA,1,1,1,1,1,1,hits_per_21_species,OG0010538,1,0,5,16
1,1,1,1,1,0.0866867987598641,1,1,1,1,1,1,1,NA,1,NA,1,NA,NA,1,1,1,1,1,1,hits_per_21_species,OG0010539,0,0,7,14
1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,1,NA,NA,1,1,3.3504773807036e-06,0.0270800806441409,1,1,hits_per_21_species,OG0010540,1,1,6,15
1,NA,1,1,1,1,0.439944944441519,1,0.0124260006520195,1,1,1,1,1,1,1,NA,1,NA,1,1,1,NA,0.286569146659322,1,hits_per_21_species,OG0010543,0,1,5,16
