OG_ID,gene_symbol.x,analysis_absrel,gene_symbol.y,analysis_relax_selection,analysis_paml,analysis_cafe_expanded,gene_symbol.x,analysis_relax_relaxed,analysis_cafe_contracted,gene_symbol.y,condition,gene_symbol
OG0007848,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,ANKRD24
OG0007851,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,SDC4,pigmentation,SDC4
OG0007857,KDM1A,selected,NA,NA,NA,NA,KDM1A,relaxed,NA,NA,NA,KDM1A
OG0007860,NA,NA,NA,NA,paml_selected,NA,LRRC57,relaxed,NA,NA,NA,LRRC57
OG0007864,NA,NA,SIVA1,intensified,NA,NA,NA,NA,NA,NA,NA,SIVA1
OG0007865,NA,NA,NA,NA,NA,NA,SRP14,relaxed,NA,NA,NA,SRP14
OG0007868,NA,NA,NA,NA,NA,NA,LIN52,relaxed,NA,NA,NA,LIN52
OG0007869,NA,NA,NA,NA,NA,NA,ARHGAP5,relaxed,NA,NA,NA,ARHGAP5
OG0007876,NA,NA,DDO,intensified,NA,NA,NA,NA,NA,NA,NA,DDO
OG0007877,NA,NA,NA,NA,NA,NA,C15orf41,relaxed,NA,NA,NA,C15orf41
OG0007883,NA,NA,WDPCP,intensified,NA,NA,NA,NA,NA,WDPCP,pigmentation,WDPCP
OG0007885,NA,NA,NA,NA,paml_selected,NA,CLN8,relaxed,NA,NA,NA,CLN8
OG0007886,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,ARHGEF10
OG0007888,NA,NA,NA,NA,NA,NA,BIRC6,relaxed,NA,NA,NA,BIRC6
OG0007891,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,NGFR
OG0007892,NA,NA,NA,NA,paml_selected,NA,POLR3A,relaxed,NA,NA,NA,POLR3A
OG0007894,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,AFAP1
OG0007899,UNC13D,selected,UNC13D,intensified,paml_selected,NA,NA,NA,NA,NA,NA,UNC13D
OG0007900,NA,NA,NA,NA,NA,NA,C17orf70,relaxed,NA,NA,NA,C17orf70
OG0007901,NA,NA,NA,NA,NA,NA,GLTSCR1L,relaxed,NA,NA,NA,GLTSCR1L
OG0007902,NA,NA,SFXN2,intensified,NA,NA,NA,NA,NA,NA,NA,SFXN2
OG0007904,NA,NA,NA,NA,NA,NA,TRUB1,relaxed,NA,NA,NA,TRUB1
OG0007910,NA,NA,NA,NA,NA,NA,TBX21,relaxed,NA,NA,NA,TBX21
OG0007913,NA,NA,SH3BP1,intensified,NA,NA,NA,NA,NA,NA,NA,SH3BP1
OG0007915,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SLC16A12
OG0007916,NA,NA,RSPH10B,intensified,NA,NA,NA,NA,NA,NA,NA,RSPH10B
OG0007917,NA,NA,NA,NA,NA,NA,NRBF2,relaxed,NA,NA,NA,NRBF2
OG0007918,NA,NA,NA,NA,NA,NA,POLR3E,relaxed,NA,NA,NA,POLR3E
OG0007925,NA,NA,NA,NA,NA,NA,OGT,relaxed,NA,NA,NA,OGT
OG0007932,NA,NA,NA,NA,paml_selected,NA,JPH3,relaxed,NA,NA,NA,JPH3
OG0007934,NA,NA,GAP43,intensified,paml_selected,NA,NA,NA,NA,NA,NA,GAP43
OG0007936,NA,NA,NA,NA,NA,NA,CWF19L2,relaxed,NA,NA,NA,CWF19L2
OG0007939,NA,NA,NA,NA,paml_selected,NA,NYAP2,relaxed,NA,NA,NA,NYAP2
OG0007941,NA,NA,MED29,intensified,NA,NA,NA,NA,NA,NA,NA,MED29
OG0007943,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,C2CD3
OG0007944,NA,NA,NA,NA,NA,NA,TADA2A,relaxed,NA,NA,NA,TADA2A
OG0007947,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,C11orf57
OG0007948,NA,NA,NA,NA,NA,NA,SORL1,relaxed,NA,NA,NA,SORL1
OG0007952,NA,NA,NA,NA,NA,NA,NPAT,relaxed,NA,NA,NA,NPAT
OG0007955,NA,NA,SPCS2,intensified,paml_selected,NA,NA,NA,NA,NA,NA,SPCS2
OG0007958,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,NUDT8
OG0007960,NA,NA,PRPF8,intensified,NA,NA,NA,NA,NA,NA,NA,PRPF8
OG0007963,NA,NA,TOX,intensified,NA,NA,NA,NA,NA,NA,NA,TOX
OG0007966,NA,NA,NA,NA,NA,NA,STAT4,relaxed,NA,NA,NA,STAT4
OG0007967,NA,NA,NA,NA,paml_selected,NA,LRCH1,relaxed,NA,NA,NA,LRCH1
OG0007969,NA,NA,NA,NA,NA,NA,MED4,relaxed,NA,NA,NA,MED4
OG0007971,NA,NA,NA,NA,NA,NA,TMEM177,relaxed,NA,NA,NA,TMEM177
OG0007975,NA,NA,PLEKHM3,intensified,NA,NA,NA,NA,NA,NA,NA,PLEKHM3
OG0007978,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,F5
OG0007982,NA,NA,NA,NA,NA,NA,SP5,relaxed,NA,NA,NA,SP5
OG0007983,NA,NA,NEB,intensified,paml_selected,NA,NA,NA,NA,NA,NA,NEB
OG0007984,NA,NA,NA,NA,NA,NA,NFE2L2,relaxed,NA,NA,NA,NFE2L2
OG0007985,NA,NA,NA,NA,NA,NA,SPC25,relaxed,NA,NA,NA,SPC25
OG0007988,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,ZNF142
OG0007989,NA,NA,SLC12A8,intensified,NA,NA,NA,NA,NA,NA,NA,SLC12A8
OG0007990,NA,NA,NA,NA,NA,NA,MAP3K13,relaxed,NA,NA,NA,MAP3K13
OG0007993,NA,NA,IFT88,intensified,paml_selected,NA,NA,NA,NA,NA,NA,IFT88
OG0007994,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,POPDC2
OG0007995,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CRYL1
OG0007998,PRKX,selected,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRKX
OG0007999,NA,NA,NA,NA,NA,NA,MOSPD2,relaxed,NA,NA,NA,MOSPD2
OG0008000,PUS3,selected,PUS3,intensified,paml_selected,NA,NA,NA,NA,NA,NA,PUS3
OG0008005,NA,NA,NA,NA,NA,NA,RB1CC1,relaxed,NA,NA,NA,RB1CC1
OG0008006,NA,NA,NA,NA,NA,NA,RAB11FIP3,relaxed,NA,NA,NA,RAB11FIP3
OG0008007,NA,NA,NA,NA,NA,NA,COBL,relaxed,NA,NA,NA,COBL
OG0008008,NA,NA,PDCD6,intensified,NA,NA,NA,NA,NA,NA,NA,PDCD6
OG0008012,NA,NA,NA,NA,NA,NA,RMDN1,relaxed,NA,NA,NA,RMDN1
OG0008013,NA,NA,RECK,intensified,NA,NA,NA,NA,NA,NA,NA,RECK
OG0008017,NA,NA,NA,NA,NA,NA,EBAG9,relaxed,NA,NA,NA,EBAG9
OG0008022,NA,NA,NA,NA,paml_selected,NA,BVES,relaxed,NA,NA,NA,BVES
OG0008023,NA,NA,NA,NA,NA,NA,ALG14,relaxed,NA,NA,NA,ALG14
OG0008025,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,TRIM71
OG0008029,NA,NA,CCT3,intensified,NA,NA,NA,NA,NA,NA,NA,CCT3
OG0008032,NA,NA,NA,NA,NA,NA,CLSTN3,relaxed,NA,NA,NA,CLSTN3
OG0008036,NA,NA,NA,NA,NA,NA,FAM189B,relaxed,NA,NA,NA,FAM189B
OG0008037,NA,NA,GNL1,intensified,NA,NA,NA,NA,NA,NA,NA,GNL1
OG0008040,NA,NA,CCDC13,intensified,NA,NA,NA,NA,NA,NA,NA,CCDC13
OG0008041,NA,NA,NA,NA,NA,NA,KIAA0232,relaxed,NA,NA,NA,KIAA0232
OG0008043,NA,NA,UBE3C,intensified,NA,NA,NA,NA,NA,NA,NA,UBE3C
OG0008044,NA,NA,NA,NA,NA,NA,NOM1,relaxed,NA,NA,NA,NOM1
OG0008048,NA,NA,VBP1,intensified,NA,NA,NA,NA,NA,NA,NA,VBP1
OG0008052,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SH3TC1
OG0008053,NA,NA,ECSIT,intensified,NA,NA,NA,NA,NA,NA,NA,ECSIT
OG0008054,NA,NA,NA,NA,NA,NA,KLHL6,relaxed,NA,NA,NA,KLHL6
OG0008055,NA,NA,COPA,intensified,NA,NA,NA,NA,NA,COPA,pigmentation,COPA
OG0008056,NA,NA,NA,NA,NA,NA,WDR65,relaxed,NA,NA,NA,WDR65
OG0008060,NA,NA,NA,NA,paml_selected,NA,RIPK2,relaxed,NA,NA,NA,RIPK2
OG0008063,NA,NA,NA,NA,NA,NA,BFSP2,relaxed,NA,NA,NA,BFSP2
OG0008066,NA,NA,NA,NA,NA,NA,KLHDC3,relaxed,NA,NA,NA,KLHDC3
OG0008067,NA,NA,NA,NA,NA,NA,TACC3,relaxed,NA,NA,NA,TACC3
OG0008070,OIT3,selected,NA,NA,NA,NA,NA,NA,NA,NA,NA,OIT3
OG0008071,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,PERP
OG0008073,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,GPATCH11
OG0008074,NA,NA,NA,NA,paml_selected,NA,GOLGA4,relaxed,NA,NA,NA,GOLGA4
OG0008075,NA,NA,NA,NA,NA,NA,C1D,relaxed,NA,NA,NA,C1D
OG0008077,NA,NA,NA,NA,NA,NA,GGPS1,relaxed,NA,NA,NA,GGPS1
OG0008079,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,TJAP1
OG0008080,NA,NA,LRRC73,intensified,NA,NA,NA,NA,NA,NA,NA,LRRC73
OG0008090,NA,NA,NA,NA,NA,NA,DDX43,relaxed,NA,NA,NA,DDX43
OG0008092,NA,NA,NA,NA,paml_selected,NA,MAML3,relaxed,NA,NA,NA,MAML3
OG0008093,NA,NA,HHIP,intensified,NA,NA,NA,NA,NA,NA,NA,HHIP
OG0008095,NA,NA,NA,NA,NA,NA,WDR17,relaxed,NA,NA,NA,WDR17
OG0008101,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,FTO,pigmentation,FTO
OG0008103,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,UACA
OG0008106,NA,NA,NA,NA,NA,NA,MTMR10,relaxed,NA,NA,NA,MTMR10
OG0008107,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,FA2H
OG0008108,NA,NA,NA,NA,NA,NA,ARMC10,relaxed,NA,NA,NA,ARMC10
OG0008114,NA,NA,NA,NA,NA,NA,PHF6,relaxed,NA,NA,NA,PHF6
OG0008115,NA,NA,NA,NA,NA,NA,PFDN6,relaxed,NA,NA,NA,PFDN6
OG0008118,NA,NA,PCGF1,intensified,NA,NA,NA,NA,NA,NA,NA,PCGF1
OG0008119,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,FNTA
OG0008120,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,AP1AR
OG0008121,NA,NA,NA,NA,paml_selected,NA,ENPP6,relaxed,NA,NA,NA,ENPP6
OG0008123,NA,NA,NUDT21,intensified,NA,NA,NA,NA,NA,NA,NA,NUDT21
OG0008129,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,PPCDC
OG0008131,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,ZNF423
OG0008133,NA,NA,NA,NA,NA,NA,ZFPM1,relaxed,NA,NA,NA,ZFPM1
OG0008136,NA,NA,NA,NA,NA,NA,BHLHE41,relaxed,NA,NA,NA,BHLHE41
OG0008139,NA,NA,NA,NA,NA,NA,WFDC1,relaxed,NA,NA,NA,WFDC1
OG0008140,NA,NA,CIRH1A,intensified,NA,NA,NA,NA,NA,NA,NA,CIRH1A
OG0008142,NA,NA,NA,NA,NA,NA,QSER1,relaxed,NA,NA,NA,QSER1
OG0008148,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,DDB1
OG0008149,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,BUB1
OG0008150,NA,NA,NA,NA,NA,NA,SLC35A1,relaxed,NA,NA,NA,SLC35A1
OG0008152,NA,NA,WISP3,intensified,NA,NA,NA,NA,NA,NA,NA,WISP3
OG0008154,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CFAP206
OG0008157,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CASP8AP2
OG0008159,NA,NA,NA,NA,NA,NA,NAPRT,relaxed,NA,NA,NA,NAPRT
OG0008162,NA,NA,SPATA5,intensified,paml_selected,NA,NA,NA,NA,NA,NA,SPATA5
OG0008163,NA,NA,NA,NA,NA,NA,HIGD2A,relaxed,NA,NA,NA,HIGD2A
OG0008164,NA,NA,NA,NA,NA,NA,CLCN7,relaxed,NA,CLCN7,pigmentation,CLCN7
OG0008165,NA,NA,TTC18,intensified,paml_selected,NA,NA,NA,NA,NA,NA,TTC18
OG0008171,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,MRC2
OG0008174,NA,NA,NA,NA,NA,NA,CNP,relaxed,NA,NA,NA,CNP
OG0008179,NA,NA,NA,NA,NA,NA,ZRANB3,relaxed,NA,NA,NA,ZRANB3
OG0008180,NA,NA,NA,NA,NA,NA,CSRP2BP,relaxed,NA,NA,NA,CSRP2BP
OG0008185,NA,NA,NA,NA,NA,NA,THOC7,relaxed,NA,NA,NA,THOC7
OG0008186,NA,NA,NA,NA,NA,NA,NEK4,relaxed,NA,NA,NA,NEK4
OG0008192,NA,NA,NA,NA,NA,NA,SLC45A1,relaxed,NA,NA,NA,SLC45A1
OG0008198,NA,NA,NA,NA,paml_selected,NA,SLMAP,relaxed,NA,NA,NA,SLMAP
OG0008199,NA,NA,NA,NA,paml_selected,NA,MCM2,relaxed,NA,MCM2,pigmentation,MCM2
OG0008200,NA,NA,NA,NA,NA,NA,BCDIN3D,relaxed,NA,NA,NA,BCDIN3D
OG0008203,NA,NA,NISCH,intensified,NA,NA,NA,NA,NA,NA,NA,NISCH
OG0008206,NA,NA,FAM83D,intensified,NA,NA,NA,NA,NA,NA,NA,FAM83D
OG0008208,NA,NA,SMIM19,intensified,NA,NA,NA,NA,NA,NA,NA,SMIM19
OG0008211,NA,NA,NA,NA,NA,NA,NDUFA9,relaxed,NA,NA,NA,NDUFA9
OG0008214,NA,NA,PRMT7,intensified,paml_selected,NA,NA,NA,NA,NA,NA,PRMT7
OG0008232,NA,NA,EVX1,intensified,NA,NA,NA,NA,NA,NA,NA,EVX1
OG0008233,NA,NA,NA,NA,NA,NA,SMIM4,relaxed,NA,NA,NA,SMIM4
OG0008235,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,MYOT
OG0008242,NA,NA,NA,NA,NA,NA,IFT57,relaxed,NA,NA,NA,IFT57
OG0008244,NA,NA,NA,NA,paml_selected,NA,ZNF827,relaxed,NA,NA,NA,ZNF827
OG0008280,NA,NA,NA,NA,NA,NA,C5orf51,relaxed,NA,NA,NA,C5orf51
OG0008282,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,DOK2
OG0008283,NA,NA,RTDR1,intensified,paml_selected,NA,NA,NA,NA,NA,NA,RTDR1
OG0008284,NA,NA,NA,NA,NA,NA,SF3A1,relaxed,NA,NA,NA,SF3A1
OG0008285,NA,NA,NA,NA,NA,NA,CCDC92,relaxed,NA,NA,NA,CCDC92
OG0008286,NA,NA,FAHD2A,intensified,NA,NA,NA,NA,NA,NA,NA,FAHD2A
OG0008288,NA,NA,NA,NA,paml_selected,NA,UBL4A,relaxed,NA,NA,NA,UBL4A
OG0008294,NA,NA,NA,NA,NA,NA,KLHL22,relaxed,NA,NA,NA,KLHL22
OG0008302,NA,NA,MIB2,intensified,paml_selected,NA,NA,NA,NA,NA,NA,MIB2
OG0008304,NA,NA,NA,NA,NA,NA,POLB,relaxed,NA,NA,NA,POLB
OG0008305,NA,NA,NA,NA,NA,NA,ACAA2,relaxed,NA,NA,NA,ACAA2
OG0008307,NA,NA,NA,NA,NA,NA,TRMT6,relaxed,NA,NA,NA,TRMT6
OG0008313,NA,NA,NA,NA,NA,NA,DHCR24,relaxed,NA,NA,NA,DHCR24
OG0008317,NA,NA,NA,NA,NA,NA,TRMT1L,relaxed,NA,NA,NA,TRMT1L
OG0008323,NA,NA,NA,NA,NA,NA,ELP3,relaxed,NA,NA,NA,ELP3
OG0008338,NA,NA,NA,NA,NA,NA,MND1,relaxed,NA,NA,NA,MND1
OG0008343,NA,NA,RFC1,intensified,paml_selected,NA,NA,NA,NA,NA,NA,RFC1
OG0008347,NA,NA,NA,NA,NA,NA,MTTP,relaxed,NA,NA,NA,MTTP
OG0008355,NA,NA,NA,NA,NA,NA,GAN,relaxed,NA,NA,NA,GAN
OG0008359,DAW1,selected,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,DAW1
OG0008361,NA,NA,NA,NA,NA,NA,CNTD2,relaxed,NA,NA,NA,CNTD2
OG0008363,NA,NA,CEP120,intensified,NA,NA,NA,NA,NA,NA,NA,CEP120
OG0008369,NA,NA,NA,NA,NA,NA,CPT2,relaxed,NA,NA,NA,CPT2
OG0008371,NA,NA,NA,NA,NA,NA,FAF1,relaxed,NA,NA,NA,FAF1
OG0008372,NA,NA,NA,NA,NA,NA,CDKN2C,relaxed,NA,NA,NA,CDKN2C
OG0008374,NA,NA,DDX20,intensified,NA,NA,NA,NA,NA,NA,NA,DDX20
OG0008377,NA,NA,SEMA3B,intensified,NA,NA,NA,NA,NA,NA,NA,SEMA3B
OG0008384,NA,NA,NA,NA,NA,NA,MECP2,relaxed,NA,NA,NA,MECP2
OG0008387,NA,NA,NA,NA,NA,NA,HAUS5,relaxed,NA,NA,NA,HAUS5
OG0008388,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,NEXN
OG0008391,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SAP30BP
OG0008392,NA,NA,ITGB4,intensified,paml_selected,NA,NA,NA,NA,NA,NA,ITGB4
OG0008395,NA,NA,NA,NA,NA,NA,DCX,relaxed,NA,NA,NA,DCX
OG0008396,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,UTP14A
OG0008397,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,NUP214
OG0008401,NA,NA,ALAD,intensified,NA,NA,NA,NA,NA,NA,NA,ALAD
OG0008404,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SIPA1
OG0008405,NA,NA,NA,NA,NA,NA,PIGL,relaxed,NA,NA,NA,PIGL
OG0008407,NA,NA,NA,NA,NA,NA,GUSB,relaxed,NA,NA,NA,GUSB
OG0008408,NA,NA,NA,NA,NA,NA,TIMM8B,relaxed,NA,NA,NA,TIMM8B
OG0008409,NA,NA,NA,NA,NA,NA,ZBTB44,relaxed,NA,NA,NA,ZBTB44
OG0008410,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,LRSAM1,pigmentation,LRSAM1
OG0008411,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,PTCD2
OG0008418,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,POU2F3
OG0008419,NA,NA,NA,NA,paml_selected,NA,MKS1,relaxed,NA,NA,NA,MKS1
OG0008420,NA,NA,NA,NA,NA,NA,GET4,relaxed,NA,NA,NA,GET4
OG0008428,NA,NA,CYB561,intensified,NA,NA,NA,NA,NA,NA,NA,CYB561
OG0008436,NA,NA,NA,NA,NA,NA,MTURN,relaxed,NA,NA,NA,MTURN
OG0008437,NA,NA,FAM65B,intensified,NA,NA,NA,NA,NA,NA,NA,FAM65B
OG0008440,NA,NA,HEPACAM2,intensified,paml_selected,NA,NA,NA,NA,NA,NA,HEPACAM2
OG0008442,NA,NA,RP9,intensified,paml_selected,NA,NA,NA,NA,NA,NA,RP9
OG0008444,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,TRIT1
OG0008446,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,MATN1,pigmentation,MATN1
OG0008449,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SUSD5
OG0008455,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,TOP3A
OG0008456,NA,NA,FLII,intensified,NA,NA,NA,NA,NA,NA,NA,FLII
OG0008457,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CLSPN
OG0008460,NA,NA,NA,NA,NA,NA,GAS2L1,relaxed,NA,NA,NA,GAS2L1
OG0008463,NA,NA,NA,NA,NA,NA,CCDC117,relaxed,NA,NA,NA,CCDC117
OG0008464,NA,NA,SCARF2,intensified,NA,NA,NA,NA,NA,NA,NA,SCARF2
OG0008469,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,NOXA1
OG0008471,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,TRAFD1
OG0008472,NA,NA,NA,NA,NA,NA,DMRT2,relaxed,NA,NA,NA,DMRT2
OG0008483,NA,NA,NA,NA,paml_selected,NA,POMT1,relaxed,NA,NA,NA,POMT1
OG0008486,NA,NA,NA,NA,paml_selected,NA,CDK7,relaxed,NA,CDK7,pigmentation,CDK7
OG0008487,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,LNPEP
OG0008490,NA,NA,NA,NA,NA,NA,RSRC2,relaxed,NA,NA,NA,RSRC2
OG0008491,NA,NA,NA,NA,NA,NA,WSCD2,relaxed,NA,NA,NA,WSCD2
OG0008493,NA,NA,C9orf85,intensified,paml_selected,NA,NA,NA,NA,NA,NA,C9orf85
OG0008496,NA,NA,NA,NA,NA,NA,TMEM8A,relaxed,NA,NA,NA,TMEM8A
OG0008497,NA,NA,CHTF18,intensified,NA,NA,NA,NA,NA,NA,NA,CHTF18
OG0008498,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,PLK1
OG0008502,NA,NA,GAS6,intensified,NA,NA,NA,NA,NA,NA,NA,GAS6
OG0008505,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,PDILT
OG0008506,NA,NA,NA,NA,NA,NA,NFKBIZ,relaxed,NA,NA,NA,NFKBIZ
OG0008508,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,PDCD11
OG0008509,CFAP58,selected,CFAP58,intensified,paml_selected,NA,NA,NA,NA,NA,NA,CFAP58
OG0008511,NA,NA,NA,NA,NA,NA,MAP2K7,relaxed,NA,NA,NA,MAP2K7
OG0008512,NA,NA,NA,NA,NA,NA,GPALPP1,relaxed,NA,NA,NA,GPALPP1
OG0008516,NA,NA,NUPL1,intensified,paml_selected,NA,NA,NA,NA,NA,NA,NUPL1
OG0008517,NA,NA,TPK1,intensified,NA,NA,NA,NA,NA,NA,NA,TPK1
OG0008521,NA,NA,BOC,intensified,NA,NA,NA,NA,NA,NA,NA,BOC
OG0008522,NA,NA,NA,NA,NA,NA,KIAA2018,relaxed,NA,NA,NA,KIAA2018
OG0008523,NA,NA,STAU2,intensified,NA,NA,NA,NA,NA,NA,NA,STAU2
OG0008525,NA,NA,NA,NA,NA,NA,MTRR,relaxed,NA,NA,NA,MTRR
OG0008527,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,ZFAND1
OG0008530,NA,NA,NA,NA,NA,NA,SLC35B3,relaxed,NA,NA,NA,SLC35B3
OG0008531,NA,NA,NIPAL2,intensified,NA,NA,NA,NA,NA,NA,NA,NIPAL2
OG0008534,NA,NA,NA,NA,NA,NA,POP1,relaxed,NA,NA,NA,POP1
OG0008535,NA,NA,NA,NA,NA,NA,CDH17,relaxed,NA,NA,NA,CDH17
OG0008536,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,KIAA1429
OG0008537,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,ARHGEF1
OG0008538,NA,NA,NA,NA,paml_selected,NA,TMEM145,relaxed,NA,NA,NA,TMEM145
OG0008540,NA,NA,NA,NA,NA,NA,ERP44,relaxed,NA,NA,NA,ERP44
OG0008542,NA,NA,NA,NA,NA,NA,FAM188A,relaxed,NA,NA,NA,FAM188A
OG0008547,NA,NA,IGLON5,intensified,NA,NA,NA,NA,NA,NA,NA,IGLON5
OG0008549,NA,NA,MEX3A,intensified,NA,NA,NA,NA,NA,NA,NA,MEX3A
OG0008557,NA,NA,CMTM7,intensified,NA,NA,NA,NA,NA,NA,NA,CMTM7
OG0008560,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,GK5
OG0008561,NA,NA,NA,NA,NA,NA,CDC20,relaxed,NA,NA,NA,CDC20
OG0008568,NA,NA,NA,NA,NA,NA,ARHGAP30,relaxed,NA,NA,NA,ARHGAP30
OG0008569,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SIRT6
OG0008571,NA,NA,NA,NA,NA,NA,MTCL1,relaxed,NA,NA,NA,MTCL1
OG0008572,NA,NA,NA,NA,NA,NA,VWA5B2,relaxed,NA,NA,NA,VWA5B2
OG0008573,NA,NA,NA,NA,NA,NA,PITRM1,relaxed,NA,NA,NA,PITRM1
OG0008576,NA,NA,NA,NA,NA,NA,EFR3A,relaxed,NA,NA,NA,EFR3A
OG0008577,NA,NA,ATM,intensified,NA,NA,NA,NA,NA,ATM,pigmentation,ATM
OG0008580,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,PNISR
OG0008584,NA,NA,NA,NA,NA,NA,PTF1A,relaxed,NA,NA,NA,PTF1A
OG0008588,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,MRE11A
OG0008591,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SHROOM3
OG0008593,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,C9orf114
OG0008595,NA,NA,NA,NA,NA,NA,TXNL1,relaxed,NA,NA,NA,TXNL1
OG0008599,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,DNAI1
OG0008600,NA,NA,GTF3C4,intensified,paml_selected,NA,NA,NA,NA,NA,NA,GTF3C4
OG0008606,NA,NA,NA,NA,NA,NA,TBC1D13,relaxed,NA,NA,NA,TBC1D13
OG0008607,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,TXNDC15
OG0008612,NA,NA,NA,NA,NA,NA,ZMAT2,relaxed,NA,NA,NA,ZMAT2
OG0008616,NA,NA,NA,NA,paml_selected,NA,SUPT6H,relaxed,NA,SUPT6H,pigmentation,SUPT6H
OG0008619,NA,NA,NA,NA,NA,NA,BUD13,relaxed,NA,NA,NA,BUD13
OG0008621,NA,NA,NA,NA,NA,NA,NADK2,relaxed,NA,NA,NA,NADK2
OG0008623,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,BTC
OG0008624,NA,NA,NA,NA,paml_selected,NA,RAI14,relaxed,NA,NA,NA,RAI14
OG0008625,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,FYB
OG0008631,NA,NA,DBN1,intensified,paml_selected,NA,NA,NA,NA,NA,NA,DBN1
OG0008634,NA,NA,NA,NA,NA,NA,DKC1,relaxed,NA,DKC1,pigmentation,DKC1
OG0008638,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,KANK2
OG0008640,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,HM13
