Ammel,Ammex,Asmec,Asmes,Bubuf,Chasi,Chlan,Cocri,Darer,Ectel,Elmax,Ereur,Gamor,Geser,Hegla,Jajac,Luden,Miuni,Mymur,Nagal,Orcun,Ornil,Plwal,Prang,Ranor,Sians,Sigra,Sirhi,Soara,Thmac,Trros,Trtib,nSp,og,selectionF,selectionB,allF,allB
1,1,1,1,1,1,1,1,8.07316512685397e-06,1,1,1,1,1,1,1,1,1,0.00355910793228364,1,NA,1,NA,2.13813203253643e-07,1,NA,NA,NA,1,1,1,1,hits_per_27_species,OG0006444,1,2,10,17
1,NA,1,1,1,1,1,1,1,1,1,1,1,0.02029375682851,1,1,1,1,1,1,0.55427511838024,1,0.374408810169542,NA,1,NA,NA,NA,1,1,1,1,hits_per_27_species,OG0006455,1,0,9,18
2.32271046285426e-07,1,1,1,0.00154493166187902,1,1,1,1,1,1,1,0.00101597043156443,1,1,3.82128541859261e-05,NA,1,1,0.8302966933267,1,1,0.0196582452823647,0.676057038434669,1,NA,NA,NA,8.92785290140807e-09,1,1,NA,hits_per_27_species,OG0006467,0,6,9,18
0.257229131862284,1,1,1,1,1,1,1,1,1,1,0.216460731866664,1,1,1,1,1,1,1,1,1,1,0.868639194820864,NA,1,NA,NA,NA,NA,1,1,1,hits_per_27_species,OG0006472,0,0,9,18
0.0173915153739976,4.33886587158927e-07,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,1,1,1,NA,NA,NA,1,0.0416361996896306,1,0.0346834759137362,hits_per_27_species,OG0006482,0,4,9,18
1,1,0,1,0.228752794891944,1,NA,1,0.00286701207291878,1,1,1,0.314645881093776,1,NA,1,1,1,1,0.076761443168521,1,1,1,1,1,NA,NA,NA,0.388215152241977,1,1,1,hits_per_27_species,OG0006488,1,1,9,18
1,0.384056568834694,1,1,1,NA,1,1,1,0.00241391322489126,1,1,0.920584658005836,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,1,1,0.00251935599818159,0.300670047564115,hits_per_27_species,OG0006492,1,1,8,19
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,hits_per_27_species,OG0006498,0,0,9,18
0.0632482541291282,1,1,NA,1,1,0,NA,1,1,1,9.83306442936538e-06,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,hits_per_27_species,OG0006499,0,2,9,18
1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,hits_per_27_species,OG0006523,0,0,10,17
1,0.00103742516125943,1,1,1,1,1,1,0.104266710790064,NA,1,0.0384692629382288,1,0.279225132564556,1,1,1,1,1,1,1,0.59812291361932,1,1,1,NA,NA,NA,0.590824220132014,1,1,NA,hits_per_27_species,OG0006525,0,2,10,17
0.224075452356107,1,1,1,1,1,1,1,NA,1,1,1,1,1,0.419346542740403,NA,1,1,1,1,0.00011861267881369,1,1,1,1,NA,NA,NA,1,1,1,1,hits_per_27_species,OG0006526,0,1,10,17
0.00388950431504753,1,1,1,NA,1,1,0.376153014493671,NA,1,1,1,0.373199935397071,1,1,1,1,NA,6.10678481649529e-06,0.957432363814026,1,1,1,0,1,NA,8.85402862138562e-13,NA,1,1,0.16256789364899,1,hits_per_27_species,OG0006531,1,3,9,18
1,1,1,1,1,1,1,1,NA,0.107082342855291,NA,1,0.127182391216773,0.558736074691826,1,1,1,1,0,0.288992970042641,1,0.106506462900685,0.204515132965218,0,1,NA,NA,NA,0.05281020914968,1,1,1,hits_per_27_species,OG0006533,1,1,10,17
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.000212006739420179,1,1,0.198124557851176,1,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,hits_per_27_species,OG0006535,1,0,9,18
NA,1,1,1,0.00270611937366849,1,1,1,0.0762892654781948,0.419679426326907,1,1,1,1,1,NA,NA,1,1,1,0.000198380105057794,1,NA,1,1,1,NA,0.201210924599757,0.0239126114433338,1,1,0,hits_per_27_species,OG0006536,0,4,10,17
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,1,1,1,NA,NA,NA,1,1,1,1,hits_per_27_species,OG0006547,0,0,10,17
1,0.291419844084706,1,1,1,1,0,1,1,NA,0.000270232739052467,1.56013324578153e-05,1,3.00228733540742e-07,1,0.0582205708624225,1,1,1,1,1,1,NA,1,1,1,NA,NA,1,1,NA,1,hits_per_27_species,OG0006549,1,3,10,17
1,NA,6.14722338365681e-07,1,1,0.417759893579711,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,1,1,1,0.397889419474091,hits_per_27_species,OG0006552,1,0,9,18
1,0.253762088229255,1,1,1,1,1,1,NA,0.227549473787478,1,1,1,1,1,1,0.924849279706539,0.0881304399529543,1,0.117474412317369,1,1,0.00203141538970952,0.48662118478518,NA,NA,NA,NA,1,1,1,1,hits_per_27_species,OG0006559,0,1,10,17
1,NA,0,1,1,1,0.503982542211945,1,NA,1,1,1,0.532799150407613,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,hits_per_27_species,OG0006560,1,0,10,17
0.592872284781992,1,1,1,0.376892075455236,1,1,1,1,1,1,1.38381112735342e-07,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,hits_per_27_species,OG0006561,0,1,9,18
1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1.32088932829899e-05,1,1,1,1,1,NA,1,NA,NA,NA,1,0.664457422273552,0.571148045734949,1,hits_per_27_species,OG0006568,1,0,9,18
1,1,0.702922878414607,NA,0.0827277864111419,1,1,1,1,1,1,1,1,1,3.12174968336576e-06,1,0.203210761805289,1,0.885349077974319,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,hits_per_27_species,OG0006569,1,0,10,17
1,NA,1,1,0.108901427544575,1,1,1,1,1,NA,1,0.0490856789828514,1,1,1,1,0.0525092461264512,1,1,0.940196120423546,1,1,NA,1,1,NA,NA,1,1,1,1,hits_per_27_species,OG0006570,0,1,10,17
1,0.0210125077559575,1,1,1,1,0.322407198600893,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,NA,NA,1,1,1,1,hits_per_27_species,OG0006576,0,1,9,18
0.0895588564454598,1,0,1,NA,1,1,1,NA,1,1,0.280580641395905,0.0232684010355408,1,0.00218441288405474,1,1,1,0.0211860693872622,1,1,1,0.143415026808737,1,1,NA,NA,NA,1,0.0914299168972741,0.681505197295466,1,hits_per_27_species,OG0006589,2,2,10,17
1,1,1,1,0.00576349241024809,1,1,1,1,1,1,1,0.202164232425593,1,1,1,NA,1,1,1,1,1,1,NA,1,NA,NA,NA,1,1,1,1,hits_per_27_species,OG0006591,0,1,8,19
1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,0.579649792009851,1,1,1,1,1,7.67658742406585e-06,1,NA,NA,NA,1,1,3.49285367295948e-09,1,hits_per_27_species,OG0006598,2,0,9,18
1,1,1,1,1,1,1,1,1,0.000286506438448186,0.00146120624369001,1,1,1.65639728599842e-08,0.131249468143644,1,3.38624240194818e-05,1,0.775194552597456,1,3.73772124362404e-09,1,1,NA,9.71418945283631e-10,NA,NA,NA,0.693007325179489,1,0.000341260545660638,NA,hits_per_27_species,OG0006600,3,4,9,18
1,NA,1,1,1,1,1,1,1,0,1,3.29335980708834e-07,1,1,1,1,1,NA,1,NA,1,1,1,1,1,NA,NA,1,1,1,1,1,hits_per_27_species,OG0006612,0,2,8,19
1,0.651394855555327,1,1,1,1,0.639501030726323,1,0.9535846225243,1,1,1,1,0.409180615103106,1,1,1,NA,1,1,NA,0.0594355052257782,0.920859887909532,0.567073180651143,1,NA,NA,NA,1,1,1,1,hits_per_27_species,OG0006617,0,0,9,18
1,1,1,1,1,1,1,1,1,1,0.910208882520674,1,1,NA,1,NA,1,1,1,1,1,1,0.0122514822679867,1,1,NA,NA,NA,1,1,1,1,hits_per_27_species,OG0006629,0,1,9,18
1,NA,1,0.107601655584056,0.308191125993152,1,0.105851486373549,1,0.824089330396047,2.83106871279415e-15,NA,1,0.0054747954168155,1,1,0.235030093255057,1,1,0.0548579064263008,1,1,1,1,1,1,NA,NA,NA,1,1,0.0285684042121302,0.721218604197352,hits_per_27_species,OG0006637,1,2,10,17
1,1,1,1,1,NA,1,1,NA,1,1,1,0.00534786336186782,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,hits_per_27_species,OG0006639,0,1,9,18
1,1,1,1,1,1,0.000212266411477535,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00736600426180234,NA,NA,NA,NA,NA,0.809999435046666,1,1,1,hits_per_27_species,OG0006640,0,2,9,18
NA,1,NA,1,1,1,1,1,1,1,1,1,0.386204494873032,1,0.000798067138779723,1,NA,1,1,1,0.330661316601313,1,1,1,0.136257139058022,NA,1,NA,1,1,1,1,hits_per_27_species,OG0006641,1,0,8,19
1,1,1,1,1,1,1,1,0.631025376385794,1,1,1,0.0130719945350495,1,1,1,NA,1,0.00104742975107452,1,1,1,1,NA,1,NA,NA,NA,1,1,1,0,hits_per_27_species,OG0006644,0,3,8,19
0.595773377078262,0.326795506246522,1,1,1,1,1,1,NA,1,1,NA,1,2.83106871279415e-15,0.000298552915889427,1,0.835523041830051,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,hits_per_27_species,OG0006647,2,0,10,17
1,0.989000305105325,1,1,1,NA,1,1,NA,1,0.324000557284275,0.0300820073295038,0.000242397298200192,1,1,1,0.0148040594082117,1,1,0.619954240297553,1,0.00778575639832813,0.0209294937218338,NA,1,NA,1,NA,1,1,1,1,hits_per_27_species,OG0006649,1,4,8,19
1,1,1,1,1,1,1,1,NA,1,1,1,0.0116250939307949,1,1,1,1,1,1,1,1,1,1,0.737009589890285,NA,NA,NA,NA,1,1,0.0982700917527087,1,hits_per_27_species,OG0006651,0,1,10,17
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2.77555756156289e-15,1,1,0.527448595969529,1,1,NA,NA,NA,1,NA,1,1,1,NA,hits_per_27_species,OG0006657,1,1,9,18
1,0.194627395143935,1,1,0.815699385617649,1,1,1,0.65318962804672,1,1,1,3.66373598126302e-13,1,1,1,NA,1,1,1,1,0.352806678410329,0.00982294225310243,NA,1,NA,NA,NA,0.0585734816105306,1,1,1,hits_per_27_species,OG0006658,0,2,8,19
0.440518512970328,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0324245263804577,NA,1,NA,NA,NA,1,1,1,1,hits_per_27_species,OG0006660,0,1,8,19
1,1,1,1,1,1,1,1,1,1,0,1,1,NA,1,1,1,NA,1,1,1,1,1,NA,1,NA,1,7.52953255300781e-11,NA,1,1,0.00132277564111988,hits_per_27_species,OG0006661,0,3,7,20
1,1,1,1,1,1,1,1,1,1,1,1,0.0409421950452856,1,1,NA,1,1,1,5.10818701227045e-07,1,1,0.0425908745058392,NA,1,NA,NA,NA,2.44196321086409e-06,1,1,1,hits_per_27_species,OG0006664,1,3,9,18
1,NA,1,1,1,0.0135967353528516,1,1,1,0.00174939098722432,1,1,1,1,1,0.000520408997687127,1,1,1,1,1.09122821889684e-10,1,1,NA,1,NA,NA,NA,1,1,0,1,hits_per_27_species,OG0006668,2,3,9,18
0.0400793312675397,0.192811804306909,2.26485497023532e-14,1,0.146232816157072,1,1,0.00680754140140916,NA,0.000951246253862781,1,1,9.66015332393155e-07,1,1,0.462602143523733,0.0124208832382734,1,0.733669312840589,1,1,0.259224177553393,1,NA,0.0892424604081157,NA,NA,NA,0.0713959429355011,0.21450919138582,1,1,hits_per_27_species,OG0006676,3,3,9,18
1,1,1,1,0.213966277405575,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,0.111554145791066,1,1,0.511179510035705,1,0.0146896044534564,NA,NA,NA,0.00850409048070988,1,1,1,hits_per_27_species,OG0006677,0,2,9,18
1,NA,0,1,1,1,0,1,NA,1,2.63844501802169e-13,1,1,1,1,1,1,1,1,1,1,1,0.447156652195385,0.00153542247427829,1,NA,NA,NA,1,1,1,1,hits_per_27_species,OG0006684,2,2,10,17
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,NA,NA,NA,1,1,1,0.0956311740218225,hits_per_27_species,OG0006692,0,0,9,18
1,1,1,1,1,1,1,1,1,1,1,1,0.186909911310923,1,1,1,NA,1,0.761876895346168,1,NA,1,1,1.02817179770121e-07,1,NA,NA,NA,1,1,1,8.37449942725499e-10,hits_per_27_species,OG0006693,1,1,9,18
1,1,1,1,0.702309544630094,1,1,0.000237407538008827,1,1,1,5.2116130758173e-05,0.112216427591065,1,1,1,NA,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,0,hits_per_27_species,OG0006694,1,2,9,18
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1,1,1,NA,1,NA,1,NA,1,1,1,0,hits_per_27_species,OG0006698,0,1,8,19
NA,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1.66736074946883e-07,1,0.273529316784154,1,1,0.0245163209362659,NA,1,0.105497384846193,NA,NA,1,1,1,1,hits_per_27_species,OG0006734,1,1,10,17
1,NA,1,1,1,1,0.0318256203278639,0.0100704262511408,1,0.0350590884619475,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00014254934394653,1,NA,NA,NA,0.771522009610563,1,1,NA,hits_per_27_species,OG0006735,2,2,10,17
1,0.0644083651630248,1,1,0.688244125508591,1,NA,1,0.110577133638801,1,0.0381508152382937,1,NA,1,1,0.0026959149314083,1,0.348376201065572,1,1,0.000642670879932083,1,0.0844985050135501,0.0131354956507542,1.90296955970837e-07,NA,NA,NA,0.0106470389269291,1,1,1,hits_per_27_species,OG0006739,1,5,10,17
1,1,1,1,1,1,1,1,1,1,1,1,0.0216467108875667,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,hits_per_27_species,OG0006742,0,1,9,18
1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,hits_per_27_species,OG0006743,0,0,8,19
0.0580460300864138,1,1,1,1,1,1,1,0.0146533157733995,1,1,1,1,1,1,1,NA,1,0.0148993548342968,1,1,0.020819587618668,1,NA,1,NA,NA,NA,1,1,1,4.84962070501638e-12,hits_per_27_species,OG0006745,0,4,8,19
0.177991939219531,1,1,0.292680834997537,1,0.534508636291266,0.889982681470356,0.247568625236131,1,1,0.0674533845058723,NA,1,1,1,1,1,1,0.00136935819152295,1,1,NA,1,1,1,NA,NA,NA,0.912264747541983,0.128655845474177,1,1,hits_per_27_species,OG0006747,0,1,10,17
1,1,1,1,1,1,1,1,1,1,1,1,1.70767847683106e-05,1,0,1,NA,1,1,1,0.0118028057979037,1,NA,1,1,NA,NA,NA,1,1,1,1,hits_per_27_species,OG0006750,1,2,9,18
1,1,1,1,1,1,0.00218359938060075,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,1,0.120902055873174,1.17005097277634e-05,1,hits_per_27_species,OG0006759,1,1,9,18
1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,NA,1,1,1,1,4.39913822036786e-09,1,NA,1,1,1,1,1,NA,1,1,1,1,hits_per_27_species,OG0006762,1,0,10,17
0.00365980159617057,1,1,1,1,1,1,1,4.62273033463578e-06,1,1,1,0.526493089345225,1,1,1,1,1,1,1,1,0.3019302767306,NA,NA,1,NA,NA,NA,1,1,1,1,hits_per_27_species,OG0006763,0,2,9,18
1,1,1,1,1,1,1,1,1,NA,1,1,1,1,0.124283395331388,1,1,1,1,1,1.12194316547742e-05,1,1,NA,1.06970430846509e-08,NA,NA,NA,5.83543721954793e-06,1,1,1,hits_per_27_species,OG0006767,0,3,9,18
1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,hits_per_27_species,OG0006775,0,0,9,18
1,1,1,1,1,1,1,1,0.592240686176316,1,1,1,NA,1,1,1,0.0860509698618124,1,1,1,1,0.00298699115771073,NA,1,1,NA,NA,NA,1,0.00308433345852543,1,1,hits_per_27_species,OG0006776,0,2,10,17
1,0.0701300302268402,1,1,1,1,1,1,1,NA,1,0.0379550601597667,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,0.00784691612998029,hits_per_27_species,OG0006780,0,2,10,17
1,0.541630209947297,1,1,1,1,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,2.86190757825544e-06,1,1,1,hits_per_27_species,OG0006785,0,1,10,17
1,1,1,1,1,NA,1,1,NA,1,1,1,1,1,1,1,1,1,1,0.904874906258013,1,1,1,1,1,NA,NA,NA,1,1,1,1,hits_per_27_species,OG0006786,0,0,9,18
NA,1,1,1,0.0541629405931435,1,1,1,1,1,1,1,0.291949123778192,1,1,0.20256160317331,1,1,1,1,1,1,0.00535210707597195,NA,1,NA,NA,NA,1,1,1,1,hits_per_27_species,OG0006789,0,1,9,18
1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,hits_per_27_species,OG0006793,0,0,10,17
1,1,1,1,1,1,1,1,NA,1.46959756669451e-05,1,1,0.259403010162079,1,1,1,NA,1,0.98352539931896,1,1,1,1,0,1,NA,NA,NA,1,1,1,1,hits_per_27_species,OG0006794,1,1,9,18
1,1,1,1,0.00230801465733777,1,1,1,0.855282497856415,1.85652374833367e-05,1,1,0.00124255636504478,1,NA,1,0.735771610390993,0.121314289346173,1,1,1,1,1,NA,8.56226081996647e-06,NA,NA,NA,1,0.0391115220855027,1,1,hits_per_27_species,OG0006795,0,5,8,19
1,1,1.56861024169785e-09,1,1,1,1,0.025234920554216,NA,1,1,1,0.013788470718894,0.323524654685325,1,1,1,1,0.0149255037381901,0.0538280090566539,0.000472076789548304,1,0.521235441378428,NA,0.00228109791965064,NA,NA,NA,1,1,1,1,hits_per_27_species,OG0006797,2,4,9,18
1,1,1,1,1,1,1,1,NA,1,1,1,0.000311717678971868,1,1,1,1,1,1,1,1,1,NA,0.766253475187966,1,NA,NA,NA,1,1,1,1,hits_per_27_species,OG0006800,0,1,10,17
NA,1,1,1,1,0.934464330685116,1,1,1,1,1,0.105401736252826,0.0216054610860077,1,1,1,1,1,1,0.290147752382063,0,1,1,NA,1,NA,NA,NA,0.175385249304655,1,1,1,hits_per_27_species,OG0006803,0,2,9,18
1,0.0735617465410617,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,0.00079676325432726,1,1,1,1,1,NA,NA,NA,1,1,1,1,hits_per_27_species,OG0006807,1,0,8,19
1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.55776470003965e-08,1,0.312876628221001,NA,0.440401588056467,1,1,NA,NA,NA,1,1,1,1,hits_per_27_species,OG0006808,0,1,10,17
1,1,1,1,1,1,NA,1,1,1,1,1,1,1,0.322313507782542,1,1,1,1,1,1,0.109991368971403,1,1,NA,NA,NA,NA,1,1,1,1,hits_per_27_species,OG0006812,0,0,10,17
1,1,1,1,1,1,1,1,0.573242094346971,1,1,1,1,1,1,1,1,NA,1,1,1,1,0.100402245050378,NA,0.150615606432659,NA,NA,NA,1,0.741980490440704,1,1,hits_per_27_species,OG0006814,0,0,8,19
1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,0.412420474476942,1,1,1,hits_per_27_species,OG0006815,0,0,8,19
1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,0.128038626892349,NA,hits_per_27_species,OG0006817,0,0,10,17
1,1,1,1,1,1,1,1,1,0.209791504072074,1,0.00598077426994525,1,1,1,1,1,1,1,1,NA,7.26140570672662e-06,NA,1,1,NA,NA,NA,1,1,1,1,hits_per_27_species,OG0006819,0,2,10,17
1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,0.408337347616283,hits_per_27_species,OG0006822,0,0,10,17
1,1,0.540252720032386,1,1,1,1,1,NA,2.22645293868062e-07,1,1,1,1,1,1,1,1,1,1,1,1,1,5.6621374255883e-15,1,NA,NA,NA,1,NA,1,1,hits_per_27_species,OG0006823,1,1,10,17
1,NA,1,1,1,1,1,1,0.0889611193273736,NA,1,1,0.54776319067341,1,1,1,0.00271288621268517,1,1,1,1,1,1,NA,1,6.37698574362799e-06,NA,NA,1,1,1,1,hits_per_27_species,OG0006827,2,0,10,17
0.0478100658101229,1,1,1,1,1,0,1,1,0.823392233877006,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,hits_per_27_species,OG0006828,0,2,9,18
NA,1,1,1,1,1,1,1,0.822166662516565,1,1,1,0.116584287480938,1,1,1,0.000194349184818865,1,1,1,0.278493797523015,1,1,1,1,NA,NA,NA,1,1,NA,1,hits_per_27_species,OG0006832,1,0,9,18
NA,1,1,1,1,1,1,1,1,0.00190434754247204,1,0.0093482398787974,0.00207614719904936,1,1,1,NA,1,1,1,1,0.736274639372144,1,1,1,NA,NA,NA,1,1,1,4.00912469888937e-08,hits_per_27_species,OG0006834,0,4,9,18
1,NA,NA,NA,1,0.00208311436076969,1,0.0104650293269826,1,1,0.374086870378498,0.000558020629102873,0.00671958019569624,1,1,1,1,0.0183393231927472,1,0.386727381965999,1,1,1,0.306435032780739,0.306965645969986,1,NA,NA,0.0181418032737546,0.0499014523088623,1,0,hits_per_27_species,OG0006835,3,5,10,17
1,1,1,1,1,0.051590776207745,1,1,0.24944722212096,1,1,0.00942779387221004,0.525048465087442,0.0515518728826994,2.83106871279415e-15,1,0.682888559668717,NA,1,1,1,1,1,NA,1,NA,NA,NA,1,1,1,1.56749974111747e-08,hits_per_27_species,OG0006842,1,2,8,19
NA,1,1,1,1,3.76471259500022e-07,1,1,NA,1,1,1,1,1,1,1,1,1,1,0.0268556040623675,1,1,1,1,1,NA,NA,NA,1,1,1,1,hits_per_27_species,OG0006846,2,0,10,17
0.912884316370372,0.871730848757421,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,NA,NA,NA,1,1,1,0.515487405890337,hits_per_27_species,OG0006849,0,0,8,19
0.589657450943148,0.0166692342958715,1,1,0.00717667505837039,1,1,1,1,1,1,1,0.241007916079238,1,1,1,1,1,1,NA,0.707727068655182,0.753896153803866,NA,3.24587715538893e-07,1,NA,NA,NA,1,1,1,1,hits_per_27_species,OG0006850,1,2,9,18
NA,1,1,1,1,1,1,1,1,1,1,1,0.0129208745453731,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,NA,hits_per_27_species,OG0006854,0,1,10,17
1,1,1,1,0.482964923039553,1,1,1,NA,1,1,1,1,1,1,1,1,1,0.00717287624213808,1,5.07441783981211e-05,1,0.283516227069501,NA,1,NA,NA,NA,1,1,1,3.38029604307621e-12,hits_per_27_species,OG0006855,0,3,9,18
1,NA,1,1,1,1,1,1,1,1,1,1,1,1,0.386164905158483,1,NA,1,1,0.00458906496665912,1,1,1,1,1,NA,NA,NA,1,1,1,1,hits_per_27_species,OG0006858,1,0,9,18
0.0011289623013348,NA,0,1,0.112876947213916,3.40247850594277e-05,1,1,1,0.00591909749429131,0.499961463492368,1,0.000241299877639545,1,1,1,0.130430905870009,1,0.0257508724587282,1,NA,4.42259961985769e-09,0.794336068394185,1,1,NA,NA,NA,0.50831716848248,0.0383435399192715,1,2.87646851293566e-06,hits_per_27_species,OG0006861,2,7,10,17
1,NA,1,1,0.00703682058690036,1,1,1,0.975723597340573,1,1,1,1,1,0.645525387908923,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,1,1,0.041399003388694,1,hits_per_27_species,OG0006863,1,1,9,18
1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0.368459282776187,0.0281823703300044,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,hits_per_27_species,OG0006864,0,1,8,19
1,1.39549428862518e-06,1,1,1,1,1,0.000389712481576987,1,1,NA,1,1,1,3.39728245535298e-14,1,1,0.627280266900735,NA,1,1.6769918786963e-09,1,0.00372757373856419,1,1,NA,NA,NA,1,1,0.00764523392812944,1,hits_per_27_species,OG0006867,3,3,10,17
NA,0.689372968098021,1,1,0.239349544520454,1,1,1,1,1,1,1,NA,0.461745038268975,1,1,1,1,1,1,1,1,0.0577944711984089,0.393884963203386,1,NA,NA,NA,1,1,1,1,hits_per_27_species,OG0006870,0,0,10,17
0.519946542093224,1,1,1,0.181715867297657,1,1,0.0413560404384096,NA,0.527923915785638,2.17464934948453e-10,6.76461900384062e-08,0.570314675530372,1,1,1,1,1,1,1,2.54056373667488e-05,0.131314791606155,1,NA,1,NA,NA,NA,1.75231645860308e-09,1,9.51239087498834e-13,2.88972232809215e-08,hits_per_27_species,OG0006871,2,5,9,18
0.383451706282591,1,1,1,1,1,1,1,0.0249861841788839,1,1,1,1.30319497693154e-06,1,1,1,NA,1,3.428444313891e-06,1.07994371778552e-07,1,1,NA,1,1,NA,NA,NA,1,1,1,1,hits_per_27_species,OG0006878,1,3,9,18
0.00309508454675789,NA,NA,2.76185621039815e-07,1,1,0.985276754310076,0.0727272741058229,1,1,1,NA,3.14748227481232e-12,1,1,1,0.101777219323044,1,0.0358271683697911,1,0.661402769808265,1,1,NA,1,0.00854483944852991,NA,1,0.927510471973092,0.000237034962813798,0.979745911654974,0,hits_per_27_species,OG0006879,1,6,9,18
1,NA,1,0.349162941978505,NA,1,1,0.444867833515866,0.242451342940946,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,NA,1,1,1,1,0.355220474641825,1,1,1,hits_per_27_species,OG0006880,0,0,9,18
1,NA,1,1,1,1,1,1,1,1,1,NA,0.662666326890166,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,0.000292181727981455,3.66189395473171e-08,1,hits_per_27_species,OG0006885,1,1,10,17
1,1,1,1,1,0.301317753197734,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,NA,1,NA,1,1,1,1,hits_per_27_species,OG0006886,0,0,9,18
1,1,1,1,1,1,NA,1,NA,1,1,1,1,1,0.0285968678536697,1,1,2.22322693588239e-09,1,1,1,1,0.488926450124344,1,1,NA,NA,NA,0.029053140880473,1,1,1,hits_per_27_species,OG0006892,2,1,10,17
1,NA,0,1,1,1,1,1,NA,1,1,1,1,1,NA,1,1,1,1,1,1,0.220603131246577,1,1,1,NA,1,NA,1,1,1,1,hits_per_27_species,OG0006893,1,0,9,18
1,NA,0.000712127306273125,1,1,1,1,1,NA,1,1,1,0.357522095854154,1,1,1,1,0.872269953945111,1,1,1,1,1,0.0481182458767726,0.149510415596157,NA,NA,NA,1,1,1,2.49134046725885e-13,hits_per_27_species,OG0006906,2,1,10,17
1,NA,1,1,1,1,1,1,NA,1,1,1,0.125309536032578,1,1,1,1,1,NA,1,1,1,1,0.0173798561913285,1,NA,1,NA,1,1,1,1,hits_per_27_species,OG0006907,1,0,10,17
1,1,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,hits_per_27_species,OG0006914,0,0,10,17
