OG,Preferred_name,Description,count,analysis
OG0010933,BBS12,ATP binding,3,longevity
OG0010949,CD8A,Immunoglobulin V-set domain,3,longevity
OG0010954,VWA3B,Domain of unknown function (DUF4537),3,longevity
OG0010973,ALS2CR12,Amyotrophic lateral sclerosis 2,3,longevity
OG0010983,CCDC96,Coiled-coil domain containing 96,3,longevity
OG0010987,HEATR4,HEAT repeat containing 4,3,longevity
OG0011012,C9orf152,Chromosome 9 open reading frame,3,longevity
OG0011019,MIOX,inositol oxygenase activity,3,longevity
OG0011020,PEX26,Pex26 protein,3,longevity
OG0011028,APLF,Zinc-finger (CX5CX6HX5H) motif,3,longevity
OG0011032,CCDC78,Domain of unknown function (DUF4472),3,longevity
OG0011034,CCDC113,Coiled-coil domain containing 113,3,longevity
OG0011055,UVSSA,Uncharacterized conserved protein (DUF2043),3,longevity
OG0011060,CRYGN,Beta/gamma crystallins,3,longevity
OG0011078,STIP1,Heat shock chaperonin-binding motif.,3,longevity
OG0011079,C4orf29,Abhydrolase domain containing 18,3,longevity
OG0011088,TRIM45,B-Box-type zinc finger,3,longevity
OG0011090,ILKAP,Sigma factor PP2C-like phosphatases,3,longevity
OG0011095,BSPRY,B-box and SPRY domain containing,3,longevity
OG0011096,TTLL11,"Tubulin tyrosine ligase-like family, member 11",3,longevity
OG0011097,GLT1D1,glycosyltransferase 1 domain containing 1,3,longevity
OG0011100,GALNT15,Glycosyltransferase like family 2,3,longevity
OG0011111,GTF2H4,Component of the core-TFIIH basal transcription factor involved in nucleotide excision repair (NER) of DNA,3,longevity
OG0011119,L3HYPDH,Proline racemase,3,longevity
OG0011128,STYXL1,Rhodanese Homology Domain,3,longevity
OG0011140,CMYA5,Cardiomyopathy associated 5,3,longevity
OG0011144,SIRT2,cellular response to caloric restriction,3,longevity
OG0011147,WDR90,WD repeat domain,3,longevity
OG0011160,MARCKS,Protein kinase C substrate,3,longevity
OG0011164,CYB5D1,metal ion binding,3,longevity
OG0011173,TAZ,cardiolipin acyl-chain remodeling,3,longevity
OG0011184,RAD17,"Essential for sustained cell growth, maintenance of chromosomal stability, and ATR-dependent checkpoint activation upon DNA damage. Has a weak ATPase activity required for binding to chromatin. Participates in the recruitment of the RAD1-RAD9- HUS1 complex and RHNO1 onto chromatin, and in CHEK1 activation. May also serve as a sensor of DNA replication progression, and may be involved in homologous recombination",3,longevity
OG0011185,ANKRD55,Ankyrin repeat,3,longevity
OG0011188,ID4,"Inhibitor of DNA binding 4, dominant negative helix-loop-helix protein",3,longevity
OG0011194,NOP2,N-terminal domain of 16S rRNA methyltransferase RsmF,3,longevity
OG0011198,CXXC4,CXXC-type zinc finger protein,3,longevity
OG0011219,ABHD14A,Alpha/beta hydrolase family,3,longevity
OG0011228,SEC16B,Vesicle coat trafficking protein Sec16 mid-region,3,longevity
OG0011235,ZBTB7B,BTB/POZ domain,3,longevity
OG0011241,C21orf2,occurring C-terminal to leucine-rich repeats,3,longevity
OG0011261,GAL3ST3,Galactose-3-O-sulfotransferase,3,longevity
OG0011268,STAC3,Unstructured on SH3 and cysteine-rich domain-containing protein 2,3,longevity
OG0011272,SUMF2,Sulfatase-modifying factor enzyme 1,3,longevity
OG0011273,POLD1,DNA polymerase type-B family,3,longevity
OG0011279,SCML4,Pfam:DUF3588,3,longevity
OG0011280,PDE7B,Phosphodiesterase 7B,3,longevity
OG0011303,CHID1,chitin binding,3,longevity
OG0011305,VRK3,Vaccinia related kinase 3,3,longevity
OG0011326,RASSF3,Ras association,3,longevity
OG0011328,SCARA3,Collagen triple helix repeat (20 copies),3,longevity
OG0011329,NUBPL,ATPase MipZ,3,longevity
OG0011331,SF1,splicing factor 1,3,longevity
OG0011335,CKAP2L,Cytoskeleton-associated protein 2 C-terminus,3,longevity
OG0011338,PMS1,PMS1 postmeiotic segregation increased 1,3,longevity
OG0011339,PLEKHH3,"Pleckstrin homology domain containing, family H (with MyTH4 domain) member 3",3,longevity
OG0011361,TNFRSF11A,Tumor necrosis factor receptor / nerve growth factor receptor repeats.,3,longevity
OG0011368,INPP5E,"Inositol polyphosphate phosphatase, catalytic domain homologues",3,longevity
OG0011387,CEP104,Centrosomal protein,3,longevity
OG0011397,CEP72,occurring C-terminal to leucine-rich repeats,3,longevity
OG0011398,EPG5,Ectopic P-granules autophagy protein 5 homolog,3,longevity
OG0011413,ORC5,Origin recognition complex (ORC) subunit 5 C-terminus,3,longevity
OG0011416,DDX51,helicase superfamily c-terminal domain,3,longevity
OG0011437,HGS,Hepatocyte growth factor-regulated tyrosine kinase substrate,3,longevity
OG0011442,C6orf89,Exhibits histone deacetylase (HDAC) enhancer properties. May play a role in cell cycle progression and wound repair of bronchial epithelial cells,3,longevity
OG0011444,GPATCH2L,G patch domain containing 2-like,3,longevity
OG0011445,STX4,Syntaxin-like protein,3,longevity
OG0011451,HMGXB3,high mobility group,3,longevity
OG0011455,ARHGEF16,Guanine nucleotide exchange factor for Rho/Rac/Cdc42-like GTPases,3,longevity
OG0011458,GPBAR1,G protein-coupled bile acid receptor 1,3,longevity
OG0011467,GLP2R,Hormone receptor domain,3,longevity
OG0011469,DOK3,Phosphotyrosine-binding domain,3,longevity
OG0011480,GRSF1,Pfam:RRM_6,3,longevity
OG0011508,FNDC3B,Fibronectin type 3 domain,3,longevity
OG0011520,MCM10,Mcm10 replication factor,3,longevity
OG0011541,ANKRD39,ankyrin repeat,3,longevity
OG0011547,TEX11,Meiosis protein SPO22/ZIP4 like,3,longevity
OG0011610,ERP27,Thioredoxin-like domain,3,longevity
OG0011612,THEG,Repeats in THEG (testicular haploid expressed gene) and several fly proteins.,3,longevity
OG0011619,LRRC36,Leucine rich repeat containing 36,3,longevity
OG0011641,ST3GAL6,"beta-galactoside alpha-2,3-sialyltransferase activity",3,longevity
OG0011661,SGCA,"Sarcoglycan, alpha (50kDa dystrophin-associated glycoprotein)",3,longevity
OG0011666,PAM,"Copper type II ascorbate-dependent monooxygenase, N-terminal domain",3,longevity
OG0011673,STK31,Tudor domain,3,longevity
OG0011706,C10orf71,Chromosome 10 open reading frame 71,3,longevity
OG0011707,ZNF414,Zinc finger protein 414,3,longevity
OG0011718,BRICD5,BRICHOS,3,longevity
OG0011740,RSPO4,"Furin-like repeat, cysteine-rich",3,longevity
OG0011755,LONP1,Found in ATP-dependent protease La (LON),3,longevity
OG0011756,IDH3B,"Plays a structural role to facilitate the assembly and ensure the full activity of the enzyme catalyzing the decarboxylation of isocitrate (ICT) into alpha-ketoglutarate. The heterodimer composed of the alpha (IDH3A) and beta (IDH3B) subunits and the heterodimer composed of the alpha (IDH3A) and gamma (IDH3G) subunits, have considerable basal activity but the full activity of the heterotetramer (containing two subunits of IDH3A, one of IDH3B and one of IDH3G) requires the assembly and cooperative function of both heterodimers",3,longevity
OG0011761,FBXL22,F-box and leucine-rich repeat protein 22,3,longevity
OG0011764,MFAP2,Microfibril-associated glycoprotein (MAGP),3,longevity
OG0011767,CCDC11,Trichohyalin-plectin-homology domain,3,longevity
OG0011780,IFNAR2,Interferon alpha beta,3,longevity
OG0011791,C16orf89,Chromosome 16 open reading frame,3,longevity
OG0011792,GCM1,GCM motif protein,3,longevity
OG0011798,EFHC1,DUF1126 PH-like domain,3,longevity
OG0011808,MMP19,Zinc-dependent metalloprotease,3,longevity
OG0011814,CAPN9,Belongs to the peptidase C2 family,3,longevity
OG0011819,GHDC,GH3 auxin-responsive promoter,3,longevity
OG0011830,DACT2,Dishevelled-binding antagonist of beta-catenin 2,3,longevity
OG0011837,NADSYN1,NAD synthase,3,longevity
OG0011839,PACRGL,Parkin co-regulated protein,3,longevity
OG0011842,PHYHD1,Phytanoyl-CoA dioxygenase (PhyH),3,longevity
OG0011853,TYW1,"component of the wybutosine biosynthesis pathway. Wybutosine is a hyper modified guanosine with a tricyclic base found at the 3'-position adjacent to the anticodon of eukaryotic phenylalanine tRNA. Catalyzes the condensation of N- methylguanine with 2 carbon atoms from pyruvate to form the tricyclic 4-demethylwyosine, an intermediate in wybutosine biosynthesis (By similarity)",3,longevity
OG0011862,PXMP2,Mpv17 / PMP22 family,3,longevity
OG0011869,ZBTB40,Zinc finger and BTB domain containing 40,3,longevity
OG0011872,TCOF1,Treacher Collins-Franceschetti syndrome 1,3,longevity
OG0011874,PCDH12,Cadherin-like,3,longevity
OG0011876,TMEM171,Transmembrane protein 171,3,longevity
OG0011882,CCDC24,Coiled-coil domain-containing protein 24 family,3,longevity
OG0011904,SVIP,Small VCP p97-interacting protein,3,longevity
OG0011910,FCHSD1,"Fes/CIP4, and EFC/F-BAR homology domain",3,longevity
OG0011912,IL15RA,Domain abundant in complement control proteins; SUSHI repeat; short complement-like repeat (SCR),3,longevity
OG0011918,NEK5,NIMA-related kinase 5,3,longevity
OG0011919,SH3RF2,zinc-RING finger domain,3,longevity
OG0011928,SYT16,Protein kinase C conserved region 2 (CalB),3,longevity
OG0011930,ADAD2,Adenosine-deaminase (editase) domain,3,longevity
OG0011934,DCST2,DC-STAMP domain containing 2,3,longevity
OG0011939,PAG1,microdomains 1,3,longevity
OG0011943,ERI2,EXOIII,3,longevity
OG0011944,RAB11FIP1,FIP domain,3,longevity
OG0011966,TMEM130,Transmembrane protein 130,3,longevity
OG0011969,NCKAP5,"Nck-associated protein 5, Peripheral clock protein",3,longevity
OG0011984,PUSL1,tRNA pseudouridine synthase,3,longevity
OG0012004,EFHB,EF-hand domain,3,longevity
OG0012029,EMC10,ER membrane protein complex subunit 10,3,longevity
OG0012036,NOD2,cellular response to muramyl dipeptide,3,longevity
OG0012041,C20orf196,Protein of unknown function (DUF4521),3,longevity
OG0012047,PTK6,Src homology 3 domains,3,longevity
OG0012055,C17orf97,protein C17orf97 homolog,3,longevity
OG0012070,TMEM134,Transmembrane protein 134,3,longevity
OG0012078,KCTD7,Potassium channel tetramerization domain containing 7,3,longevity
OG0012091,LRRC51,Leucine-rich repeat,3,longevity
OG0012105,PBXIP1,transcription corepressor activity,3,longevity
OG0012109,HRC,Histidine-rich Calcium-binding repeat region,3,longevity
OG0012110,UCMA,Unique cartilage matrix associated protein,3,longevity
OG0012114,SYNM,Intermediate filament protein,3,longevity
OG0012121,CCDC160,coiled-coil domain-containing protein 160,3,longevity
OG0012123,H1FX,Domain in histone families 1 and 5,3,longevity
OG0012133,PHC1,Unstructured region on Polyhomeotic-like protein 1 and 2,3,longevity
OG0012136,TTYH1,Tweety,3,longevity
OG0012158,RUFY4,RUN and FYVE domain containing 4,3,longevity
OG0012167,IRAK2,MyD88-dependent toll-like receptor signaling pathway,3,longevity
OG0012171,PRSS56,Trypsin-like serine protease,3,longevity
OG0012172,C14orf105,Domain of unknown function (DUF4619),3,longevity
OG0012180,NAALADL1,Transferrin receptor-like dimerisation domain,3,longevity
OG0012189,RNF212,zinc-RING finger domain,3,longevity
OG0012202,C16orf54,Domain of unknown function (DUF4689),3,longevity
OG0012206,DCST1,DC-STAMP domain containing 1,3,longevity
OG0012263,SNTN,"Sentan, cilia apical structure protein",3,longevity
OG0012268,TREH,Trehalase,3,longevity
OG0012279,EFCAB5,Domain present in phytochromes and cGMP-specific phosphodiesterases.,3,longevity
OG0012283,MORN1,"Possible plasma membrane-binding motif in junctophilins, PIP-5-kinases and protein kinases.",3,longevity
OG0012287,C1orf159,Domain of unknown function (DUF4501),3,longevity
OG0012306,UBN1,Ubinuclein conserved middle domain,3,longevity
OG0012312,TRIM28,B-Box C-terminal domain,3,longevity
OG0012321,FTCDNL1,"Formiminotransferase domain, N-terminal subdomain",3,longevity
OG0012325,CD68,Lysosome-associated membrane glycoprotein (Lamp),3,longevity
OG0012329,ATF7IP2,Fibronectin-III type domain,3,longevity
OG0012335,SYTL2,Protein kinase C conserved region 2 (CalB),3,longevity
OG0012345,STAT2,Signal transducer and activator of transcription,3,longevity
OG0012346,SMCO1,Domain of unknown function (DUF4547),3,longevity
OG0012349,IGJ,"immunoglobulin J polypeptide, linker protein for immunoglobulin alpha and mu polypeptides",3,longevity
OG0012354,ITPRIPL1,Mab-21,3,longevity
OG0012361,MAEL,Maelstrom spermatogenic transposon silencer,3,longevity
OG0012369,SPATA1,spermatogenesis-associated protein 1,3,longevity
OG0012383,STRA8,Stimulated by retinoic acid,3,longevity
OG0012389,XAF1,XIAP associated factor 1,3,longevity
OG0012404,PIGZ,Alg9-like mannosyltransferase family,3,longevity
OG0012423,ANKRD60,Ankyrin repeat,3,longevity
OG0012430,MZB1,TLR4 regulator and MIR-interacting MSAP,3,longevity
OG0012449,JMJD7,jmjC domain-containing protein 7 isoform X1,3,longevity
OG0012524,EVI2B,Ecotropic viral integration site 2B,3,longevity
OG0012530,INCA1,"Inhibitor of CDK, cyclin A1 interacting protein 1",3,longevity
OG0012553,NES,Intermediate filament protein,3,longevity
OG0012564,ASCL3,helix loop helix domain,3,longevity
OG0012612,KEL,Peptidase family M13,3,longevity
OG0012621,ANKRD53,Ankyrin repeat,3,longevity
OG0012626,IL12RB1,Fibronectin type 3 domain,3,longevity
OG0012653,PKD2L2,Polycystin cation channel,3,longevity
OG0012660,FGD2,"Protein present in Fab1, YOTB, Vac1, and EEA1",3,longevity
OG0012672,KIF18B,"Kinesin motor, catalytic domain. ATPase.",3,longevity
OG0012684,C1orf94,Domain of unknown function (DUF4688),3,longevity
OG0012701,SALL2,transcription factor 2,3,longevity
OG0012714,RSRP1,Arginine/Serine-Rich protein 1,3,longevity
OG0002383,MFAP4,"Fibrinogen beta and gamma chains, C-terminal globular domain",2,longevity
OG0002847,RIMBP2,Src homology 3 domains,2,longevity
OG0002857,SMYD3,MYND finger,2,longevity
OG0003128,SLC3A2,Solute carrier family 3 member 2 N-terminus,2,longevity
OG0003217,TMEM68,Transmembrane protein 68,2,longevity
OG0003239,XPO5,Importin-beta N-terminal domain,2,longevity
OG0003276,LRAT,Lecithin retinol acyltransferase,2,longevity
OG0003303,CEP350,CAP_GLY,2,longevity
OG0003441,SSRP1,POB3-like N-terminal PH domain,2,longevity
OG0003451,SZT2,Seizure threshold 2 homolog (mouse),2,longevity
OG0003490,IRF2,Interferon regulatory factor transcription factor,2,longevity
OG0003538,HNMT,histamine N-methyltransferase activity,2,longevity
OG0003549,GUCY2C,Adenylate and Guanylate cyclase catalytic domain,2,longevity
OG0003568,RNF19B,In Between Ring fingers,2,longevity
OG0003571,ANXA1,Annexin A1,2,longevity
OG0003573,EIF4G2,Eukaryotic translation initiation factor 4 gamma 2,2,longevity
OG0003615,MSH2,ATPase domain of DNA mismatch repair MUTS family,2,longevity
OG0003619,TDRD1,Tudor domain containing,2,longevity
OG0003620,RAB33B,negative regulation of constitutive secretory pathway,2,longevity
OG0003715,BPTF,Bromodomain PHD finger transcription factor,2,longevity
OG0003739,CUBN,EGF domain,2,longevity
OG0003747,NANS,SAF,2,longevity
OG0003754,RPL18A,cytoplasmic translation,2,longevity
OG0003762,KIF1C,Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family,2,longevity
OG0003788,GPR160,G protein-coupled receptor 160,2,longevity
OG0003813,PRKCE,Protein kinase C terminal domain,2,longevity
OG0003816,KIRREL3,Immunoglobulin domain,2,longevity
OG0003836,SLAIN1,"SLAIN motif family, member 1",2,longevity
OG0003842,SLC22A23,Sugar (and other) transporter,2,longevity
OG0003848,ADCY9,"Adenylyl- / guanylyl cyclase, catalytic domain",2,longevity
OG0003851,DDX11,helicase,2,longevity
OG0003854,TMEM230,establishment of synaptic vesicle localization,2,longevity
OG0003855,NR3C1,"Nuclear receptor subfamily 3, group C, member 1",2,longevity
OG0003873,CUL1,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process,2,longevity
OG0003919,ARMC5,Armadillo repeat containing 5,2,longevity
OG0003920,SASS6,Centriolar protein SAS N-terminal,2,longevity
OG0003922,PRG4,Proteoglycan 4,2,longevity
OG0003930,REV3L,C4-type zinc-finger of DNA polymerase delta,2,longevity
OG0003964,C6orf106,Chromosome 6 open reading frame 106,2,longevity
OG0003978,GRAMD1B,GRAM domain containing 1B,2,longevity
OG0004014,B4GALNT1,"beta-1,4-N-acetyl-galactosaminyl transferase 1",2,longevity
OG0004025,ITGB3,Integrin beta,2,longevity
OG0004032,DHRS13,Enoyl-(Acyl carrier protein) reductase,2,longevity
OG0004035,TNS1,C2 domain of PTEN tumour-suppressor protein,2,longevity
OG0004038,DFNB31,"Domain present in PSD-95, Dlg, and ZO-1/2.",2,longevity
OG0004047,TARDBP,"DNA and RNA-binding protein which regulates transcription and splicing. Involved in the regulation of CFTR splicing. It promotes CFTR exon 9 skipping by binding to the UG repeated motifs in the polymorphic region near the 3'-splice site of this exon. The resulting aberrant splicing is associated with pathological features typical of cystic fibrosis. May also be involved in microRNA biogenesis, apoptosis and cell division. Can repress HIV-1 transcription by binding to the HIV-1 long terminal repeat. Stabilizes the low molecular weight neurofilament (NFL) mRNA through a direct interaction with the 3' UTR",2,longevity
OG0004078,NCAPG,"Nuclear condensing complex subunits, C-term domain",2,longevity
OG0004081,TP53BP1,Tumour suppressor p53-binding protein-1 Tudor,2,longevity
OG0004083,SENP6,"Ulp1 protease family, C-terminal catalytic domain",2,longevity
OG0004085,NBAS,"Neuroblastoma-amplified sequence, N terminal",2,longevity
OG0004087,CNST,Consortin C-terminus,2,longevity
OG0004090,CUL5,Belongs to the cullin family,2,longevity
OG0004097,SETX,UvrD/REP helicase N-terminal domain,2,longevity
OG0004099,ATF4,Activating transcription factor 4,2,longevity
OG0004120,RFK,Riboflavin kinase,2,longevity
OG0004152,CD7,Immunoglobulin V-set domain,2,longevity
OG0004162,ASZ1,"Plays a central role during spermatogenesis by repressing transposable elements and preventing their mobilization, which is essential for the germline integrity. Acts via the piRNA metabolic process, which mediates the repression of transposable elements during meiosis by forming complexes composed of piRNAs and Piwi proteins and governs the methylation and subsequent repression of transposons. Its association with pi- bodies suggests a participation in the primary piRNAs metabolic process. Required prior to the pachytene stage to facilitate the production of multiple types of piRNAs, including those associated with repeats involved in the regulation of retrotransposons. May act by mediating protein-protein interactions during germ cell maturation (By similarity)",2,longevity
OG0004166,MUSK,"Muscle, skeletal, receptor",2,longevity
OG0004173,MUC1,"Domain found in sea urchin sperm protein, enterokinase, agrin",2,longevity
OG0004174,TSR2,Pre-rRNA-processing protein TSR2,2,longevity
OG0004179,FKBP3,FKBP-type peptidyl-prolyl cis-trans isomerase,2,longevity
OG0004183,ACSF2,ligase activity,2,longevity
OG0004202,ENOPH1,"Bifunctional enzyme that catalyzes the enolization of 2,3-diketo-5-methylthiopentyl-1-phosphate (DK-MTP-1-P) into the intermediate 2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate (HK-MTPenyl-1-P), which is then dephosphorylated to form the acireductone 1,2-dihydroxy-3-keto-5-methylthiopentene (DHK- MTPene)",2,longevity
OG0004228,PISD,phosphatidylserine decarboxylase activity,2,longevity
OG0004250,ERCC2,Helical and beta-bridge domain,2,longevity
OG0004261,FAM208B,Protein of unknown function (DUF3715),2,longevity
OG0004270,MIER3,"Mesoderm induction early response 1, family member 3",2,longevity
OG0004276,CORO7,Golgi to endosome transport,2,longevity
OG0004285,BUD31,G10 protein,2,longevity
OG0004287,SERBP1,SERPINE1 mRNA binding protein 1,2,longevity
OG0004289,OPN4,7 transmembrane receptor (rhodopsin family),2,longevity
OG0004298,RBM33,RNA recognition motif,2,longevity
OG0004304,TIMM23,"Essential component of the TIM23 complex, a complex that mediates the translocation of transit peptide-containing proteins across the mitochondrial inner membrane",2,longevity
OG0004307,SCAF4,RNA polymerase II-binding domain.,2,longevity
OG0004309,RLBP1,"CRAL/TRIO, N-terminal domain",2,longevity
OG0004318,TPX2,importin-alpha family protein binding,2,longevity
OG0004328,OSBPL9,lipid transport,2,longevity
OG0004333,DHRS11,Enoyl-(Acyl carrier protein) reductase,2,longevity
OG0004336,TTLL5,ligase activity,2,longevity
OG0004343,BDKRB2,Belongs to the G-protein coupled receptor 1 family,2,longevity
OG0004346,MYLK,Unstructured linker between I-set domains 2 and 3 on MYLCK,2,longevity
OG0004351,MDM1,negative regulation of centriole replication,2,longevity
OG0004358,ZC3H13,Zinc finger C-x8-C-x5-C-x3-H type (and similar),2,longevity
OG0004363,CDH13,Cadherin 13,2,longevity
OG0004364,EPAS1,Endothelial PAS,2,longevity
OG0004366,PRUNE,DHH family,2,longevity
OG0004372,VEZF1,Vascular endothelial zinc finger 1,2,longevity
OG0004376,ZBTB33,Zinc finger and BTB domain containing 33,2,longevity
OG0004392,FAM160A2,early endosome to late endosome transport,2,longevity
OG0004396,DNAJC6,C2 domain of PTEN tumour-suppressor protein,2,longevity
OG0004400,DIXDC1,DIX domain,2,longevity
OG0004405,PTPN9,"CRAL/TRIO, N-terminal domain",2,longevity
OG0004411,ERCC6L,SNF2 family N-terminal domain,2,longevity
OG0004412,ST3GAL3,"N-acetyllactosaminide alpha-2,3-sialyltransferase activity",2,longevity
OG0004422,LPCAT2,Lysophosphatidylcholine acyltransferase 2,2,longevity
OG0004423,SUPV3L1,Mitochondrial degradasome RNA helicase subunit C terminal,2,longevity
OG0004425,GLG1,Cysteine rich repeat,2,longevity
OG0004428,PSAP,Saposin/surfactant protein-B A-type DOMAIN,2,longevity
OG0004444,CTNND2,Armadillo/beta-catenin-like repeats,2,longevity
OG0004468,TMEM145,Transmembrane protein 145,2,longevity
OG0004480,MSH4,ATPase domain of DNA mismatch repair MUTS family,2,longevity
OG0004490,FAM32A,apoptotic process,2,longevity
OG0004505,FAM173A,methyltransferase activity,2,longevity
OG0004517,SLC16A5,"Solute carrier family 16 (monocarboxylate transporter), member 5",2,longevity
OG0004533,KIAA0101,PCNA-associated factor,2,longevity
OG0004536,SORBS1,Sorbin and SH3,2,longevity
OG0004543,ECI2,Acyl CoA binding protein,2,longevity
OG0004553,RPF2,Ribosome production factor 2 homolog,2,longevity
OG0004561,ABRA,Rho activating protein,2,longevity
OG0004564,LRGUK,Guanylate kinase homologues.,2,longevity
OG0004580,SNW1,regulation of vitamin D receptor signaling pathway,2,longevity
OG0004581,RPL14,ribosomal protein,2,longevity
OG0004590,ENDOU,"Endonuclease, polyU-specific",2,longevity
OG0004597,ASH1L,associated with SET domains,2,longevity
OG0004601,RPS16,Ribosomal protein S9/S16,2,longevity
OG0004602,SHD,Src homology 2 domains,2,longevity
OG0004605,SMS,Spermidine synthase tetramerisation domain,2,longevity
OG0004607,ARMC8,Armadillo repeat-containing protein 8 isoform,2,longevity
OG0004609,ECM1,Extracellular matrix protein 1,2,longevity
OG0004611,SRCAP,HSA,2,longevity
OG0004612,CISH,suppressors of cytokine signalling,2,longevity
OG0004613,GRID2IP,Formin Homology 2 Domain,2,longevity
OG0004618,FAM178A,Plays a role in the DNA damage response (DDR) pathway by regulating postreplication repair of UV-damaged DNA and genomic stability maintenance. The SLF1-SLF2 complex acts to link RAD18 with the SMC5-SMC6 complex at,2,longevity
OG0004621,RBM28,RNA binding motif protein 28,2,longevity
OG0004622,ACSF3,Acyl-CoA synthetase family member 3,2,longevity
OG0004623,IKBKAP,"Inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase complex-associated protein",2,longevity
OG0004635,DXO,exoribonuclease,2,longevity
OG0004642,NATD1,GCN5-related N-acetyl-transferase,2,longevity
OG0004644,CTC1,"Component of the CST complex proposed to act as a specialized replication factor promoting DNA replication under conditions of replication stress or natural replication barriers such as the telomere duplex. The CST complex binds single-stranded DNA with high affinity in a sequence-independent manner, while isolated subunits bind DNA with low affinity by themselves. Initially the CST complex has been proposed to protect telomeres from DNA degradation. However, the CST complex has been shown to be involved in several aspects of telomere replication. The CST complex inhibits telomerase and is involved in telomere length homeostasis",2,longevity
OG0004654,PLEKHA5,WW domain,2,longevity
OG0004656,C9orf91,Chromosome 9 open reading frame 91,2,longevity
OG0004659,GGA3,Adaptin C-terminal domain,2,longevity
OG0004672,TMX2,transmembrane protein 2,2,longevity
OG0004675,FERD3L,Helix-loop-helix DNA-binding domain,2,longevity
OG0004685,CCP110,Calcium-dependent calmodulin binding,2,longevity
OG0004696,DIEXF,"Utp25, U3 small nucleolar RNA-associated SSU processome protein 25",2,longevity
OG0004706,MIPEP,Mitochondrial intermediate peptidase,2,longevity
OG0004714,CDCP1,CUB domain containing protein 1,2,longevity
OG0004715,PPT2,Palmitoyl-protein thioesterase 2,2,longevity
OG0004718,PLEKHS1,family S member 1,2,longevity
OG0004728,SRSF2,response to vitamin E,2,longevity
OG0004735,GPHN,Gephyrin,2,longevity
OG0004741,FIBCD1,Fibrinogen-related domains (FReDs),2,longevity
OG0004745,TRPC4AP,Protein of unknown function (DUF3689),2,longevity
OG0004746,ITGA2,"Integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)",2,longevity
OG0004747,PLVAP,Plasmalemma vesicle associated protein,2,longevity
OG0004750,RGS7BP,Regulator of G-protein signaling,2,longevity
OG0004757,GPATCH4,domain containing 4,2,longevity
OG0004766,ADAMTS13,with thrombospondin type 1 motif,2,longevity
OG0004769,TUBGCP6,Spc97 / Spc98 family,2,longevity
OG0004771,KIAA1751,Kiaa1751,2,longevity
OG0004772,MSL1,PEHE,2,longevity
OG0004774,TLDC2,TLD,2,longevity
OG0004776,SNAPC4,"Small nuclear RNA activating complex, polypeptide 4",2,longevity
OG0004788,NUP98,Nucleoporin autopeptidase,2,longevity
OG0004803,UTP6,"UTP6, small subunit (SSU) processome component, homolog (yeast)",2,longevity
OG0004829,MAP7D1,MAP7 (E-MAP-115) family,2,longevity
OG0004836,IGSF21,Immunoglobulin,2,longevity
OG0004838,EIF4G3,"Domain at the C-termini of GCD6, eIF-2B epsilon, eIF-4 gamma and eIF-5",2,longevity
OG0004842,TP63,P53 tetramerisation motif,2,longevity
OG0004847,NKTR,Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD,2,longevity
OG0004859,DEPDC5,Pfam:DUF3608,2,longevity
OG0004863,ZNF407,U1-like zinc finger,2,longevity
OG0004882,ZNF335,C2H2-type zinc-finger domain,2,longevity
OG0004885,MTR,B12 binding domain,2,longevity
OG0004886,ARHGAP35,Rho GTPase activating protein 35,2,longevity
OG0004892,SLC38A7,L-glutamine transmembrane transporter activity,2,longevity
OG0004895,ZNF362,Zinc finger protein 362,2,longevity
OG0004905,ZC3H11A,poly(A)+ mRNA export from nucleus,2,longevity
OG0004911,OPA1,membrane tubulation,2,longevity
OG0004919,HID1,High-temperature-induced dauer-formation protein,2,longevity
OG0004920,SUZ12,zinc finger,2,longevity
OG0004931,BMPR2,Activin types I and II receptor domain,2,longevity
OG0004935,TMTC2,Tetratricopeptide repeat,2,longevity
OG0004943,EDC4,"WD40 region of Ge1, enhancer of mRNA-decapping protein",2,longevity
OG0004944,AGL,"Amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase",2,longevity
OG0004945,THAP4,Domain of unknown function (DUF1794),2,longevity
OG0004947,RNF216,Ring finger protein 216,2,longevity
OG0004957,CEP170,"Inner membrane component of T3SS, cytoplasmic domain",2,longevity
OG0004960,KIAA0368,proteasome assembly,2,longevity
OG0004961,ZFAND1,AN1-like Zinc finger,2,longevity
OG0004968,BCCIP,May promote cell cycle arrest by enhancing the inhibition of CDK2 activity by CDKN1A. May be required for repair of DNA damage by homologous recombination in conjunction with BRCA2. May not be involved in non-homologous end joining (NHEJ),2,longevity
OG0004978,METAP2,Metallopeptidase family M24,2,longevity
OG0004982,NUCKS1,and cyclin-dependent kinase substrate 1,2,longevity
OG0004988,SDHC,Succinate dehydrogenase/Fumarate reductase transmembrane subunit,2,longevity
OG0005026,TGFBRAP1,Vacuolar sorting protein 39 domain 2,2,longevity
OG0005031,ESD,Serine hydrolase involved in the detoxification of formaldehyde,2,longevity
OG0005045,TMEM117,TMEM117 protein family,2,longevity
OG0005083,TYRP1,Common central domain of tyrosinase,2,longevity
