OG_ID	selection
OG0009671	none
OG0009672	none
OG0009674	none
OG0009677	none
OG0009678	none
OG0009679	none
OG0009680	none
OG0009681	relaxed
OG0009685	relaxed
OG0009686	none
OG0009689	none
OG0009690	relaxed
OG0009692	relaxed
OG0009693	intensified
OG0009695	none
OG0009696	none
OG0009697	none
OG0009698	none
OG0009702	none
OG0009704	none
OG0009705	none
OG0009706	none
OG0009708	none
OG0009711	relaxed
OG0009712	intensified
OG0009713	intensified
OG0009714	unknown
OG0009715	none
OG0009716	none
OG0009717	none
OG0009720	relaxed
OG0009721	none
OG0009722	none
OG0009723	none
OG0009725	none
OG0009727	none
OG0009728	none
OG0009732	none
OG0009733	none
OG0009735	none
OG0009737	none
OG0009738	none
OG0009739	none
OG0009741	none
OG0009742	none
OG0009743	none
OG0009744	intensified
OG0009749	none
OG0009751	none
OG0009756	none
OG0009757	none
OG0009758	none
OG0009760	intensified
OG0009761	none
OG0009762	none
OG0009766	none
OG0009768	none
OG0009770	relaxed
OG0009771	none
OG0009772	none
OG0009773	intensified
OG0009777	intensified
OG0009778	none
OG0009779	intensified
OG0009782	none
OG0009783	none
OG0009785	none
OG0009787	none
OG0009789	none
OG0009790	none
OG0009791	none
OG0009793	unknown
OG0009794	relaxed
OG0009795	intensified
OG0009796	none
OG0009797	none
OG0009800	none
OG0009803	none
OG0009804	relaxed
OG0009807	none
OG0009808	intensified
OG0009809	none
OG0009810	none
OG0009813	none
OG0009814	none
OG0009815	none
OG0009820	none
OG0009821	intensified
OG0009824	intensified
OG0009825	none
OG0009830	none
OG0009831	none
OG0009832	relaxed
OG0009833	none
OG0009834	none
OG0009836	none
OG0009837	none
OG0009838	none
OG0009839	none
OG0009840	none
OG0009841	none
OG0009842	intensified
OG0009846	none
OG0009847	none
OG0009848	intensified
OG0009849	none
OG0009854	none
OG0009855	none
OG0009859	none
OG0009860	none
OG0009861	none
OG0009864	intensified
OG0009865	intensified
OG0009869	intensified
OG0009871	none
OG0009872	none
OG0009873	none
OG0009874	relaxed
OG0009875	none
OG0009878	none
OG0009879	intensified
OG0009881	none
OG0009883	intensified
OG0009885	none
OG0009887	relaxed
OG0009889	none
OG0009890	none
OG0009893	none
OG0009894	none
OG0009895	intensified
OG0009897	none
OG0009898	none
OG0009899	none
OG0009901	none
OG0009903	relaxed
OG0009908	intensified
OG0009911	none
OG0009913	none
OG0009914	none
OG0009917	none
OG0009918	intensified
OG0009922	none
OG0009923	none
OG0009925	none
OG0009926	none
OG0009930	none
OG0009931	none
OG0009933	none
OG0009934	none
OG0009935	none
OG0009938	none
OG0009939	none
OG0009942	none
OG0009944	none
OG0009945	none
OG0009948	none
OG0009949	intensified
OG0009952	none
OG0009956	none
OG0009957	none
OG0009959	none
OG0009962	none
OG0009965	intensified
OG0009966	none
OG0009967	none
OG0009968	none
OG0009969	none
OG0009970	intensified
OG0009972	intensified
OG0009974	none
OG0009975	intensified
OG0009979	none
OG0009980	none
OG0009984	none
OG0009987	relaxed
OG0009989	intensified
OG0009992	none
OG0009993	intensified
OG0009999	none
OG0010001	none
OG0010002	none
OG0010003	none
OG0010006	intensified
OG0010008	none
OG0010009	none
OG0010011	none
OG0010012	intensified
OG0010015	none
OG0010016	none
OG0010018	none
OG0010019	none
OG0010024	relaxed
OG0010025	intensified
OG0010027	none
OG0010028	none
OG0010029	none
OG0010032	none
OG0010033	none
OG0010034	none
OG0010035	intensified
OG0010036	none
OG0010037	none
OG0010038	none
OG0010039	none
OG0010040	none
OG0010042	none
OG0010043	none
OG0010045	none
OG0010046	none
OG0010047	none
OG0010049	intensified
OG0010050	none
OG0010051	none
OG0010052	none
OG0010053	relaxed
OG0010054	none
OG0010058	none
OG0010060	relaxed
OG0010062	none
OG0010064	intensified
OG0010065	none
OG0010069	none
OG0010070	intensified
OG0010071	none
OG0010073	none
OG0010075	none
OG0010076	none
OG0010077	intensified
OG0010086	none
OG0010087	none
OG0010094	none
OG0010095	relaxed
OG0010097	none
OG0010099	intensified
OG0010102	none
OG0010103	intensified
OG0010104	none
OG0010107	none
OG0010110	intensified
OG0010111	none
OG0010113	none
OG0010114	none
OG0010115	intensified
OG0010116	none
OG0010117	none
OG0010118	none
OG0010125	none
OG0010126	none
OG0010130	intensified
OG0010133	none
OG0010134	none
OG0010137	none
OG0010138	intensified
OG0010139	none
OG0010140	none
OG0010141	relaxed
OG0010143	none
OG0010144	intensified
OG0010145	none
OG0010148	none
OG0010149	none
OG0010150	none
OG0010151	none
OG0010154	intensified
OG0010159	none
OG0010160	none
OG0010161	none
OG0010163	intensified
OG0010164	intensified
OG0010165	none
OG0010168	intensified
OG0010169	none
OG0010170	intensified
OG0010171	intensified
OG0010173	none
OG0010174	intensified
OG0010176	relaxed
OG0010177	intensified
OG0010180	none
OG0010183	none
OG0010185	intensified
OG0010186	none
OG0010187	none
OG0010189	none
OG0010192	none
OG0010193	intensified
OG0010197	none
OG0010200	intensified
OG0010201	none
OG0010207	none
OG0010208	none
OG0010210	none
OG0010211	intensified
OG0010212	intensified
OG0010213	none
OG0010214	intensified
OG0010215	none
OG0010216	none
OG0010220	none
OG0010222	none
OG0010223	none
OG0010226	none
OG0010227	none
OG0010231	none
OG0010235	none
OG0010236	intensified
OG0010238	none
OG0010240	none
OG0010241	none
OG0010243	intensified
OG0010247	none
OG0010248	none
OG0010249	intensified
OG0010250	intensified
OG0010251	intensified
OG0010256	relaxed
OG0010259	none
OG0010260	none
OG0010263	none
OG0010266	none
OG0010267	none
OG0010268	relaxed
OG0010271	none
OG0010272	none
OG0010276	none
OG0010279	relaxed
OG0010283	none
OG0010285	intensified
OG0010286	none
OG0010287	intensified
OG0010289	none
OG0010290	relaxed
OG0010293	intensified
OG0010298	none
OG0010299	intensified
OG0010300	intensified
OG0010301	unknown
OG0010302	relaxed
OG0010304	none
OG0010305	none
OG0010308	none
OG0010309	none
OG0010310	none
OG0010311	unknown
OG0010312	none
OG0010313	intensified
OG0010314	none
OG0010315	none
OG0010316	intensified
OG0010318	none
OG0010321	none
OG0010323	none
OG0010324	intensified
OG0010325	none
OG0010326	none
OG0010329	intensified
OG0010330	none
OG0010335	intensified
OG0010336	none
OG0010340	none
OG0010343	none
OG0010344	none
OG0010345	none
OG0010346	none
OG0010350	none
OG0010352	none
OG0010354	none
OG0010355	intensified
OG0010356	intensified
OG0010358	none
OG0010359	intensified
OG0010360	intensified
OG0010361	intensified
OG0010362	none
OG0010364	intensified
OG0010367	none
OG0010372	intensified
OG0010373	none
OG0010374	none
OG0010375	none
OG0010376	none
OG0010378	intensified
OG0010381	intensified
OG0010383	none
OG0010385	none
OG0010390	none
OG0010392	none
OG0010393	none
OG0010395	none
OG0010396	none
OG0010397	none
OG0010401	none
OG0010402	none
OG0010404	relaxed
OG0010406	none
OG0010408	none
OG0010409	none
OG0010410	none
OG0010411	none
OG0010412	none
OG0010416	intensified
OG0010417	none
OG0010418	none
OG0010419	none
OG0010421	none
OG0010422	relaxed
OG0010425	none
OG0010426	none
OG0010427	none
OG0010429	none
OG0010431	none
OG0010432	none
OG0010433	none
OG0010436	none
OG0010438	none
OG0010439	intensified
OG0010440	intensified
OG0010443	none
OG0010444	none
OG0010447	none
OG0010450	none
OG0010452	none
OG0010453	none
OG0010454	none
OG0010467	none
OG0010468	intensified
OG0010469	none
OG0010471	none
OG0010472	none
OG0010475	none
OG0010476	intensified
OG0010477	none
OG0010478	none
OG0010480	intensified
OG0010482	relaxed
OG0010483	none
OG0010484	none
OG0010486	relaxed
OG0010487	none
OG0010488	none
OG0010489	intensified
OG0010490	none
OG0010491	none
OG0010492	unknown
OG0010494	relaxed
OG0010497	intensified
OG0010498	intensified
OG0010499	relaxed
OG0010500	none
OG0010505	intensified
OG0010508	none
OG0010510	none
OG0010511	none
OG0010512	none
OG0010519	none
OG0010522	intensified
OG0010525	none
OG0010527	none
OG0010528	intensified
OG0010531	intensified
OG0010534	none
OG0010537	none
OG0010538	none
OG0010539	none
OG0010540	none
OG0010541	intensified
OG0010542	relaxed
OG0010545	none
OG0010546	intensified
OG0010548	intensified
OG0010550	relaxed
OG0010552	none
OG0010554	none
OG0010557	none
OG0010558	none
OG0010560	none
OG0010562	relaxed
OG0010563	relaxed
OG0010565	none
OG0010567	intensified
OG0010568	none
OG0010575	none
OG0010576	relaxed
OG0010579	none
OG0010581	intensified
OG0010582	none
OG0010583	none
OG0010587	relaxed
OG0010589	relaxed
OG0010590	none
OG0010594	none
OG0010597	intensified
OG0010598	none
OG0010606	none
OG0010609	none
OG0010611	none
OG0010612	intensified
OG0010613	intensified
OG0010614	none
OG0010615	relaxed
OG0010616	none
OG0010625	none
OG0010626	intensified
OG0010627	none
OG0010628	intensified
OG0010629	none
OG0010630	intensified
OG0010632	none
OG0010634	intensified
OG0010636	none
OG0010642	relaxed
OG0010643	none
OG0010645	none
OG0010647	none
OG0010654	none
OG0010656	intensified
OG0010658	relaxed
OG0010659	none
OG0010660	intensified
OG0010664	none
OG0010665	none
OG0010667	none
OG0010668	none
OG0010669	none
OG0010670	none
OG0010672	intensified
OG0010674	none
OG0010675	none
OG0010676	none
OG0010678	none
OG0010680	relaxed
OG0010683	none
OG0010684	intensified
OG0010685	none
OG0010688	none
OG0010689	none
OG0010696	relaxed
OG0010697	none
OG0010698	none
OG0010700	intensified
OG0010701	intensified
OG0010703	none
OG0010709	none
OG0010710	none
OG0010711	intensified
OG0010712	intensified
OG0010713	relaxed
OG0010714	none
OG0010715	intensified
OG0010716	none
OG0010717	none
OG0010718	none
OG0010719	none
OG0010721	none
OG0010724	none
OG0010725	none
OG0010727	none
OG0010729	none
OG0010731	intensified
OG0010733	none
OG0010734	relaxed
OG0010735	none
OG0010736	none
OG0010737	none
OG0010738	none
OG0010741	none
OG0010742	none
OG0010744	none
OG0010746	none
OG0010747	relaxed
OG0010749	none
OG0010750	none
OG0010751	intensified
OG0010753	none
OG0010755	none
OG0010757	none
OG0010759	none
OG0010763	none
OG0010765	none
OG0010766	none
OG0010767	none
OG0010768	none
OG0010772	intensified
OG0010774	none
OG0010778	none
OG0010782	none
OG0010784	none
OG0010792	intensified
OG0010794	none
OG0010795	none
OG0010796	relaxed
OG0010799	none
OG0010800	none
OG0010801	intensified
OG0010804	none
OG0010805	none
OG0010806	none
OG0010814	none
OG0010815	intensified
OG0010816	none
OG0010818	intensified
OG0010820	intensified
OG0010821	none
OG0010822	none
OG0010823	none
OG0010824	none
OG0010825	none
OG0010826	none
OG0010827	none
OG0010828	relaxed
OG0010830	none
OG0010832	none
OG0010833	none
OG0010834	intensified
OG0010835	none
OG0010836	none
OG0010837	none
OG0010838	none
OG0010840	intensified
OG0010841	none
OG0010843	none
OG0010848	none
OG0010850	intensified
OG0010851	none
OG0010854	none
OG0010855	none
OG0010857	none
OG0010858	none
OG0010859	intensified
OG0010861	none
OG0010862	none
OG0010863	none
OG0010864	none
OG0010865	intensified
OG0010866	intensified
OG0010869	relaxed
OG0010870	none
OG0010872	intensified
OG0010876	none
OG0010878	intensified
OG0010879	none
OG0010880	none
OG0010882	relaxed
OG0010883	none
OG0010886	none
OG0010887	none
OG0010888	none
OG0010889	none
OG0010892	none
OG0010898	none
OG0010899	none
OG0010900	none
OG0010903	none
OG0010908	none
OG0010909	relaxed
OG0010914	intensified
OG0010916	none
OG0010917	none
OG0010920	none
OG0010922	intensified
OG0010923	none
OG0010924	none
OG0010926	none
OG0010927	none
OG0010930	none
OG0010934	none
OG0010941	intensified
OG0010942	none
OG0010943	none
OG0010944	relaxed
OG0010951	none
OG0010953	none
OG0010958	intensified
OG0010960	none
OG0010961	none
OG0010967	none
OG0010970	none
OG0010974	none
OG0010980	none
OG0010982	none
OG0010983	intensified
OG0010994	none
OG0010998	none
OG0011001	none
OG0011002	intensified
OG0011003	none
OG0011065	none
OG0011066	none
OG0011120	none
OG0011218	none
OG0011269	unknown
OG0011286	none
OG0011365	none
OG0011409	intensified
OG0011452	none
OG0011485	none
OG0011497	intensified
OG0011508	none
OG0011542	intensified
OG0011594	relaxed
OG0011621	none
OG0011624	none
OG0011639	none
OG0011660	none
OG0011663	intensified
OG0011666	relaxed
OG0011669	intensified
OG0011679	none
OG0011691	none
OG0011717	none
OG0011773	none
OG0011784	none
OG0011798	none
OG0011812	none
OG0011820	relaxed
OG0011826	intensified
OG0011851	relaxed
OG0011860	intensified
OG0011876	none
OG0011935	none
OG0011994	none
OG0011998	none
OG0012011	intensified
OG0012091	none
OG0012104	relaxed
OG0012108	intensified
OG0012114	none
OG0012131	none
OG0012132	relaxed
OG0012140	none
OG0012145	none
OG0012150	intensified
OG0012152	intensified
OG0012160	none
OG0012163	none
OG0012164	none
OG0012165	intensified
OG0012167	relaxed
OG0012170	none
OG0012176	none
OG0012178	none
OG0012179	none
OG0012183	intensified
OG0012186	relaxed
OG0012190	none
OG0012194	none
OG0012198	intensified
OG0012200	none
OG0012204	none
OG0012207	none
OG0012208	none
OG0012211	intensified
OG0012213	relaxed
OG0012214	none
OG0012216	intensified
OG0012217	intensified
OG0012218	relaxed
OG0012224	none
OG0012225	relaxed
OG0012230	none
OG0012232	none
OG0012237	intensified
OG0012240	none
OG0012242	relaxed
OG0012247	none
OG0012250	none
OG0012252	none
OG0012256	none
OG0012258	intensified
OG0012263	none
OG0012265	none
OG0012266	none
OG0012267	none
OG0012275	none
OG0012277	none
OG0012285	none
OG0012288	intensified
OG0012291	none
OG0012294	intensified
OG0012303	none
OG0012307	intensified
OG0012309	relaxed
OG0012315	none
OG0012317	none
OG0012330	none
OG0012334	none
OG0012338	none
OG0012339	intensified
OG0012342	none
OG0012343	intensified
OG0012353	relaxed
OG0012354	intensified
OG0012355	none
OG0012356	none
OG0012357	none
OG0012360	relaxed
OG0012361	none
OG0012363	none
OG0012364	none
OG0012366	intensified
OG0012374	relaxed
OG0012377	none
OG0012381	none
OG0012397	none
OG0012398	none
OG0012399	none
OG0012404	none
OG0012410	none
OG0012419	none
OG0012424	intensified
OG0012426	none
OG0012447	none
OG0012450	intensified
OG0012452	none
OG0012454	none
OG0012460	none
OG0012471	intensified
OG0012478	none
OG0012479	none
OG0012485	none
OG0012487	none
OG0012491	none
OG0012494	none
OG0012498	none
OG0012500	none
OG0012504	relaxed
OG0012508	intensified
OG0012509	none
OG0012515	relaxed
OG0012519	none
OG0012521	relaxed
OG0012525	none
OG0012529	relaxed
OG0012530	none
OG0012533	intensified
OG0012535	none
OG0012536	none
OG0012537	intensified
OG0012538	none
OG0012539	intensified
OG0012540	none
OG0012545	none
OG0012549	relaxed
OG0012555	intensified
OG0012561	none
OG0012565	intensified
OG0012571	none
OG0012572	none
OG0012579	none
OG0012584	intensified
OG0012586	none
OG0012602	intensified
OG0012604	relaxed
OG0012620	none
OG0012624	none
OG0012625	none
OG0012628	none
OG0012630	none
OG0012632	none
OG0012635	relaxed
OG0012636	none
OG0012638	none
OG0012642	none
OG0012649	none
OG0012654	none
OG0012658	none
OG0012660	none
OG0012672	none
OG0012681	intensified
OG0012696	unknown
OG0012704	none
OG0012708	none
OG0012715	none
OG0012721	none
OG0012722	none
OG0012727	none
OG0012729	relaxed
OG0012754	none
OG0012756	none
OG0012767	none
OG0012769	none
OG0012770	none
OG0012773	relaxed
OG0012774	none
OG0012775	relaxed
OG0012778	none
OG0012786	relaxed
OG0012788	none
OG0012797	none
OG0012803	none
OG0012814	none
OG0013074	none
OG0013114	none
OG0013331	none
OG0013347	none
OG0013349	none
OG0013352	none
OG0013354	intensified
OG0013355	none
OG0013364	none
OG0013369	none
OG0013370	none
OG0013373	none
OG0013380	intensified
OG0013382	relaxed
OG0013394	relaxed
OG0013399	relaxed
OG0013402	none
OG0013404	none
OG0013405	none
OG0013415	none
OG0013416	none
OG0013419	none
OG0013420	none
OG0013427	none
OG0013430	none
OG0013431	none
OG0013445	relaxed
OG0013457	relaxed
OG0013472	relaxed
OG0013474	none
OG0013486	none
OG0013491	none
OG0013493	intensified
OG0013494	none
OG0013496	intensified
OG0013497	none
OG0013499	none
OG0013506	none
OG0013509	none
OG0013524	intensified
OG0013530	none
OG0013552	intensified
OG0013553	none
OG0013555	none
OG0013568	none
OG0013573	none
OG0013575	none
OG0013583	none
OG0013584	none
OG0013585	intensified
OG0013586	intensified
OG0013590	none
OG0013597	none
OG0013605	relaxed
OG0013607	none
OG0013611	none
OG0013631	intensified
OG0013968	none
OG0013980	none
OG0013997	none
OG0014007	intensified
OG0014008	none
OG0014012	none
OG0014040	intensified
OG0014054	none
OG0014057	intensified
OG0014061	none
OG0014063	intensified
OG0014068	none
OG0014075	none
OG0014085	none
OG0014086	none
OG0014101	none
OG0014114	intensified
OG0014116	none
OG0014118	intensified
OG0014119	none
OG0014131	none
OG0014134	relaxed
OG0014144	none
OG0014149	none
OG0014154	relaxed
OG0014160	none
OG0014177	none
OG0014192	none
OG0005663	none
OG0005785	none
OG0005917	intensified
OG0006001	intensified
OG0006091	none
OG0006297	intensified
OG0006412	none
OG0006418	none
OG0006649	none
OG0006723	intensified
OG0006742	intensified
OG0006842	intensified
OG0006857	none
OG0006885	none
OG0006923	none
OG0006926	none
OG0006935	none
OG0006940	none
OG0006973	intensified
OG0006987	none
OG0006996	none
OG0007049	none
OG0007055	none
OG0007056	relaxed
OG0007057	intensified
OG0007177	none
OG0007182	intensified
OG0007208	none
OG0007229	none
OG0007251	none
OG0007256	none
OG0007284	none
OG0007301	none
OG0007308	none
OG0007311	none
OG0007339	intensified
OG0007404	none
OG0007405	none
OG0007407	none
OG0007415	none
OG0007419	none
OG0007431	none
OG0007434	none
OG0007437	none
OG0007441	none
OG0007473	none
OG0007478	intensified
OG0007482	none
OG0007499	intensified
OG0007505	none
OG0007511	none
OG0007537	none
OG0007560	none
OG0007568	none
OG0007578	none
OG0007583	none
OG0007585	none
OG0007595	intensified
OG0007613	none
OG0007617	none
OG0007625	none
OG0007642	none
OG0007649	none
OG0007650	none
OG0007667	none
OG0007671	none
OG0007678	none
OG0007699	intensified
OG0007712	none
OG0007730	none
OG0007732	none
OG0007737	relaxed
OG0007738	none
OG0007742	none
OG0007745	none
OG0007755	none
OG0007769	none
OG0007776	none
OG0007783	none
OG0007787	none
OG0007793	intensified
OG0007802	none
OG0007808	none
OG0007809	none
OG0007823	intensified
OG0007824	relaxed
OG0007838	none
OG0007851	none
OG0007857	none
OG0007868	none
OG0007871	none
OG0007877	none
OG0007883	relaxed
OG0007886	none
OG0007899	intensified
OG0007934	intensified
OG0007940	relaxed
OG0007942	none
OG0007965	none
OG0007973	none
OG0007975	intensified
OG0007989	none
OG0007991	none
OG0007994	none
OG0008003	none
OG0008005	none
OG0008006	none
OG0008013	intensified
OG0008014	none
OG0008017	none
OG0008026	intensified
OG0008027	none
OG0008045	none
OG0008049	none
OG0008054	none
OG0008058	none
OG0008062	none
OG0008078	none
OG0008087	intensified
OG0008088	none
OG0008099	none
OG0008111	none
OG0008119	none
OG0008131	none
OG0008139	none
OG0008146	none
OG0008148	intensified
OG0008153	none
OG0008154	none
OG0008155	none
OG0008156	none
OG0008171	none
OG0008195	none
OG0008199	none
OG0008210	none
OG0008214	intensified
OG0008219	none
OG0008220	intensified
OG0008227	intensified
OG0008237	none
OG0008240	none
OG0008243	none
OG0008258	intensified
OG0008261	relaxed
OG0008333	none
OG0008334	relaxed
OG0008335	intensified
OG0008336	none
OG0008340	none
OG0008341	none
OG0008342	none
OG0008344	none
OG0008347	intensified
OG0008349	none
OG0008350	none
OG0008354	intensified
OG0008356	intensified
OG0008357	intensified
OG0008359	none
OG0008361	none
OG0008366	none
OG0008371	intensified
OG0008373	none
OG0008378	none
OG0008379	none
OG0008380	none
OG0008384	none
OG0008389	intensified
OG0008390	none
OG0008394	none
OG0008397	intensified
OG0008400	none
OG0008403	none
OG0008405	none
OG0008410	unknown
OG0008412	intensified
OG0008415	none
OG0008417	none
OG0008419	none
OG0008423	intensified
OG0008427	none
OG0008438	none
OG0008439	none
OG0008441	none
OG0008442	none
OG0008443	none
OG0008444	none
OG0008452	relaxed
OG0008454	none
OG0008458	intensified
OG0008465	none
OG0008466	none
OG0008469	none
OG0008473	none
OG0008478	none
OG0008480	none
OG0008482	none
OG0008484	none
OG0008487	none
OG0008491	none
OG0008494	none
OG0008495	none
OG0008500	none
OG0008502	none
OG0008503	none
OG0008505	none
OG0008510	none
OG0008511	none
OG0008513	none
OG0008517	none
OG0008520	none
OG0008521	relaxed
OG0008524	none
OG0008529	none
OG0008537	intensified
OG0008539	intensified
OG0008541	none
OG0008546	none
OG0008549	none
OG0008550	none
OG0008551	none
OG0008552	intensified
OG0008554	intensified
OG0008566	none
OG0008572	intensified
OG0008578	none
OG0008586	none
OG0008588	intensified
OG0008595	relaxed
OG0008597	none
OG0008598	none
OG0008599	none
OG0008604	none
OG0008607	intensified
OG0008615	none
OG0008620	none
OG0008627	intensified
OG0008631	none
OG0008632	intensified
OG0008638	intensified
OG0008639	none
OG0008644	none
OG0008649	none
OG0008653	none
OG0008654	none
OG0008658	none
OG0008660	none
OG0008661	none
OG0008663	none
OG0008666	none
OG0008667	relaxed
OG0008668	intensified
OG0008672	intensified
OG0008673	none
OG0008682	none
OG0008683	none
OG0008685	none
OG0008686	none
OG0008688	none
OG0008692	intensified
OG0008694	none
OG0008698	none
OG0008703	relaxed
OG0008707	none
OG0008708	none
OG0008710	none
OG0008712	none
OG0008715	none
OG0008718	none
OG0008721	intensified
OG0008722	relaxed
OG0008725	intensified
OG0008727	none
OG0008729	none
OG0008732	none
OG0008734	none
OG0008737	none
OG0008738	intensified
OG0008739	none
OG0008745	intensified
OG0008748	none
OG0008749	none
OG0008751	intensified
OG0008754	none
OG0008757	relaxed
OG0008758	none
OG0008760	none
OG0008764	intensified
OG0008765	intensified
OG0008767	intensified
OG0008768	intensified
OG0008770	none
OG0008771	none
OG0008780	none
OG0008785	intensified
OG0008787	none
OG0008790	intensified
OG0008791	intensified
OG0008797	none
OG0008798	none
OG0008800	none
OG0008801	none
OG0008803	intensified
OG0008805	intensified
OG0008807	none
OG0008812	none
OG0008813	none
OG0008816	none
OG0008819	none
OG0008821	none
OG0008825	intensified
OG0008827	none
OG0008833	none
OG0008840	none
OG0008842	none
OG0008843	none
OG0008847	none
OG0008851	none
OG0008852	relaxed
OG0008853	none
OG0008854	none
OG0008869	none
OG0008870	none
OG0008872	none
OG0008878	intensified
OG0008880	none
OG0008881	none
OG0008884	none
OG0008886	intensified
OG0008887	none
OG0008888	none
OG0008889	none
OG0008890	none
OG0008891	none
OG0008893	none
OG0008896	none
OG0008898	none
OG0008899	none
OG0008906	none
OG0008910	none
OG0008913	none
OG0008916	none
OG0008919	none
OG0008920	none
OG0008928	none
OG0008929	none
OG0008932	intensified
OG0008933	relaxed
OG0008936	intensified
OG0008937	none
OG0008938	none
OG0008939	none
OG0008943	none
OG0008950	none
OG0008951	none
OG0008953	none
OG0008959	none
OG0008961	none
OG0008964	none
OG0008969	none
OG0008971	intensified
OG0008972	none
OG0008973	none
OG0008974	none
OG0008977	none
OG0008980	intensified
OG0008981	none
OG0008982	intensified
OG0008985	none
OG0008986	none
OG0008987	intensified
OG0008993	none
OG0008997	intensified
OG0008998	none
OG0008999	none
OG0009006	none
OG0009010	none
OG0009012	none
OG0009013	intensified
OG0009014	intensified
OG0009015	none
OG0009016	relaxed
OG0009018	relaxed
OG0009023	relaxed
OG0009024	intensified
OG0009025	none
OG0009027	none
OG0009028	none
OG0009029	none
OG0009033	none
OG0009037	none
OG0009041	relaxed
OG0009043	none
OG0009044	none
OG0009049	intensified
OG0009052	intensified
OG0009056	none
OG0009061	none
OG0009065	none
OG0009066	none
OG0009068	none
OG0009072	none
OG0009075	none
OG0009077	none
OG0009081	none
OG0009082	relaxed
OG0009088	none
OG0009090	none
OG0009092	none
OG0009096	none
OG0009097	none
OG0009100	intensified
OG0009102	none
OG0009103	none
OG0009105	none
OG0009112	none
OG0009113	none
OG0009115	relaxed
OG0009116	intensified
OG0009121	none
OG0009122	none
OG0009123	none
OG0009126	none
OG0009128	intensified
OG0009133	none
OG0009134	none
OG0009136	none
OG0009137	intensified
OG0009141	intensified
OG0009142	intensified
OG0009143	none
OG0009150	intensified
OG0009151	none
OG0009152	none
OG0009158	none
OG0009160	none
OG0009161	none
OG0009162	intensified
OG0009164	none
OG0009172	intensified
OG0009174	none
OG0009179	intensified
OG0009181	none
OG0009184	none
OG0009185	none
OG0009186	intensified
OG0009188	none
OG0009192	none
OG0009200	none
OG0009202	relaxed
OG0009205	none
OG0009206	none
OG0009207	none
OG0009208	intensified
OG0009209	none
OG0009211	none
OG0009216	relaxed
OG0009221	intensified
OG0009224	intensified
OG0009225	none
OG0009227	none
OG0009232	intensified
OG0009237	none
OG0009239	none
OG0009240	none
OG0009242	none
OG0009244	none
OG0009246	none
OG0009249	relaxed
OG0009251	none
OG0009257	relaxed
OG0009261	none
OG0009262	none
OG0009267	none
OG0009270	none
OG0009271	none
OG0009277	none
OG0009278	intensified
OG0009281	none
OG0009284	relaxed
OG0009286	none
OG0009291	none
OG0009294	none
OG0009297	intensified
OG0009298	none
OG0009299	none
OG0009300	none
OG0009303	none
OG0009305	none
OG0009306	none
OG0009307	intensified
OG0009308	none
OG0009313	none
OG0009314	relaxed
OG0009327	none
OG0009332	none
OG0009335	none
OG0009336	none
OG0009337	none
OG0009343	none
OG0009344	none
OG0009353	relaxed
OG0009355	none
OG0009356	intensified
OG0009357	intensified
OG0009362	none
OG0009366	none
OG0009368	none
OG0009370	intensified
OG0009371	none
OG0009372	intensified
OG0009376	none
OG0009377	none
OG0009379	relaxed
OG0009386	none
OG0009389	none
OG0009393	none
OG0009394	intensified
OG0009397	none
OG0009404	none
OG0009410	none
OG0009412	relaxed
OG0009421	none
OG0009422	intensified
OG0009424	none
OG0009429	none
OG0009430	intensified
OG0009433	relaxed
OG0009437	none
OG0009439	none
OG0009441	intensified
OG0009442	none
OG0009445	none
OG0009446	none
OG0009447	none
OG0009448	none
OG0009451	relaxed
OG0009455	none
OG0009456	none
OG0009458	none
OG0009459	relaxed
OG0009465	none
OG0009466	none
OG0009470	none
OG0009472	none
OG0009474	intensified
OG0009476	none
OG0009479	none
OG0009485	none
OG0009491	relaxed
OG0009494	none
OG0009495	intensified
OG0009499	intensified
OG0009500	none
OG0009505	intensified
OG0009508	none
OG0009509	none
OG0009510	none
OG0009519	intensified
OG0009523	none
OG0009527	none
OG0009531	none
OG0009533	relaxed
OG0009534	none
OG0009535	none
OG0009536	intensified
OG0009538	none
OG0009539	none
OG0009541	intensified
OG0009542	none
OG0009543	none
OG0009545	intensified
OG0009546	none
OG0009547	none
OG0009682	none
OG0009731	none
OG0009776	none
OG0009781	relaxed
OG0009788	none
OG0009811	none
OG0009909	relaxed
OG0009912	none
OG0009919	none
OG0009941	intensified
OG0009988	none
OG0010004	intensified
OG0010010	none
OG0010063	relaxed
OG0010082	none
OG0010083	none
OG0010089	none
OG0010090	none
OG0010119	intensified
OG0010146	none
OG0010153	relaxed
OG0010162	none
OG0010167	none
OG0010203	none
OG0010224	none
OG0010270	intensified
OG0010307	none
OG0010337	none
OG0010365	none
OG0010462	none
OG0010466	none
OG0010493	none
OG0010501	intensified
OG0010509	intensified
OG0010523	none
OG0010593	none
OG0010619	intensified
OG0010649	none
OG0010651	relaxed
OG0010693	relaxed
OG0010739	none
OG0010756	intensified
OG0010762	unknown
OG0010793	none
OG0010810	none
OG0010831	relaxed
OG0010860	none
OG0010891	relaxed
OG0010904	relaxed
OG0010918	none
OG0010925	relaxed
OG0010948	none
OG0010949	none
OG0010956	intensified
OG0010963	none
OG0011050	none
OG0011053	none
OG0011055	none
OG0011061	none
OG0011063	relaxed
OG0011067	intensified
OG0011072	relaxed
OG0011075	none
OG0011077	none
OG0011079	none
OG0011084	none
