qname,query,OG_ID,chr,seqStart,seqEnd
evm.model.ptg003830l.2_Prang-OG0010294.fa,evm.model.ptg003830l.2_Prang,OG0010294,chr1,3138638684,3138640625
evm.model.ptg015486l.3_Prang-OG0010295.fa,evm.model.ptg015486l.3_Prang,OG0010295,chr13,77718426,77719941
evm.model.ptg037939l.1_Prang-OG0010296.fa,evm.model.ptg037939l.1_Prang,OG0010296,chr4,1222538855,1222539944
evm.model.ptg004639l.6_Prang-OG0010297.fa,evm.model.ptg004639l.6_Prang,OG0010297,chr4,938751032,938751602
evm.model.ptg011989l.2_Prang-OG0010298.fa,evm.model.ptg011989l.2_Prang,OG0010298,chr4,2029236811,2029238005
evm.model.ptg026118l.2_Prang-OG0010299.fa,evm.model.ptg026118l.2_Prang,OG0010299,chr4,450051344,450052352
evm.model.ptg000107l.4_Prang-OG0010300.fa,evm.model.ptg000107l.4_Prang,OG0010300,chr8,86714604,86715978
evm.model.ptg001537l.2_Prang-OG0010301.fa,evm.model.ptg001537l.2_Prang,OG0010301,chr4,2800756062,2800757388
evm.model.ptg012277l.1_Prang-OG0010302.fa,evm.model.ptg012277l.1_Prang,OG0010302,chr4,368201272,368203393
evm.model.ptg004429l.2_Prang-OG0010303.fa,evm.model.ptg004429l.2_Prang,OG0010303,chr4,234903746,234905117
evm.model.ptg005605l.3_Prang-OG0010305.fa,evm.model.ptg005605l.3_Prang,OG0010305,chr1,1039979420,1039980254
evm.model.ptg007457l.3_Prang-OG0010306.fa,evm.model.ptg007457l.3_Prang,OG0010306,chr13,56651454,56652072
evm.model.ptg007856l.1_Prang-OG0010307.fa,evm.model.ptg007856l.1_Prang,OG0010307,chr1,3894668673,3894669702
evm.model.ptg010875l.1_Prang-OG0010308.fa,evm.model.ptg010875l.1_Prang,OG0010308,chr1,3607277043,3607278633
evm.model.ptg012456l.1_Prang-OG0010309.fa,evm.model.ptg012456l.1_Prang,OG0010309,chr6,768365617,768366322
evi.model.ptg021419l.126_Prang-OG0010310.fa,evi.model.ptg021419l.126_Prang,OG0010310,chr13,3173959,3175576
evm.model.ptg001694l.4_Prang-OG0010311.fa,evm.model.ptg001694l.4_Prang,OG0010311,chr6,1139936292,1139937222
evm.model.ptg000613l.10_Prang-OG0010312.fa,evm.model.ptg000613l.10_Prang,OG0010312,chr11,181135512,181138326
evm.model.ptg002797l.1_Prang-OG0010313.fa,evm.model.ptg002797l.1_Prang,OG0010313,chr11,32790286,32790502
evm.model.ptg003841l.2_Prang-OG0010314.fa,evm.model.ptg003841l.2_Prang,OG0010314,chr1,1927723932,1927725117
evm.model.ptg006329l.2_Prang-OG0010315.fa,evm.model.ptg006329l.2_Prang,OG0010315,chr1,2187812087,2187814472
evm.model.ptg015590l.1_Prang-OG0010316.fa,evm.model.ptg015590l.1_Prang,OG0010316,chr6,1621205107,1621208080
evm.model.ptg006684l.1_Prang-OG0010318.fa,evm.model.ptg006684l.1_Prang,OG0010318,chr6,347344862,347347106
evm.model.ptg003283l.4_Prang-OG0010319.fa,evm.model.ptg003283l.4_Prang,OG0010319,chr10,374962432,374964040
evm.model.ptg001094l.2_Prang-OG0010320.fa,evm.model.ptg001094l.2_Prang,OG0010320,chr6,1599577139,1599577595
evm.model.ptg006709l.5_Prang-OG0010321.fa,evm.model.ptg006709l.5_Prang,OG0010321,chr6,136713146,136714271
evm.model.ptg006240l.4_Prang-OG0010322.fa,evm.model.ptg006240l.4_Prang,OG0010322,chr6,1503935421,1503936405
evm.model.ptg008154l.1_Prang-OG0010323.fa,evm.model.ptg008154l.1_Prang,OG0010323,chr3,2452320507,2452322733
evi.model.ptg017831l.11_Prang-OG0010324.fa,evi.model.ptg017831l.11_Prang,OG0010324,chr14,627199604,627200231
evi.model.ptg022440l.38_Prang-OG0010325.fa,evi.model.ptg022440l.38_Prang,OG0010325,chr6,28900779,28901352
evm.model.ptg006839l.2_Prang-OG0010326.fa,evm.model.ptg006839l.2_Prang,OG0010326,chr6,44503445,44504966
evi.model.ptg018479l.70_Prang-OG0010327.fa,evi.model.ptg018479l.70_Prang,OG0010327,chr9,1266991037,1266992609
evm.model.ptg003455l.3_Prang-OG0010328.fa,evm.model.ptg003455l.3_Prang,OG0010328,chr12,873400180,873401386
evm.model.ptg034361l.1_Prang-OG0010329.fa,evm.model.ptg034361l.1_Prang,OG0010329,chr14,912277021,912277789
evm.model.ptg012519l.2_Prang-OG0010330.fa,evm.model.ptg012519l.2_Prang,OG0010330,chr14,914846548,914848114
evm.model.ptg011126l.5_Prang-OG0010331.fa,evm.model.ptg011126l.5_Prang,OG0010331,chr14,905414506,905415463
evm.model.ptg004030l.1_Prang-OG0010334.fa,evm.model.ptg004030l.1_Prang,OG0010334,chr16,121125045,121125393
evm.model.ptg006284l.5_Prang-OG0010335.fa,evm.model.ptg006284l.5_Prang,OG0010335,chr13,586420151,586420445
evm.model.ptg018488l.2_Prang-OG0010336.fa,evm.model.ptg018488l.2_Prang,OG0010336,chr13,48174223,48175357
evm.model.ptg000319l.2_Prang-OG0010337.fa,evm.model.ptg000319l.2_Prang,OG0010337,chr12,747578123,747579527
evm.model.ptg017628l.1_Prang-OG0010339.fa,evm.model.ptg017628l.1_Prang,OG0010339,chr12,739896316,739897186
evm.model.ptg007583l.1_Prang-OG0010342.fa,evm.model.ptg007583l.1_Prang,OG0010342,chr4,131620686,131624115
evm.model.ptg001855l.1_Prang-OG0010343.fa,evm.model.ptg001855l.1_Prang,OG0010343,chr12,673732077,673733043
evm.model.ptg017608l.1_Prang-OG0010344.fa,evm.model.ptg017608l.1_Prang,OG0010344,chr13,434147081,434148209
evm.model.ptg009262l.3_Prang-OG0010345.fa,evm.model.ptg009262l.3_Prang,OG0010345,chr13,255866947,255867718
evm.model.ptg032308l.1_Prang-OG0010346.fa,evm.model.ptg032308l.1_Prang,OG0010346,chr5,345683595,345684240
evm.model.ptg007162l.3_Prang-OG0010347.fa,evm.model.ptg007162l.3_Prang,OG0010347,chr13,299545277,299546234
evm.model.ptg030661l.1_Prang-OG0010349.fa,evm.model.ptg030661l.1_Prang,OG0010349,chr19,438006976,438008425
evm.model.ptg017490l.1_Prang-OG0010350.fa,evm.model.ptg017490l.1_Prang,OG0010350,chr18,305053962,305055627
evm.model.ptg003634l.8_Prang-OG0010351.fa,evm.model.ptg003634l.8_Prang,OG0010351,chr18,294222183,294224268
evm.model.ptg006480l.3_Prang-OG0010352.fa,evm.model.ptg006480l.3_Prang,OG0010352,chr13,682368116,682370144
evm.model.ptg000773l.1_Prang-OG0010353.fa,evm.model.ptg000773l.1_Prang,OG0010353,chr6,1755642436,1755643705
evm.model.ptg017773l.1_Prang-OG0010354.fa,evm.model.ptg017773l.1_Prang,OG0010354,chr5,67517882,67519199
evm.model.ptg018850l.1_Prang-OG0010355.fa,evm.model.ptg018850l.1_Prang,OG0010355,chr4,2083835769,2083836324
evm.model.ptg011600l.1_Prang-OG0010356.fa,evm.model.ptg011600l.1_Prang,OG0010356,chr14,143591444,143594744
evm.model.ptg001358l.2_Prang-OG0010357.fa,evm.model.ptg001358l.2_Prang,OG0010357,chr8,473885011,473890675
evm.model.ptg022398l.1_Prang-OG0010358.fa,evm.model.ptg022398l.1_Prang,OG0010358,chr8,368306984,368307566
evm.model.ptg002217l.4_Prang-OG0010360.fa,evm.model.ptg002217l.4_Prang,OG0010360,chr15,88422661,88424458
evm.model.ptg001171l.1_Prang-OG0010361.fa,evm.model.ptg001171l.1_Prang,OG0010361,chr4,1047931530,1047937746
evm.model.ptg009652l.1_Prang-OG0010362.fa,evm.model.ptg009652l.1_Prang,OG0010362,chr8,125770289,125771993
evm.model.ptg002003l.2_Prang-OG0010363.fa,evm.model.ptg002003l.2_Prang,OG0010363,chr8,234174618,234176556
evm.model.ptg025575l.1_Prang-OG0010364.fa,evm.model.ptg025575l.1_Prang,OG0010364,chr8,140116983,140117343
evm.model.ptg013153l.1_Prang-OG0010365.fa,evm.model.ptg013153l.1_Prang,OG0010365,chr4,2745029720,2745032276
evm.model.ptg011091l.7_Prang-OG0010366.fa,evm.model.ptg011091l.7_Prang,OG0010366,chr5,171601142,171602222
evm.model.ptg001223l.5_Prang-OG0010367.fa,evm.model.ptg001223l.5_Prang,OG0010367,chr8,905831995,905833462
evm.model.ptg000994l.1_Prang-OG0010368.fa,evm.model.ptg000994l.1_Prang,OG0010368,chr4,1198458947,1198460072
evm.model.ptg014797l.6_Prang-OG0010369.fa,evm.model.ptg014797l.6_Prang,OG0010369,chr4,2718725699,2718739562
evm.model.ptg008147l.4_Prang-OG0010370.fa,evm.model.ptg008147l.4_Prang,OG0010370,chr8,299645804,299649662
evm.model.ptg002455l.3_Prang-OG0010371.fa,evm.model.ptg002455l.3_Prang,OG0010371,chr6,85843806,85845234
evm.model.ptg015502l.4_Prang-OG0010372.fa,evm.model.ptg015502l.4_Prang,OG0010372,chr4,1005244249,1005245629
evm.model.ptg001348l.6_Prang-OG0010373.fa,evm.model.ptg001348l.6_Prang,OG0010373,chr4,538593497,538593992
evm.model.ptg006461l.2_Prang-OG0010374.fa,evm.model.ptg006461l.2_Prang,OG0010374,chr8,611062249,611064394
evm.model.ptg005314l.5_Prang-OG0010375.fa,evm.model.ptg005314l.5_Prang,OG0010375,chr8,359265485,359266316
evm.model.ptg018593l.1_Prang-OG0010376.fa,evm.model.ptg018593l.1_Prang,OG0010376,chr8,55879898,55882529
evm.model.ptg001639l.5_Prang-OG0010377.fa,evm.model.ptg001639l.5_Prang,OG0010377,chr15,498829212,498832887
evm.model.ptg024601l.2_Prang-OG0010378.fa,evm.model.ptg024601l.2_Prang,OG0010378,chr8,826786635,826787019
evm.model.ptg000107l.13_Prang-OG0010379.fa,evm.model.ptg000107l.13_Prang,OG0010379,chr8,92299831,92300596
evm.model.ptg004012l.1_Prang-OG0010380.fa,evm.model.ptg004012l.1_Prang,OG0010380,chr8,314207450,314208704
evm.model.ptg008147l.6_Prang-OG0010381.fa,evm.model.ptg008147l.6_Prang,OG0010381,chr8,296028887,296031074
evm.model.ptg008400l.1_Prang-OG0010382.fa,evm.model.ptg008400l.1_Prang,OG0010382,chr4,1975380769,1975384477
evm.model.ptg004991l.6_Prang-OG0010383.fa,evm.model.ptg004991l.6_Prang,OG0010383,chr4,1901225869,1901226727
evi.model.ptg010110l.121_Prang-OG0010384.fa,evi.model.ptg010110l.121_Prang,OG0010384,chr13,422166899,422167922
evm.model.ptg012039l.1_Prang-OG0010385.fa,evm.model.ptg012039l.1_Prang,OG0010385,chr4,2282457464,2282459720
evm.model.ptg018904l.2_Prang-OG0010386.fa,evm.model.ptg018904l.2_Prang,OG0010386,chr8,491294492,491302715
evm.model.ptg022829l.3_Prang-OG0010387.fa,evm.model.ptg022829l.3_Prang,OG0010387,chr8,272915465,272917928
evm.model.ptg013028l.1_Prang-OG0010389.fa,evm.model.ptg013028l.1_Prang,OG0010389,chr4,320539934,320541932
evm.model.ptg018096l.6_Prang-OG0010390.fa,evm.model.ptg018096l.6_Prang,OG0010390,chr4,293238788,293239796
evm.model.ptg001513l.12_Prang-OG0010391.fa,evm.model.ptg001513l.12_Prang,OG0010391,chr5,2443205502,2443205976
evm.model.ptg003408l.7_Prang-OG0010392.fa,evm.model.ptg003408l.7_Prang,OG0010392,chr15,774757887,774759813
evm.model.ptg026925l.1_Prang-OG0010393.fa,evm.model.ptg026925l.1_Prang,OG0010393,chr14,9165114,9165819
evm.model.ptg001814l.1_Prang-OG0010395.fa,evm.model.ptg001814l.1_Prang,OG0010395,chr2,2480970153,2480972025
evm.model.ptg000203l.1_Prang-OG0010397.fa,evm.model.ptg000203l.1_Prang,OG0010397,chr15,133807992,133808538
evm.model.ptg008501l.1_Prang-OG0010399.fa,evm.model.ptg008501l.1_Prang,OG0010399,chr13,966106632,966108747
evm.model.ptg012164l.2_Prang-OG0010400.fa,evm.model.ptg012164l.2_Prang,OG0010400,chr5,1886162764,1886164093
evi.model.ptg012164l.67_Prang-OG0010401.fa,evi.model.ptg012164l.67_Prang,OG0010401,chr5,1885763863,1885766875
evm.model.ptg013008l.1_Prang-OG0010403.fa,evm.model.ptg013008l.1_Prang,OG0010403,scaffold471,194281,197182
evm.model.ptg007740l.2_Prang-OG0010404.fa,evm.model.ptg007740l.2_Prang,OG0010404,chr5,1895760592,1895765089
evm.model.ptg008143l.5_Prang-OG0010406.fa,evm.model.ptg008143l.5_Prang,OG0010406,chr15,672509175,672509991
evi.model.ptg028821l.128_Prang-OG0010407.fa,evi.model.ptg028821l.128_Prang,OG0010407,chr13,937676634,937677693
evm.model.ptg004013l.5_Prang-OG0010408.fa,evm.model.ptg004013l.5_Prang,OG0010408,chr15,569822793,569823774
evm.model.ptg000574l.4_Prang-OG0010409.fa,evm.model.ptg000574l.4_Prang,OG0010409,chr15,548641511,548642150
evm.model.ptg004399l.2_Prang-OG0010410.fa,evm.model.ptg004399l.2_Prang,OG0010410,chr13,805227406,805229248
evm.model.ptg004399l.8_Prang-OG0010411.fa,evm.model.ptg004399l.8_Prang,OG0010411,chr13,807324525,807325545
evm.model.ptg004022l.4_Prang-OG0010412.fa,evm.model.ptg004022l.4_Prang,OG0010412,chr4,593317811,593318471
evm.model.ptg000464l.2_Prang-OG0010413.fa,evm.model.ptg000464l.2_Prang,OG0010413,chr13,1003217792,1003218404
evm.model.ptg008687l.1_Prang-OG0010414.fa,evm.model.ptg008687l.1_Prang,OG0010414,chr15,66938899,66939262
evm.model.ptg008541l.5_Prang-OG0010415.fa,evm.model.ptg008541l.5_Prang,OG0010415,chr16,259686850,259689313
evm.model.ptg008035l.4_Prang-OG0010416.fa,evm.model.ptg008035l.4_Prang,OG0010416,chr13,908210131,908210860
evm.model.ptg004763l.5_Prang-OG0010417.fa,evm.model.ptg004763l.5_Prang,OG0010417,chr13,799302517,799306126
evm.model.ptg001387l.12_Prang-OG0010418.fa,evm.model.ptg001387l.12_Prang,OG0010418,chr13,739250579,739252208
evm.model.ptg009288l.8_Prang-OG0010419.fa,evm.model.ptg009288l.8_Prang,OG0010419,chr15,449568179,449570261
evm.model.ptg009948l.3_Prang-OG0010420.fa,evm.model.ptg009948l.3_Prang,OG0010420,chr4,701973131,701973686
evm.model.ptg000844l.4_Prang-OG0010421.fa,evm.model.ptg000844l.4_Prang,OG0010421,chr15,370675838,370676813
evm.model.ptg009222l.1_Prang-OG0010422.fa,evm.model.ptg009222l.1_Prang,OG0010422,chr15,493395441,493396971
evm.model.ptg026632l.1_Prang-OG0010423.fa,evm.model.ptg026632l.1_Prang,OG0010423,chr15,790665542,790666727
evm.model.ptg011781l.2_Prang-OG0010425.fa,evm.model.ptg011781l.2_Prang,OG0010425,chr15,758489351,758491724
evm.model.ptg014535l.2_Prang-OG0010426.fa,evm.model.ptg014535l.2_Prang,OG0010426,chr15,783002174,783007334
evm.model.ptg012479l.2_Prang-OG0010427.fa,evm.model.ptg012479l.2_Prang,OG0010427,chr11,453651016,453651892
evm.model.ptg010315l.9_Prang-OG0010428.fa,evm.model.ptg010315l.9_Prang,OG0010428,chr4,222189259,222190819
evm.model.ptg003526l.5_Prang-OG0010429.fa,evm.model.ptg003526l.5_Prang,OG0010429,chr8,974392191,974392854
evm.model.ptg010574l.1_Prang-OG0010430.fa,evm.model.ptg010574l.1_Prang,OG0010430,chr5,893745775,893746849
evm.model.ptg000363l.2_Prang-OG0010431.fa,evm.model.ptg000363l.2_Prang,OG0010431,chr10,625051453,625054138
evm.model.ptg012409l.2_Prang-OG0010432.fa,evm.model.ptg012409l.2_Prang,OG0010432,chr10,1006439653,1006440529
evm.model.ptg003369l.12_Prang-OG0010433.fa,evm.model.ptg003369l.12_Prang,OG0010433,chr5,2493690193,2493690997
evm.model.ptg002452l.1_Prang-OG0010434.fa,evm.model.ptg002452l.1_Prang,OG0010434,chr10,839687160,839687910
evm.model.ptg002858l.7_Prang-OG0010436.fa,evm.model.ptg002858l.7_Prang,OG0010436,chr6,623013653,623015015
evm.model.ptg000008l.5_Prang-OG0010437.fa,evm.model.ptg000008l.5_Prang,OG0010437,chr10,798770237,798772856
evm.model.ptg002858l.3_Prang-OG0010438.fa,evm.model.ptg002858l.3_Prang,OG0010438,chr15,191355902,191356934
evm.model.ptg007291l.2_Prang-OG0010439.fa,evm.model.ptg007291l.2_Prang,OG0010439,chr13,1034084144,1034085164
evm.model.ptg008926l.3_Prang-OG0010440.fa,evm.model.ptg008926l.3_Prang,OG0010440,chr15,27390733,27391645
evm.model.ptg006454l.5_Prang-OG0010441.fa,evm.model.ptg006454l.5_Prang,OG0010441,chr10,779673520,779674465
evm.model.ptg001371l.7_Prang-OG0010442.fa,evm.model.ptg001371l.7_Prang,OG0010442,chr15,107470085,107471867
evm.model.ptg014914l.4_Prang-OG0010443.fa,evm.model.ptg014914l.4_Prang,OG0010443,chr15,664059890,664061000
evm.model.ptg014914l.2_Prang-OG0010444.fa,evm.model.ptg014914l.2_Prang,OG0010444,scaffold590,1037367,1037964
evm.model.ptg002767l.3_Prang-OG0010446.fa,evm.model.ptg002767l.3_Prang,OG0010446,chr9,633448457,633450485
evm.model.ptg013088l.1_Prang-OG0010447.fa,evm.model.ptg013088l.1_Prang,OG0010447,chr11,579500900,579504194
evm.model.ptg011967l.2_Prang-OG0010448.fa,evm.model.ptg011967l.2_Prang,OG0010448,chr12,1201164823,1201166968
evm.model.ptg005754l.1_Prang-OG0010450.fa,evm.model.ptg005754l.1_Prang,OG0010450,chr2,2774359404,2774362692
evm.model.ptg000788l.14_Prang-OG0010451.fa,evm.model.ptg000788l.14_Prang,OG0010451,chr2,2644179399,2644179804
evm.model.ptg021047l.2_Prang-OG0010452.fa,evm.model.ptg021047l.2_Prang,OG0010452,chr3,487482353,487483454
evm.model.ptg000875l.7_Prang-OG0010453.fa,evm.model.ptg000875l.7_Prang,OG0010453,chr1,377379834,377382171
evm.model.ptg017087l.1_Prang-OG0010454.fa,evm.model.ptg017087l.1_Prang,OG0010454,chr3,488542613,488543561
evm.model.ptg002996l.1_Prang-OG0010457.fa,evm.model.ptg002996l.1_Prang,OG0010457,chr2,3270117725,3270120188
evm.model.ptg003849l.3_Prang-OG0010459.fa,evm.model.ptg003849l.3_Prang,OG0010459,chr13,629501724,629503071
evm.model.ptg008439l.1_Prang-OG0010460.fa,evm.model.ptg008439l.1_Prang,OG0010460,chr1,351959107,351961165
evm.model.ptg021488l.1_Prang-OG0010461.fa,evm.model.ptg021488l.1_Prang,OG0010461,chr6,160113418,160115158
evm.model.ptg005554l.2_Prang-OG0010462.fa,evm.model.ptg005554l.2_Prang,OG0010462,chr7,624691663,624697870
evm.model.ptg013310l.1_Prang-OG0010464.fa,evm.model.ptg013310l.1_Prang,OG0010464,chr5,1529532487,1529533603
evm.model.ptg004376l.4_Prang-OG0010466.fa,evm.model.ptg004376l.4_Prang,OG0010466,chr3,1111259176,1111260079
evm.model.ptg008449l.1_Prang-OG0010467.fa,evm.model.ptg008449l.1_Prang,OG0010467,chr18,651770692,651771685
evm.model.ptg025976l.1_Prang-OG0010468.fa,evm.model.ptg025976l.1_Prang,OG0010468,chr5,507346545,507347298
evm.model.ptg005484l.4_Prang-OG0010469.fa,evm.model.ptg005484l.4_Prang,OG0010469,chr18,593067325,593068510
evm.model.ptg005708l.8_Prang-OG0010470.fa,evm.model.ptg005708l.8_Prang,OG0010470,chr5,398470074,398470773
evm.model.ptg005708l.2_Prang-OG0010471.fa,evm.model.ptg005708l.2_Prang,OG0010471,chr4,2584651724,2584653920
evm.model.ptg011709l.4_Prang-OG0010472.fa,evm.model.ptg011709l.4_Prang,OG0010472,chr5,399469833,399471762
evm.model.ptg001533l.2_Prang-OG0010473.fa,evm.model.ptg001533l.2_Prang,OG0010473,chr5,307747475,307748423
evm.model.ptg008409l.1_Prang-OG0010474.fa,evm.model.ptg008409l.1_Prang,OG0010474,chr17,257765098,257766646
evm.model.ptg003938l.2_Prang-OG0010475.fa,evm.model.ptg003938l.2_Prang,OG0010475,chr5,705089483,705090218
evm.model.ptg006260l.1_Prang-OG0010476.fa,evm.model.ptg006260l.1_Prang,OG0010476,chr5,1440187225,1440187975
evm.model.ptg006183l.1_Prang-OG0010477.fa,evm.model.ptg006183l.1_Prang,OG0010477,chr5,1396891021,1396893190
evm.model.ptg014633l.2_Prang-OG0010478.fa,evm.model.ptg014633l.2_Prang,OG0010478,chr5,1511515823,1511516558
evm.model.ptg004245l.2_Prang-OG0010480.fa,evm.model.ptg004245l.2_Prang,OG0010480,chr17,97963155,97967115
evm.model.ptg013537l.3_Prang-OG0010481.fa,evm.model.ptg013537l.3_Prang,OG0010481,chr1,3770814811,3770815663
evm.model.ptg014507l.4_Prang-OG0010482.fa,evm.model.ptg014507l.4_Prang,OG0010482,chr5,418245270,418247220
evm.model.ptg001666l.9_Prang-OG0010483.fa,evm.model.ptg001666l.9_Prang,OG0010483,chr5,427445306,427451009
evm.model.ptg011151l.10_Prang-OG0010484.fa,evm.model.ptg011151l.10_Prang,OG0010484,chr17,101438903,101441222
evm.model.ptg000526l.3_Prang-OG0010485.fa,evm.model.ptg000526l.3_Prang,OG0010485,chr3,841161308,841161986
evm.model.ptg013844l.1_Prang-OG0010486.fa,evm.model.ptg013844l.1_Prang,OG0010486,chr3,846838400,846839039
evm.model.ptg002625l.4_Prang-OG0010487.fa,evm.model.ptg002625l.4_Prang,OG0010487,chr5,242666273,242670557
evm.model.ptg014352l.2_Prang-OG0010488.fa,evm.model.ptg014352l.2_Prang,OG0010488,chr3,2758441721,2758442387
evm.model.ptg003043l.1_Prang-OG0010489.fa,evm.model.ptg003043l.1_Prang,OG0010489,chr5,211473634,211474465
evm.model.ptg000104l.14_Prang-OG0010491.fa,evm.model.ptg000104l.14_Prang,OG0010491,chr3,914853068,914854523
evm.model.ptg007869l.3_Prang-OG0010492.fa,evm.model.ptg007869l.3_Prang,OG0010492,chr3,2323682964,2323685019
evm.model.ptg014165l.4_Prang-OG0010493.fa,evm.model.ptg014165l.4_Prang,OG0010493,chr5,413836889,413839049
evm.model.ptg000221l.8_Prang-OG0010494.fa,evm.model.ptg000221l.8_Prang,OG0010494,chr8,1244421014,1244424902
evm.model.ptg000221l.3_Prang-OG0010495.fa,evm.model.ptg000221l.3_Prang,OG0010495,chr8,1246054086,1246056186
evm.model.ptg000221l.6_Prang-OG0010496.fa,evm.model.ptg000221l.6_Prang,OG0010496,chr8,1245128000,1245130220
evm.model.ptg022027l.1_Prang-OG0010497.fa,evm.model.ptg022027l.1_Prang,OG0010497,chr8,1248671793,1248674226
evm.model.ptg000868l.6_Prang-OG0010498.fa,evm.model.ptg000868l.6_Prang,OG0010498,chr8,1249527178,1249527484
evm.model.ptg014557l.1_Prang-OG0010499.fa,evm.model.ptg014557l.1_Prang,OG0010499,chr5,249524842,249525424
evm.model.ptg003995l.3_Prang-OG0010500.fa,evm.model.ptg003995l.3_Prang,OG0010500,chr12,563406863,563407814
evm.model.ptg003689l.2_Prang-OG0010502.fa,evm.model.ptg003689l.2_Prang,OG0010502,chr13,610009621,610010887
evm.model.ptg002941l.6_Prang-OG0010503.fa,evm.model.ptg002941l.6_Prang,OG0010503,chr12,295725129,295726440
evm.model.ptg007758l.4_Prang-OG0010504.fa,evm.model.ptg007758l.4_Prang,OG0010504,chr17,135208544,135209114
evm.model.ptg002941l.8_Prang-OG0010505.fa,evm.model.ptg002941l.8_Prang,OG0010505,chr12,296237356,296238406
evm.model.ptg003156l.1_Prang-OG0010507.fa,evm.model.ptg003156l.1_Prang,OG0010507,chr19,544321127,544324025
evm.model.ptg012376l.5_Prang-OG0010508.fa,evm.model.ptg012376l.5_Prang,OG0010508,chr19,491173177,491174836
evm.model.ptg002621l.8_Prang-OG0010509.fa,evm.model.ptg002621l.8_Prang,OG0010509,chr19,612946163,612948560
evm.model.ptg015349l.2_Prang-OG0010510.fa,evm.model.ptg015349l.2_Prang,OG0010510,chr19,780251304,780253392
evm.model.ptg014273l.1_Prang-OG0010511.fa,evm.model.ptg014273l.1_Prang,OG0010511,chr19,48903194,48905246
evm.model.ptg003544l.3_Prang-OG0010512.fa,evm.model.ptg003544l.3_Prang,OG0010512,chr3,2518525267,2518526947
evm.model.ptg000222l.3_Prang-OG0010514.fa,evm.model.ptg000222l.3_Prang,OG0010514,chr19,513077469,513078567
evm.model.ptg014021l.2_Prang-OG0010515.fa,evm.model.ptg014021l.2_Prang,OG0010515,chr19,251542062,251543091
evm.model.ptg011472l.3_Prang-OG0010516.fa,evm.model.ptg011472l.3_Prang,OG0010516,chr19,367329245,367330355
evm.model.ptg020908l.3_Prang-OG0010519.fa,evm.model.ptg020908l.3_Prang,OG0010519,chr3,3063990835,3063992203
evm.model.ptg001247l.1_Prang-OG0010521.fa,evm.model.ptg001247l.1_Prang,OG0010521,chr3,62862593,62864771
evm.model.ptg001671l.12_Prang-OG0010522.fa,evm.model.ptg001671l.12_Prang,OG0010522,chr3,2147397394,2147398831
evm.model.ptg009499l.13_Prang-OG0010523.fa,evm.model.ptg009499l.13_Prang,OG0010523,chr3,1401931186,1401932827
evm.model.ptg005483l.3_Prang-OG0010524.fa,evm.model.ptg005483l.3_Prang,OG0010524,chr19,190052917,190054585
evm.model.ptg004743l.3_Prang-OG0010525.fa,evm.model.ptg004743l.3_Prang,OG0010525,chr3,2572637070,2572637961
evm.model.ptg010438l.5_Prang-OG0010526.fa,evm.model.ptg010438l.5_Prang,OG0010526,chr3,1739086781,1739087651
evm.model.ptg003850l.12_Prang-OG0010527.fa,evm.model.ptg003850l.12_Prang,OG0010527,chr3,2740498105,2740499380
evm.model.ptg006285l.1_Prang-OG0010528.fa,evm.model.ptg006285l.1_Prang,OG0010528,chr3,2765188655,2765189216
evm.model.ptg011580l.5_Prang-OG0010529.fa,evm.model.ptg011580l.5_Prang,OG0010529,chr3,1563561093,1563562065
evm.model.ptg006551l.3_Prang-OG0010530.fa,evm.model.ptg006551l.3_Prang,OG0010530,chr3,1271043194,1271044214
evm.model.ptg003804l.8_Prang-OG0010531.fa,evm.model.ptg003804l.8_Prang,OG0010531,chr19,731925104,731926124
evm.model.ptg003024l.3_Prang-OG0010532.fa,evm.model.ptg003024l.3_Prang,OG0010532,chr19,721683033,721684893
evm.model.ptg001170l.1_Prang-OG0010533.fa,evm.model.ptg001170l.1_Prang,OG0010533,chr19,716811044,716812235
evm.model.ptg007633l.4_Prang-OG0010534.fa,evm.model.ptg007633l.4_Prang,OG0010534,chr19,666207067,666208336
evm.model.ptg028302l.1_Prang-OG0010537.fa,evm.model.ptg028302l.1_Prang,OG0010537,chr9,626245802,626248712
evm.model.ptg003194l.3_Prang-OG0010538.fa,evm.model.ptg003194l.3_Prang,OG0010538,chr19,277890614,277892462
evm.model.ptg015358l.3_Prang-OG0010539.fa,evm.model.ptg015358l.3_Prang,OG0010539,chr19,67376079,67379172
evm.model.ptg000857l.1_Prang-OG0010540.fa,evm.model.ptg000857l.1_Prang,OG0010540,chr19,229459332,229461036
evm.model.ptg013284l.5_Prang-OG0010541.fa,evm.model.ptg013284l.5_Prang,OG0010541,chr19,756715424,756722957
evm.model.ptg003230l.5_Prang-OG0010542.fa,evm.model.ptg003230l.5_Prang,OG0010542,chr19,673055566,673058080
evm.model.ptg010397l.3_Prang-OG0010543.fa,evm.model.ptg010397l.3_Prang,OG0010543,chr19,675689252,675690956
evm.model.ptg017297l.5_Prang-OG0010544.fa,evm.model.ptg017297l.5_Prang,OG0010544,chr9,9015036,9015327
evm.model.ptg001578l.2_Prang-OG0010545.fa,evm.model.ptg001578l.2_Prang,OG0010545,chr3,2512540120,2512541509
evm.model.ptg002134l.5_Prang-OG0010546.fa,evm.model.ptg002134l.5_Prang,OG0010546,chr3,2489790043,2489790730
