Ammel,Ammex,Asmec,Asmes,Darer,Gamor,Hosap,Leocu,Luden,Mymur,Nebri,Plwal,Prang,Sians,Sigra,Sirhi,Tagut,Thmac,Trros,Trtib,Xetro,Zoviv,nSp,og,selectionF,selectionB,allF,allB
1,1,1,1,1,0.00962091154282851,1,0.327500614067889,NA,1,1,NA,0.350651154551917,1,NA,NA,5.6481116400553e-06,1,1,1,1,1,hits_per_18_species,OG0010480,0,2,4,14
1,1,1,1,1,1,0.0143413123517598,0.0926686362500322,1,2.19611706597789e-09,1,NA,1,NA,NA,NA,0.420132152863541,2.19824158875781e-14,1,1.01212072611823e-08,1,0.000293406247572403,hits_per_18_species,OG0010482,0,5,4,14
1,1,1,1,1,0.00340926652405588,0.0748470529202105,1,1,1,0.607287384609693,NA,1,NA,NA,NA,0.0756965526165677,1,1,1,1,0.0167667976229997,hits_per_18_species,OG0010483,0,2,4,14
0.841960886788146,1,NA,1,1,4.2350534745772e-09,0.000685235995763644,2.18309563670971e-06,1,0.0542262760161144,0.000133081920247469,1,1,NA,NA,NA,1,1,1,6.24191752418568e-05,1,0.0218436137894952,hits_per_18_species,OG0010484,0,6,3,15
NA,1,1,1,1,1,1,1,1,1,1,NA,0.298272938168466,1,NA,NA,1,1,2.06416808645748e-07,1,1,1,hits_per_18_species,OG0010486,1,0,5,13
1,0.0400854724494544,1,1,1,1,0.614884096579931,9.50140200928207e-06,NA,1,1,NA,1,NA,NA,0.00293698101705075,0.000325351452495237,1,1,1,0.0131460502914294,5.32337854297626e-06,hits_per_18_species,OG0010487,1,5,4,14
1,0.911445520584053,1,1,NA,1,1,1,1,1,1,1,0.122426588579412,NA,NA,NA,1,1,1,1,1,1,hits_per_18_species,OG0010488,0,0,4,14
0.0442151486966422,1,1,1,1,1,1,1,1,1,1,NA,4.57827557698298e-07,NA,NA,NA,0.000162988772196115,1,1,1,1,1,hits_per_18_species,OG0010489,1,2,4,14
1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,0.770842448470406,1,1,1,1,1,1,hits_per_18_species,OG0010490,0,0,4,14
1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,0.955043340177449,NA,0.30075782676632,1,1,1,1,NA,hits_per_18_species,OG0010491,0,0,4,14
1,1,1,1,1,1,0.570137823234641,1,1,1,1,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_18_species,OG0010492,0,0,4,14
0.501307698879825,1,0,1,1,0.0789494875386283,0.0275767329658873,0.066112132574293,NA,1,1,1,0.00248627951120151,NA,NA,3.73212571957993e-11,1,0.0490418867498518,0.00577954126840519,NA,0.00903740612921111,1,hits_per_18_species,OG0010494,4,3,4,14
0.0215826198264753,1,1,1,1,0.000756764522361952,1.39606858122199e-05,0.0416235844639236,1,0.0642528903269184,0.894660160388868,0.856500454217823,1,NA,NA,NA,NA,0.00282003885755105,0.998501739095127,1,0.0412806276420143,0.267636069006556,hits_per_18_species,OG0010497,0,6,4,14
1,1,1,1,1,1,1,NA,0.147377738617991,1,1,1,1,NA,NA,NA,0.255370040620933,1,1,1,1,1,hits_per_18_species,OG0010498,0,0,4,14
1,NA,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,hits_per_18_species,OG0010499,0,0,4,14
1,0.564069129918449,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,1,1,1,8.87234302693329e-09,1,1,hits_per_18_species,OG0010500,0,1,4,14
1,1,1,1,0.803695538264794,1,1,1,1,1,1,NA,1,NA,NA,NA,1,1,1,0.298906980855948,1,1,hits_per_18_species,OG0010505,0,0,4,14
1,1,1,1,1,1,0.677399671677869,1,1,1,1,NA,0.908588987390274,NA,NA,NA,0.683122299524408,1,1,1,1,1,hits_per_18_species,OG0010508,0,0,4,14
1,1,1,1,0.726535237444492,1,1,1,0.33579742463864,0.538409071185564,1,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_18_species,OG0010510,0,0,4,14
1,1,1,1,0.3709655231972,0.27753239125364,0.68860421985083,0.590974054009528,1,1,1,1,1,NA,NA,NA,NA,0.0404270759442765,8.14763589929157e-10,0.0355771793668689,0.487692323645279,0.685987393977606,hits_per_18_species,OG0010511,1,2,4,14
1,1,1,1,1,NA,1,1,NA,1,1,0.00155498395986464,1,1,1,1,0.090763644301895,NA,1,0.402311047659643,NA,1,hits_per_18_species,OG0010512,0,1,5,13
1,1,1,1,1,1,NA,1,1,1,1,NA,1,NA,1,NA,1,1,1,1,1,1,hits_per_18_species,OG0010519,0,0,4,14
1,1,1,1,1,1,0.0382987153528127,1,1,1,1,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_18_species,OG0010522,0,1,4,14
1,1,3.11234683025852e-08,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,1,1,1.44595991873331e-05,1,1,1,hits_per_18_species,OG0010525,2,0,4,14
0.00824544803166738,NA,1,1,1,1,1,1,1,1,1,0.00262145057297758,1,NA,NA,NA,1,1,1,1,1,1,hits_per_18_species,OG0010527,0,2,4,14
1,1,1,1,1,0.329346119023838,1,0.247871415871264,1,1,1,NA,1.68732792206749e-05,NA,NA,NA,1,1,1,4.44259152896365e-05,1,0.109654947993146,hits_per_18_species,OG0010528,1,1,4,14
1,NA,1,1,1,1,0.0389454990392655,1,1,1,1,1,1,NA,NA,NA,1,1,1,8.2932236371569e-06,1,1,hits_per_18_species,OG0010531,0,2,4,14
1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_18_species,OG0010534,0,0,4,14
1,0.256183076900844,1,1,0.0234296473999667,1,1,1,0.014311895571045,0.913580930355,0.00200448566641509,NA,1,NA,NA,NA,1,0.411902486558709,1,0.0561750831857256,1,0.409224415442112,hits_per_18_species,OG0010537,1,2,4,14
1,0.944730842932931,1,0.463739650783054,1,1,1,1,1,1,0.000292541573574168,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_18_species,OG0010538,0,1,4,14
0.00087011851066876,0.0337104856697257,1,1,1.61661126985013e-07,0.10666137665234,0.00530830614344135,1,1,0.00258658459897782,1,NA,2.51154055330716e-08,NA,NA,NA,1,0.0727619573752979,1.96702154564576e-09,1,0.0147575115572485,1,hits_per_18_species,OG0010539,2,6,4,14
1,1,1,1,1,1,NA,1,1,0.621311706328216,1,1,1,NA,NA,NA,1,1,1,1,0.0701005495824885,1,hits_per_18_species,OG0010540,0,0,4,14
0.308690924016078,1,1,1,0.283168241324086,4.37373198991509e-07,1,0.328358020879802,1,1,0.320492977994809,0.244768680989807,1,NA,NA,NA,4.73973327340671e-05,1,1,NA,0.00623263605013014,1,hits_per_18_species,OG0010541,0,3,4,14
1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,0.101130711747108,1,1,0.529418602384656,1,1,hits_per_18_species,OG0010542,0,0,4,14
1,1,1,1,0.491360794672209,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,1,hits_per_18_species,OG0010545,0,0,4,14
1,1,1,1,1,1,0.176414307186374,1,0.0442022582725212,0.763065494299542,1,NA,1,NA,NA,NA,0.626168834640336,0.0138770343260423,1,1,1,1,hits_per_18_species,OG0010546,1,1,4,14
1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,hits_per_18_species,OG0010548,0,0,3,15
1,0.000809854169117108,1,1,0.971560521428927,1,0.0546379352328676,0.00300516371046189,1,1,1,1,1,NA,NA,NA,1,3.02319146854302e-05,0,1,0.987661483910013,NA,hits_per_18_species,OG0010550,1,3,4,14
1,1,NA,1,NA,0.828555478884761,1,1,1,0.155501721296382,1,1,NA,1,1,NA,1,1,1,1,1,1,hits_per_18_species,OG0010552,0,0,3,15
1,0.0725807813149597,1,1,1,1,0.208737811015947,1,1,0.0508775509049286,1,NA,1,NA,NA,NA,1,0.443027580956141,1,1,1,1,hits_per_18_species,OG0010554,0,0,4,14
1,NA,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,0,1,1,hits_per_18_species,OG0010557,0,1,4,14
1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,1,1,1,5.34426157644541e-06,1,1,hits_per_18_species,OG0010558,0,1,4,14
1,1,1,1,NA,1,1,1,0.515269199231268,1,1,NA,1,NA,1,NA,1,0.920434567143779,4.11280010048643e-10,1,1,1,hits_per_18_species,OG0010560,1,0,4,14
1,NA,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,0,1,1,hits_per_18_species,OG0010562,0,1,4,14
1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,1,1,1,NA,1,1,hits_per_18_species,OG0010563,0,0,5,13
1,1,1,1,1,0.209070655634227,1,1,0.000133996562714456,1,1,NA,1,NA,NA,NA,1,1,1,0.122476433401985,1,1,hits_per_18_species,OG0010565,1,0,4,14
0.865257828102604,1,1,1,0.129610070395664,0.00660459712658856,0.00462518651585808,3.53906506822543e-07,0.000127116991392895,0.193464140143212,1.64075883879455e-07,NA,0.423160794740554,NA,NA,NA,0.10272210700241,0.0683668536886115,1,0.551520373926447,0.280533029762796,0.139645134830217,hits_per_18_species,OG0010567,1,4,4,14
1,NA,1,1,NA,1,1,1,1,1,1,0.445038814892107,1,NA,1,NA,1,1,1,1,1,1,hits_per_18_species,OG0010568,0,0,4,14
0.198973896886359,1,1,1,1,0.735220542868668,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,0.543671770440335,1,1,hits_per_18_species,OG0010575,0,0,4,14
1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,1,1,1,0,1,1,hits_per_18_species,OG0010576,0,1,4,14
1,1,1,1,1,1,0.0746235580408707,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,0.207463539466332,hits_per_18_species,OG0010579,0,0,4,14
1,1,1,1,1,0.0712931340668772,0.156681555048774,1,1,1,0.252102557102905,NA,1,NA,NA,NA,1,1,1,0,0.345862820012658,0.902793631812721,hits_per_18_species,OG0010581,0,1,4,14
1,1,1,1,1,0.00159668072478464,1,1,1,0.218077920032167,1,NA,0.231799031191553,NA,NA,NA,1,1,1,0.00360267158189487,1,1,hits_per_18_species,OG0010582,0,2,4,14
1,NA,1,1,1,1,1,0.469509361359865,0.1910212597314,1,1,1,1,NA,NA,NA,1,1,0.531930205398381,1,1,1,hits_per_18_species,OG0010583,0,0,4,14
0.471749715354814,1,0.0103180732736785,0.00374794232867393,1,1,1,1,1,1,1,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_18_species,OG0010587,1,1,4,14
0.835006128289522,1,0,1,1,1,0.00155954979319084,1,1,1,1,NA,NA,NA,1,NA,1,1,1,1,1,1,hits_per_18_species,OG0010589,1,1,3,15
1,0.0463540153024944,1,1,1,1,1,1,0.00430709595878426,1,1,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_18_species,OG0010590,1,1,4,14
1,1,1,1,1,1,1,1,1,1,0.0314980615697937,NA,0.780151246365506,NA,NA,NA,1,0.102296391547175,1,3.49085785628089e-06,1,1,hits_per_18_species,OG0010594,0,2,4,14
1,1,1,1,1,1,0.972002407153985,1,1,1,1,NA,1,NA,NA,NA,0.634363510832277,1,1,1,1,1,hits_per_18_species,OG0010597,0,0,4,14
1,1,1,1,1,1,0.0090681450494573,0.48508849073495,1,1,1,NA,1,NA,NA,NA,0.556784664557661,1,1,1.01906878757774e-05,0.445093882120617,0.477963344784825,hits_per_18_species,OG0010598,0,2,4,14
0.0930031652098843,1,1,1,1,0.0300510813659753,1,0.0749826043358519,1,1,1,NA,1,NA,NA,NA,1,0.597935964626459,1,0.00535183139679929,0.441646832796849,0.0295785946367846,hits_per_18_species,OG0010606,0,3,4,14
1,NA,1,1,1,1,1,1,1,1,1.69911200442741e-07,0.105310685560654,1,NA,NA,NA,1,1,1,1,1,1,hits_per_18_species,OG0010609,0,1,4,14
1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_18_species,OG0010611,0,0,4,14
0.793793605546834,1,1,1,1,1,1,1,1,1,1,NA,0.817495172406211,NA,NA,NA,1,1,1,1,1,1,hits_per_18_species,OG0010612,0,0,4,14
1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_18_species,OG0010613,0,0,4,14
1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,1,1,1,1,0.53145126897099,1,hits_per_18_species,OG0010614,0,0,4,14
0.863687966994947,0.0155358581934986,1,1,1,1,0.579356535839419,1,1,1,1,NA,0.110545849965506,NA,NA,NA,1,1,1,1,1,1,hits_per_18_species,OG0010615,0,1,4,14
1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_18_species,OG0010616,0,0,4,14
1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,1,1,0,1,1,1,hits_per_18_species,OG0010625,1,0,4,14
1,1,1,1,1,1,1,1,1,1,0.0764010631729377,NA,1,NA,NA,NA,1,1,1,0.000223939389057237,1,1,hits_per_18_species,OG0010626,0,1,4,14
1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,hits_per_18_species,OG0010627,0,0,4,14
1,0.0849509914530078,1,1,1,1,1,1,NA,1,1,1,2.39967982186839e-05,NA,NA,NA,0.699978892414153,1,1,1,1,1,hits_per_18_species,OG0010628,1,0,3,15
1,1,1,1,0.466601296665041,0.475994643735575,1,0.873140349419442,1,1,1,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_18_species,OG0010629,0,0,4,14
0.431024493494039,1,1,1,1,1,1,1,0.731778494238118,1,1,0.0334665186627518,1,NA,NA,NA,NA,1,1,1,0.860662133242853,0.344802984733732,hits_per_18_species,OG0010630,0,1,4,14
1,1,1,1,1,1,1,1,2.71909661453407e-10,1,1,NA,1,NA,NA,NA,0.781771655418186,1,1,0.103491795815532,1,1,hits_per_18_species,OG0010632,1,0,4,14
1,1,1,1,1,NA,1,1,1,1,1,1,2.83263615896701e-07,NA,NA,NA,0.498308432361063,1,1,1,1,1,hits_per_18_species,OG0010634,1,0,4,14
1,1,1,1,1,1,1,NA,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,hits_per_18_species,OG0010636,0,0,4,14
1,1,5.49560397189452e-15,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,0.136944783032088,1,1,1,1,1,hits_per_18_species,OG0010642,1,0,4,14
1,1,1,1,1,0.802820093614038,1,4.05619299392868e-06,1,1,1,NA,1,NA,NA,NA,0.840343210462583,1,1.87502954829277e-08,1,0.777291533464275,1,hits_per_18_species,OG0010643,1,1,4,14
1,1,1,1,1,1,1,NA,0.217997440832525,1,1,1,1.07227971501977e-08,NA,NA,NA,0.212176165661774,1,1,0.0237579975169311,1,0.00626519586182173,hits_per_18_species,OG0010645,1,2,4,14
1,NA,1,1,1,1,1,1,1,0.927760379221173,1,NA,NA,1,1,NA,1,1,1,1,1,1,hits_per_18_species,OG0010647,0,0,4,14
1,1,1,1,0.821097679929945,1,0.758275873855737,NA,0.729137819358908,1,0.0106261864435702,1,1,NA,NA,NA,0.854982302213793,0.0134550589377249,1,1.20903287381679e-13,1,1,hits_per_18_species,OG0010654,0,3,4,14
1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_18_species,OG0010656,0,0,4,14
1,1,1,1,0.628082213807931,0.262891714464272,6.4722727177724e-11,0.787681400564728,1,0.260089540518916,1,NA,1,NA,NA,NA,1.19325109708135e-05,1,0,0.639959229951016,5.19455682718162e-06,0.000779499702497688,hits_per_18_species,OG0010658,1,4,4,14
1,1,1,0.804383281490013,1,1,1,1,1,1,1,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_18_species,OG0010659,0,0,4,14
0.1156595744011,1,1,1,0.566287505337054,1,1,0.405587029061026,NA,1,1,1,1,NA,NA,NA,0.206530869503918,0.000612654981701988,1,1,1,0.569415549575971,hits_per_18_species,OG0010660,0,1,3,15
1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,1,1,hits_per_18_species,OG0010664,0,0,4,14
0.995018795874583,1,1,1,1,1,0.995685620025977,1,1.96369214222614e-07,1,0.000238524915800953,NA,0.672936718249695,NA,NA,NA,1,1,1,1,0.403387307042176,0.105089011545667,hits_per_18_species,OG0010665,1,1,4,14
1,0.13011907975458,1,1,1,1,1,0.900051692146867,1,1,1,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_18_species,OG0010667,0,0,4,14
0.0956594786923383,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_18_species,OG0010668,0,0,4,14
1,0.0187379635834495,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_18_species,OG0010669,0,1,4,14
1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_18_species,OG0010670,0,0,4,14
1,1,1,1,1,1,0.000146304592934465,1,1,1,1,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_18_species,OG0010672,0,1,4,14
1,0.0665084471378456,1,1,1,1,1,1,0.533248513954953,1,0.983581205731654,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_18_species,OG0010674,0,0,4,14
1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,hits_per_18_species,OG0010675,0,0,4,14
1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_18_species,OG0010676,0,0,4,14
1,1,1,1,1,0.140185094211557,1,1,1,1,1,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_18_species,OG0010678,0,0,4,14
1,1,1,0,1,1,1,0.000185035414637102,1,0.126904740438528,1,9.55531652370722e-05,0.000949939058454863,NA,NA,NA,0.00132610007075767,0.000383570276550116,1,NA,1,1,hits_per_18_species,OG0010680,1,5,4,14
1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_18_species,OG0010683,0,0,4,14
1,1,1,1,1,1,1,0.0174171683404524,1,0.116069893904383,1,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_18_species,OG0010684,0,1,4,14
1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_18_species,OG0010685,0,0,4,14
1,NA,1,1,1,1,1,1,1,1,1,0.605982645186358,1,NA,NA,NA,1,1,1,1,1,0.790076121245853,hits_per_18_species,OG0010688,0,0,4,14
1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,1,0.7186902406537,0.194363712286817,hits_per_18_species,OG0010689,0,0,4,14
1,1,1,1,1,1,0.00972438699399508,1,7.23074577990701e-09,1,1,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_18_species,OG0010696,1,1,4,14
1,0.153671321548557,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,0.17976998964833,1,0.00137670505931026,1,1,1,hits_per_18_species,OG0010697,1,0,4,14
1,NA,1,1,1,0.336799170951326,0.0163060063043527,1,1,1,0.564607684291336,NA,1,NA,1,NA,1,1,1,1,1,0.0293922178411187,hits_per_18_species,OG0010698,0,2,4,14
1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_18_species,OG0010700,0,0,4,14
1,0.401169020938325,0,1,1,0.556864745009873,0.28930544730086,1,1,1,1,NA,1,NA,NA,NA,1,1,1,1,1,0.807950151079789,hits_per_18_species,OG0010701,1,0,4,14
1,1,1,1,NA,1,0.355995739225511,0.427479139152253,0.470167550454308,1,1,NA,1,1,NA,NA,1,1,1,0.00566906913284332,1,1,hits_per_18_species,OG0010703,0,1,5,13
1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,NA,1,1,1,NA,1,1,hits_per_18_species,OG0010709,0,0,4,14
0.143899845621901,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,0.915629616906026,1,NA,1,1,hits_per_18_species,OG0010710,0,0,4,14
0.891052468529256,NA,1,1,1,0.0681952539392884,2.00427828520588e-05,0.00371290297539106,1,1,1,NA,0.0416782950008812,NA,1,NA,1,1,1,3.49740612182736e-05,1,0.131022382787268,hits_per_18_species,OG0010711,1,3,4,14
1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_18_species,OG0010712,0,0,4,14
1,0.0431784911569917,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,0.429821467638339,0.877955542866547,3.71869202098196e-13,1,1,0.0425705787840725,hits_per_18_species,OG0010713,1,2,4,14
1,1,1,1,1,1,1,1,1,1,NA,1,0.000536262108246532,NA,NA,NA,1,1,1,1,0.231363584806805,1,hits_per_18_species,OG0010714,1,0,4,14
1,0.652166060127891,1,1,1,1,0.65319615918457,0.0737792366766136,1,1,1,NA,1.16470466519636e-05,NA,NA,NA,1,1,1,0.0456105243415443,1,1,hits_per_18_species,OG0010715,1,1,4,14
1,1,1,1,1,0.133177376517613,0.00315023580453688,0.122553861530204,1,0.124766600909993,1,1,NA,NA,NA,NA,1,1,1,1,0.124928317057438,0.225855547586773,hits_per_18_species,OG0010716,0,1,3,15
1,1,1,1,0.153542509505442,0.826087399334574,1,1,1,0.79929578297199,1,NA,1,NA,NA,NA,0.932603255849223,1,1,1,1,1,hits_per_18_species,OG0010717,0,0,4,14
0.17501696807022,1,1,1,1,1,1,NA,1,1,1,1,1,NA,NA,NA,1,0.813845816920248,1,1,0.0862448032021634,0.177417719120422,hits_per_18_species,OG0010718,0,0,4,14
1,1,0.187999185189273,1,1,1,1,1,1,1,1,NA,0.326791161442976,NA,NA,NA,1,1,1,1,1,1,hits_per_18_species,OG0010719,0,0,4,14
1,0.662108027703678,1,1,1,1,1,1,9.534872891237e-12,1,1,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_18_species,OG0010721,1,0,4,14
1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,0.00968693549397126,1,1,0.00270545493009283,1,1,hits_per_18_species,OG0010724,0,2,4,14
1,0.860908963755855,1,1,1,0.130610457912535,0.678518802796059,1,1,1,1,NA,0.0922204334245554,NA,NA,NA,0.664394995590229,1,1,1,1,0.358337321348444,hits_per_18_species,OG0010725,0,0,4,14
1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,NA,1,NA,1,1,1,1,hits_per_18_species,OG0010727,0,0,4,14
0.318992908724485,1,1,1,NA,1,0.000167828535338532,1,1,1,1,NA,1,NA,1,NA,1,1,1,1,1,1,hits_per_18_species,OG0010729,0,1,4,14
1,1,1,1,NA,1,0.494019388630265,1,1,1,1,NA,1,NA,6.53926157667684e-09,NA,1,1,1,0,1,0.192948263936704,hits_per_18_species,OG0010731,0,2,4,14
1,1,1,1,0.37789919376589,1,1,1,1,1,1,0.149847717784847,1,NA,NA,NA,1,1,1,1,NA,1,hits_per_18_species,OG0010733,0,0,4,14
1,1,1,1,1,1,1,1,1,0.600636014008763,0.635918603152229,NA,0.263726521565914,NA,NA,NA,1,1,1.39954714484247e-12,1,1,1,hits_per_18_species,OG0010734,1,0,4,14
1,1,1,1,1,1,1,0.490279828873388,1,1,1,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_18_species,OG0010735,0,0,4,14
0.280590596061265,1,1,1,1,1,1,1,1,0.424854197969125,1,NA,1,NA,NA,NA,1,1,1,3.83005860360441e-09,1,1,hits_per_18_species,OG0010736,0,1,4,14
1,1,1,1,1,1,0.0808324528997256,0.00187096367853623,1,0.468749396721032,0.0188963411697216,NA,1,NA,NA,NA,1,0.108803214546184,1,1,1,1,hits_per_18_species,OG0010737,0,2,4,14
0.0501163434439697,1,1,1,1,0.618765358572097,0.392968418843554,1,2.36107140594299e-06,1,1,NA,1,NA,NA,NA,1,1,1,3.22042392753019e-12,1,1,hits_per_18_species,OG0010738,1,1,4,14
1,1,8.42371360998406e-08,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_18_species,OG0010741,1,0,4,14
0.0334019105273488,NA,1,1.61443881596668e-08,1,1,0.383737051781059,1,1,0.0061059606473588,0.922690631325092,1,1,NA,NA,NA,1,1,1,0.622802056336956,1,1,hits_per_18_species,OG0010742,0,3,4,14
1,NA,1,1,NA,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1,1,1,1,hits_per_18_species,OG0010744,0,0,4,14
1,1,1,1,1,1,1,1,1,1,1,NA,3.84888287907614e-10,NA,NA,NA,1,1,1,1,1,1,hits_per_18_species,OG0010746,1,0,4,14
1,0.00810863588106869,1,1,1,1,0.839553107086305,0.835487692871881,8.21377741563878e-05,1,1,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_18_species,OG0010747,1,1,4,14
1,1,1,0.438610063171807,1,1,1,1,1,1,1,NA,1,NA,NA,NA,1,1,1,1.31894495325469e-13,1,1,hits_per_18_species,OG0010749,0,1,4,14
0.0522389102492422,1,NA,1,1,0.38908726087235,1,1,1,1,1,0.050310438174303,0.126325747416264,NA,NA,NA,1,0.362829525386754,1,1,0.779462378019179,1,hits_per_18_species,OG0010750,0,0,3,15
1,1,1,0,1,0.505734919889856,1,1,1,1,1,NA,1,NA,NA,NA,1,2.86204144828162e-08,1,1,1,1,hits_per_18_species,OG0010751,0,2,4,14
1,1,1,1,1,1,1,1,1,1,1,NA,0.293133289236399,NA,NA,NA,1,1,1,1,1,1,hits_per_18_species,OG0010753,0,0,4,14
0.063243300397708,1,1,1,1,0.307596367742421,1,1,1,1,1,NA,0.41262538758528,NA,NA,NA,1,1,1,1,1,1,hits_per_18_species,OG0010755,0,0,4,14
1,1,0.0226866308561515,0.0885899467408301,1,0.0265525349171177,1,1,1,1,0.415757407694641,NA,1,NA,NA,NA,0.405222992375086,1,0.000956181553194047,1,1,1,hits_per_18_species,OG0010757,2,1,4,14
1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_18_species,OG0010759,0,0,4,14
1,NA,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,4.19964896192226e-10,1,1,1,hits_per_18_species,OG0010763,1,0,4,14
0.0156152437477344,1,1,1,1,0.131618140856165,1,0.0351032817527089,1,0.0387657983702367,1,NA,1,NA,NA,NA,0.0162222586820527,1,1.55708779203678e-13,1,1,0.893027491234037,hits_per_18_species,OG0010765,1,4,4,14
0.222282346760474,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_18_species,OG0010766,0,0,4,14
1,1,1.83186799063151e-15,1,1,1,1,NA,1,1,1,1,1,NA,NA,NA,0.400067260206442,1,1,1,1,1,hits_per_18_species,OG0010767,1,0,4,14
0.0893888099842926,0.945514880706682,1,1,0.68650754741307,0.0427018262878953,5.10547473955847e-05,2.98861071339474e-05,1,1,0.159370119540829,NA,1,NA,NA,NA,1,1,1,1,1,1,hits_per_18_species,OG0010768,0,3,4,14
1,1,1,1,1,0.45826861466393,1,0.0473001991917464,1,1,3.5527136788005e-15,NA,0,NA,NA,NA,1,1,1.63370206252012e-10,1,1,0.0482057991672914,hits_per_18_species,OG0010772,2,3,4,14
1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,0.0742912016046408,1,0.319766696412286,1,1,1,hits_per_18_species,OG0010774,0,0,4,14
1,1,1,1,NA,1,1,1,1,1,1,NA,NA,1,NA,1,1,1,1,1,1,1,hits_per_18_species,OG0010778,0,0,5,13
