OG_ID,analysis_absrel,analysis_paml,analysis_relax_intens,analysis_cafe_expanded,analysis_relax_relaxed,analysis_cafe_contr,condition_pigmentation,condition_eyes,gene_symbol,count_NA,count_sel
OG0008305,NA,NA,NA,NA,NA,NA,NA,eyeloss,PRSS56,4,2
OG0008330,NA,NA,NA,NA,relaxed,NA,NA,NA,RARS2,3,3
OG0008335,NA,NA,NA,NA,relaxed,NA,NA,NA,SF3A1,3,3
OG0008337,NA,NA,NA,NA,relaxed,NA,NA,NA,IZUMO1,3,3
OG0008343,NA,NA,NA,NA,NA,NA,NA,eyeloss,PQBP1,4,2
OG0008345,NA,NA,NA,NA,relaxed,NA,NA,NA,SORBS3,3,3
OG0008347,NA,NA,NA,NA,relaxed,NA,NA,NA,KLHL22,3,3
OG0008351,NA,NA,NA,NA,NA,NA,NA,eyeloss,PLXND1,4,2
OG0008354,NA,NA,NA,NA,relaxed,NA,NA,NA,POLB,3,3
OG0008356,NA,NA,NA,NA,relaxed,NA,NA,NA,TRMT6,3,3
OG0008357,NA,NA,NA,NA,relaxed,NA,NA,NA,GZF1,3,3
OG0008363,NA,NA,NA,NA,relaxed,NA,NA,NA,DHCR24,3,3
OG0008371,NA,NA,NA,NA,relaxed,NA,NA,NA,GORAB,3,3
OG0008389,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,MEMO1,3,3
OG0008392,NA,NA,NA,NA,relaxed,NA,NA,NA,RFC1,3,3
OG0008397,NA,NA,NA,NA,relaxed,NA,NA,NA,WDR19,3,3
OG0008413,NA,NA,NA,NA,relaxed,NA,NA,NA,CNTD2,3,3
OG0008420,NA,NA,NA,NA,relaxed,NA,NA,NA,CPT2,3,3
OG0008423,NA,NA,NA,NA,relaxed,NA,NA,NA,FAF1,3,3
OG0008426,NA,NA,NA,NA,relaxed,NA,NA,NA,DDX20,3,3
OG0008440,NA,NA,NA,NA,NA,NA,pigmentation,NA,MPND,4,2
OG0008450,NA,NA,NA,NA,relaxed,NA,NA,NA,SLC25A46,3,3
OG0008456,NA,NA,NA,NA,NA,NA,NA,eyeloss,PIGL,4,2
OG0008458,NA,NA,NA,NA,relaxed,NA,NA,NA,GGNBP2,3,3
OG0008460,NA,NA,NA,NA,relaxed,NA,NA,NA,ZBTB44,3,3
OG0008461,NA,NA,NA,NA,relaxed,NA,NA,NA,Pole3,3,3
OG0008462,NA,NA,NA,NA,NA,NA,pigmentation,NA,LRSAM1,4,2
OG0008470,NA,NA,NA,NA,relaxed,NA,NA,NA,PRKRIP1,3,3
OG0008471,NA,NA,NA,NA,NA,NA,NA,eyeloss,VPS37D,4,2
OG0008472,NA,NA,NA,NA,relaxed,NA,NA,NA,RABEP1,3,3
OG0008474,NA,NA,NA,NA,relaxed,NA,NA,NA,MKS1,3,3
OG0008498,NA,NA,NA,NA,relaxed,NA,NA,NA,YARS,3,3
OG0008505,NA,NA,NA,NA,NA,NA,pigmentation,NA,MATN1,4,2
OG0008516,NA,NA,NA,NA,NA,NA,NA,eyeloss,UQCRB,4,2
OG0008518,NA,NA,NA,NA,relaxed,NA,NA,NA,CHFR,3,3
OG0008537,NA,NA,NA,NA,relaxed,NA,NA,NA,CCNH,3,3
OG0008539,NA,NA,NA,NA,relaxed,NA,NA,NA,TMEM8C,3,3
OG0008542,NA,NA,NA,NA,relaxed,NA,NA,NA,C9orf117,3,3
OG0008546,NA,NA,NA,NA,NA,NA,pigmentation,NA,CDK7,4,2
OG0008552,NA,NA,NA,NA,relaxed,NA,NA,NA,C9orf85,3,3
OG0008554,NA,NA,NA,NA,relaxed,NA,NA,NA,ABCB9,3,3
OG0008560,NA,NA,NA,NA,relaxed,NA,NA,NA,TMEM8A,3,3
OG0008567,NA,NA,NA,NA,relaxed,NA,NA,NA,NFKBIZ,3,3
OG0008572,NA,NA,NA,NA,relaxed,NA,NA,NA,MAP2K7,3,3
OG0008577,NA,NA,NA,NA,relaxed,NA,NA,NA,SPAST,3,3
OG0008585,NA,NA,NA,NA,relaxed,NA,NA,NA,CPA6,3,3
OG0008587,NA,NA,NA,NA,relaxed,NA,NA,NA,PAN3,3,3
OG0008588,NA,NA,NA,NA,relaxed,NA,NA,NA,KIAA2018,3,3
OG0008592,NA,NA,NA,NA,relaxed,NA,NA,NA,MTRR,3,3
OG0008607,NA,NA,NA,NA,relaxed,NA,NA,NA,FAM188A,3,3
OG0008609,NA,NA,NA,NA,NA,NA,pigmentation,NA,BRD9,4,2
OG0008627,NA,NA,NA,NA,relaxed,NA,NA,NA,CDC20,3,3
OG0008628,NA,NA,NA,NA,relaxed,NA,NA,NA,MTF2,3,3
OG0008632,NA,NA,NA,NA,relaxed,NA,NA,NA,ARHGAP30,3,3
OG0008636,NA,NA,NA,NA,relaxed,NA,NA,NA,VWA5B2,3,3
OG0008638,NA,NA,NA,NA,relaxed,NA,NA,NA,PITRM1,3,3
OG0008652,NA,NA,NA,NA,NA,NA,NA,eyeloss,RWDD1,4,2
OG0008668,NA,NA,NA,NA,relaxed,NA,NA,NA,NUP54,3,3
OG0008672,NA,NA,NA,NA,relaxed,NA,NA,NA,ZNF532,3,3
OG0008681,NA,NA,NA,NA,NA,NA,pigmentation,NA,BBS1,4,2
OG0008687,NA,NA,NA,NA,NA,NA,pigmentation,NA,RB1,4,2
OG0008692,NA,NA,NA,NA,relaxed,NA,NA,NA,NKX6NA1,3,3
OG0008694,NA,NA,NA,NA,NA,NA,NA,eyeloss,FYB,4,2
OG0008696,NA,NA,NA,NA,NA,NA,NA,eyeloss,FTSJ1,4,2
OG0008706,NA,NA,NA,NA,NA,NA,pigmentation,NA,DKC1,4,2
OG0008707,NA,NA,NA,NA,NA,NA,pigmentation,NA,RAD50,4,2
OG0008708,NA,NA,NA,NA,NA,NA,pigmentation,NA,EDN1,4,2
OG0008713,NA,NA,NA,NA,NA,NA,NA,eyeloss,SLC9A8,4,2
OG0008719,NA,NA,NA,NA,NA,NA,pigmentation,NA,RNF41,4,2
OG0008721,NA,NA,NA,NA,relaxed,NA,NA,NA,FBXO25,3,3
OG0008723,NA,NA,NA,NA,relaxed,NA,NA,NA,NEUROD4,3,3
OG0008724,NA,NA,NA,NA,NA,NA,pigmentation,NA,WNT1,4,2
OG0008725,NA,NA,NA,NA,relaxed,NA,NA,NA,CASZ1,3,3
OG0008731,NA,NA,NA,NA,relaxed,NA,NA,NA,CLCNKB,3,3
OG0008741,NA,NA,NA,NA,relaxed,NA,NA,NA,SNX21,3,3
OG0008745,NA,NA,NA,NA,relaxed,NA,NA,NA,ZNF512B,3,3
OG0008751,NA,NA,NA,NA,relaxed,NA,NA,NA,MUL1,3,3
OG0008755,NA,NA,NA,NA,NA,NA,pigmentation,NA,SDF4,4,2
OG0008764,NA,NA,NA,NA,relaxed,NA,NA,NA,PPIG,3,3
OG0008765,NA,NA,NA,NA,relaxed,NA,NA,NA,SSB,3,3
OG0008768,NA,NA,NA,NA,relaxed,NA,NA,NA,UAP1,3,3
OG0008772,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,TFAP2C,3,3
OG0008783,NA,NA,NA,NA,NA,NA,pigmentation,NA,PARP3,4,2
OG0008784,NA,NA,NA,NA,relaxed,NA,NA,NA,TRUB2,3,3
OG0008785,NA,NA,NA,NA,relaxed,NA,NA,NA,PATZ1,3,3
OG0008786,NA,NA,NA,NA,relaxed,NA,NA,NA,EIF4ENIF1,3,3
OG0008790,NA,NA,NA,NA,relaxed,NA,NA,NA,MFI2,3,3
OG0008791,NA,NA,NA,NA,relaxed,NA,NA,NA,NME7,3,3
OG0008793,NA,NA,NA,NA,NA,NA,pigmentation,NA,CREB3L2,4,2
OG0008803,NA,NA,NA,NA,relaxed,NA,NA,NA,PRKCQ,3,3
OG0008805,NA,NA,NA,NA,relaxed,NA,NA,NA,PHF21B,3,3
OG0008806,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,TERF2,3,3
OG0008818,NA,NA,NA,NA,relaxed,NA,NA,NA,DMTF1,3,3
OG0008823,NA,NA,NA,NA,relaxed,NA,NA,NA,LRGUK,3,3
OG0008825,NA,NA,NA,NA,relaxed,NA,NA,NA,CDC123,3,3
OG0008826,NA,NA,NA,NA,NA,NA,pigmentation,NA,OPTN,4,2
OG0008830,NA,NA,NA,NA,relaxed,NA,NA,NA,NDUFB2,3,3
OG0008838,NA,NA,NA,NA,relaxed,NA,NA,NA,NOP58,3,3
OG0008841,NA,NA,NA,NA,relaxed,NA,NA,NA,COQ7,3,3
OG0008858,NA,NA,NA,NA,relaxed,NA,NA,NA,RBX1,3,3
OG0008861,NA,NA,NA,NA,relaxed,NA,NA,NA,SREBF2,3,3
OG0008863,NA,NA,NA,NA,relaxed,NA,NA,NA,NCAPH2,3,3
OG0008866,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,GNPTAB,3,3
OG0008867,NA,NA,NA,NA,relaxed,NA,NA,NA,ARID2,3,3
OG0008878,NA,NA,NA,NA,relaxed,NA,NA,NA,BANP,3,3
OG0008880,NA,NA,NA,NA,NA,NA,pigmentation,NA,FANCI,4,2
OG0008881,NA,NA,NA,NA,NA,NA,pigmentation,NA,RAG1,4,2
OG0008886,NA,NA,NA,NA,relaxed,NA,NA,NA,TBC1D2B,3,3
OG0008887,NA,NA,NA,NA,NA,NA,NA,eyeloss,LACTB,4,2
OG0008889,NA,NA,NA,NA,NA,NA,NA,eyeloss,GALK2,4,2
OG0008902,NA,NA,NA,NA,relaxed,NA,NA,NA,N4BP3,3,3
OG0008909,NA,NA,NA,NA,NA,NA,NA,eyeloss,NFIL3,4,2
OG0008932,NA,NA,NA,NA,relaxed,NA,NA,NA,REXO2,3,3
OG0008936,NA,NA,NA,NA,relaxed,NA,NA,NA,SCYL3,3,3
OG0008955,NA,NA,NA,NA,relaxed,NA,NA,NA,CDC37L1,3,3
OG0008967,NA,NA,NA,NA,NA,NA,pigmentation,NA,CTR9,4,2
OG0008968,NA,NA,NA,NA,relaxed,NA,NA,NA,VAT1L,3,3
OG0008971,NA,NA,NA,NA,relaxed,NA,NA,NA,FES,3,3
OG0008980,NA,NA,NA,NA,relaxed,NA,NA,NA,FAM32A,3,3
OG0008982,NA,NA,NA,NA,relaxed,NA,NA,NA,LONP1,3,3
OG0008987,NA,NA,NA,NA,relaxed,NA,NA,NA,HMG20B,3,3
OG0008997,NA,NA,NA,NA,relaxed,NA,NA,NA,LPAR3,3,3
OG0009000,NA,NA,NA,NA,relaxed,NA,NA,NA,CDC6,3,3
OG0009003,NA,NA,NA,NA,relaxed,NA,NA,NA,TMEM59L,3,3
OG0009004,NA,NA,NA,NA,relaxed,NA,NA,NA,KATNB1,3,3
OG0009006,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,SDC4,4,2
OG0009007,NA,NA,NA,NA,relaxed,NA,NA,NA,UQCC1,3,3
OG0009011,NA,NA,NA,NA,relaxed,NA,NA,NA,SMNDC1,3,3
OG0009013,NA,NA,NA,NA,relaxed,NA,NA,NA,SYNE3,3,3
OG0009014,NA,NA,NA,NA,relaxed,NA,NA,NA,STYX,3,3
OG0009019,NA,NA,NA,NA,relaxed,NA,NA,NA,CDK1,3,3
OG0009021,NA,NA,NA,NA,relaxed,NA,NA,eyeloss,WARS,3,3
OG0009024,NA,NA,NA,NA,relaxed,NA,NA,NA,ZFYVE19,3,3
OG0009027,NA,NA,NA,NA,NA,NA,NA,eyeloss,POMT2,4,2
OG0009034,NA,NA,NA,NA,NA,NA,pigmentation,NA,PLK4,4,2
OG0009042,NA,NA,NA,NA,relaxed,NA,NA,NA,TMEM206,3,3
OG0009049,NA,NA,NA,NA,relaxed,NA,NA,NA,CENPO,3,3
OG0009052,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,TTC8,3,3
OG0009061,NA,NA,NA,NA,NA,NA,NA,eyeloss,GRHL3,4,2
OG0009064,NA,NA,NA,NA,NA,NA,pigmentation,NA,ZMPSTE24,4,2
OG0009067,NA,NA,NA,NA,relaxed,NA,NA,eyeloss,RAB3GAP2,3,3
OG0009068,NA,NA,NA,NA,NA,NA,pigmentation,NA,EDARADD,4,2
OG0009070,NA,NA,NA,NA,relaxed,NA,NA,NA,MED24,3,3
OG0009074,NA,NA,NA,NA,NA,NA,NA,eyeloss,MFSD8,4,2
OG0009078,NA,NA,NA,NA,relaxed,NA,NA,NA,MAP3K8,3,3
OG0009089,NA,NA,NA,NA,relaxed,NA,NA,NA,CCZ1,3,3
OG0009093,NA,NA,NA,NA,relaxed,NA,NA,NA,TUBGCP2,3,3
OG0009100,NA,NA,NA,NA,relaxed,NA,NA,NA,SYTL4,3,3
OG0009108,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,VAMP7,3,3
OG0009110,NA,NA,NA,NA,relaxed,NA,NA,NA,IMMT,3,3
OG0009116,NA,NA,NA,NA,relaxed,NA,NA,NA,CHRD,3,3
OG0009123,NA,NA,NA,NA,NA,NA,NA,eyeloss,FKRP,4,2
OG0009128,NA,NA,NA,NA,relaxed,NA,NA,NA,UBE4A,3,3
OG0009132,NA,NA,NA,NA,NA,NA,pigmentation,NA,ERCC2,4,2
OG0009137,NA,NA,NA,NA,relaxed,NA,NA,NA,SACS,3,3
OG0009141,NA,NA,NA,NA,relaxed,NA,NA,NA,LIN37,3,3
OG0009142,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,BRCA2,3,3
OG0009147,NA,NA,NA,NA,relaxed,NA,NA,NA,HIBCH,3,3
OG0009150,NA,NA,NA,NA,relaxed,NA,NA,NA,SERPINE3,3,3
OG0009156,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,UBXN4,3,3
OG0009163,NA,NA,NA,NA,relaxed,NA,NA,NA,TBCCD1,3,3
OG0009164,NA,NA,NA,NA,NA,NA,NA,eyeloss,DBR1,4,2
OG0009165,NA,NA,NA,NA,relaxed,NA,NA,NA,DNAJC28,3,3
OG0009166,NA,NA,NA,NA,relaxed,NA,NA,NA,CDC16,3,3
OG0009167,NA,NA,NA,NA,relaxed,NA,NA,NA,GABPA,3,3
OG0009171,NA,NA,NA,NA,NA,NA,NA,eyeloss,ITGB5,4,2
OG0009172,NA,NA,NA,NA,relaxed,NA,NA,NA,SPC25,3,3
OG0009175,NA,NA,NA,NA,relaxed,NA,NA,NA,DDX18,3,3
OG0009177,NA,NA,NA,NA,NA,NA,pigmentation,NA,LMLN,4,2
OG0009179,NA,NA,NA,NA,relaxed,NA,NA,NA,ZNF148,3,3
OG0009183,NA,NA,NA,NA,relaxed,NA,NA,NA,GDAP2,3,3
OG0009186,NA,NA,NA,NA,relaxed,NA,NA,NA,DOPEY2,3,3
OG0009187,NA,NA,NA,NA,relaxed,NA,NA,NA,ATP5O,3,3
OG0009197,NA,NA,NA,NA,NA,NA,pigmentation,NA,MCM4,4,2
OG0009201,NA,NA,NA,NA,relaxed,NA,NA,NA,MBOAT7,3,3
OG0009203,NA,NA,NA,NA,relaxed,NA,NA,NA,RAB11FIP3,3,3
OG0009208,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,IRX2,3,3
OG0009214,NA,NA,NA,NA,relaxed,NA,NA,NA,ALDH5A1,3,3
OG0009221,NA,NA,NA,NA,relaxed,NA,NA,NA,EBAG9,3,3
OG0009224,NA,NA,NA,NA,relaxed,NA,NA,eyeloss,RSPO1,3,3
OG0009232,NA,NA,NA,NA,relaxed,NA,NA,NA,SMPDL3B,3,3
OG0009236,NA,NA,NA,NA,relaxed,NA,NA,NA,FAM168B,3,3
OG0009251,NA,NA,NA,NA,NA,NA,pigmentation,NA,NSMCE2,4,2
OG0009254,NA,NA,NA,NA,relaxed,NA,NA,NA,TADA2B,3,3
OG0009264,NA,NA,NA,NA,relaxed,NA,NA,NA,TTC5,3,3
OG0009269,NA,NA,NA,NA,relaxed,NA,NA,NA,TRMT44,3,3
OG0009270,NA,NA,NA,NA,NA,NA,NA,eyeloss,TRMT10A,4,2
OG0009272,NA,NA,NA,NA,NA,NA,pigmentation,NA,MEN1,4,2
OG0009275,NA,NA,NA,NA,NA,NA,pigmentation,NA,CDC73,4,2
OG0009278,NA,NA,NA,NA,relaxed,NA,NA,NA,CCDC39,3,3
OG0009279,NA,NA,NA,NA,relaxed,NA,NA,NA,AMPH,3,3
OG0009283,NA,NA,NA,NA,relaxed,NA,NA,NA,DHX9,3,3
OG0009292,NA,NA,NA,NA,NA,NA,pigmentation,NA,RTF1,4,2
OG0009302,NA,NA,NA,NA,NA,NA,pigmentation,NA,FBXO5,4,2
OG0009304,NA,NA,NA,NA,relaxed,NA,NA,NA,MGME1,3,3
OG0009306,NA,NA,NA,NA,NA,NA,NA,eyeloss,B3GALNT2,4,2
OG0009307,NA,NA,NA,NA,relaxed,NA,NA,eyeloss,GGPS1,3,3
OG0009322,NA,NA,NA,NA,relaxed,NA,NA,NA,ALMS1,3,3
OG0009334,NA,NA,NA,NA,NA,NA,pigmentation,NA,FBXW4,4,2
OG0009345,NA,NA,NA,NA,relaxed,NA,NA,NA,COG2,3,3
OG0009348,NA,NA,NA,NA,relaxed,NA,NA,NA,BLNK,3,3
OG0009356,NA,NA,NA,NA,relaxed,NA,NA,NA,GPRIN3,3,3
OG0009357,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,TET2,3,3
OG0009367,NA,NA,NA,NA,relaxed,NA,NA,NA,TIPIN,3,3
OG0009370,NA,NA,NA,NA,relaxed,NA,NA,NA,APIP,3,3
OG0009372,NA,NA,NA,NA,relaxed,NA,NA,NA,TUBGCP4,3,3
OG0009383,NA,NA,NA,NA,relaxed,NA,NA,NA,TMCO6,3,3
OG0009394,NA,NA,NA,NA,relaxed,NA,NA,NA,ATP1B4,3,3
OG0009403,NA,NA,NA,NA,relaxed,NA,NA,NA,RPL4,3,3
OG0009405,NA,NA,NA,NA,relaxed,NA,NA,NA,VWA9,3,3
OG0009407,NA,NA,NA,NA,NA,NA,pigmentation,NA,BBS2,4,2
OG0009413,NA,NA,NA,NA,relaxed,NA,NA,NA,MTERF2,3,3
OG0009422,NA,NA,NA,NA,relaxed,NA,NA,NA,IRF8,3,3
OG0009427,NA,NA,NA,NA,relaxed,NA,NA,NA,PDP2,3,3
OG0009428,NA,NA,NA,NA,relaxed,NA,NA,NA,SLC35A1,3,3
OG0009430,NA,NA,NA,NA,relaxed,NA,NA,NA,EFHC1,3,3
OG0009431,NA,NA,NA,NA,relaxed,NA,NA,NA,GPATCH2,3,3
OG0009441,NA,NA,NA,NA,relaxed,NA,NA,NA,MYCN,3,3
OG0009443,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,OSTM1,3,3
OG0009450,NA,NA,NA,NA,relaxed,NA,NA,NA,MCM7,3,3
OG0009461,NA,NA,NA,NA,NA,NA,pigmentation,NA,USP36,4,2
OG0009464,NA,NA,NA,NA,relaxed,NA,NA,NA,RECQL5,3,3
OG0009474,NA,NA,NA,NA,relaxed,NA,NA,NA,CRAMP1L,3,3
OG0009478,NA,NA,NA,NA,relaxed,NA,NA,NA,TTC25,3,3
OG0009480,NA,NA,NA,NA,relaxed,NA,NA,NA,SNRNP70,3,3
OG0009482,NA,NA,NA,NA,relaxed,NA,NA,NA,PPL,3,3
OG0009483,NA,NA,NA,NA,relaxed,NA,NA,NA,C17orf53,3,3
OG0009489,NA,NA,NA,NA,relaxed,NA,NA,NA,SCAF1,3,3
OG0009490,NA,NA,NA,NA,relaxed,NA,NA,NA,ARMC5,3,3
OG0009498,NA,NA,NA,NA,relaxed,NA,NA,NA,BAP1,3,3
OG0009499,NA,NA,NA,NA,relaxed,NA,NA,NA,TRAIP,3,3
OG0009505,NA,NA,NA,NA,relaxed,NA,NA,NA,PSMD6,3,3
OG0009506,NA,NA,NA,NA,relaxed,NA,NA,NA,CSE1L,3,3
OG0009514,NA,NA,NA,NA,relaxed,NA,NA,NA,KLHDC8A,3,3
OG0009515,NA,NA,NA,NA,relaxed,NA,NA,NA,HP1BP3,3,3
OG0009518,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,TERF2IP,3,3
OG0009520,NA,NA,NA,NA,relaxed,NA,NA,NA,SLMAP,3,3
OG0009521,NA,NA,NA,NA,relaxed,NA,NA,NA,MKRN2,3,3
OG0009522,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,PDHB,3,3
OG0009524,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,IPPK,3,3
OG0009536,NA,NA,NA,NA,relaxed,NA,NA,NA,CLP1,3,3
OG0009545,NA,NA,NA,NA,relaxed,NA,NA,eyeloss,ANKRD11,3,3
OG0009551,NA,NA,NA,NA,NA,NA,pigmentation,NA,GPNMB,4,2
OG0009552,NA,NA,NA,NA,relaxed,NA,NA,NA,MCMDC2,3,3
OG0009558,NA,NA,NA,NA,relaxed,NA,NA,NA,SP6,3,3
OG0009564,NA,NA,NA,NA,relaxed,NA,NA,NA,RPP38,3,3
OG0009574,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,SLC45A2,4,2
OG0009580,NA,NA,NA,NA,relaxed,NA,NA,NA,ALOX5AP,3,3
OG0009584,NA,NA,NA,NA,relaxed,NA,NA,NA,LYSMD4,3,3
OG0009586,NA,NA,NA,NA,relaxed,NA,NA,eyeloss,ALX1,3,3
OG0009600,NA,NA,NA,NA,relaxed,NA,NA,NA,HMX2,3,3
OG0009603,NA,NA,NA,NA,NA,contracted,NA,NA,NA,3,3
OG0009639,NA,NA,NA,NA,relaxed,NA,NA,NA,HNF1A,3,3
OG0009642,NA,NA,NA,NA,relaxed,NA,NA,NA,ELMOD3,3,3
OG0009644,NA,NA,NA,NA,NA,NA,NA,eyeloss,RNF10,4,2
OG0009646,NA,NA,NA,NA,relaxed,NA,NA,NA,KANSL3,3,3
OG0009647,NA,NA,NA,NA,relaxed,NA,NA,NA,PTCHD2,3,3
OG0009659,NA,NA,NA,NA,relaxed,NA,NA,eyeloss,BRPF1,3,3
OG0009667,NA,NA,NA,NA,relaxed,NA,NA,NA,SRP9,3,3
OG0009669,NA,NA,NA,NA,relaxed,NA,NA,NA,C14orf37,3,3
OG0009684,NA,NA,NA,NA,NA,NA,pigmentation,NA,PFAS,4,2
OG0009686,NA,NA,NA,NA,NA,NA,NA,eyeloss,TMEM165,4,2
OG0009693,NA,NA,NA,NA,relaxed,NA,NA,NA,GOPC,3,3
OG0009700,NA,NA,NA,NA,NA,NA,pigmentation,NA,VPS18,4,2
OG0009701,NA,NA,NA,NA,relaxed,NA,NA,NA,SEL1L,3,3
OG0009712,NA,NA,NA,NA,relaxed,NA,NA,NA,GSG2,3,3
OG0009713,NA,NA,NA,NA,relaxed,NA,NA,NA,TASP1,3,3
OG0009718,NA,NA,NA,NA,relaxed,NA,NA,NA,GNE,3,3
OG0009729,NA,NA,NA,NA,relaxed,NA,NA,NA,TAT,3,3
OG0009730,NA,NA,NA,NA,NA,NA,pigmentation,NA,TINF2,4,2
OG0009734,NA,NA,NA,NA,NA,NA,pigmentation,NA,BLM,4,2
OG0009737,NA,NA,NA,NA,NA,NA,pigmentation,NA,SNAP29,4,2
OG0009744,NA,NA,NA,NA,relaxed,NA,NA,NA,SNCAIP,3,3
OG0009750,NA,NA,NA,NA,NA,NA,pigmentation,NA,FANCE,4,2
OG0009753,NA,NA,NA,NA,relaxed,NA,NA,NA,CDKN2C,3,3
OG0009760,NA,NA,NA,NA,relaxed,NA,NA,NA,ARIH2,3,3
OG0009773,NA,NA,NA,NA,relaxed,NA,NA,NA,NFIC,3,3
OG0009777,NA,NA,NA,NA,relaxed,NA,NA,NA,DMAP1,3,3
OG0009779,NA,NA,NA,NA,relaxed,NA,NA,NA,TAB3,3,3
OG0009788,NA,NA,NA,NA,NA,NA,NA,eyeloss,WDR36,4,2
OG0009795,NA,NA,NA,NA,relaxed,NA,NA,NA,EMC6,3,3
OG0009798,NA,NA,NA,NA,relaxed,NA,NA,NA,RPAIN,3,3
OG0009808,NA,NA,NA,NA,relaxed,NA,NA,NA,BCKDK,3,3
OG0009816,NA,NA,NA,NA,relaxed,NA,NA,NA,NCCRP1,3,3
OG0009822,NA,NA,NA,NA,relaxed,NA,NA,NA,APOA1BP,3,3
OG0009824,NA,NA,NA,NA,relaxed,NA,NA,NA,ANKLE1,3,3
OG0009827,NA,NA,NA,NA,NA,NA,NA,eyeloss,CYB561,4,2
OG0009828,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,TBCD,3,3
OG0009835,NA,NA,NA,NA,relaxed,NA,NA,NA,RPLP1,3,3
OG0009841,NA,NA,NA,NA,NA,NA,NA,eyeloss,GMNN,4,2
OG0009842,NA,NA,NA,NA,relaxed,NA,NA,NA,CASD1,3,3
OG0009843,NA,NA,NA,NA,relaxed,NA,NA,NA,EFCAB1,3,3
OG0009845,NA,NA,NA,NA,relaxed,NA,NA,NA,SLA,3,3
OG0009850,NA,NA,NA,NA,relaxed,NA,NA,NA,GATAD1,3,3
OG0009860,NA,NA,NA,NA,NA,NA,NA,eyeloss,ARHGAP25,4,2
OG0009864,NA,NA,NA,NA,relaxed,NA,NA,NA,RFC5,3,3
OG0009865,NA,NA,NA,NA,relaxed,NA,NA,NA,PPIL2,3,3
OG0009867,NA,NA,NA,NA,relaxed,NA,NA,NA,LIMK2,3,3
OG0009869,NA,NA,NA,NA,relaxed,NA,NA,NA,PIAS2,3,3
OG0009879,NA,NA,NA,NA,relaxed,NA,NA,NA,NOL6,3,3
OG0009882,NA,NA,NA,NA,relaxed,NA,NA,NA,GTF2H3,3,3
OG0009883,NA,NA,NA,NA,relaxed,NA,NA,NA,WDR66,3,3
OG0009886,NA,NA,NA,NA,relaxed,NA,NA,NA,MFSD3,3,3
OG0009892,NA,NA,NA,NA,relaxed,NA,NA,NA,ME2,3,3
OG0009895,NA,NA,NA,NA,relaxed,NA,NA,NA,C7orf26,3,3
OG0009902,NA,NA,NA,NA,NA,NA,NA,eyeloss,HSF2BP,4,2
OG0009905,NA,NA,NA,NA,relaxed,NA,NA,eyeloss,GJA8,3,3
OG0009908,NA,NA,NA,NA,relaxed,NA,NA,NA,MZT1,3,3
OG0009913,NA,NA,NA,NA,NA,NA,pigmentation,NA,PI4K2A,4,2
OG0009918,NA,NA,NA,NA,relaxed,NA,NA,NA,PTCHD1,3,3
OG0009936,NA,NA,NA,NA,NA,NA,NA,eyeloss,YAE1D1,4,2
OG0009937,NA,NA,NA,NA,relaxed,NA,NA,NA,PXDC1,3,3
OG0009941,NA,NA,NA,NA,relaxed,NA,NA,NA,CD79A,3,3
OG0009942,NA,NA,NA,NA,NA,NA,pigmentation,NA,NR4A3,4,2
OG0009943,NA,NA,NA,NA,NA,NA,pigmentation,NA,STX17,4,2
OG0009947,NA,NA,NA,NA,NA,NA,NA,eyeloss,RBM42,4,2
OG0009949,NA,NA,NA,NA,relaxed,NA,NA,NA,RUNDC3B,3,3
OG0009965,NA,NA,NA,NA,relaxed,NA,NA,NA,UBXN7,3,3
OG0009970,NA,NA,NA,NA,relaxed,NA,NA,NA,SFT2D3,3,3
OG0009975,NA,NA,NA,NA,relaxed,NA,NA,NA,ARMC6,3,3
OG0009977,NA,NA,NA,NA,relaxed,NA,NA,NA,NDUFV2,3,3
OG0009989,NA,NA,NA,NA,relaxed,NA,NA,NA,SPTSSB,3,3
OG0009993,NA,NA,NA,NA,relaxed,NA,NA,NA,ATG5,3,3
OG0009994,NA,NA,NA,NA,relaxed,NA,NA,NA,C7orf25,3,3
OG0010002,NA,NA,NA,NA,NA,NA,NA,eyeloss,TCF7,4,2
OG0010004,NA,NA,NA,NA,relaxed,NA,NA,NA,AGGF1,3,3
OG0010006,NA,NA,NA,NA,relaxed,NA,NA,NA,PSMD5,3,3
OG0010012,NA,NA,NA,NA,relaxed,NA,NA,NA,SLC31A2,3,3
OG0010021,NA,NA,NA,NA,relaxed,NA,NA,NA,KDELC2,3,3
