OG_ID,analysis_absrel,gene_symbol.x,analysis_relaxed_intensified,analysis_paml,analysis_cafe_expanded,gene_symbol.y,analysis_relax_relaxed,analysis_cafe_contracted,gene_symbol
OG0008533,NA,NA,NA,paml_selected,NA,NA,NA,NA,SPPL3
OG0008534,NA,NA,NA,paml_selected,NA,NA,NA,NA,PYROXD2
OG0008536,NA,C17orf49,intensified,NA,NA,NA,NA,NA,C17orf49
OG0008538,NA,NA,NA,paml_selected,NA,NA,NA,NA,PIGN
OG0008539,NA,NA,NA,NA,NA,CYB561D2,relaxed,NA,CYB561D2
OG0008540,NA,NA,NA,NA,NA,KAT6A,relaxed,NA,KAT6A
OG0008542,NA,NA,NA,NA,NA,CDKAL1,relaxed,NA,CDKAL1
OG0008543,NA,NA,NA,paml_selected,NA,NCDN,relaxed,NA,NCDN
OG0008544,NA,NA,NA,paml_selected,NA,BCKDHA,relaxed,NA,BCKDHA
OG0008545,NA,NA,NA,paml_selected,NA,NA,NA,NA,ARHGEF15
OG0008546,NA,NA,NA,paml_selected,NA,NA,NA,NA,STBD1
OG0008547,NA,NA,NA,NA,NA,ATP5C1,relaxed,NA,ATP5C1
OG0008548,NA,NA,NA,paml_selected,NA,NA,NA,NA,TMEM82
OG0008549,NA,NA,NA,NA,NA,PPID,relaxed,NA,PPID
OG0008550,NA,NA,NA,NA,NA,BAG2,relaxed,NA,BAG2
OG0008551,NA,NA,NA,paml_selected,NA,NELFE,relaxed,NA,NELFE
OG0008552,NA,NA,NA,NA,NA,TAF10,relaxed,NA,TAF10
OG0008554,NA,NA,NA,paml_selected,NA,EPPK1,relaxed,NA,EPPK1
OG0008555,NA,NA,NA,paml_selected,NA,CEP89,relaxed,NA,CEP89
OG0008558,NA,NA,NA,paml_selected,NA,FBXW5,relaxed,NA,FBXW5
OG0008559,NA,NA,NA,paml_selected,NA,NA,NA,NA,ATF6B
OG0008560,NA,NA,NA,NA,NA,TXNL1,relaxed,NA,TXNL1
OG0008561,NA,NA,NA,paml_selected,NA,DDOST,relaxed,NA,DDOST
OG0008562,NA,NA,NA,NA,NA,ELF3,relaxed,NA,ELF3
OG0008563,NA,NA,NA,NA,NA,CHAC1,relaxed,NA,CHAC1
OG0008566,NA,NA,NA,NA,NA,INO80C,relaxed,NA,INO80C
OG0008567,NA,NA,NA,paml_selected,NA,NA,NA,NA,FBXL15
OG0008568,NA,NA,NA,paml_selected,NA,WDR3,relaxed,NA,WDR3
OG0008569,NA,NA,NA,paml_selected,NA,NA,NA,NA,EPSTI1
OG0008571,NA,NA,NA,NA,NA,GPCPD1,relaxed,NA,GPCPD1
OG0008572,NA,NA,NA,NA,NA,ZHX3,relaxed,NA,ZHX3
OG0008573,NA,NA,NA,paml_selected,NA,NA,NA,NA,NKD1
OG0008575,NA,PTPRA,intensified,NA,NA,NA,NA,NA,PTPRA
OG0008576,NA,NA,NA,paml_selected,NA,NUDCD3,relaxed,NA,NUDCD3
OG0008578,NA,NA,NA,NA,NA,FARSB,relaxed,NA,FARSB
OG0008582,NA,NA,NA,paml_selected,NA,NA,NA,NA,TOP3A
OG0008583,NA,NA,NA,NA,NA,BSND,relaxed,NA,BSND
OG0008585,NA,NA,NA,paml_selected,NA,STX8,relaxed,NA,STX8
OG0008586,NA,NA,NA,NA,NA,DRG1,relaxed,NA,DRG1
OG0008589,NA,NA,NA,paml_selected,NA,NA,NA,NA,CACTIN
OG0008593,NA,NA,NA,paml_selected,NA,LRP10,relaxed,NA,LRP10
OG0008594,NA,NA,NA,paml_selected,NA,NA,NA,NA,STAT6
OG0008595,NA,NA,NA,NA,NA,MPP1,relaxed,NA,MPP1
OG0008597,NA,NA,NA,NA,NA,GATAD2B,relaxed,NA,GATAD2B
OG0008598,NA,NA,NA,NA,NA,CXXC5,relaxed,NA,CXXC5
OG0008599,NA,NA,NA,NA,NA,MRPL44,relaxed,NA,MRPL44
OG0008600,NA,NA,NA,paml_selected,NA,NA,NA,NA,MYOC
OG0008601,NA,NA,NA,paml_selected,NA,TOMM34,relaxed,NA,TOMM34
OG0008603,NA,NA,NA,NA,NA,CCT5,relaxed,NA,CCT5
OG0008604,NA,NA,NA,NA,NA,ELOVL5,relaxed,NA,ELOVL5
OG0008606,NA,NA,NA,paml_selected,NA,NA,NA,NA,DDX27
OG0008607,NA,NA,NA,paml_selected,NA,IRF1,relaxed,NA,IRF1
OG0008608,NA,NA,NA,NA,NA,SERPINE2,relaxed,NA,SERPINE2
OG0008609,NA,NA,NA,paml_selected,NA,MYOCD,relaxed,NA,MYOCD
OG0008610,NA,NA,NA,NA,NA,TMEM53,relaxed,NA,TMEM53
OG0008611,NA,NA,NA,paml_selected,NA,NA,NA,NA,DHX58
OG0008612,NA,NA,NA,paml_selected,NA,NA,NA,NA,MRPL10
OG0008613,NA,NA,NA,NA,NA,OTUD1,relaxed,NA,OTUD1
OG0008614,NA,LZTR1,intensified,NA,NA,NA,NA,NA,LZTR1
OG0008615,NA,NA,NA,paml_selected,NA,NA,NA,NA,ARMC7
OG0008616,NA,NA,NA,paml_selected,NA,NA,NA,NA,IGHMBP2
OG0008617,NA,NA,NA,paml_selected,NA,NA,NA,NA,CCDC151
OG0008619,NA,NA,NA,NA,NA,YARS,relaxed,NA,YARS
OG0008620,NA,NA,NA,paml_selected,NA,NA,NA,NA,BRF2
OG0008621,NA,NA,NA,paml_selected,NA,NA,NA,NA,FDXACB1
OG0008622,NA,NA,NA,NA,NA,AZI2,relaxed,NA,AZI2
OG0008623,NA,NA,NA,NA,NA,VPS25,relaxed,NA,VPS25
OG0008624,NA,NA,NA,paml_selected,NA,NA,NA,NA,PLAT
OG0008625,NA,NA,NA,paml_selected,NA,NA,NA,NA,TMCO6
OG0008626,NA,NA,NA,NA,NA,TM9SF4,relaxed,NA,TM9SF4
OG0008627,NA,NA,NA,NA,NA,PEX19,relaxed,NA,PEX19
OG0008629,NA,NA,NA,paml_selected,NA,PDCD7,relaxed,NA,PDCD7
OG0008631,NA,NA,NA,paml_selected,NA,F2,relaxed,NA,F2
OG0008632,NA,NA,NA,paml_selected,NA,SCP2,relaxed,NA,SCP2
OG0008633,NA,NA,NA,NA,NA,SSSCA1,relaxed,NA,SSSCA1
OG0008634,NA,NA,NA,paml_selected,NA,NA,NA,NA,EEFSEC
OG0008635,NA,NA,NA,NA,NA,TMEM33,relaxed,NA,TMEM33
OG0008637,NA,C1orf174,intensified,NA,NA,NA,NA,NA,C1orf174
OG0008638,NA,NA,NA,paml_selected,NA,NA,NA,NA,AFMID
OG0008639,NA,NA,NA,paml_selected,NA,NA,NA,NA,KIAA1045
OG0008641,NA,NA,NA,paml_selected,NA,IGSF11,relaxed,NA,IGSF11
OG0008642,NA,NA,NA,NA,NA,TMEM165,relaxed,NA,TMEM165
OG0008643,NA,NA,NA,paml_selected,NA,NA,NA,NA,TNKS1BP1
OG0008645,NA,NA,NA,NA,NA,NDUFV2,relaxed,NA,NDUFV2
OG0008646,NA,NA,NA,paml_selected,NA,NA,NA,NA,ATG4A
OG0008649,NA,EFCAB2,intensified,paml_selected,NA,NA,NA,NA,EFCAB2
OG0008650,NA,NA,NA,paml_selected,NA,ZMYND10,relaxed,NA,ZMYND10
OG0008651,NA,NA,NA,NA,NA,PIGS,relaxed,NA,PIGS
OG0008652,NA,NA,NA,NA,NA,CHST12,relaxed,NA,CHST12
OG0008653,NA,NA,NA,paml_selected,NA,NA,NA,NA,NDUFS3
OG0008654,NA,NA,NA,NA,NA,FKRP,relaxed,NA,FKRP
OG0008656,NA,NA,NA,NA,NA,EIF2AK3,relaxed,NA,EIF2AK3
OG0008658,NA,IFI35,intensified,paml_selected,NA,NA,NA,NA,IFI35
OG0008660,NA,NA,NA,paml_selected,NA,ZNF512B,relaxed,NA,ZNF512B
OG0008661,NA,NA,NA,paml_selected,NA,NA,NA,NA,TCTA
OG0008663,NA,NA,NA,paml_selected,NA,NA,NA,NA,NAPRT
OG0008664,NA,NA,NA,paml_selected,NA,APC,relaxed,NA,APC
OG0008665,NA,NA,NA,NA,NA,MESDC1,relaxed,NA,MESDC1
OG0008666,NA,NA,NA,paml_selected,NA,TM9SF1,relaxed,NA,TM9SF1
OG0008667,NA,NA,NA,NA,NA,R3HCC1L,relaxed,NA,R3HCC1L
OG0008668,NA,NA,NA,NA,NA,TSHZ2,relaxed,NA,TSHZ2
OG0008669,NA,NA,NA,paml_selected,NA,RHOBTB3,relaxed,NA,RHOBTB3
OG0008670,NA,NA,NA,paml_selected,NA,GPRIN3,relaxed,NA,GPRIN3
OG0008671,NA,NA,NA,NA,NA,TAB1,relaxed,NA,TAB1
OG0008672,NA,NA,NA,paml_selected,NA,NA,NA,NA,SLC8B1
OG0008673,NA,NA,NA,paml_selected,NA,NA,NA,NA,CD74
OG0008674,NA,SHF,intensified,NA,NA,NA,NA,NA,SHF
OG0008676,NA,NA,NA,paml_selected,NA,OBFC1,relaxed,NA,OBFC1
OG0008679,NA,NA,NA,paml_selected,NA,NA,NA,NA,RBM19
OG0008681,NA,NA,NA,paml_selected,NA,LEMD2,relaxed,NA,LEMD2
OG0008682,NA,NA,NA,NA,NA,INTS5,relaxed,NA,INTS5
OG0008683,NA,NA,NA,NA,NA,FZD4,relaxed,NA,FZD4
OG0008684,NA,NA,NA,NA,NA,ABCE1,relaxed,NA,ABCE1
OG0008685,NA,NA,NA,NA,NA,UQCC1,relaxed,NA,UQCC1
OG0008686,NA,NA,NA,NA,NA,TSN,relaxed,NA,TSN
OG0008687,NA,PTPN18,intensified,paml_selected,NA,NA,NA,NA,PTPN18
OG0008688,NA,NA,NA,paml_selected,NA,NA,NA,NA,ATP1B4
OG0008689,NA,NA,NA,paml_selected,NA,NA,NA,NA,MPLKIP
OG0008691,NA,NA,NA,NA,NA,IFT22,relaxed,NA,IFT22
OG0008694,NA,NA,NA,paml_selected,NA,TADA1,relaxed,NA,TADA1
OG0008695,NA,NA,NA,NA,NA,PRDM12,relaxed,NA,PRDM12
OG0008696,NA,NA,NA,paml_selected,NA,FGFBP3,relaxed,NA,FGFBP3
OG0008697,NA,NA,NA,NA,NA,TAB2,relaxed,NA,TAB2
OG0008698,NA,NA,NA,paml_selected,NA,NA,NA,NA,GFER
OG0008701,NA,NA,NA,NA,NA,TDP1,relaxed,NA,TDP1
OG0008702,NA,NA,NA,NA,NA,ARHGEF39,relaxed,NA,ARHGEF39
OG0008703,NA,PQBP1,intensified,NA,NA,NA,NA,NA,PQBP1
OG0008704,NA,NA,NA,paml_selected,NA,NA,NA,NA,FSD2
OG0008705,NA,NA,NA,paml_selected,NA,STYX,relaxed,NA,STYX
OG0008706,NA,NA,NA,NA,NA,TSR1,relaxed,NA,TSR1
OG0008708,NA,NA,NA,paml_selected,NA,NA,NA,NA,CCDC137
OG0008710,NA,NA,NA,paml_selected,NA,GTF3C3,relaxed,NA,GTF3C3
OG0008711,NA,NA,NA,NA,NA,ZBTB14,relaxed,NA,ZBTB14
OG0008712,NA,GPBP1,intensified,NA,NA,NA,NA,NA,GPBP1
OG0008713,NA,NA,NA,paml_selected,NA,NA,NA,NA,ZNF384
OG0008715,NA,NA,NA,NA,NA,MEDAG,relaxed,NA,MEDAG
OG0008718,NA,RNF217,intensified,paml_selected,NA,NA,NA,NA,RNF217
OG0008719,NA,NA,NA,paml_selected,NA,NA,NA,NA,CEP164
OG0008720,NA,NA,NA,paml_selected,NA,SHE,relaxed,NA,SHE
OG0008721,NA,NA,NA,paml_selected,NA,NA,NA,NA,CEP68
OG0008722,NA,NA,NA,paml_selected,NA,NA,NA,NA,C15orf40
OG0008723,NA,COQ3,intensified,NA,NA,NA,NA,NA,COQ3
OG0008724,NA,NA,NA,NA,NA,PTPN3,relaxed,NA,PTPN3
OG0008727,NA,NA,NA,paml_selected,NA,NA,NA,NA,P2RX2
OG0008728,NA,NA,NA,paml_selected,NA,NA,NA,NA,HAX1
OG0008730,NA,NA,NA,paml_selected,NA,KDM1B,relaxed,NA,KDM1B
OG0008731,NA,NA,NA,paml_selected,NA,NA,NA,NA,GMIP
OG0008733,NA,NA,NA,NA,NA,DICER1,relaxed,NA,DICER1
OG0008734,NA,NA,NA,paml_selected,NA,RUFY3,relaxed,NA,RUFY3
OG0008736,NA,NA,NA,paml_selected,NA,NA,NA,NA,SERAC1
OG0008737,NA,NA,NA,paml_selected,NA,STARD3,relaxed,NA,STARD3
OG0008738,NA,NA,NA,paml_selected,NA,NA,NA,NA,QTRTD1
OG0008739,NA,NA,NA,paml_selected,NA,NA,NA,NA,RABEPK
OG0008740,NA,NA,NA,NA,NA,ACADVL,relaxed,NA,ACADVL
OG0008742,NA,NA,NA,paml_selected,NA,NA,NA,NA,KLHL21
OG0008743,NA,NA,NA,NA,NA,SNX21,relaxed,NA,SNX21
OG0008744,NA,NA,NA,paml_selected,NA,NA,NA,NA,PUS7L
OG0008745,NA,NA,NA,paml_selected,NA,CEP41,relaxed,NA,CEP41
OG0008746,NA,NA,NA,paml_selected,NA,NA,NA,NA,PIGT
OG0008749,NA,NA,NA,paml_selected,NA,NA,NA,NA,LSM11
OG0008750,absrel_selected,NA,NA,paml_selected,NA,EFR3A,relaxed,NA,EFR3A
OG0008752,NA,NA,NA,NA,NA,SOX6,relaxed,NA,SOX6
OG0008753,NA,NA,NA,paml_selected,NA,C14orf1,relaxed,NA,C14orf1
OG0008754,NA,NA,NA,NA,NA,ROR2,relaxed,NA,ROR2
OG0008755,NA,NA,NA,paml_selected,NA,NA,NA,NA,LSG1
OG0008756,NA,NA,NA,paml_selected,NA,DCLRE1B,relaxed,NA,DCLRE1B
OG0008758,NA,NA,NA,paml_selected,NA,E2F7,relaxed,NA,E2F7
OG0008759,NA,NA,NA,NA,NA,HLCS,relaxed,NA,HLCS
OG0008760,NA,NA,NA,paml_selected,NA,UBR3,relaxed,NA,UBR3
OG0008761,NA,NA,NA,NA,NA,VPS8,relaxed,NA,VPS8
OG0008762,NA,NA,NA,paml_selected,NA,DYM,relaxed,NA,DYM
OG0008764,NA,IVD,intensified,paml_selected,NA,NA,NA,NA,IVD
OG0008765,NA,NA,NA,NA,NA,CSTF1,relaxed,NA,CSTF1
OG0008766,NA,NA,NA,NA,NA,TOX3,relaxed,NA,TOX3
OG0008767,NA,NA,NA,NA,NA,WASF1,relaxed,NA,WASF1
OG0008768,NA,NA,NA,paml_selected,NA,NA,NA,NA,PYCRL
OG0008769,NA,NA,NA,paml_selected,NA,PREPL,relaxed,NA,PREPL
OG0008770,NA,NA,NA,paml_selected,NA,NA,NA,NA,DRAP1
OG0008772,NA,NA,NA,paml_selected,NA,DFFB,relaxed,NA,DFFB
OG0008773,NA,NA,NA,paml_selected,NA,INSC,relaxed,NA,INSC
OG0008774,NA,NA,NA,NA,NA,CHMP7,relaxed,NA,CHMP7
OG0008775,NA,NA,NA,paml_selected,NA,SEC16A,relaxed,NA,SEC16A
OG0008776,NA,NA,NA,paml_selected,NA,FNBP4,relaxed,NA,FNBP4
OG0008778,NA,NA,NA,paml_selected,NA,ITGA5,relaxed,NA,ITGA5
OG0008779,NA,NA,NA,NA,NA,CEP85L,relaxed,NA,CEP85L
OG0008780,NA,NA,NA,NA,NA,PHF1,relaxed,NA,PHF1
OG0008781,NA,NA,NA,NA,NA,POMGNT2,relaxed,NA,POMGNT2
OG0008784,NA,NA,NA,paml_selected,NA,RTN4R,relaxed,NA,RTN4R
OG0008785,NA,NA,NA,NA,NA,MRPL47,relaxed,NA,MRPL47
OG0008786,NA,NA,NA,paml_selected,NA,PRDM10,relaxed,NA,PRDM10
OG0008787,NA,NA,NA,NA,NA,CADM4,relaxed,NA,CADM4
OG0008788,NA,NA,NA,NA,NA,GINS3,relaxed,NA,GINS3
OG0008789,NA,NA,NA,NA,NA,METTL23,relaxed,NA,METTL23
OG0008792,absrel_selected,PCGF1,intensified,paml_selected,NA,NA,NA,NA,PCGF1
OG0008793,NA,NA,NA,NA,NA,GAPVD1,relaxed,NA,GAPVD1
OG0008794,NA,NA,NA,paml_selected,NA,MCTP2,relaxed,NA,MCTP2
OG0008795,NA,NA,NA,paml_selected,NA,NA,NA,NA,KIAA0753
OG0008797,NA,NA,NA,NA,NA,PRRT1,relaxed,NA,PRRT1
OG0008799,NA,NA,NA,NA,NA,NAT8L,relaxed,NA,NAT8L
OG0008800,NA,NA,NA,NA,NA,THSD1,relaxed,NA,THSD1
OG0008801,NA,NA,NA,paml_selected,NA,NA,NA,NA,MIDN
OG0008802,NA,NA,NA,paml_selected,NA,NA,NA,NA,MTFR2
OG0008803,NA,NA,NA,NA,NA,METTL16,relaxed,NA,METTL16
OG0008806,NA,NA,NA,NA,NA,HADHB,relaxed,NA,HADHB
OG0008807,NA,NA,NA,NA,NA,TRDMT1,relaxed,NA,TRDMT1
OG0008809,NA,NA,NA,NA,NA,ABHD13,relaxed,NA,ABHD13
OG0008810,NA,NA,NA,paml_selected,NA,NA,NA,NA,DCUN1D3
OG0008811,NA,NA,NA,paml_selected,NA,FAM124A,relaxed,NA,FAM124A
OG0008812,NA,NA,NA,NA,NA,INTS3,relaxed,NA,INTS3
OG0008813,NA,NA,NA,NA,NA,LRRC42,relaxed,NA,LRRC42
OG0008815,NA,NA,NA,paml_selected,NA,NA,NA,NA,CMTM6
OG0008816,NA,NA,NA,paml_selected,NA,RNF10,relaxed,NA,RNF10
OG0008817,NA,NA,NA,paml_selected,NA,NHLRC2,relaxed,NA,NHLRC2
OG0008818,NA,NA,NA,NA,NA,C11orf24,relaxed,NA,C11orf24
OG0008820,NA,NA,NA,paml_selected,NA,SQSTM1,relaxed,NA,SQSTM1
OG0008821,NA,NA,NA,paml_selected,NA,PLA2G6,relaxed,NA,PLA2G6
OG0008823,NA,NA,NA,paml_selected,NA,CDADC1,relaxed,NA,CDADC1
OG0008824,NA,HLTF,intensified,NA,NA,NA,NA,NA,HLTF
OG0008825,NA,NA,NA,paml_selected,NA,NA,NA,NA,ZNF653
OG0008826,NA,NA,NA,paml_selected,NA,GBE1,relaxed,NA,GBE1
OG0008827,NA,NA,NA,NA,NA,ITGB8,relaxed,NA,ITGB8
OG0008828,NA,NA,NA,NA,NA,RNF26,relaxed,NA,RNF26
OG0008829,NA,CCDC58,intensified,paml_selected,NA,NA,NA,NA,CCDC58
OG0008830,NA,NA,NA,paml_selected,NA,NA,NA,NA,AGK
OG0008831,NA,NA,NA,NA,NA,DARS,relaxed,NA,DARS
OG0008834,NA,NA,NA,paml_selected,NA,NA,NA,NA,RWDD4
OG0008836,NA,NA,NA,paml_selected,NA,GOLGA3,relaxed,NA,GOLGA3
OG0008837,NA,NA,NA,paml_selected,NA,NA,NA,NA,SURF2
OG0008838,NA,NA,NA,paml_selected,NA,NA,NA,NA,PARP8
OG0008839,NA,NA,NA,NA,NA,MSANTD2,relaxed,NA,MSANTD2
OG0008840,NA,NA,NA,paml_selected,NA,NA,NA,NA,CLSPN
OG0008844,NA,NA,NA,NA,NA,RABL3,relaxed,NA,RABL3
OG0008846,NA,CCNDBP1,intensified,paml_selected,NA,NA,NA,NA,CCNDBP1
OG0008847,NA,NA,NA,paml_selected,NA,SDHA,relaxed,NA,SDHA
OG0008848,NA,NA,NA,paml_selected,NA,NA,NA,NA,SLC46A1
OG0008850,NA,NA,NA,paml_selected,NA,RPAP2,relaxed,NA,RPAP2
OG0008851,NA,NA,NA,NA,NA,SYT12,relaxed,NA,SYT12
OG0008853,NA,NA,NA,paml_selected,NA,NA,NA,NA,EXOSC10
OG0008854,NA,NA,NA,paml_selected,NA,TMEM194A,relaxed,NA,TMEM194A
OG0008855,NA,NA,NA,paml_selected,NA,NA,NA,NA,ALG2
OG0008856,NA,NA,NA,paml_selected,NA,FOSL2,relaxed,NA,FOSL2
OG0008857,NA,NA,NA,paml_selected,NA,CDC73,relaxed,NA,CDC73
OG0008858,NA,NA,NA,NA,NA,PHF6,relaxed,NA,PHF6
OG0008859,NA,GTPBP4,intensified,NA,NA,NA,NA,NA,GTPBP4
OG0008860,NA,NA,NA,paml_selected,NA,HYOU1,relaxed,NA,HYOU1
OG0008862,NA,NA,NA,NA,NA,C9orf78,relaxed,NA,C9orf78
OG0008863,NA,NA,NA,NA,NA,SLC35B1,relaxed,NA,SLC35B1
OG0008864,NA,GALNT5,intensified,NA,NA,NA,NA,NA,GALNT5
OG0008868,NA,NA,NA,NA,NA,SYCE2,relaxed,NA,SYCE2
OG0008872,NA,IFT27,intensified,NA,NA,NA,NA,NA,IFT27
OG0008876,NA,NA,NA,paml_selected,NA,NA,NA,NA,HEMK1
OG0008877,NA,NA,NA,paml_selected,NA,LMOD1,relaxed,NA,LMOD1
OG0008878,NA,NA,NA,NA,NA,IK,relaxed,NA,IK
OG0008879,NA,NA,NA,paml_selected,NA,NA,NA,NA,PIH1D3
OG0008881,NA,NA,NA,NA,NA,DBNDD1,relaxed,NA,DBNDD1
OG0008882,NA,NA,NA,NA,NA,KANSL3,relaxed,NA,KANSL3
OG0008883,NA,NA,NA,paml_selected,NA,NA,NA,NA,TRMT2A
OG0008884,NA,NA,NA,paml_selected,NA,TBC1D2B,relaxed,NA,TBC1D2B
OG0008886,NA,NA,NA,paml_selected,NA,NA,NA,NA,LCMT2
OG0008887,NA,NA,NA,paml_selected,NA,ENTPD1,relaxed,NA,ENTPD1
OG0008888,NA,SORBS3,intensified,paml_selected,NA,NA,NA,NA,SORBS3
OG0008891,NA,NA,NA,NA,NA,GFM1,relaxed,NA,GFM1
OG0008892,NA,NTPCR,intensified,NA,NA,NA,NA,NA,NTPCR
OG0008893,NA,NA,NA,NA,NA,C7orf25,relaxed,NA,C7orf25
OG0008894,NA,RAD52,intensified,paml_selected,NA,NA,NA,NA,RAD52
OG0008895,NA,ADCYAP1,intensified,paml_selected,NA,NA,NA,NA,ADCYAP1
OG0008897,NA,BUB1,intensified,paml_selected,NA,NA,NA,NA,BUB1
OG0008898,NA,NA,NA,NA,NA,DEPDC1B,relaxed,NA,DEPDC1B
OG0008899,NA,NA,NA,NA,NA,PSPH,relaxed,NA,PSPH
OG0008900,NA,RTTN,intensified,paml_selected,NA,NA,NA,NA,RTTN
OG0008901,NA,NA,NA,paml_selected,NA,FRRS1L,relaxed,NA,FRRS1L
OG0008902,NA,NA,NA,paml_selected,NA,DACT1,relaxed,NA,DACT1
OG0008903,NA,KIAA1328,intensified,paml_selected,NA,NA,NA,NA,KIAA1328
OG0008904,NA,NA,NA,paml_selected,NA,MCM4,relaxed,NA,MCM4
OG0008906,NA,NA,NA,paml_selected,NA,NA,NA,NA,NUPL1
OG0008907,NA,NA,NA,NA,NA,SLITRK6,relaxed,NA,SLITRK6
OG0008908,NA,NA,NA,NA,NA,ZMAT5,relaxed,NA,ZMAT5
OG0008909,NA,NA,NA,paml_selected,NA,NA,NA,NA,TUBD1
OG0008910,NA,NA,NA,paml_selected,NA,ABCF3,relaxed,NA,ABCF3
OG0008911,NA,NA,NA,paml_selected,NA,YDJC,relaxed,NA,YDJC
OG0008912,NA,NA,NA,paml_selected,NA,RAPSN,relaxed,NA,RAPSN
OG0008913,NA,PDSS2,intensified,paml_selected,NA,NA,NA,NA,PDSS2
OG0008914,NA,NA,NA,paml_selected,NA,NA,NA,NA,DAO
OG0008915,NA,NA,NA,NA,NA,CDR2,relaxed,NA,CDR2
OG0008916,NA,NA,NA,paml_selected,NA,NA,NA,NA,C5orf34
OG0008917,NA,NA,NA,NA,NA,CCDC107,relaxed,NA,CCDC107
OG0008918,NA,NA,NA,NA,NA,MED27,relaxed,NA,MED27
OG0008920,NA,NA,NA,paml_selected,NA,NA,NA,NA,PTGES2
OG0008922,NA,ZNF839,intensified,paml_selected,NA,NA,NA,NA,ZNF839
OG0008924,NA,MAL2,intensified,paml_selected,NA,NA,NA,NA,MAL2
OG0008926,NA,NA,NA,paml_selected,NA,APLP1,relaxed,NA,APLP1
OG0008927,NA,NA,NA,NA,NA,DOT1L,relaxed,NA,DOT1L
OG0008928,NA,NA,NA,paml_selected,NA,FAM69C,relaxed,NA,FAM69C
OG0008929,NA,NA,NA,NA,NA,MKLN1,relaxed,NA,MKLN1
OG0008930,NA,DBR1,intensified,paml_selected,NA,NA,NA,NA,DBR1
OG0008933,NA,NA,NA,NA,NA,USP14,relaxed,NA,USP14
OG0008934,NA,NA,NA,paml_selected,NA,NA,NA,NA,PLEKHN1
OG0008935,NA,NA,NA,NA,NA,CSRP2BP,relaxed,NA,CSRP2BP
OG0008936,NA,NA,NA,paml_selected,NA,NA,NA,NA,TUT1
OG0008937,NA,NA,NA,paml_selected,NA,NA,NA,NA,KIAA2013
OG0008939,NA,CREG1,intensified,paml_selected,NA,NA,NA,NA,CREG1
OG0008940,NA,NA,NA,NA,NA,TTL,relaxed,NA,TTL
OG0008941,NA,NA,NA,NA,NA,XXYLT1,relaxed,NA,XXYLT1
OG0008943,NA,NA,NA,paml_selected,NA,PLXND1,relaxed,NA,PLXND1
OG0008944,NA,NA,NA,paml_selected,NA,TRIL,relaxed,NA,TRIL
OG0008945,NA,CCDC57,intensified,NA,NA,NA,NA,NA,CCDC57
OG0008947,NA,NA,NA,NA,NA,TTLL7,relaxed,NA,TTLL7
OG0008949,NA,NA,NA,NA,NA,CERKL,relaxed,NA,CERKL
OG0008950,NA,HAPLN3,intensified,NA,NA,NA,NA,NA,HAPLN3
OG0008951,NA,NA,NA,paml_selected,NA,NA,NA,NA,CWF19L2
OG0008952,NA,NA,NA,NA,NA,GATM,relaxed,NA,GATM
OG0008953,NA,NA,NA,NA,NA,VPS37D,relaxed,NA,VPS37D
OG0008954,NA,NA,NA,NA,NA,DDX1,relaxed,NA,DDX1
OG0008955,NA,NA,NA,NA,NA,PPM1E,relaxed,NA,PPM1E
OG0008956,NA,NA,NA,NA,NA,MTHFR,relaxed,NA,MTHFR
OG0008957,NA,NA,NA,paml_selected,NA,NA,NA,NA,LRCH1
OG0008958,NA,NA,NA,NA,NA,ZNF319,relaxed,NA,ZNF319
OG0008959,NA,NA,NA,paml_selected,NA,MINA,relaxed,NA,MINA
OG0008960,NA,NA,NA,paml_selected,NA,NA,NA,NA,HMHA1
OG0008962,NA,NA,NA,paml_selected,NA,MMP2,relaxed,NA,MMP2
OG0008964,NA,NA,NA,paml_selected,NA,NA,NA,NA,CFAP36
OG0008966,NA,NA,NA,NA,NA,TRUB1,relaxed,NA,TRUB1
OG0008967,NA,NA,NA,paml_selected,NA,NYAP2,relaxed,NA,NYAP2
OG0008968,NA,NA,NA,NA,NA,SLITRK2,relaxed,NA,SLITRK2
OG0008969,NA,NA,NA,NA,NA,C12orf4,relaxed,NA,C12orf4
OG0008970,NA,SMYD4,intensified,paml_selected,NA,NA,NA,NA,SMYD4
OG0008971,NA,NA,NA,paml_selected,NA,NA,NA,NA,ALG5
OG0008972,NA,NA,NA,NA,NA,CPSF2,relaxed,NA,CPSF2
OG0008973,NA,NA,NA,NA,NA,WFDC1,relaxed,NA,WFDC1
OG0008975,NA,NA,NA,NA,NA,RNF214,relaxed,NA,RNF214
OG0008976,NA,NA,NA,paml_selected,NA,NA,NA,NA,C3orf18
OG0008977,NA,ALG3,intensified,paml_selected,NA,NA,NA,NA,ALG3
OG0008978,NA,FAM35A,intensified,paml_selected,NA,NA,NA,NA,FAM35A
OG0008979,NA,NA,NA,paml_selected,NA,NA,NA,NA,MIER2
OG0008981,NA,NA,NA,paml_selected,NA,NA,NA,NA,METTL10
OG0008982,NA,NA,NA,NA,NA,FOXP1,relaxed,NA,FOXP1
OG0008983,NA,NA,NA,NA,NA,TMEM35,relaxed,NA,TMEM35
OG0008984,NA,NA,NA,NA,NA,PLEKHA8,relaxed,NA,PLEKHA8
OG0008985,NA,NA,NA,paml_selected,NA,RAVER1,relaxed,NA,RAVER1
OG0008986,NA,NA,NA,paml_selected,NA,NA,NA,NA,MYOT
