gene_symbol,OG_ID,analysis_absrel,analysis_relax_selection,analysis_paml,analysis_cafe_expanded,analysis_relax_relaxed,analysis_cafe_contracted,count_sel,count_rel,condition,TargetSpecies_Count,Reference_Count
PLEKHA7,OG0004962,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
PLEKHG1,OG0007691,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
PLEKHG3,OG0005637,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
PLEKHH3,OG0011339,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
PLEKHM2,OG0009388,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
PLEKHN1,OG0008934,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
PLEKHS1,OG0004718,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
PLK4,OG0009286,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
PLXND1,OG0008943,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
PM20D1,OG0007677,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
PMF1-BGLAP,OG0010285,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
PMS1,OG0011338,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
PNISR,OG0005565,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
PNKD,OG0010521,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
PNN,OG0007222,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
PNPLA4,OG0006329,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
PODXL,OG0010182,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
POF1B,OG0007589,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
POLD3,OG0011161,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
POLD4,OG0010576,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
POLE2,OG0008257,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
POLG,OG0010304,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
POLG2,OG0009979,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
POLI,OG0011851,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
POLR1A,OG0005380,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
POLR2A,OG0010590,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
POLR3A,OG0007896,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
POLR3B,OG0007006,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
POLR3G,OG0011113,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
POMK,OG0007370,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
POP1,OG0006151,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
POP4,OG0010689,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
PORCN,OG0004245,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
POSTN,OG0005691,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
POU2AF1,OG0011735,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
POU2F2,OG0006012,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
POU2F3,OG0009129,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
PP2D1,OG0012100,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
PPCS,OG0011721,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
PPFIBP2,OG0007958,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
PPIE,OG0008434,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
PPIG,OG0006609,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
PPIL2,OG0005347,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
PPL,OG0007944,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
PPM1G,OG0005915,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
PPP1R13L,OG0010610,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
PPP1R15A,OG0007683,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
PPP1R15B,OG0004538,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
PPP1R17,OG0011885,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
PPP1R26,OG0010456,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
PPP1R35,OG0011075,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
PPP1R9B,OG0004744,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
PPP4R4,OG0011115,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
PPP5C,OG0010389,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
PPT1,OG0007109,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
PPT2,OG0004715,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
PQBP1,OG0008703,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
PQLC3,OG0009212,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
PRCC,OG0006062,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
PRDM10,OG0008786,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
PRDM5,OG0009374,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
PREPL,OG0008769,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
PRIM1,OG0010168,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
PRIMA1,OG0009859,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
PRIMPOL,OG0005285,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
PRKCE,OG0003813,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
PRKCH,OG0007585,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
PRKCQ,OG0010627,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
PRKCSH,OG0005143,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
PRMT6,OG0012115,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
PRMT7,OG0007916,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
PRODH,OG0004432,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
PROP1,OG0007457,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
PROS1,OG0010812,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
PROSC,OG0007539,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
PRPF38B,OG0008022,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
PRR18,OG0012038,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
PRR19,OG0010093,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
PRRC2B,OG0004887,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
PRRC2C,OG0004354,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
PRRT4,OG0007466,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
PRSS56,OG0012171,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
PRUNE,OG0004366,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
PSMA3,OG0005760,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
PSMC4,OG0008200,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
PSMD13,OG0005165,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
PSMD5,OG0010059,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
PSMG4,OG0008145,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
PSTPIP1,OG0005746,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
PSTPIP2,OG0010577,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
PTGES2,OG0008920,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
PTGFRN,OG0010813,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
PTK6,OG0012047,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
PTPMT1,OG0010654,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
PTPN9,OG0004405,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
PTPRA,OG0008575,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
PTPRE,OG0007294,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
PTPRQ,OG0005355,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
PTRH1,OG0008073,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
PTTG1,OG0005528,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
PUF60,OG0006316,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
PUS7L,OG0008744,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
PUSL1,OG0011984,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
PVRL1,OG0004258,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
PVRL4,OG0008091,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
PWP2,OG0010063,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
PWWP2A,OG0007347,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
PYCRL,OG0008768,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
PYROXD2,OG0008534,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
QRSL1,OG0010152,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
QSER1,OG0009487,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
QTRTD1,OG0008738,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
R3HDM4,OG0011237,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
RAB11FIP4,OG0004016,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RAB11FIP5,OG0009709,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RAB24,OG0009433,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
RAB33B,OG0003620,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RABEPK,OG0008739,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RABGGTA,OG0009914,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RABL2B,OG0004350,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
RABL6,OG0005539,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RACGAP1,OG0003690,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
RAD17,OG0011184,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RAD21L1,OG0012175,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
RAD54L2,OG0006471,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
RAI2,OG0007277,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
RALGAPB,OG0009279,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
RANBP3,OG0007067,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
RANBP3L,OG0010703,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RAPGEF1,OG0004439,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
RAPSN,OG0008912,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
RASA1,OG0007355,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
RASA4,OG0010658,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RASAL3,OG0006875,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RASSF3,OG0011326,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RAVER1,OG0008985,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
RAVER2,OG0007801,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
RBBP5,OG0007467,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
RBBP8NL,OG0010669,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RBKS,OG0009661,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
RBM11,OG0011728,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RBM12,OG0011825,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
RBM15,OG0007946,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
RBM19,OG0008679,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RBM20,OG0009120,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
RBM28,OG0004621,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RBM33,OG0004298,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
RBM41,OG0011340,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RBP3,OG0010609,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
RCCD1,OG0005348,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
RCOR1,OG0010290,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RDM1,OG0009750,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
REC114,OG0011562,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RECQL5,OG0009148,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RELL2,OG0011516,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RENBP,OG0010043,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
REP15,OG0006888,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
REPS2,OG0010685,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
REV3L,OG0003930,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
REXO4,OG0011963,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
REXO5,OG0010668,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
RFC3,OG0007530,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
RFK,OG0004120,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RFTN2,OG0010713,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RFX5,OG0007087,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RGL2,OG0009121,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RGP1,OG0011637,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
RGS14,OG0005044,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
RGS7BP,OG0004750,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
RHBDD2,OG0004022,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
RHCE,OG0010622,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RHNO1,OG0008239,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RHOBTB3,OG0008669,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
RICTOR,OG0005655,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
RIF1,OG0007989,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RILPL2,OG0004365,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RIMS4,OG0006932,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
RLBP1,OG0004309,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RLF,OG0006447,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
RMI1,OG0009739,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RMND1,OG0010335,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
RNASEH1,OG0005159,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
RNF10,OG0008816,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
rnf130,OG0006934,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RNF151,OG0011389,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RNF180,OG0006048,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RNF19B,OG0003568,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
RNF208,OG0011688,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
RNF212B,OG0009665,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RNF215,OG0011086,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RNF216,OG0004947,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RNF222,OG0010210,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RNF34,OG0004064,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
RNF43,OG0010604,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RNLS,OG0011027,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RNPC3,OG0009948,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
ROGDI,OG0008298,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
RPA1,OG0004703,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RPAP1,OG0010264,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RPAP2,OG0008850,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
RPF2,OG0004553,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RPH3AL,OG0010853,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RPL14,OG0004581,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RPL18A,OG0003754,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
RPL35,OG0003744,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
RPN1,OG0005977,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RPP30,OG0009777,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RPP38,OG0008184,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RPRD2,OG0003645,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RPS16,OG0004601,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RPS6KC1,OG0007869,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
RPUSD4,OG0007219,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RRBP1,OG0004881,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RREB1,OG0007959,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RRP12,OG0006625,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RRP15,OG0006222,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
RSF1,OG0006276,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RSPH1,OG0005085,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RSPH10B,OG0004495,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RSPH9,OG0006783,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RSPO4,OG0011740,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
RTCA,OG0007924,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
RTCB,OG0006646,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
RTDR1,OG0009874,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RTEL1,OG0007878,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RTN2,OG0004052,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RUFY3,OG0008734,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
RUFY4,OG0012158,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RUNDC3A,OG0006063,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
RUSC1,OG0011150,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RWDD2A,OG0012650,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RWDD4,OG0008834,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
RYK,OG0007042,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
S1PR4,OG0005736,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SAAL1,OG0006445,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SALL2,OG0012701,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SALL4,OG0005037,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SAMD10,OG0006273,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SAMD14,OG0008388,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SAMD8,OG0007107,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
SAP130,OG0003868,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SARDH,OG0006394,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SARS2,OG0006330,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SART3,OG0010490,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SASS6,OG0003920,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SBNO2,OG0005460,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SCAP,OG0006043,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SCARA3,OG0011328,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SCARA5,OG0004850,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SCARF1,OG0006443,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SCCPDH,OG0005416,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SCEL,OG0004002,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SCFD2,OG0004349,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SCGN,OG0005136,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
SCML4,OG0011279,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SCN4B,OG0005402,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SCNN1G,OG0011936,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SCP2,OG0008632,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SCYL1,OG0007901,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SDC4,OG0007583,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SDE2,OG0004238,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
SDF4,OG0009337,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SDHA,OG0008847,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SDHAF2,OG0006958,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SDPR,OG0009419,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SDR39U1,OG0008247,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SEC16A,OG0008775,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SEC22A,OG0009316,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SEC61B,OG0011884,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
SEC62,OG0009175,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SECISBP2,OG0006355,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
SECISBP2L,OG0007975,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SEMA4B,OG0006268,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SEMA4F,OG0005201,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SEMA6A,OG0009005,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SENP5,OG0006615,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SERBP1,OG0004287,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SERINC4,OG0012310,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SERINC5,OG0009946,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SERPINE3,OG0011942,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
SERPINF1,OG0008319,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SETD3,OG0007113,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
SETD8,OG0003534,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
SF1,OG0011331,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SF3B1,OG0007954,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SF3B4,OG0008196,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SFR1,OG0009516,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
SFRP2,OG0007842,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SFXN4,OG0012112,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SGCA,OG0011661,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SGCE,OG0006954,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SGK3,OG0008995,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SGOL1,OG0004862,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SGOL2,OG0006473,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SGPL1,OG0006078,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SGPP1,OG0006580,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
SGSH,OG0005842,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SH2D3C,OG0011550,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SH3BP2,OG0008336,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SH3PXD2A,OG0005631,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SH3PXD2B,OG0005632,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SH3TC1,OG0005371,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SHC3,OG0010445,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SHCBP1,OG0007332,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SHCBP1L,OG0012145,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SHD,OG0004602,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SHE,OG0008720,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SHF,OG0008674,NA,intensified,NA,NA,NA,NA,1,0,NA,0,0
SHISA3,OG0010009,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
SHISA5,OG0008042,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SHPK,OG0011822,NA,NA,paml_selected,NA,NA,NA,1,0,NA,0,0
SHPRH,OG0009498,NA,NA,paml_selected,NA,relaxed,NA,1,1,NA,0,0
