OG	gene_symbol
OG0015174	TCHHL1
OG0015175	GSDMB
OG0015176	Bpifb5
OG0015177	IL3
OG0015178	ZNF549
OG0015179	COX8C
OG0015181	ZNF614
OG0015182	UBQLNL
OG0015183	C20orf144
OG0015184	IGSF23
OG0015185	-
OG0015186	PRSS46
OG0015187	-
OG0015188	Sval1
OG0015189	SPINK13
OG0015191	ZNF311
OG0015192	PNLIPRP3
OG0015193	AU018091
OG0015194	TRIM31
OG0015195	ZSCAN9
OG0015196	ZNF514
OG0015197	Sirpb1
OG0015198	ZNF891
OG0015200	ZNF227
OG0015201	CEACAM18
OG0015202	NLRP8
OG0015203	SPINK8
OG0015204	ZNF619
OG0015205	DEFB114
OG0015206	ERV3-1
OG0015207	CUZD1
OG0015208	-
OG0015209	PPFIA1
OG0015210	-
OG0015211	ZNF77
OG0015212	PRB1
OG0015213	DEFB134
OG0015214	Prss51
OG0015215	GCNT3
OG0015218	-
OG0015219	GBP1
OG0015220	-
OG0015221	VWA5A
OG0015222	GP2
OG0015223	-
OG0015227	-
OG0015229	-
OG0015232	-
OG0015233	-
OG0015235	rhag
OG0015238	TRO
OG0015239	DEFB135
OG0015240	LCE6A
OG0015241	-
OG0015242	ABCG2
OG0015243	TGIF2LX
OG0015244	Adam4
OG0015245	MRGPRE
OG0015246	SMLR1
OG0015247	-
OG0015248	-
OG0015249	-
OG0015250	TRIML1
OG0015251	-
OG0015252	-
OG0015253	-
OG0015254	ZNF510
OG0015255	C2orf15
OG0015257	Erv3
OG0015258	-
OG0015260	-
OG0015263	-
OG0015265	-
OG0015266	CD7
OG0015267	-
OG0015268	-
OG0015269	aebp1
OG0015272	-
OG0015274	-
OG0015275	-
OG0015278	DNAH9
OG0015279	-
OG0015281	ZACN
OG0015284	-
OG0015285	MYO3A
OG0015286	-
OG0015287	-
OG0015290	VCX2
OG0015292	-
OG0015293	ZMYM1
OG0015294	A2M
OG0015297	-
OG0015298	-
OG0015300	DPEP2
OG0015301	MAGEB1
OG0015308	VSTM2B
OG0015316	CLDN15
OG0015318	ALPL
OG0015319	-
OG0015321	PPAP2A
OG0015324	SLC6A8
OG0015325	-
OG0015333	-
OG0015336	NNMT
OG0015338	ATP13A5
OG0015340	-
OG0015344	CARM1
OG0015350	NXPE4
OG0015353	NXPE1
OG0015355	PRL
OG0015356	N4BP1
OG0015357	-
OG0015358	-
OG0015359	-
OG0015360	ZFP2
OG0015362	C1GALT1
OG0015363	-
OG0015364	-
OG0015366	-
OG0015367	-
OG0015369	-
OG0015370	-
OG0015371	-
OG0015374	-
OG0015375	NLRP12
OG0015376	DFNA5
OG0015377	TRAV4
OG0015379	URB1
OG0015381	-
OG0015382	-
OG0015383	-
OG0015384	-
OG0015385	LCN9
OG0015387	-
OG0015388	tmem86b
OG0015389	-
OG0015390	-
OG0015392	-
OG0015393	HCK
OG0015395	TAS1R2
OG0015396	-
OG0015397	-
OG0015399	-
OG0015400	F10
OG0015402	-
OG0015403	-
OG0015405	OVOL1
OG0015408	ITGAM
OG0015410	-
OG0015411	PCDHGA6
OG0015412	-
OG0015413	VAV2
OG0015414	-
OG0015416	-
OG0015417	SPNS3
OG0015418	NBEA
OG0015421	LAMA3
OG0015422	-
OG0015423	CACNA1F
OG0015424	-
OG0015425	NEB
OG0015426	-
OG0015427	CPLX3
OG0015428	-
OG0015429	kiss2
OG0015431	-
OG0015432	-
OG0015435	CACNA1B
OG0015436	capn12
OG0015437	EEF1A1
OG0015438	DNM2
OG0015439	FSBP
OG0015440	-
OG0015441	CD5L
OG0015442	MYPOP
OG0015443	STK39
OG0015444	DNAH1
OG0015445	DNAH7
OG0015448	-
OG0015449	DPF1
OG0015450	-
OG0015451	-
OG0015452	GIN1
OG0015454	ACTN2
OG0015456	-
OG0015457	STAG2
OG0015458	MYBPC1
OG0015460	-
OG0015461	-
OG0015462	EVI5L
OG0015464	ALDH2
OG0015465	c3
OG0015466	-
OG0015467	-
OG0015468	-
OG0015470	-
OG0015471	-
OG0015472	-
OG0015475	CC2D1A
OG0015476	WNK3
OG0015477	GBP1
OG0015478	-
OG0015479	-
OG0015481	-
OG0015482	-
OG0015484	-
OG0015485	SMARCA4
OG0015488	SPTBN1
OG0015489	-
OG0015491	-
OG0015492	-
OG0015493	-
OG0015494	AGFG2
OG0015495	-
OG0015497	-
OG0015498	MYBPC2
OG0015500	PTPRM
OG0015503	-
OG0015505	apn-1
OG0015506	-
OG0015507	-
OG0015508	CACNA1C
OG0015509	NEFL
OG0015512	-
OG0015513	-
OG0015515	ATP13A5
OG0015517	-
OG0015518	-
OG0015519	MED13L
OG0015521	-
OG0015522	-
OG0015523	TLDC2
OG0015524	HLA-DPB1
OG0015525	-
OG0015526	TLN2
OG0015527	SOAT2
OG0015528	-
OG0015529	-
OG0015530	-
OG0015531	-
OG0015532	RAPGEF2
OG0015533	-
OG0015534	-
OG0015535	-
OG0015536	-
OG0015537	JUND
OG0015539	-
OG0015540	-
OG0015541	PLIN3
OG0015542	EEF1A1
OG0015543	C5
OG0015545	-
OG0015546	-
OG0015547	EYS
OG0015548	CA4
OG0015549	-
OG0015550	Apon
OG0015551	SMCP
OG0015552	ZNF404
OG0015553	Defb33
OG0015554	SPACA7
OG0015555	Glycam1
OG0015556	Pga5
OG0015557	AZU1
OG0015558	RNASE1
OG0015559	ZNF175
OG0015560	ZNF132
OG0015561	-
OG0015562	Klre1
OG0015563	MUC7
OG0015564	TRIM52
OG0015565	DEFB132
OG0015567	TRIM4
OG0015568	ZNF554
OG0015569	-
OG0015570	Dynap
OG0015571	MUC6
OG0015572	YBX3
OG0015573	ZNF674
OG0015574	-
OG0015575	ZNF529
OG0015576	ZNF114
OG0015577	EDDM13
OG0015578	DPRX
OG0015579	-
OG0015580	MYADM
OG0015581	ANKRD7
OG0015582	DEFB133
OG0015583	DEFB108B
OG0015584	-
OG0015585	-
OG0015587	-
OG0015588	-
OG0015589	-
OG0015590	-
OG0015591	DEFB131
OG0015593	-
OG0015597	-
OG0015599	-
OG0015602	HIST1H1B
OG0015603	PACS1
OG0015604	-
OG0015605	-
OG0015606	COL10A1
OG0015608	-
OG0015611	-
OG0015612	SNX10
OG0015613	-
OG0015614	-
OG0015615	-
OG0015616	-
OG0015617	EID2B
OG0015618	SPATA31E1
OG0015619	SPRR2G
OG0015621	ZNF266
OG0015622	Bpifb9a
OG0015623	RIMS1
OG0015624	ERVFRD-1
OG0015625	-
OG0015626	ZNF232
OG0015627	LUZP4
OG0015628	COL6A6
OG0015629	-
OG0015630	PNPLA6
OG0015631	-
OG0015632	-
OG0015633	HAUS5
OG0015634	-
OG0015635	-
OG0015636	A2M
OG0015637	c3
OG0015638	KLK7
OG0015639	-
OG0015640	CYP4F8
OG0015641	A2M
OG0015642	TIGD7
OG0015643	ZNF662
OG0015644	ZNF500
OG0015645	CPXCR1
OG0015646	ZNF577
OG0015647	CDRT15L2
OG0015648	FAM231C
OG0015649	ANKRD7
OG0015650	DEFB104A
OG0015651	-
OG0015652	GPRASP1
OG0015653	PNMAL1
OG0015654	ANKRD7
OG0015655	-
OG0015656	NACA
OG0015657	ZFP69B
OG0015658	UTRN
OG0015661	ZSCAN18
OG0015662	Gm266
OG0015663	SHH
OG0015664	-
OG0015665	-
OG0015666	26-29-p
OG0015667	OR51J1
OG0015668	-
OG0015669	-
OG0015670	nekl-2
OG0015671	-
OG0015672	-
OG0015673	F2R
OG0015674	VPE
OG0015675	-
OG0015676	CHST12
OG0015678	-
OG0015679	-
OG0015682	-
OG0015683	-
OG0015684	-
OG0015685	fam13c
OG0015687	-
OG0015688	-
OG0015689	SOD2
OG0015690	-
OG0015692	-
OG0015694	-
OG0015696	-
OG0015697	-
OG0015698	PTPRD
OG0015700	-
OG0015701	-
OG0015703	-
OG0015707	GMCL1
OG0015708	ZNF449
OG0015709	OR7G1
OG0015710	OR7G1
OG0015711	snrpe
OG0015712	OR10A7
OG0015714	-
OG0015715	-
OG0015716	-
OG0015719	-
OG0015721	GTF2IRD2B
OG0015722	PCBP3
OG0015725	DMRTC1
OG0015730	BTN1A1
OG0015731	HSPA1L
OG0015734	phf11
OG0015735	MR1
OG0015736	ANXA6
OG0015737	MYH8
OG0015738	-
OG0015739	BRDT
OG0015740	ARAF
OG0015741	DOCK2
OG0015742	SULT1C2
OG0015743	ZNF287
OG0015744	-
OG0015748	CCNYL1
OG0015749	MAGEA11
OG0015764	-
OG0015765	-
OG0015767	TBC1D8B
OG0015768	RNGTT
OG0015773	-
OG0015778	CHKA
OG0015779	SORCS1
OG0015781	TTLL8
OG0015788	-
OG0015794	RRAGC
OG0015795	RNF38
OG0015800	-
OG0015806	-
OG0015807	FAM90A1
OG0015810	-
OG0015811	ZFP2
OG0015812	-
OG0015815	CACNA2D3
OG0015817	-
OG0015819	DENND5B
OG0015821	-
OG0015822	-
OG0015824	-
OG0015825	-
OG0015826	-
OG0015828	CEP250
OG0015830	LGI4
OG0015831	-
OG0015832	ELL2
OG0015833	-
OG0015834	HTR3C
OG0015836	GRIK5
OG0015837	kcnq1
OG0015838	ABCB4
OG0015839	SLCO2B1
OG0015840	-
OG0015841	-
OG0015842	NOTCH2
OG0015843	-
OG0015844	-
OG0015845	-
OG0015846	-
OG0015847	-
OG0015849	-
OG0015852	FCGBP
OG0015853	MUC5B
OG0015854	HERC1
OG0015855	DGKB
OG0015856	-
OG0015857	PLXNB3
OG0015858	-
OG0015859	DNAH9
OG0015863	KCNA7
OG0015864	KIAA1217
OG0015865	KCNG2
OG0015866	zag-1
OG0015867	-
OG0015868	CNTN5
OG0015870	-
OG0015871	BTBD17
OG0015872	-
OG0015873	TRIO
OG0015874	-
OG0015875	DNAJB1
OG0015876	-
OG0015877	CACNA1C
OG0015878	DNAH9
OG0015879	BicD
OG0015880	BicD
OG0015881	-
OG0015882	-
OG0015883	-
OG0015884	-
OG0015886	PCDHGA1
OG0015887	-
OG0015888	HS3ST3A1
OG0015889	PLXNA3
OG0015891	-
OG0015892	SYT5
OG0015893	-
OG0015894	FAM115A
OG0015895	-
OG0015896	-
OG0015897	-
OG0015899	-
OG0015900	MAP4K3
OG0015902	-
OG0015903	-
OG0015904	-
OG0015905	-
OG0015907	CACNA2D4
OG0015908	POLM
OG0015909	-
OG0015910	ATP1A2
OG0015911	-
OG0015912	PARP12
OG0015914	-
OG0015915	GRIA2
OG0015916	-
OG0015917	PRKD2
OG0015919	PELI3
OG0015920	TPM3
OG0015921	-
OG0015922	DOCK2
OG0015923	SLC6A11
OG0015924	GRTP1
OG0015926	CP
OG0015927	ASPG
OG0015928	-
OG0015929	-
OG0015930	NLGN4X
OG0015933	-
OG0015934	CORO1A
OG0015935	-
OG0015936	LRP6
OG0015937	LRP5
OG0015938	-
OG0015943	HCFC1
OG0015944	-
OG0015945	EPHA6
OG0015946	-
OG0015947	ABCD1
OG0015948	ARHGAP27
OG0015949	vhp-1
OG0015950	-
OG0015951	-
OG0015952	EPB41L3
OG0015954	FGFR3
OG0015955	-
OG0015956	TMEM132A
OG0015959	L3MBTL1
OG0015960	NEDD4
OG0015961	-
OG0015962	GPT
OG0015964	-
OG0015965	ZSWIM5
OG0015966	UNC5A
OG0015967	-
OG0015968	TRIO
OG0015969	PDLIM5
OG0015970	TUBB4B
OG0015971	PRKCB
OG0015972	-
OG0015973	-
OG0015974	DNAH5
OG0015975	SRGAP2
OG0015976	SBF1
OG0015977	-
OG0015978	SELENOM
OG0015980	ENG
OG0015981	MYO5B
OG0015982	ABCA1
OG0015983	ACAP2
OG0015984	SLC4A5
OG0015985	TRHDE
OG0015986	-
OG0015987	-
OG0015988	ADCY6
OG0015989	HNRNPUL1
OG0015990	-
OG0015991	HK2
OG0015992	PALM3
OG0015993	MGAT2
OG0015994	HJURP
OG0015995	KMT2B
OG0015996	GNAO1
OG0015997	PTPRD
OG0015998	RBM6
OG0015999	-
OG0016000	ATP11B
OG0016004	LRP1B
OG0016005	TLN2
OG0016007	TBC1D12
OG0016008	ANK2
OG0016009	COL4A4
OG0016012	-
OG0016013	C2orf72
OG0016014	-
OG0016016	-
OG0016017	BCR
OG0016018	-
OG0016019	-
OG0016021	-
OG0016023	OVGP1
OG0016024	koi
OG0016025	-
OG0016026	ZSCAN23
OG0016027	-
OG0016028	-
OG0016029	-
OG0016030	-
OG0016031	MEIS3
OG0016032	TNK1
OG0016033	-
OG0016035	GPR119
OG0016037	-
OG0016038	-
OG0016039	SIRPB1
OG0016040	-
OG0016042	-
OG0016043	CDC42BPG
OG0016044	-
OG0016045	PAGE4
OG0016046	PPP6R1
OG0016047	-
OG0016048	-
OG0016049	-
OG0016050	SMIM2
OG0016052	ZIM2
OG0016053	ZNF587B
OG0016054	Slc6a16
OG0016055	NLRP13
OG0016056	C17orf47
OG0016057	-
OG0016058	TCL1B
OG0016059	-
OG0016060	-
OG0016061	ZNF705D
OG0016063	Fndc3c1
OG0016065	NPAP1
OG0016067	ERVW-1
OG0016068	CSMD3
OG0016069	-
OG0016070	BTN1A1
OG0016075	-
OG0016076	-
OG0016077	-
OG0016078	-
OG0016080	-
OG0016081	-
OG0016082	TYR
OG0016083	-
OG0016084	-
OG0016085	-
OG0016087	LOXL3
OG0016089	-
OG0016090	-
OG0016091	SIGLEC15
OG0016094	-
OG0016095	-
OG0016097	-
OG0016098	CYP2W1
OG0016103	-
OG0016105	ARGFX
OG0016106	SYNGAP1
OG0016108	GRM1
OG0016109	ZNF717
OG0016110	Lcn11
OG0016112	ANGPT4
OG0016113	ANO2
OG0016114	TUBB3
OG0016115	-
OG0016116	USP4
OG0016117	-
OG0016118	-
OG0016119	NNMT
OG0016120	-
OG0016121	-
OG0016122	DPP6
OG0016123	-
OG0016124	-
OG0016125	-
OG0016126	-
OG0016127	PLEC
OG0016128	ABCB5
OG0016129	-
OG0016130	FOXK2
OG0016133	HCN1
OG0016134	-
OG0016135	-
OG0016136	PLXNA3
OG0016137	C22orf29
OG0016138	PRAMEF12
OG0016139	ZNF222
OG0016140	IL31
OG0016141	PABPC4
OG0016142	CCNI2
OG0016143	ZNF334
OG0016144	DEFB119
OG0016146	MAGEB6
OG0016147	NANOGNB
OG0016148	ZNF233
OG0016149	ANKRD7
OG0016150	GOLGA2
OG0016151	PCDHA6
OG0016152	DOCK3
OG0016153	GOLGA2
OG0016154	ZNF544
OG0016155	AGAP1
OG0016156	IGF2BP3
OG0016157	-
OG0016158	-
OG0016159	-
OG0016160	TRIM63
OG0016161	-
OG0016162	-
OG0016163	-
OG0016164	SIRPD
OG0016165	tnfsf11
OG0016166	-
OG0016167	-
OG0016168	-
OG0016169	-
OG0016170	-
OG0016171	-
OG0016172	-
OG0016173	-
OG0016174	-
OG0016175	-
OG0016178	-
OG0016179	-
OG0016180	-
OG0016181	-
OG0016184	-
OG0016188	NUGGC
OG0016189	rgl3
OG0016190	CYTH2
OG0016191	-
OG0016192	-
OG0016193	-
OG0016195	MAP7D1
OG0016196	-
OG0016197	-
OG0016198	-
OG0016199	SCP2
OG0016200	B3GNT8
OG0016201	-
OG0016202	-
OG0016203	-
OG0016204	-
OG0016205	CREM
OG0016206	ESX1
OG0016209	TRIM7
OG0016210	-
OG0016211	-
OG0016213	-
OG0016214	-
OG0016215	-
OG0016216	SPATA31E1
OG0016217	HAP1
OG0016218	OR7G1
OG0016219	-
OG0016220	-
OG0016221	-
OG0016224	-
OG0016228	WTAP
OG0016229	Zfp955a
OG0016230	C12orf71
OG0016232	-
OG0016233	FAM236B
OG0016234	-
OG0016235	-
OG0016236	-
OG0016238	-
OG0016239	-
OG0016240	TMCC1
OG0016242	-
OG0016243	-
OG0016244	ALDH2
OG0016248	KLK7
OG0016249	UBA52
OG0016250	AKR1C4
OG0016253	RNF39
OG0016254	RBPJ
OG0016255	A2M
OG0016257	-
OG0016258	UNC45B
OG0016259	ZSWIM4
OG0016262	IGF2BP1
OG0016264	SPEN
OG0016266	DNTT
OG0016268	-
OG0016269	CLIC5
OG0016271	ANO5
OG0016273	-
OG0016278	PTPRJ
OG0016279	GRM6
OG0016282	-
OG0016283	GRIN3A
OG0016284	F10
OG0016287	HIST1H2BA
OG0016295	FGF4
OG0016303	CNTNAP5
OG0016304	LDHA
OG0016309	MR1
OG0016312	-
OG0016314	ABCG2
OG0016315	Zfp869
OG0016317	Rhox11
OG0016319	ZNF878
OG0016320	CYP4B1
OG0016321	-
OG0016322	PPBP
OG0016323	-
OG0016327	PARP12
OG0016328	CTSG
OG0016329	GIMAP7
OG0016330	-
OG0016331	-
OG0016332	-
OG0016333	-
OG0016334	FUT9
OG0016336	LRRC37B
OG0016337	-
OG0016341	GRIN3A
OG0016342	ITGAL
OG0016343	DNAH5
OG0016344	CSMD3
OG0016345	-
OG0016348	PDIA2
OG0016354	SLC5A6
OG0016355	-
OG0016357	-
OG0016358	-
OG0016359	-
OG0016360	TRPC7
OG0016361	-
OG0016362	-
OG0016363	-
OG0016364	-
OG0016365	TRAF1
OG0016366	ITGAL
OG0016371	-
OG0016372	-
OG0016373	-
OG0016374	RYR1
OG0016375	HERC6
OG0016376	-
OG0016377	GABRB1
OG0016378	-
OG0016379	BMP1
OG0016382	-
OG0016383	FMN2
OG0016385	-
OG0016387	-
OG0016388	CHRNG
OG0016389	HTT
OG0016390	-
OG0016391	VPS13C
OG0016392	SAMD9L
OG0016393	-
OG0016395	-
OG0016397	-
OG0016400	ALDH3A2
OG0016401	-
OG0016402	-
OG0016403	LAMA3
OG0016404	CACNA1F
OG0016405	CRHR2
OG0016407	BTBD16
OG0016408	ZNF804B
OG0016409	LRFN3
OG0016411	MYH11
OG0016413	IQCA1
OG0016414	-
OG0016415	KCNC1
OG0016417	-
OG0016418	STAB2
OG0016420	SCUBE1
OG0016421	-
OG0016422	-
OG0016423	-
OG0016424	TBRG4
OG0016425	-
OG0016427	sbk2
OG0016428	-
OG0016430	-
OG0016431	PAPPA
OG0016433	GSK3B
OG0016434	HOXA2
OG0016435	LHCGR
OG0016436	TRIM9
OG0016437	MKL1
OG0016438	MYO9A
OG0016441	GRIK5
OG0016443	PPP1R18
OG0016444	CDH12
OG0016446	ICE1
OG0016448	CNTNAP2
OG0016449	DOC2B
OG0016451	PLG
OG0016452	-
OG0016453	-
OG0016454	ATP2A3
OG0016455	SCN5A
OG0016456	SCN4A
OG0016457	-
OG0016459	MICAL1
OG0016460	IGF2BP3
OG0016462	-
OG0016464	DIP2A
OG0016466	CKM
OG0016467	-
OG0016470	-
OG0016471	PBX3
OG0016472	CHD5
OG0016473	CAMK2B
OG0016474	CLSTN3
OG0016475	SLC6A8
OG0016477	XKR6
OG0016478	-
OG0016479	KCNH7
OG0016480	-
OG0016481	ITPR3
OG0016482	ZNF462
OG0016485	ECEL1
OG0016486	GRM3
OG0016487	HSPA8
OG0016488	HSPA12B
OG0016489	PRDM12
OG0016490	MAST1
OG0016491	-
OG0016492	PER2
OG0016494	-
OG0016495	-
OG0016496	MACF1
OG0016497	RPS6KA4
OG0016499	-
OG0016500	-
OG0016501	PPP2R2C
OG0016502	-
OG0016504	-
OG0016506	UNC13C
OG0016507	KDM5B
OG0016508	-
OG0016510	capn5
OG0016511	-
OG0016512	-
OG0016513	-
OG0016514	-
OG0016516	RYR1
OG0016518	-
OG0016519	-
OG0016520	GPT
OG0016521	PKN2
OG0016522	LTBP1
OG0016523	WNK2
OG0016524	-
OG0016525	CLCN2
OG0016526	SHANK2
OG0016527	ADAMTS14
OG0016528	TGM1
OG0016530	SIN3B
OG0016531	SIN3A
OG0016532	ATP9A
OG0016534	CDK16
OG0016535	MYH10
OG0016536	LOXL4
OG0016537	SLC7A2
OG0016538	PNPLA7
OG0016539	LIPI
OG0016540	LPIN1
OG0016543	RBBP4
OG0016544	-
OG0016546	PARP14
OG0016548	TENM4
OG0016549	-
OG0016550	-
OG0016551	DOCK9
OG0016552	DAPK2
OG0016553	TJP3
OG0016554	TENM1
OG0016555	-
OG0016557	-
OG0016558	HK3
OG0016559	PKN2
OG0016561	RAMP2
OG0016562	DSCAML1
OG0016563	SEPN1
OG0016564	KIF26A
OG0016565	-
OG0016566	ELMO1
OG0016567	RIN2
OG0016569	HIPK2
OG0016571	FLNB
OG0016575	DOCK3
OG0016576	KIF21A
OG0016577	FLNC
OG0016579	-
OG0016580	-
OG0016582	ST13
OG0016583	-
OG0016584	FOXS1
OG0016586	MCTP1
OG0016587	-
OG0016589	-
OG0016590	-
OG0016591	SORCS2
OG0016592	HS6ST3
OG0016593	IRF7
OG0016594	CRY1
OG0016595	-
OG0016596	AOC3
OG0016597	-
OG0016599	HTT
OG0016601	-
OG0016602	EYS
OG0016603	-
OG0016604	HES7
OG0016605	-
OG0016607	RNF39
OG0016608	RPS6KA2
OG0016609	RALGDS
OG0016610	EPS15
OG0016611	-
OG0016612	-
OG0016613	ACSM1
OG0016614	KRT4
OG0016616	PNLIPRP3
OG0016617	TNS3
OG0016618	EYS
OG0016619	-
OG0016621	-
OG0016622	ATP13A5
OG0016623	-
OG0016624	-
OG0016625	RNF223
OG0016626	-
OG0016627	-
OG0016628	PCTP
OG0016629	-
OG0016630	KLRF2
OG0016631	LOR
OG0016632	LCE1A
OG0016633	SERPINA14
OG0016634	SPINT3
OG0016636	-
OG0016637	FBXO27
OG0016638	-
OG0016639	-
OG0016640	H2BFWT
OG0016641	RABGAP1L
OG0016642	GPR32
OG0016643	LUZP6
OG0016644	FAM209B
OG0016645	-
OG0016646	C10orf62
OG0016647	LAMB2
OG0016648	-
OG0016649	FBXO27
OG0016650	FBXO27
OG0016652	-
OG0016653	LBHD1
OG0016654	SAGE1
OG0016655	INTS6
OG0016656	Tex16
OG0016657	PPDPF
OG0016658	SERPINB3
OG0016659	RHOBTB2
OG0016660	HNRNPA2B1
OG0016661	GAPDH
OG0016662	-
OG0016663	GNAS
OG0016664	Wfdc16
OG0016672	clcnka
OG0016674	TKTL1
OG0016675	MR1
OG0016678	taok2
OG0016679	TAOK2
OG0016681	LTBR
OG0016682	-
OG0016684	ADAM12
OG0016689	-
OG0016691	-
OG0016692	PCDH10
OG0016693	amt-1
OG0016696	PDX1
OG0016697	VPREB3
OG0016698	-
OG0016701	MASP2
OG0016702	CTBS
OG0016703	-
OG0016704	-
OG0016705	-
OG0016706	-
OG0016709	-
OG0016711	PI3
OG0016712	Ifggb1
OG0016713	ZNF101
OG0016714	SUPT20H
OG0016715	-
OG0016716	-
OG0016717	Olfr279
OG0016718	-
OG0016719	EP300
OG0016720	LCE3C
OG0016721	-
OG0016722	Zfp300
OG0016723	-
OG0016724	ATRN
OG0016725	DEFB118
OG0016726	Gm5134
OG0016727	LRP1B
OG0016728	GOLGA2
OG0016729	Pramef12
OG0016730	PDE4D
OG0016731	KLLN
OG0016732	Syt9
OG0016733	-
OG0016734	Ifi47
OG0016735	KLHL1
OG0016736	-
OG0016737	RGL4
OG0016738	-
OG0016739	FER
OG0016740	OR10AG1
OG0016741	NOS3
OG0016742	HOXB9
OG0016743	-
OG0016744	-
OG0016746	-
OG0016747	-
OG0016748	-
OG0016749	-
OG0016750	PDZRN4
OG0016751	SMARCC1
OG0016752	TSPAN33
OG0016753	-
OG0016754	-
OG0016755	-
OG0016756	-
OG0016757	-
OG0016758	-
OG0016759	ZSCAN23
OG0016760	C3
OG0016761	-
OG0016762	LMNB1
OG0016763	-
OG0016764	-
OG0016765	-
OG0016766	RALGDS
OG0016767	SPRR2A
OG0016768	-
OG0016769	ZNF425
OG0016770	-
OG0016771	MUC1
OG0016772	SATL1
OG0016773	FAM122C
OG0016774	ZNF285
OG0016775	ZNF229
OG0016776	PNMAL2
OG0016777	GALP
OG0016778	ZNF549
OG0016779	LY6K
OG0016780	RHOXF2
OG0016781	AKR1C3
OG0016782	SUPT20HL1
OG0016783	SH3TC1
OG0016784	-
OG0016785	POM121L12
OG0016786	ZSCAN32
OG0016787	MUC17
OG0016788	ZNF561
OG0016789	DEFB126
OG0016790	PRR27
OG0016791	-
OG0016792	SPIN2B
OG0016793	TRAPPC9
OG0016795	ZIM3
OG0016796	ZNF671
OG0016797	MYO18B
OG0016798	DAOA
OG0016800	-
OG0016801	ADCK3
OG0016802	BASP1
OG0016803	-
OG0016804	osbpl7
OG0016805	-
OG0016806	-
OG0016807	-
OG0016808	-
OG0016809	-
OG0016810	-
OG0016811	-
OG0016812	-
OG0016813	-
OG0016814	-
OG0016815	-
OG0016817	eve1
OG0016818	PRSS21
OG0016819	prrt2
OG0016820	-
OG0016822	-
OG0016824	-
OG0016825	-
OG0016826	-
OG0016827	ABHD12B
OG0016828	-
OG0016829	-
OG0016830	-
OG0016832	-
OG0016833	CCR4
OG0016834	aqp10
OG0016836	MAP4
OG0016837	dnmt3b
OG0016839	-
OG0016840	-
OG0016841	-
OG0016842	-
OG0016845	Nxpe5
OG0016846	-
OG0016847	PPS1
OG0016848	-
OG0016849	-
OG0016850	-
OG0016851	SH2B1
OG0016852	TMEM132C
OG0016853	-
OG0016856	-
OG0016857	-
OG0016858	-
OG0016859	-
OG0016860	-
OG0016861	fut9b
OG0016862	-
OG0016865	-
OG0016867	KCNK4
OG0016868	-
OG0016869	TMEM63A
OG0016870	-
OG0016872	-
OG0016875	-
OG0016876	-
OG0016878	-
OG0016879	-
OG0016880	ITIH4
OG0016881	-
OG0016882	plekhf1
OG0016883	-
OG0016884	-
OG0016885	-
OG0016889	CDKAL1
OG0016890	CCDC88C
OG0016891	PDGFB
OG0016892	-
OG0016894	-
OG0016895	-
OG0016896	SFXN1
OG0016897	SDPR
OG0016898	TDRD6
OG0016899	PI4KA
OG0016900	MARK3
OG0016901	pfn1
OG0016903	Gm6569
OG0016907	-
OG0016910	OR7G1
OG0016913	-
OG0016914	-
OG0016915	-
OG0016916	-
OG0016918	-
OG0016919	KLRG1
OG0016920	-
OG0016921	-
OG0016922	-
OG0016923	-
OG0016925	-
OG0016927	BTN1A1
OG0016929	STAB1
OG0016930	-
OG0016931	-
OG0016932	SAMD3
OG0016933	-
OG0016935	Gpr165
OG0016936	PRKCI
OG0016937	C12orf71
OG0016938	LRRC37B
OG0016939	-
OG0016941	CCDC144A
OG0016944	-
OG0016945	PSMC2
OG0016946	MAPK14
OG0016947	-
OG0016948	Sep-01
OG0016951	HCK
OG0016952	TCP1
OG0016953	SMG9
OG0016954	LGR6
OG0016956	PTPRE
OG0016957	ATG16L1
OG0016958	-
OG0016959	SLCO4A1
OG0016960	GRAMD1B
OG0016962	-
OG0016963	DOCK1
OG0016964	-
OG0016965	ERBB2IP
OG0016966	-
OG0016967	SLC22A20
OG0016969	-
OG0016971	-
OG0016972	CAMP
OG0016973	ZNF30
OG0016974	MUC16
OG0016976	HAS3
OG0016977	LCE3C
OG0016978	ABCA9
OG0016979	ANKRD7
OG0016981	FTHL17
OG0016983	CXXC1
OG0016984	DUX4
OG0016988	MCM2
OG0016991	OPHN1
OG0016995	-
OG0016997	CNDP1
OG0017003	SIN3B
OG0017007	-
OG0017011	GPRNNA7
OG0017014	TRIM69
OG0017015	-
OG0017016	rl
OG0017017	BBS4
OG0017020	CLK4
OG0017021	NTM
OG0017023	DYNC1LI2
OG0017024	-
OG0017029	CYP2A13
OG0017030	-
OG0017034	TMEM38B
OG0017038	SLC10A4
OG0017046	MEOX2
OG0017047	-
OG0017049	TBL1XR1
OG0017053	-
OG0017055	CCNI
OG0017057	-
OG0017061	ATG13
OG0017066	Akhr
OG0017068	-
OG0017069	AFG3L2
OG0017073	LTBP4
OG0017074	-
OG0017076	-
OG0017077	-
OG0017078	GAS7
OG0017081	CYP26C1
OG0017082	KCTD17
OG0017085	MEIS3
OG0017087	PAPOLA
OG0017088	PAMR1
OG0017092	SMR3A
OG0017094	NID2
OG0017095	CD177
OG0017096	ZNF782
OG0017098	-
OG0017099	ZNF780B
OG0017100	KLK2
OG0017101	-
