Acbae,Ancor,Botau,Cacar,Capor,Chpic,Chsab,Cocri,Darer,Elmax,Ercal,Hegla,Hosap,Lacha,Modom,Myluc,Ororc,Ovari,Prang,Ranor,Rhtyp,Sasal,Scvul,Tagut,Tecar,nSp,og,selectionF,selectionB,allF,allB
1,1,1,1,1,1,1,4.02228225820922e-06,0.00575285795888647,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,1,hits_per_23_species,OG0005625,0,2,10,13
0.123288658907661,1,1,0.0454046218062267,1,1,1,1,0.00146072881029191,0.949544026712294,0.218693715922516,0.0304739340352633,1,1,1,7.3041572790089e-13,1,1,0.00086830356925649,1,1,NA,NA,1,1,hits_per_23_species,OG0005631,4,1,11,12
1,1,1,1,1,1,1,1,1,1,1,1,1,0.0563248192343945,1,NA,1,1,1,1,1,NA,1,1,1,hits_per_23_species,OG0005639,0,0,10,13
1,1,1,1,9.45721279066447e-12,1,1,1,NA,1,1,1,1,0.0508058765088193,1,1,1.51731218922535e-07,1,0.390820200825807,1,0.0134506542407191,NA,1,1,1,hits_per_23_species,OG0005640,2,1,11,12
0.0143914311622559,1,1,1,3.83971852130349e-06,1,1,1,NA,1,1,1,1,0.212656371797636,0.387371015095054,1,4.87677289662258e-08,1,5.1091909136769e-07,1,1,NA,1,1,1,hits_per_23_species,OG0005643,3,1,11,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.30725247848851e-08,1,0.0360530878076996,NA,1,1,NA,hits_per_23_species,OG0005645,2,0,10,13
1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,0.000643489145626286,1,1,NA,1,1,1,hits_per_23_species,OG0005647,1,0,11,12
1,1,0,1.33226762955019e-14,0.9468631060834,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,hits_per_23_species,OG0005663,1,1,11,12
1,0.116830191000355,1,1,1,1,1,1,1,1,1,1,1,NA,0.985353204684746,1,1,1,1,1,0.995818465535983,NA,8.82540405292565e-05,1,0.0228833455608857,hits_per_23_species,OG0005666,1,1,10,13
0.476126689937708,0.00505019751510905,1,1,1,1,0.953627363365527,1,1,1,0.00186301007827555,1,1,0.000103654072247772,0.282254934806896,NA,0.00107877247262589,1,6.94569247222665e-05,1,1,NA,1,1,1,hits_per_23_species,OG0005667,3,2,10,13
1,0.346780743752153,1,0.275806729172653,1,1,0,1,NA,1,0.0364540776262616,1,1,0.00318003533083061,1,1,1,1,0.893947626253189,1,0.0459844344468526,NA,1,0.00316038072739233,1,hits_per_23_species,OG0005669,2,3,11,12
1,1,1,1,1,1,1,0.0621380121219794,NA,1,1,1,1,0.0924693537826636,0.561074922326601,1,0,1,1,1,1,NA,1,1,1,hits_per_23_species,OG0005724,1,0,11,12
1,0.0296505663779775,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,hits_per_23_species,OG0005727,0,1,11,12
1,1,1,1,3.89809264933483e-06,1,1,1,1,1,1,1,1,1,0.140912220561901,1,1,0,NA,1,1,NA,1,1,1,hits_per_23_species,OG0005732,0,2,10,13
NA,1,1,1,1,1,0.000263097935108481,1,0.231062655456364,8.72676583319465e-05,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,hits_per_23_species,OG0005739,1,1,10,13
NA,NA,1,1,0.826796460536913,5.96172836098141e-08,1,1,1,1,1,1,1,0.999500736253726,0.707068628823899,1,1,1,1,1,1,1,0.00173519705818842,1,1,hits_per_23_species,OG0005742,0,2,10,13
1,1,1,1,1,1,1,1,NA,1,1,1,1,1,0.706585409275146,1,1,1,1,0.000258236800103728,1,NA,1,1,1,hits_per_23_species,OG0005743,0,1,11,12
NA,1,1,1,1,1,1,1,1,1,1,1,3.60803433241408e-08,1,1,1,1,1,1,1,1,NA,1,0.00536153827833225,1,hits_per_23_species,OG0005755,1,1,10,13
1,1,0.00128557190543754,1,1.66389657607624e-08,1,1,1,NA,1,1,1,1,0.534852438977873,1,0.000629288379512261,8.71668778673618e-05,1,NA,1,1,1,1,0.677878903737683,1,hits_per_23_species,OG0005769,2,2,10,13
1,1,1,1,1,0.00784377856426133,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,1,hits_per_23_species,OG0005771,0,1,10,13
1,1,1,1,1,1,1,1,NA,1,1,1,0,2.32448115445316e-05,1,1,1,1,NA,1.32772459693342e-10,0.750664835402577,1,1,1,1,hits_per_23_species,OG0005782,2,1,10,13
1,1,1,1,0.195329364351996,1,1,1,NA,1,1,1,1,1,1,0.223879432381407,1,0.60816885812608,1,1,1,NA,1,1,1,hits_per_23_species,OG0005795,0,0,11,12
1,1,0,1,1,1,1,1,0.275531616717758,1,1,1,1,0.000564004709156352,1,NA,0.699422102169918,1,1,1,1,NA,1,1,1,hits_per_23_species,OG0005798,1,1,10,13
1,1,1,1,1,1,1,1,NA,1,1,1,1,1,0.391366021806818,1,1,0,1,0.0130706662468574,1,NA,1,1,1,hits_per_23_species,OG0005799,0,2,11,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00561950746226803,1,NA,0.305005698762362,NA,hits_per_23_species,OG0005801,1,0,10,13
1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,0.882121098324726,1,1,1,hits_per_23_species,OG0005802,0,0,10,13
1,0.412997689827857,1,1,1,1.96352933912181e-11,NA,0.230853351532653,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,hits_per_23_species,OG0005804,0,1,11,12
1,1,1,1,3.90911423231444e-08,1,1,1,0.181864516231501,1,1,1,1,1,1,1,1,1,NA,1,1,NA,0.236232065311315,1,4.29656310529936e-14,hits_per_23_species,OG0005810,1,1,10,13
1,1,1,1,0.16729064208262,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,4.52953536012046e-07,NA,1,1,1,hits_per_23_species,OG0005814,1,0,11,12
1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,0.000580516900454908,1,1,1,5.72759038414139e-06,hits_per_23_species,OG0005816,2,0,11,12
1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,hits_per_23_species,OG0005819,0,0,11,12
NA,0.18165297002934,1,1,0,1,1,1,1,1,1,1,1,1,1,1.91652042119683e-05,1,1,0.397100310058313,1,0.0133982037829098,NA,1,1,1,hits_per_23_species,OG0005821,2,1,10,13
1,1,1,0.486886578806068,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,3.00526946661606e-08,0.351297538557751,0.847205251979998,NA,1,1,1,hits_per_23_species,OG0005826,1,0,11,12
0.665381072566327,1,1,1,1,1,NA,1,1,0.867643470395034,1,9.09287205530518e-07,1,0.837704758849875,0.012989782993026,1,1,1,0.850672493640597,1,1,NA,1,0.252417404243458,1,hits_per_23_species,OG0005833,1,1,11,12
NA,1,1,1,1,1,1,0.301594566521093,NA,1,0.4887144533044,0.879730062627802,1,0.0257014380332983,0.00119405032605668,0.858417780765948,1,1,0.883871426546535,1,1,1,1,2.3578479386166e-06,1,hits_per_23_species,OG0005834,1,2,10,13
1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,0.000181331226177084,1,1,1,1,NA,1,1,1,hits_per_23_species,OG0005841,1,0,11,12
0.856123737517919,0.0541096493417556,1,1,0.0622845196244759,1,3.53272966435725e-13,1,1,1,0.0949745690117979,1,1,1,1,1,1,1,1,1,1,NA,0.000308133955221668,1,NA,hits_per_23_species,OG0005865,0,2,10,13
1,1,1,1,1,1,0.710297613411087,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,hits_per_23_species,OG0005870,0,0,11,12
NA,1,1,0.579304586167275,1,1,1,1,1,1,0.167276289858852,1,1,0.023381276857475,1,1,1,1,0.694481887285521,1,1,NA,0.0109724429584534,1,1,hits_per_23_species,OG0005877,1,1,10,13
1,0.000168291931987863,1,0.580916825887277,0,1,1,2.86770607260678e-13,NA,1,1,1,1,1,0.605501626882854,1,1,1,1,1,0.255591046298106,NA,1,1,1,hits_per_23_species,OG0005899,0,3,11,12
NA,1.23196060936026e-06,1,1,1.40354394773112e-11,1,1,1,1,1,1,1,1,9.59976023118259e-07,1,1,1,1,1.66466840312296e-11,0.27093175851785,0.153433923118,NA,1,0.0152120686092944,1,hits_per_23_species,OG0005903,2,3,10,13
1,1,1,1,0.121315480236302,1.33845101668584e-10,1,1,NA,1,1,1,1,1,1,1,1,1,0.974149475519912,1,0.420165428885723,NA,1,0.00388988446007732,1,hits_per_23_species,OG0005910,0,2,11,12
1,1,1,1,1,0,1,1,NA,1,1,1,0,0.481488206982618,1,0.000133948584328802,1,1,0.0604329393709848,1,0.00668940062101842,NA,7.73825448163734e-14,0.0120744478512259,0.221098054138399,hits_per_23_species,OG0005916,3,3,11,12
NA,0.0924903947513661,1,1,1,1,1,0.936535294317921,NA,8.00931488970091e-06,0.0347056116095454,1,0.0782436715491761,0.00136713850212017,0.00268715177931478,1,0.00543764205995168,1,1,1,1,1,0.0788942494958345,1,1,hits_per_23_species,OG0005918,3,2,10,13
1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,0.00279314395169727,1,1,NA,1,1,1,1,1,1,hits_per_23_species,OG0005919,1,0,10,13
1,1,1,1,1,1,1,1,NA,1,1,1,1,0.381654316987663,1,1,1,1,1,0.00945800284803749,1,NA,0.395697016498475,1,1,hits_per_23_species,OG0005920,0,1,11,12
1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,hits_per_23_species,OG0005925,0,0,11,12
1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,0.995862413398198,1,1,1,1,1,NA,1,0.00507245762999303,1,hits_per_23_species,OG0005936,0,1,11,12
1,1,1,1,0.0118608003908573,1,1,1,NA,1,1,1,0.538117268688981,1,1,1,1,1,1,1,1,NA,1,1,1,hits_per_23_species,OG0005941,0,1,11,12
1,1,1,0.460204186211567,1,1,1,1,1,9.08381700316374e-05,NA,1,0,1,1,1,1,1,1,1,1,NA,1,1,1,hits_per_23_species,OG0005947,2,0,11,12
1,0.222844680935935,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,hits_per_23_species,OG0005955,0,0,11,12
1,1,0.150956683262851,1,1,1,1,1,NA,1,1,1,1,1,0.0288715387928587,9.74097691397446e-10,1,1,1,1,1,NA,1,1,0.230145293443639,hits_per_23_species,OG0005957,1,1,11,12
1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,0.145929484613817,1,1,1,0.958261826599552,NA,1,1,1,hits_per_23_species,OG0005965,0,0,11,12
1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,1,1,1,1,1,1,0.299510517933913,1,1,1,1,hits_per_23_species,OG0005966,0,0,10,13
1,1,1,1,1,1,1,0.93182195695505,NA,1,1,1,1,1,1,1,0.31088367038409,1,1,1,1,NA,1,1,1,hits_per_23_species,OG0005974,0,0,11,12
1,1,1,1,1,1,1,1,0.00186775053300003,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1,1,hits_per_23_species,OG0005989,0,1,9,14
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,0.0270282203982056,1,1,NA,1,1,1,hits_per_23_species,OG0006016,1,0,10,13
1,0.0176123959620882,1,0.0986233635762051,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0500333482736244,1,NA,NA,1,1,hits_per_23_species,OG0006019,0,1,11,12
1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,hits_per_23_species,OG0006032,0,0,11,12
1,1,1,1,0.00666033487628537,1,1,0.0177990313434114,NA,1,1,1,1,1,1,0.0236863904113625,1,1.84370296807401e-11,0.00436429380185599,1,1,NA,1,1,1,hits_per_23_species,OG0006035,2,3,11,12
1,1,1,1,1,1,1,1,NA,1,1,0.621941216788644,1,0.00551189145075498,1,1,1,1,1,1,0.499072505589069,NA,1,1,1,hits_per_23_species,OG0006047,1,0,11,12
1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,hits_per_23_species,OG0006051,0,0,11,12
1,1,1,0.559504870699035,1,1,1,1,NA,1,1,NA,1,1,1,1,0.00055687601165133,0.559958162696605,1,1,1,1,1,1,1,hits_per_23_species,OG0006055,1,0,10,13
1,1,1,1,1,1,1,1,1,9.63738625570087e-08,1,0,1,1,0.00141111322432513,0.626174871553501,1,1,1,NA,0.0682268652048612,NA,1,1,1,hits_per_23_species,OG0006056,2,1,11,12
1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,2.39977371307987e-10,NA,1,1,1,hits_per_23_species,OG0006058,1,0,11,12
1,0.432342673070343,1,1,1,1,1,1,NA,1,0.889338034915786,1,1,0.913008360881063,0.880396742946766,6.4110798064787e-07,1,1,1,1,0.484394009579652,NA,1,0.080130432972781,1,hits_per_23_species,OG0006061,1,0,11,12
0.742063648538795,1,0.131026048099739,1,1,0.453528517247315,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,hits_per_23_species,OG0006064,0,0,10,13
1,0.144338619574755,1,0.868055492743098,1,1,0,1,NA,1,1,1,1,1,0.0869981170133755,1,1,1,1,8.81694243675124e-05,1,NA,1,0.118753237569024,1.01232355831371e-11,hits_per_23_species,OG0006066,1,2,11,12
1,1,1,0.872352812431498,1,1,1,1,0.0123045511656449,1,1,1,1,0.564242917316566,1,1,1,1,NA,1,NA,1,1,1,1,hits_per_23_species,OG0006068,0,1,9,14
1,1,1,0.443872547611566,1,0,1,1,NA,1,1,1.61950991773851e-05,1,1,1,0.00313267910453835,1,1,1,1,NA,1,1,1,1,hits_per_23_species,OG0006081,2,1,10,13
1,1,1,1,1,1,1,0.153072339359383,NA,2.01872285554572e-09,1,1,0,1,1,1,1,1,1,1,1,NA,1,0.0259120503297772,1,hits_per_23_species,OG0006084,2,1,11,12
1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,hits_per_23_species,OG0006085,0,0,11,12
1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1.43441802380462e-07,NA,1,1,1,hits_per_23_species,OG0006094,1,0,11,12
1,1,1,1,1,1,1,1,NA,0.000196589458599628,1,0,1,1,1,1,1,1,0.516858910399958,1,1,NA,1,1,1,hits_per_23_species,OG0006096,2,0,11,12
1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,hits_per_23_species,OG0006102,0,0,11,12
NA,1,1,1,0.045390276203762,1,1,0.0842616806646362,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,hits_per_23_species,OG0006108,0,1,10,13
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,hits_per_23_species,OG0006114,0,0,9,14
1,1,1,0.000343834453092773,1,3.47326502492251e-06,1,1,NA,1,1,1,1,1,0.0130622985515671,1,1,5.94357896233078e-12,1,1,1,NA,1,1,1,hits_per_23_species,OG0006123,1,3,11,12
1,1,1,1,1,1,1,0.306999558860233,1,1,1,3.23315837436056e-07,1,1,1,0.0138744280775249,4.77395900588817e-15,1,NA,1,0.0054447843407312,NA,1,1,1,hits_per_23_species,OG0006125,4,0,10,13
1,1,1,0.00361924997211749,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,0.23115063548634,1,1,1,NA,hits_per_23_species,OG0006129,1,0,9,14
1,1,1,1,1,1,1,NA,1,2.8466118351389e-11,1,1,1,0.275569222092409,1,1,2.33146835171283e-15,0,0.250862623805377,1,1,0.0627777722482085,1,1,NA,hits_per_23_species,OG0006132,2,1,10,13
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.69604202798968e-09,1,1,1,1,1,NA,1,1,NA,hits_per_23_species,OG0006136,1,0,10,13
0.00436714457321963,1,1,1,1,1,1,0.293123259079273,0.517921661081604,1,1,1,1,1,1,1,1,1,0.175616718436512,1,1,NA,1,1,NA,hits_per_23_species,OG0006138,1,0,10,13
1,1,0.397354340076783,1,0.419845456321429,1.64519810108565e-07,1,1,NA,1,1,1,3.79903852265606e-08,1,1,1,0.624603953027237,1,1,1,1,NA,1,0.0430180049597363,1,hits_per_23_species,OG0006139,1,2,11,12
1,1,1,4.52697823671855e-10,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,0.262738668955382,1,NA,1,1,1,hits_per_23_species,OG0006146,1,0,11,12
NA,1,1,1,1,1,1,0.727396105621109,1,1,0.255857134599531,1,1,1,0.376723155872332,0.927237444376072,1,1,0.299688280090934,1,1,NA,1,1,1,hits_per_23_species,OG0006151,0,0,10,13
1,1,1.14241949233929e-13,1,0.00111037766981786,1,1,1,1,1,1,1,1,1,0.520597504420289,1,1,1,NA,1,NA,1,0,1,1,hits_per_23_species,OG0006152,0,3,9,14
0.760285108966626,1,0.385252484231747,1,1,1,7.23544276826082e-07,1,NA,1,1,1,1,1,1,0.00669638041951748,1,0,1,1,0.00548354239748239,NA,1,0.710725167360997,1,hits_per_23_species,OG0006153,2,2,11,12
1,1,9.77102532218055e-09,1,0.772541817630456,1,0.554402236653887,1,1,0.793888061402775,1,1,0,NA,1,1,1,1,1,1,1,NA,8.82952766800837e-06,1,0.39475099212272,hits_per_23_species,OG0006171,1,2,10,13
1,1,1,1,1,0.00505160479047945,1,1,NA,1,1,1,1,0.0966720905787843,1,1,1,1,1,0.517549544700721,1,NA,1,1,1,hits_per_23_species,OG0006172,0,1,11,12
1,0.00021876469369625,1,1,0.000915442048363579,1,1,1,NA,0.676963479206555,0.906057712322681,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,hits_per_23_species,OG0006174,0,2,11,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,NA,NA,1,1,hits_per_23_species,OG0006176,1,0,11,12
1,1,1,1,1,1,1,1,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,0.249465021772411,1,hits_per_23_species,OG0006180,0,0,11,12
1,0.0267854594353497,1,1,1,0.910241618828805,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,3.58046925441613e-14,1,hits_per_23_species,OG0006207,0,2,11,12
1,1,1,1,1,0.381774347831962,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.711317213680309,NA,hits_per_23_species,OG0006212,0,0,10,13
1,1,1,1,1,0.496252854942999,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,0.515614073387871,1,NA,1,1,hits_per_23_species,OG0006219,0,0,11,12
1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,hits_per_23_species,OG0006220,0,0,11,12
1,1,1,1,1,1,1,1,NA,0.994463456354035,1,1,1,0.037978894925366,1,1,1,1,6.64092797011406e-05,1,1,NA,1,0.012139824586386,1,hits_per_23_species,OG0006221,2,1,11,12
0.80165265699109,1,1,1,1,1,1,1,0.988875362774308,1,1,1,0,1,1,1,1,1,NA,1,1,NA,1,1,1,hits_per_23_species,OG0006222,1,0,10,13
1,0.0324904397319625,1,1,0.0145823373885556,0.00265314875187983,1,1,NA,1,1,1,3.10307335382731e-14,1,1,1,1,1,0.00130450041208352,0.389259918270353,1,NA,1,1,1,hits_per_23_species,OG0006223,2,3,11,12
1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,0.055510862994253,1,1,NA,1,1,1,hits_per_23_species,OG0006225,0,0,11,12
1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,0.31827638518622,NA,1,1,1,hits_per_23_species,OG0006226,0,0,11,12
0.0083920564367479,0.0644001736618811,1,1,1,1,1,1.25575969399661e-05,NA,1,0.356026686578598,1,1,0.0422815520982043,1,1,1,1,NA,1,1,3.52142726781635e-05,1,1,1,hits_per_23_species,OG0006231,2,2,10,13
1,0.010198176064951,1,1,7.38175520709206e-09,1,1,1,1,1,1,1,1,0.157352832006657,1,0.658940787387078,1.5134643538417e-10,NA,1,1,1,NA,1,1,1,hits_per_23_species,OG0006232,1,2,11,12
1,1,1,1,1,1,1,1,NA,1,0.188721727721404,1,1,1,1,0.604144391719189,1,1,1,1,1,NA,1,0.0992870842568679,1,hits_per_23_species,OG0006234,0,0,11,12
1,0.47812014962539,1,0.423944017959021,1,1,1,1,1,1,1,1,1,1,1,1,1.06340602989974e-10,1,NA,1,1,NA,0.414196771703947,0.0115303605792437,0,hits_per_23_species,OG0006239,2,1,10,13
0.290613028359505,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,0.053764382890923,1,0.882366491717234,NA,0.94461961507385,1,1,hits_per_23_species,OG0006245,0,0,11,12
1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,hits_per_23_species,OG0006253,0,0,11,12
1,0.03325104010512,1,1,1,1,1,1,0.397595736285512,1,1,NA,1,0.521027028707154,0.00698527412038175,0.490314488477683,1,1,0.0301867886147779,1,NA,0.4119450397603,1,1,1,hits_per_23_species,OG0006254,1,2,9,14
1,1,1,1,1,1,0.0668804286119772,1,NA,1,1,1,1,1,1,1,1,1,0.411663499066011,1,0.793452086412952,1,NA,1,1,hits_per_23_species,OG0006255,0,0,11,12
1,0.0408808056836621,1,1,1,1,NA,1,1,1,1,1,1,1,0.344436561876458,1,1,1,1,1,1,NA,1,1,1,hits_per_23_species,OG0006260,0,1,11,12
0.126688566606613,0.000877402528507432,1,1,1,1,1,1,0.302397031331801,1,1,1,1,0.00556130300999186,NA,1,1,1,1,1,1,NA,1,4.50493226322735e-05,1,hits_per_23_species,OG0006262,1,2,11,12
1,1,0.00168506099742449,NA,0.000113746400375037,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,hits_per_23_species,OG0006270,0,2,9,14
1,1,1,1,1,1,NA,1,0.212886863687903,1,1,1,1,1,0.000349328151690309,0.00138992687892608,NA,1,0.0386891613352902,1,1,1,0.567963797736663,0.000155307922635017,1,hits_per_23_species,OG0006281,2,2,10,13
1,1,1,1,7.25305815407751e-10,6.57509556034608e-06,1,1,NA,1,1,1,1,0.0572377260429218,1,7.51100914353486e-06,1,1,1,0.0730706688501686,1,NA,1,1,0,hits_per_23_species,OG0006282,2,2,11,12
0.0764107017523592,1,1,1,0,0.000344634936690014,1,1,NA,1,1,1,1,0.369986490873806,1,1,1,1,0.0854202463125175,1,1,NA,1,1,1,hits_per_23_species,OG0006289,0,2,11,12
1,1,1,0.095109083643938,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00308208419241884,1,NA,NA,1.61783741958743e-09,1,1,hits_per_23_species,OG0006295,1,1,10,13
0.0286032519636282,1,1,0.725828156350808,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,0.0142509087428541,1,hits_per_23_species,OG0006303,1,1,11,12
1,8.94304630350007e-10,1,0.608105909422004,1,1,1,1,NA,0.000339979592244965,1,1,0.374139281369156,NA,6.64338428602029e-07,0.558303911063356,1,0,3.24708018029085e-06,1,1,0.0774427473663335,1,0.0264254672193012,1,hits_per_23_species,OG0006304,2,4,10,13
NA,1,1,1,1,1,1,1,1,0.458157929222072,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,hits_per_23_species,OG0006307,0,0,10,13
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,hits_per_23_species,OG0006315,0,0,10,13
1,1,1,1,3.60672602894852e-12,0.642938535187788,1,1,NA,1,1,1,1.59181969217048e-07,1,1,1,1,1,0.00721188798189543,1,1.76465878576337e-08,NA,1,1,1,hits_per_23_species,OG0006316,3,1,11,12
0.92255248650847,1,1,1,1,1,1,1,1,1,1,1,1,0.338801395786699,0.00300227844826034,NA,1,1,1,1,1,NA,1,1,1,hits_per_23_species,OG0006325,0,1,10,13
0.151099073015879,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,3.75471875813105e-10,1,1,0.0694507479314433,1,0.15360278870528,NA,1,0.0997614326706515,1,hits_per_23_species,OG0006342,1,0,11,12
1,1,1,3.77778417709473e-06,1,1,1,1,NA,1,1,1,1,0.169245276981846,0.00022202974695712,1,1,1,1,1,1,NA,7.94502758916238e-06,1,1,hits_per_23_species,OG0006345,1,2,11,12
1,1,1,1,1,1,1,1,NA,1,1,1,4.68479888215967e-09,1,1,0.0220340714564037,1.7188376832955e-09,1,1,1,1,NA,1,1,1,hits_per_23_species,OG0006358,3,0,11,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,hits_per_23_species,OG0006362,0,0,11,12
0.680966179483997,1,1,1,1,NA,1,1,1,1,1,1,1,0.264810279423329,1,0.337554424883315,1,0.678658385048223,NA,1,0.0191338368493467,0.00216280408496039,1,1.81629482920442e-06,1,hits_per_23_species,OG0006365,1,2,10,13
1,0.101296444303709,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,5.6514792845519e-12,NA,1,0.00518008412009774,1,hits_per_23_species,OG0006367,1,2,10,13
1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1.24370621468195e-07,1,1,1,1,1,NA,1,1,1,hits_per_23_species,OG0006372,1,0,11,12
1,1,2.8643754035329e-13,1,1,0,1,1,NA,0.000177990573149045,1,1,0,1,1,0.0326596380402294,0,1,1,1,1,NA,1,1,1,hits_per_23_species,OG0006377,4,2,11,12
1,1,1.17582610315026e-11,1,1,1,3.73677124310134e-06,1,NA,1,1,1,1,1,0.201765221948984,0.000126143610594598,1,1,0.311136124369462,1,1,NA,1,1,1,hits_per_23_species,OG0006385,1,2,11,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,NA,NA,1,1,1,hits_per_23_species,OG0006386,1,0,10,13
1,1,1,1,1,1,1,1,NA,1,0.704386809651787,1,1,1,1,1,1,1,1,0.907248355166554,1,NA,1,1,1,hits_per_23_species,OG0006391,0,0,11,12
1,1,1,1,1,1,0.000389607554907301,1,1,1,1,0.276454912221514,1,1,1,0.491643967653976,1,NA,1,1,1,NA,1,1,1,hits_per_23_species,OG0006402,0,1,11,12
1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,0.0727889881940109,1,1,NA,1,1,1,hits_per_23_species,OG0006403,0,0,11,12
1,1,1,1,0,1,1,1,NA,1,1,1,0.000369123385382197,1,1,1,1,1,1,1,0.601863363219721,NA,1,1,1,hits_per_23_species,OG0006411,1,1,11,12
1,1,1,1,1,1,0.305429872133935,1,NA,1,1,1,1,1,1,1,1,1,1,1,0.00318197233529266,NA,1,1,1,hits_per_23_species,OG0006413,1,0,11,12
NA,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,hits_per_23_species,OG0006414,0,0,10,13
1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,0.000679303257146213,1,1,1,1,1,NA,1,1,1,hits_per_23_species,OG0006419,1,0,11,12
1,1,1,1,0.00224901829900276,1,1,1,1,1,NA,1,1,1,0.777761855050268,1,1,1,1,1,1,NA,1,1,1,hits_per_23_species,OG0006420,0,1,11,12
1,1,1,0.266651127691118,1,1,1,1,NA,1,1,1,1,1,0.0757483446670978,1,0.210571869940563,1,1,1,1,NA,1,1,1,hits_per_23_species,OG0006428,0,0,11,12
1,1,1,1,1,1,1,0.00338509378149748,1,1,1,1,1,1,0.000101637990917891,1,1,1,1,1,4.25383617219666e-11,NA,NA,1,1,hits_per_23_species,OG0006429,1,2,11,12
