"OG_ID","analysis_absrel","analysis_paml","analysis_relax_intens","analysis_cafe_expanded","analysis_relax_relaxed","analysis_cafe_contr","condition_pigmentation","condition_eyes","gene_symbol","count_NA","count_sel","qname","query","chr","seqStart","seqEnd"
"OG0009142",NA,NA,NA,NA,"relaxed",NA,"pigmentation",NA,"BRCA2",3,3,"evm.model.ptg011043l.2_Prang-OG0009142.fa","evm.model.ptg011043l.2_Prang","chr3",2257020905,2257032971
"OG0009147",NA,NA,NA,NA,"relaxed",NA,NA,NA,"HIBCH",3,3,"evm.model.ptg012615l.1_Prang-OG0009147.fa","evm.model.ptg012615l.1_Prang","chr19",539680180,539681383
"OG0009150",NA,NA,NA,NA,"relaxed",NA,NA,NA,"SERPINE3",3,3,"evm.model.ptg005077l.2_Prang-OG0009150.fa","evm.model.ptg005077l.2_Prang","chr3",1284807936,1284809121
"OG0009156",NA,NA,NA,NA,"relaxed",NA,"pigmentation",NA,"UBXN4",3,3,"evm.model.ptg042415l.3_Prang-OG0009156.fa","evm.model.ptg042415l.3_Prang","chr19",284875301,284876891
"OG0009163",NA,NA,NA,NA,"relaxed",NA,NA,NA,"TBCCD1",3,3,"evm.model.ptg012376l.1_Prang-OG0009163.fa","evm.model.ptg012376l.1_Prang","chr19",492210131,492211805
"OG0009164",NA,NA,NA,NA,NA,NA,NA,"eyeloss","DBR1",4,2,"evm.model.ptg000750l.4_Prang-OG0009164.fa","evm.model.ptg000750l.4_Prang","chr19",461752544,461754173
"OG0009165",NA,NA,NA,NA,"relaxed",NA,NA,NA,"DNAJC28",3,3,"evi.model.ptg000803l.41_Prang-OG0009165.fa","evi.model.ptg000803l.41_Prang","chr3",2966952284,2966953394
"OG0009166",NA,NA,NA,NA,"relaxed",NA,NA,NA,"CDC16",3,3,"evm.model.ptg002155l.3_Prang-OG0009166.fa","evm.model.ptg002155l.3_Prang","chr1",540847380,540849261
"OG0009167",NA,NA,NA,NA,"relaxed",NA,NA,NA,"GABPA",3,3,"evm.model.ptg003417l.4_Prang-OG0009167.fa","evm.model.ptg003417l.4_Prang","chr3",2900355781,2900356861
"OG0009171",NA,NA,NA,NA,NA,NA,NA,"eyeloss","ITGB5",4,2,"evm.model.ptg001746l.4_Prang-OG0009171.fa","evm.model.ptg001746l.4_Prang","chr19",222505926,222508338
"OG0009172",NA,NA,NA,NA,"relaxed",NA,NA,NA,"SPC25",3,3,"evm.model.ptg006000l.1_Prang-OG0009172.fa","evm.model.ptg006000l.1_Prang","chr8",495716900,495717698
"OG0009175",NA,NA,NA,NA,"relaxed",NA,NA,NA,"DDX18",3,3,"evm.model.ptg003194l.1_Prang-OG0009175.fa","evm.model.ptg003194l.1_Prang","chr19",274840723,274842460
"OG0009177",NA,NA,NA,NA,NA,NA,"pigmentation",NA,"LMLN",4,2,NA,NA,NA,NA,NA
"OG0009179",NA,NA,NA,NA,"relaxed",NA,NA,NA,"ZNF148",3,3,"evm.model.ptg007342l.2_Prang-OG0009179.fa","evm.model.ptg007342l.2_Prang","chr19",227632668,227635053
"OG0009183",NA,NA,NA,NA,"relaxed",NA,NA,NA,"GDAP2",3,3,"evm.model.ptg012521l.1_Prang-OG0009183.fa","evm.model.ptg012521l.1_Prang","chr3",97259129,97260620
"OG0009186",NA,NA,NA,NA,"relaxed",NA,NA,NA,"DOPEY2",3,3,"evm.model.ptg013928l.2_Prang-OG0009186.fa","evm.model.ptg013928l.2_Prang","chr3",2995502882,2995509773
"OG0009187",NA,NA,NA,NA,"relaxed",NA,NA,NA,"ATP5O",3,3,"evm.model.ptg002660l.2_Prang-OG0009187.fa","evm.model.ptg002660l.2_Prang","chr3",2977034565,2977035201
"OG0009197",NA,NA,NA,NA,NA,NA,"pigmentation",NA,"MCM4",4,2,NA,NA,NA,NA,NA
"OG0009201",NA,NA,NA,NA,"relaxed",NA,NA,NA,"MBOAT7",3,3,"evm.model.ptg005973l.9_Prang-OG0009201.fa","evm.model.ptg005973l.9_Prang","chr8",1098313610,1098315056
"OG0009203",NA,NA,NA,NA,"relaxed",NA,NA,NA,"RAB11FIP3",3,3,"evm.model.ptg000020l.1_Prang-OG0009203.fa","evm.model.ptg000020l.1_Prang","chr10",492000843,492003276
"OG0009208",NA,NA,NA,NA,"relaxed",NA,"pigmentation",NA,"IRX2",3,3,"evm.model.ptg020874l.2_Prang-OG0009208.fa","evm.model.ptg020874l.2_Prang","chr2",1851614327,1851615770
"OG0009214",NA,NA,NA,NA,"relaxed",NA,NA,NA,"ALDH5A1",3,3,"evm.model.ptg026124l.1_Prang-OG0009214.fa","evm.model.ptg026124l.1_Prang","chr2",1122634117,1122635620
"OG0009221",NA,NA,NA,NA,"relaxed",NA,NA,NA,"EBAG9",3,3,"evm.model.ptg001938l.3_Prang-OG0009221.fa","evm.model.ptg001938l.3_Prang","chr2",464601061,464601694
"OG0009224",NA,NA,NA,NA,"relaxed",NA,NA,"eyeloss","RSPO1",3,3,"evm.model.ptg004695l.3_Prang-OG0009224.fa","evm.model.ptg004695l.3_Prang","chr14",88797939,88798596
"OG0009232",NA,NA,NA,NA,"relaxed",NA,NA,NA,"SMPDL3B",3,3,"evm.model.ptg031328l.2_Prang-OG0009232.fa","evm.model.ptg031328l.2_Prang","chr14",327592920,327594156
"OG0009236",NA,NA,NA,NA,"relaxed",NA,NA,NA,"FAM168B",3,3,"evm.model.ptg007212l.1_Prang-OG0009236.fa","evm.model.ptg007212l.1_Prang","chr18",662387145,662387733
"OG0009251",NA,NA,NA,NA,NA,NA,"pigmentation",NA,"NSMCE2",4,2,"evm.model.ptg004637l.3_Prang-OG0009251.fa","evm.model.ptg004637l.3_Prang","chr2",329408616,329409363
"OG0009254",NA,NA,NA,NA,"relaxed",NA,NA,NA,"TADA2B",3,3,"evm.model.ptg042630l.1_Prang-OG0009254.fa","evm.model.ptg042630l.1_Prang","chr1",483205987,483207211
"OG0009264",NA,NA,NA,NA,"relaxed",NA,NA,NA,"TTC5",3,3,"evm.model.ptg011397l.8_Prang-OG0009264.fa","evm.model.ptg011397l.8_Prang","chr11",486117239,486118547
"OG0009269",NA,NA,NA,NA,"relaxed",NA,NA,NA,"TRMT44",3,3,"evm.model.ptg001344l.7_Prang-OG0009269.fa","evm.model.ptg001344l.7_Prang","chr1",496205209,496207213
"OG0009270",NA,NA,NA,NA,NA,NA,NA,"eyeloss","TRMT10A",4,2,"evm.model.ptg004508l.4_Prang-OG0009270.fa","evm.model.ptg004508l.4_Prang","chr1",2491708054,2491709002
"OG0009272",NA,NA,NA,NA,NA,NA,"pigmentation",NA,"MEN1",4,2,NA,NA,NA,NA,NA
"OG0009275",NA,NA,NA,NA,NA,NA,"pigmentation",NA,"CDC73",4,2,"evm.model.ptg012081l.1_Prang-OG0009275.fa","evm.model.ptg012081l.1_Prang","chr12",924778974,924780570
"OG0009278",NA,NA,NA,NA,"relaxed",NA,NA,NA,"CCDC39",3,3,"evm.model.ptg011589l.2_Prang-OG0009278.fa","evm.model.ptg011589l.2_Prang","chr18",57182337,57185172
"OG0009279",NA,NA,NA,NA,"relaxed",NA,NA,NA,"AMPH",3,3,"evm.model.ptg001065l.1_Prang-OG0009279.fa","evm.model.ptg001065l.1_Prang","chr2",2432601768,2432603853
"OG0009283",NA,NA,NA,NA,"relaxed",NA,NA,NA,"DHX9",3,3,NA,NA,NA,NA,NA
"OG0009292",NA,NA,NA,NA,NA,NA,"pigmentation",NA,"RTF1",4,2,NA,NA,NA,NA,NA
"OG0009302",NA,NA,NA,NA,NA,NA,"pigmentation",NA,"FBXO5",4,2,"evm.model.ptg009592l.5_Prang-OG0009302.fa","evm.model.ptg009592l.5_Prang","chr4",2063059710,2063060988
"OG0009304",NA,NA,NA,NA,"relaxed",NA,NA,NA,"MGME1",3,3,NA,NA,NA,NA,NA
"OG0009306",NA,NA,NA,NA,NA,NA,NA,"eyeloss","B3GALNT2",4,2,"evi.model.ptg005403l.48_Prang-OG0009306.fa","evi.model.ptg005403l.48_Prang","chr1",2625508970,2625510323
"OG0009307",NA,NA,NA,NA,"relaxed",NA,NA,"eyeloss","GGPS1",3,3,"evm.model.ptg003208l.3_Prang-OG0009307.fa","evm.model.ptg003208l.3_Prang","chr9",751260090,751261020
"OG0009322",NA,NA,NA,NA,"relaxed",NA,NA,NA,"ALMS1",3,3,"evm.model.ptg019056l.3_Prang-OG0009322.fa","evm.model.ptg019056l.3_Prang","chr1",177514835,177524447
"OG0009334",NA,NA,NA,NA,NA,NA,"pigmentation",NA,"FBXW4",4,2,"evm.model.ptg002193l.1_Prang-OG0009334.fa","evm.model.ptg002193l.1_Prang","chr15",422466295,422467471
"OG0009345",NA,NA,NA,NA,"relaxed",NA,NA,NA,"COG2",3,3,"evm.model.ptg002867l.6_Prang-OG0009345.fa","evm.model.ptg002867l.6_Prang","chr4",1061618539,1061620765
"OG0009348",NA,NA,NA,NA,"relaxed",NA,NA,NA,"BLNK",3,3,"evm.model.ptg004682l.1_Prang-OG0009348.fa","evm.model.ptg004682l.1_Prang","chr15",690980418,690982149
"OG0009356",NA,NA,NA,NA,"relaxed",NA,NA,NA,"GPRIN3",3,3,"evm.model.ptg010457l.1_Prang-OG0009356.fa","evm.model.ptg010457l.1_Prang","chr1",2464399114,2464401481
"OG0009357",NA,NA,NA,NA,"relaxed",NA,"pigmentation",NA,"TET2",3,3,"evm.model.ptg008679l.1_Prang-OG0009357.fa","evm.model.ptg008679l.1_Prang","chr1",1679462097,1679467824
"OG0009367",NA,NA,NA,NA,"relaxed",NA,NA,NA,"TIPIN",3,3,"evm.model.ptg012000l.1_Prang-OG0009367.fa","evm.model.ptg012000l.1_Prang","chr14",933338944,933340534
"OG0009370",NA,NA,NA,NA,"relaxed",NA,NA,NA,"APIP",3,3,"evm.model.ptg025395l.1_Prang-OG0009370.fa","evm.model.ptg025395l.1_Prang","chr6",8699649,8700705
"OG0009372",NA,NA,NA,NA,"relaxed",NA,NA,NA,"TUBGCP4",3,3,"evm.model.ptg002454l.5_Prang-OG0009372.fa","evm.model.ptg002454l.5_Prang","chr19",319790439,319792446
"OG0009383",NA,NA,NA,NA,"relaxed",NA,NA,NA,"TMCO6",3,3,NA,NA,NA,NA,NA
"OG0009394",NA,NA,NA,NA,"relaxed",NA,NA,NA,"ATP1B4",3,3,"evm.model.ptg001837l.7_Prang-OG0009394.fa","evm.model.ptg001837l.7_Prang","chr2",3129608719,3129609802
"OG0009403",NA,NA,NA,NA,"relaxed",NA,NA,NA,"RPL4",3,3,"evm.model.ptg013328l.1_Prang-OG0009403.fa","evm.model.ptg013328l.1_Prang","chr12",662453426,662454260
"OG0009405",NA,NA,NA,NA,"relaxed",NA,NA,NA,"VWA9",3,3,"evm.model.ptg022044l.1_Prang-OG0009405.fa","evm.model.ptg022044l.1_Prang","chr14",939217533,939218865
"OG0009407",NA,NA,NA,NA,NA,NA,"pigmentation",NA,"BBS2",4,2,NA,NA,NA,NA,NA
"OG0009413",NA,NA,NA,NA,"relaxed",NA,NA,NA,"MTERF2",3,3,"evm.model.ptg008411l.1_Prang-OG0009413.fa","evm.model.ptg008411l.1_Prang","chr7",638933549,638934740
"OG0009422",NA,NA,NA,NA,"relaxed",NA,NA,NA,"IRF8",3,3,"evm.model.ptg001093l.6_Prang-OG0009422.fa","evm.model.ptg001093l.6_Prang","chr6",166762837,166764175
"OG0009427",NA,NA,NA,NA,"relaxed",NA,NA,NA,"PDP2",3,3,"evm.model.ptg004126l.3_Prang-OG0009427.fa","evm.model.ptg004126l.3_Prang","chr6",621169012,621170611
"OG0009428",NA,NA,NA,NA,"relaxed",NA,NA,NA,"SLC35A1",3,3,"evm.model.ptg031957l.1_Prang-OG0009428.fa","evm.model.ptg031957l.1_Prang","chr3",66949039,66949921
"OG0009430",NA,NA,NA,NA,"relaxed",NA,NA,NA,"EFHC1",3,3,"evm.model.ptg002173l.6_Prang-OG0009430.fa","evm.model.ptg002173l.6_Prang","chr4",2827835995,2827837831
"OG0009431",NA,NA,NA,NA,"relaxed",NA,NA,NA,"GPATCH2",3,3,"evm.model.ptg006582l.2_Prang-OG0009431.fa","evm.model.ptg006582l.2_Prang","chr4",498997348,498998908
"OG0009441",NA,NA,NA,NA,"relaxed",NA,NA,NA,"MYCN",3,3,"evm.model.ptg001115l.5_Prang-OG0009441.fa","evm.model.ptg001115l.5_Prang","chr4",2671078259,2671079528
"OG0009443",NA,NA,NA,NA,"relaxed",NA,"pigmentation",NA,"OSTM1",3,3,"evm.model.ptg003276l.5_Prang-OG0009443.fa","evm.model.ptg003276l.5_Prang","chr4",2464671429,2464672023
"OG0009450",NA,NA,NA,NA,"relaxed",NA,NA,NA,"MCM7",3,3,"evm.model.ptg005609l.1_Prang-OG0009450.fa","evm.model.ptg005609l.1_Prang","chr5",1788762018,1788764052
"OG0009461",NA,NA,NA,NA,NA,NA,"pigmentation",NA,"USP36",4,2,"evm.model.ptg003833l.2_Prang-OG0009461.fa","evm.model.ptg003833l.2_Prang","chr13",761241382,761244970
"OG0009464",NA,NA,NA,NA,"relaxed",NA,NA,NA,"RECQL5",3,3,NA,NA,NA,NA,NA
"OG0009474",NA,NA,NA,NA,"relaxed",NA,NA,NA,"CRAMP1L",3,3,"evm.model.ptg003261l.1_Prang-OG0009474.fa","evm.model.ptg003261l.1_Prang","chr10",421919097,421923036
"OG0009478",NA,NA,NA,NA,"relaxed",NA,NA,NA,"TTC25",3,3,"evm.model.ptg002643l.3_Prang-OG0009478.fa","evm.model.ptg002643l.3_Prang","chr9",1153597561,1153599229
"OG0009480",NA,NA,NA,NA,"relaxed",NA,NA,NA,"SNRNP70",3,3,"evm.model.ptg020834l.1_Prang-OG0009480.fa","evm.model.ptg020834l.1_Prang","chr8",1159661706,1159663233
"OG0009482",NA,NA,NA,NA,"relaxed",NA,NA,NA,"PPL",3,3,"evm.model.ptg002629l.3_Prang-OG0009482.fa","evm.model.ptg002629l.3_Prang","chr10",554937397,554942677
"OG0009483",NA,NA,NA,NA,"relaxed",NA,NA,NA,"C17orf53",3,3,"evm.model.ptg012249l.1_Prang-OG0009483.fa","evm.model.ptg012249l.1_Prang","chr9",1031843239,1031845489
"OG0009489",NA,NA,NA,NA,"relaxed",NA,NA,NA,"SCAF1",3,3,"evm.model.ptg002203l.1_Prang-OG0009489.fa","evm.model.ptg002203l.1_Prang","chr8",1117904369,1117910882
"OG0009490",NA,NA,NA,NA,"relaxed",NA,NA,NA,"ARMC5",3,3,NA,NA,NA,NA,NA
"OG0009498",NA,NA,NA,NA,"relaxed",NA,NA,NA,"BAP1",3,3,"evm.model.ptg003814l.1_Prang-OG0009498.fa","evm.model.ptg003814l.1_Prang","chr17",369562684,369564925
"OG0009499",NA,NA,NA,NA,"relaxed",NA,NA,NA,"TRAIP",3,3,"evm.model.ptg009492l.7_Prang-OG0009499.fa","evm.model.ptg009492l.7_Prang","chr17",199104545,199105907
"OG0009505",NA,NA,NA,NA,"relaxed",NA,NA,NA,"PSMD6",3,3,"evm.model.ptg002936l.1_Prang-OG0009505.fa","evm.model.ptg002936l.1_Prang","chr17",741465510,741466680
"OG0009506",NA,NA,NA,NA,"relaxed",NA,NA,NA,"CSE1L",3,3,"evm.model.ptg010800l.1_Prang-OG0009506.fa","evm.model.ptg010800l.1_Prang","chr5",2419045287,2419048317
"OG0009514",NA,NA,NA,NA,"relaxed",NA,NA,NA,"KLHDC8A",3,3,"evm.model.ptg007125l.3_Prang-OG0009514.fa","evm.model.ptg007125l.3_Prang","chr9",248526601,248527654
"OG0009515",NA,NA,NA,NA,"relaxed",NA,NA,NA,"HP1BP3",3,3,"evm.model.ptg002154l.1_Prang-OG0009515.fa","evm.model.ptg002154l.1_Prang","chr10",39938846,39940067
"OG0009518",NA,NA,NA,NA,"relaxed",NA,"pigmentation",NA,"TERF2IP",3,3,"evm.model.ptg004036l.3_Prang-OG0009518.fa","evm.model.ptg004036l.3_Prang","chr17",220614928,220615876
"OG0009520",NA,NA,NA,NA,"relaxed",NA,NA,NA,"SLMAP",3,3,"evm.model.ptg002593l.7_Prang-OG0009520.fa","evm.model.ptg002593l.7_Prang","chr17",725394530,725397011
"OG0009521",NA,NA,NA,NA,"relaxed",NA,NA,NA,"MKRN2",3,3,"evm.model.ptg005702l.1_Prang-OG0009521.fa","evm.model.ptg005702l.1_Prang","chr17",380305146,380306427
"OG0009522",NA,NA,NA,NA,"relaxed",NA,"pigmentation",NA,"PDHB",3,3,"evm.model.ptg000148l.5_Prang-OG0009522.fa","evm.model.ptg000148l.5_Prang","chr17",771210378,771211461
"OG0009524",NA,NA,NA,NA,"relaxed",NA,"pigmentation",NA,"IPPK",3,3,"evm.model.ptg007268l.1_Prang-OG0009524.fa","evm.model.ptg007268l.1_Prang","chr17",799858317,799859793
"OG0009536",NA,NA,NA,NA,"relaxed",NA,NA,NA,"CLP1",3,3,"evm.model.ptg029109l.1_Prang-OG0009536.fa","evm.model.ptg029109l.1_Prang","chr7",1959580206,1959581487
"OG0009545",NA,NA,NA,NA,"relaxed",NA,NA,"eyeloss","ANKRD11",3,3,"evm.model.ptg003848l.3_Prang-OG0009545.fa","evm.model.ptg003848l.3_Prang","chr6",74753192,74762387
"OG0009551",NA,NA,NA,NA,NA,NA,"pigmentation",NA,"GPNMB",4,2,NA,NA,NA,NA,NA
"OG0009552",NA,NA,NA,NA,"relaxed",NA,NA,NA,"MCMDC2",3,3,NA,NA,NA,NA,NA
"OG0009558",NA,NA,NA,NA,"relaxed",NA,NA,NA,"SP6",3,3,"evm.model.ptg010315l.11_Prang-OG0009558.fa","evm.model.ptg010315l.11_Prang","chr9",1200233801,1200234908
"OG0009564",NA,NA,NA,NA,"relaxed",NA,NA,NA,"RPP38",3,3,"evi.model.ptg013982l.69_Prang-OG0009564.fa","evi.model.ptg013982l.69_Prang","chr16",716273453,716274341
"OG0009574",NA,NA,NA,NA,NA,NA,"pigmentation","eyeloss","SLC45A2",4,2,NA,NA,NA,NA,NA
"OG0009580",NA,NA,NA,NA,"relaxed",NA,NA,NA,"ALOX5AP",3,3,"evm.model.ptg001878l.15_Prang-OG0009580.fa","evm.model.ptg001878l.15_Prang","chr3",2273265555,2273266041
"OG0009584",NA,NA,NA,NA,"relaxed",NA,NA,NA,"LYSMD4",3,3,"evm.model.ptg010486l.2_Prang-OG0009584.fa","evm.model.ptg010486l.2_Prang","chr14",903060533,903061394
"OG0009586",NA,NA,NA,NA,"relaxed",NA,NA,"eyeloss","ALX1",3,3,"evm.model.ptg002444l.1_Prang-OG0009586.fa","evm.model.ptg002444l.1_Prang","chr7",1196747004,1196747988
"OG0009600",NA,NA,NA,NA,"relaxed",NA,NA,NA,"HMX2",3,3,"evm.model.ptg054756l.2_Prang-OG0009600.fa","evm.model.ptg054756l.2_Prang","chr15",892537169,892537937
"OG0009603",NA,NA,NA,NA,NA,"contracted",NA,NA,NA,3,3,NA,NA,NA,NA,NA
"OG0009639",NA,NA,NA,NA,"relaxed",NA,NA,NA,"HNF1A",3,3,"evm.model.ptg001606l.7_Prang-OG0009639.fa","evm.model.ptg001606l.7_Prang","chr6",1141610567,1141612526
"OG0009642",NA,NA,NA,NA,"relaxed",NA,NA,NA,"ELMOD3",3,3,"evm.model.ptg000116l.2_Prang-OG0009642.fa","evm.model.ptg000116l.2_Prang","chr13",74312431,74313685
"OG0009644",NA,NA,NA,NA,NA,NA,NA,"eyeloss","RNF10",4,2,"evm.model.ptg018057l.4_Prang-OG0009644.fa","evm.model.ptg018057l.4_Prang","chr6",1134744315,1134746586
"OG0009646",NA,NA,NA,NA,"relaxed",NA,NA,NA,"KANSL3",3,3,"evm.model.ptg018289l.2_Prang-OG0009646.fa","evm.model.ptg018289l.2_Prang","chr13",18506918,18510365
"OG0009647",NA,NA,NA,NA,"relaxed",NA,NA,NA,"PTCHD2",3,3,"evm.model.ptg005734l.5_Prang-OG0009647.fa","evm.model.ptg005734l.5_Prang","chr10",261669707,261673697
"OG0009659",NA,NA,NA,NA,"relaxed",NA,NA,"eyeloss","BRPF1",3,3,"evm.model.ptg004921l.2_Prang-OG0009659.fa","evm.model.ptg004921l.2_Prang","chr17",467207883,467211621
"OG0009667",NA,NA,NA,NA,"relaxed",NA,NA,NA,"SRP9",3,3,"evm.model.ptg025903l.2_Prang-OG0009667.fa","evm.model.ptg025903l.2_Prang","chr4",429526798,429527059
"OG0009669",NA,NA,NA,NA,"relaxed",NA,NA,NA,"C14orf37",3,3,"evm.model.ptg008368l.2_Prang-OG0009669.fa","evm.model.ptg008368l.2_Prang","chr8",559624777,559626328
"OG0009684",NA,NA,NA,NA,NA,NA,"pigmentation",NA,"PFAS",4,2,"evm.model.ptg011397l.3_Prang-OG0009684.fa","evm.model.ptg011397l.3_Prang","chr11",487759579,487763581
"OG0009686",NA,NA,NA,NA,NA,NA,NA,"eyeloss","TMEM165",4,2,"evm.model.ptg005828l.2_Prang-OG0009686.fa","evm.model.ptg005828l.2_Prang","chr1",1547916245,1547917184
"OG0009693",NA,NA,NA,NA,"relaxed",NA,NA,NA,"GOPC",3,3,"evm.model.ptg012197l.2_Prang-OG0009693.fa","evm.model.ptg012197l.2_Prang","chr4",2548097788,2548099123
"OG0009700",NA,NA,NA,NA,NA,NA,"pigmentation",NA,"VPS18",4,2,"evm.model.ptg012902l.4_Prang-OG0009700.fa","evm.model.ptg012902l.4_Prang","chr8",138634600,138637525
"OG0009701",NA,NA,NA,NA,"relaxed",NA,NA,NA,"SEL1L",3,3,"evm.model.ptg006143l.1_Prang-OG0009701.fa","evm.model.ptg006143l.1_Prang","chr4",2173226571,2173228224
"OG0009712",NA,NA,NA,NA,"relaxed",NA,NA,NA,"GSG2",3,3,"evm.model.ptg003412l.1_Prang-OG0009712.fa","evm.model.ptg003412l.1_Prang","chr9",530796814,530800072
"OG0009713",NA,NA,NA,NA,"relaxed",NA,NA,NA,"TASP1",3,3,"evm.model.ptg002065l.3_Prang-OG0009713.fa","evm.model.ptg002065l.3_Prang","chr4",737442502,737443780
"OG0009718",NA,NA,NA,NA,"relaxed",NA,NA,NA,"GNE",3,3,"evm.model.ptg009309l.1_Prang-OG0009718.fa","evm.model.ptg009309l.1_Prang","chr1",1302820201,1302822439
"OG0009729",NA,NA,NA,NA,"relaxed",NA,NA,NA,"TAT",3,3,"evm.model.ptg001147l.1_Prang-OG0009729.fa","evm.model.ptg001147l.1_Prang","chr6",131101013,131102336
"OG0009730",NA,NA,NA,NA,NA,NA,"pigmentation",NA,"TINF2",4,2,NA,NA,NA,NA,NA
"OG0009734",NA,NA,NA,NA,NA,NA,"pigmentation",NA,"BLM",4,2,"evm.model.ptg003978l.1_Prang-OG0009734.fa","evm.model.ptg003978l.1_Prang","chr14",962807284,962808187
"OG0009737",NA,NA,NA,NA,NA,NA,"pigmentation",NA,"SNAP29",4,2,"evm.model.ptg000652l.2_Prang-OG0009737.fa","evm.model.ptg000652l.2_Prang","chr6",1208800855,1208801641
"OG0009744",NA,NA,NA,NA,"relaxed",NA,NA,NA,"SNCAIP",3,3,"evm.model.ptg004417l.3_Prang-OG0009744.fa","evm.model.ptg004417l.3_Prang","chr1",3050384266,3050387101
"OG0009750",NA,NA,NA,NA,NA,NA,"pigmentation",NA,"FANCE",4,2,"evm.model.ptg015690l.1_Prang-OG0009750.fa","evm.model.ptg015690l.1_Prang","chr9",94944860,94945658
"OG0009753",NA,NA,NA,NA,"relaxed",NA,NA,NA,"CDKN2C",3,3,"evm.model.ptg002304l.2_Prang-OG0009753.fa","evm.model.ptg002304l.2_Prang","chr12",251299477,251299987
"OG0009760",NA,NA,NA,NA,"relaxed",NA,NA,NA,"ARIH2",3,3,"evm.model.ptg018506l.1_Prang-OG0009760.fa","evm.model.ptg018506l.1_Prang","chr17",522258971,522260414
"OG0009773",NA,NA,NA,NA,"relaxed",NA,NA,NA,"NFIC",3,3,"evm.model.ptg019493l.3_Prang-OG0009773.fa","evm.model.ptg019493l.3_Prang","chr13",644468394,644469714
"OG0009777",NA,NA,NA,NA,"relaxed",NA,NA,NA,"DMAP1",3,3,"evm.model.ptg004088l.1_Prang-OG0009777.fa","evm.model.ptg004088l.1_Prang","chr12",152876964,152877960
"OG0009779",NA,NA,NA,NA,"relaxed",NA,NA,NA,"TAB3",3,3,"evm.model.ptg000408l.1_Prang-OG0009779.fa","evm.model.ptg000408l.1_Prang","chr3",2031207046,2031209161
"OG0009788",NA,NA,NA,NA,NA,NA,NA,"eyeloss","WDR36",4,2,"evm.model.ptg013427l.1_Prang-OG0009788.fa","evm.model.ptg013427l.1_Prang","chr1",3145869681,3145872411
"OG0009795",NA,NA,NA,NA,"relaxed",NA,NA,NA,"EMC6",3,3,"evm.model.ptg018872l.7_Prang-OG0009795.fa","evm.model.ptg018872l.7_Prang","chr5",346032519,346032852
"OG0009798",NA,NA,NA,NA,"relaxed",NA,NA,NA,"RPAIN",3,3,"evm.model.ptg004834l.8_Prang-OG0009798.fa","evm.model.ptg004834l.8_Prang","chr5",230880691,230881366
"OG0009808",NA,NA,NA,NA,"relaxed",NA,NA,NA,"BCKDK",3,3,"evm.model.ptg017997l.1_Prang-OG0009808.fa","evm.model.ptg017997l.1_Prang","chr11",595368049,595369252
"OG0009816",NA,NA,NA,NA,"relaxed",NA,NA,NA,"NCCRP1",3,3,"evm.model.ptg024041l.1_Prang-OG0009816.fa","evm.model.ptg024041l.1_Prang","chr17",81769426,81770122
"OG0009822",NA,NA,NA,NA,"relaxed",NA,NA,NA,"APOA1BP",3,3,"evm.model.ptg002147l.3_Prang-OG0009822.fa","evm.model.ptg002147l.3_Prang","chr9",426819776,426820718
"OG0009824",NA,NA,NA,NA,"relaxed",NA,NA,NA,"ANKLE1",3,3,"evm.model.ptg010881l.1_Prang-OG0009824.fa","evm.model.ptg010881l.1_Prang","chr13",164427930,164432154
"OG0009827",NA,NA,NA,NA,NA,NA,NA,"eyeloss","CYB561",4,2,"evm.model.ptg000485l.2_Prang-OG0009827.fa","evm.model.ptg000485l.2_Prang","chr9",975093702,975094578
"OG0009828",NA,NA,NA,NA,"relaxed",NA,"pigmentation",NA,"TBCD",3,3,NA,NA,NA,NA,NA
"OG0009835",NA,NA,NA,NA,"relaxed",NA,NA,NA,"RPLP1",3,3,NA,NA,NA,NA,NA
"OG0009841",NA,NA,NA,NA,NA,NA,NA,"eyeloss","GMNN",4,2,NA,NA,NA,NA,NA
"OG0009842",NA,NA,NA,NA,"relaxed",NA,NA,NA,"CASD1",3,3,"evm.model.ptg000511l.11_Prang-OG0009842.fa","evm.model.ptg000511l.11_Prang","chr16",610126533,610129329
"OG0009843",NA,NA,NA,NA,"relaxed",NA,NA,NA,"EFCAB1",3,3,"evm.model.ptg001636l.4_Prang-OG0009843.fa","evm.model.ptg001636l.4_Prang","chr16",672919861,672920521
"OG0009845",NA,NA,NA,NA,"relaxed",NA,NA,NA,"SLA",3,3,NA,NA,NA,NA,NA
"OG0009850",NA,NA,NA,NA,"relaxed",NA,NA,NA,"GATAD1",3,3,"evm.model.ptg027735l.2_Prang-OG0009850.fa","evm.model.ptg027735l.2_Prang","chr16",677770448,677771282
"OG0009860",NA,NA,NA,NA,NA,NA,NA,"eyeloss","ARHGAP25",4,2,"evm.model.ptg013311l.1_Prang-OG0009860.fa","evm.model.ptg013311l.1_Prang","chr13",92259934,92261944
"OG0009864",NA,NA,NA,NA,"relaxed",NA,NA,NA,"RFC5",3,3,"evm.model.ptg005721l.3_Prang-OG0009864.fa","evm.model.ptg005721l.3_Prang","chr6",1026517819,1026518842
"OG0009865",NA,NA,NA,NA,"relaxed",NA,NA,NA,"PPIL2",3,3,"evm.model.ptg008417l.1_Prang-OG0009865.fa","evm.model.ptg008417l.1_Prang","chr6",1271120815,1271122180
