OG_ID,analysis_absrel,analysis_relax_intens,analysis_PAML,analysis_cafe_expanded,analysis_relax_relaxed,analysis_cafe_contr,condition_pigmentation,condition_eyes,gene_symbol
OG0008692,NA,NA,NA,NA,relaxed,NA,NA,NA,NKX6NA1
OG0008694,NA,NA,NA,NA,NA,NA,NA,eyeloss,FYB
OG0008696,NA,NA,NA,NA,NA,NA,NA,eyeloss,FTSJ1
OG0008706,NA,NA,NA,NA,NA,NA,pigmentation,NA,DKC1
OG0008707,NA,NA,NA,NA,NA,NA,pigmentation,NA,RAD50
OG0008708,NA,NA,NA,NA,NA,NA,pigmentation,NA,EDN1
OG0008713,NA,NA,NA,NA,NA,NA,NA,eyeloss,SLC9A8
OG0008719,NA,NA,NA,NA,NA,NA,pigmentation,NA,RNF41
OG0008721,NA,NA,NA,NA,relaxed,NA,NA,NA,FBXO25
OG0008723,NA,NA,NA,NA,relaxed,NA,NA,NA,NEUROD4
OG0008724,NA,NA,NA,NA,NA,NA,pigmentation,NA,WNT1
OG0008725,NA,NA,NA,NA,relaxed,NA,NA,NA,CASZ1
OG0008731,NA,NA,NA,NA,relaxed,NA,NA,NA,CLCNKB
OG0008741,NA,NA,NA,NA,relaxed,NA,NA,NA,SNX21
OG0008745,NA,NA,NA,NA,relaxed,NA,NA,NA,ZNF512B
OG0008751,NA,NA,NA,NA,relaxed,NA,NA,NA,MUL1
OG0008755,NA,NA,NA,NA,NA,NA,pigmentation,NA,SDF4
OG0008764,NA,NA,NA,NA,relaxed,NA,NA,NA,PPIG
OG0008765,NA,NA,NA,NA,relaxed,NA,NA,NA,SSB
OG0008768,NA,NA,NA,NA,relaxed,NA,NA,NA,UAP1
OG0008772,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,TFAP2C
OG0008783,NA,NA,NA,NA,NA,NA,pigmentation,NA,PARP3
OG0008784,NA,NA,NA,NA,relaxed,NA,NA,NA,TRUB2
OG0008785,NA,NA,NA,NA,relaxed,NA,NA,NA,PATZ1
OG0008786,NA,NA,NA,NA,relaxed,NA,NA,NA,EIF4ENIF1
OG0008790,NA,NA,NA,NA,relaxed,NA,NA,NA,MFI2
OG0008791,NA,NA,NA,NA,relaxed,NA,NA,NA,NME7
OG0008793,NA,NA,NA,NA,NA,NA,pigmentation,NA,CREB3L2
OG0008803,NA,NA,NA,NA,relaxed,NA,NA,NA,PRKCQ
OG0008805,NA,NA,NA,NA,relaxed,NA,NA,NA,PHF21B
OG0008806,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,TERF2
OG0008818,NA,NA,NA,NA,relaxed,NA,NA,NA,DMTF1
OG0008823,NA,NA,NA,NA,relaxed,NA,NA,NA,LRGUK
OG0008825,NA,NA,NA,NA,relaxed,NA,NA,NA,CDC123
OG0008826,NA,NA,NA,NA,NA,NA,pigmentation,NA,OPTN
OG0008830,NA,NA,NA,NA,relaxed,NA,NA,NA,NDUFB2
OG0008838,NA,NA,NA,NA,relaxed,NA,NA,NA,NOP58
OG0008841,NA,NA,NA,NA,relaxed,NA,NA,NA,COQ7
OG0008858,NA,NA,NA,NA,relaxed,NA,NA,NA,RBX1
OG0008861,NA,NA,NA,NA,relaxed,NA,NA,NA,SREBF2
OG0008863,NA,NA,NA,NA,relaxed,NA,NA,NA,NCAPH2
OG0008866,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,GNPTAB
OG0008867,NA,NA,NA,NA,relaxed,NA,NA,NA,ARID2
OG0008878,NA,NA,NA,NA,relaxed,NA,NA,NA,BANP
OG0008880,NA,NA,NA,NA,NA,NA,pigmentation,NA,FANCI
OG0008881,NA,NA,NA,NA,NA,NA,pigmentation,NA,RAG1
OG0008886,NA,NA,NA,NA,relaxed,NA,NA,NA,TBC1D2B
OG0008887,NA,NA,NA,NA,NA,NA,NA,eyeloss,LACTB
OG0008889,NA,NA,NA,NA,NA,NA,NA,eyeloss,GALK2
OG0008902,NA,NA,NA,NA,relaxed,NA,NA,NA,N4BP3
OG0008909,NA,NA,NA,NA,NA,NA,NA,eyeloss,NFIL3
OG0008932,NA,NA,NA,NA,relaxed,NA,NA,NA,REXO2
OG0008936,NA,NA,NA,NA,relaxed,NA,NA,NA,SCYL3
OG0008955,NA,NA,NA,NA,relaxed,NA,NA,NA,CDC37L1
OG0008967,NA,NA,NA,NA,NA,NA,pigmentation,NA,CTR9
OG0008968,NA,NA,NA,NA,relaxed,NA,NA,NA,VAT1L
OG0008971,NA,NA,NA,NA,relaxed,NA,NA,NA,FES
OG0008980,NA,NA,NA,NA,relaxed,NA,NA,NA,FAM32A
OG0008982,NA,NA,NA,NA,relaxed,NA,NA,NA,LONP1
OG0008987,NA,NA,NA,NA,relaxed,NA,NA,NA,HMG20B
OG0008997,NA,NA,NA,NA,relaxed,NA,NA,NA,LPAR3
OG0009000,NA,NA,NA,NA,relaxed,NA,NA,NA,CDC6
OG0009003,NA,NA,NA,NA,relaxed,NA,NA,NA,TMEM59L
OG0009004,NA,NA,NA,NA,relaxed,NA,NA,NA,KATNB1
OG0009006,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,SDC4
OG0009007,NA,NA,NA,NA,relaxed,NA,NA,NA,UQCC1
OG0009011,NA,NA,NA,NA,relaxed,NA,NA,NA,SMNDC1
OG0009013,NA,NA,NA,NA,relaxed,NA,NA,NA,SYNE3
OG0009014,NA,NA,NA,NA,relaxed,NA,NA,NA,STYX
OG0009019,NA,NA,NA,NA,relaxed,NA,NA,NA,CDK1
OG0009021,NA,NA,NA,NA,relaxed,NA,NA,eyeloss,WARS
OG0009024,NA,NA,NA,NA,relaxed,NA,NA,NA,ZFYVE19
OG0009027,NA,NA,NA,NA,NA,NA,NA,eyeloss,POMT2
OG0009034,NA,NA,NA,NA,NA,NA,pigmentation,NA,PLK4
OG0009042,NA,NA,NA,NA,relaxed,NA,NA,NA,TMEM206
OG0009049,NA,NA,NA,NA,relaxed,NA,NA,NA,CENPO
OG0009052,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,TTC8
OG0009061,NA,NA,NA,NA,NA,NA,NA,eyeloss,GRHL3
OG0009064,NA,NA,NA,NA,NA,NA,pigmentation,NA,ZMPSTE24
OG0009067,NA,NA,NA,NA,relaxed,NA,NA,eyeloss,RAB3GAP2
OG0009068,NA,NA,NA,NA,NA,NA,pigmentation,NA,EDARADD
OG0009070,NA,NA,NA,NA,relaxed,NA,NA,NA,MED24
OG0009074,NA,NA,NA,NA,NA,NA,NA,eyeloss,MFSD8
OG0009078,NA,NA,NA,NA,relaxed,NA,NA,NA,MAP3K8
OG0009089,NA,NA,NA,NA,relaxed,NA,NA,NA,CCZ1
OG0009093,NA,NA,NA,NA,relaxed,NA,NA,NA,TUBGCP2
OG0009100,NA,NA,NA,NA,relaxed,NA,NA,NA,SYTL4
OG0009108,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,VAMP7
OG0009110,NA,NA,NA,NA,relaxed,NA,NA,NA,IMMT
OG0009116,NA,NA,NA,NA,relaxed,NA,NA,NA,CHRD
OG0009123,NA,NA,NA,NA,NA,NA,NA,eyeloss,FKRP
OG0009128,NA,NA,NA,NA,relaxed,NA,NA,NA,UBE4A
OG0009132,NA,NA,NA,NA,NA,NA,pigmentation,NA,ERCC2
OG0009137,NA,NA,NA,NA,relaxed,NA,NA,NA,SACS
OG0009141,NA,NA,NA,NA,relaxed,NA,NA,NA,LIN37
OG0009142,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,BRCA2
OG0009147,NA,NA,NA,NA,relaxed,NA,NA,NA,HIBCH
OG0009150,NA,NA,NA,NA,relaxed,NA,NA,NA,SERPINE3
OG0009156,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,UBXN4
OG0009163,NA,NA,NA,NA,relaxed,NA,NA,NA,TBCCD1
OG0009164,NA,NA,NA,NA,NA,NA,NA,eyeloss,DBR1
OG0009165,NA,NA,NA,NA,relaxed,NA,NA,NA,DNAJC28
OG0009166,NA,NA,NA,NA,relaxed,NA,NA,NA,CDC16
OG0009167,NA,NA,NA,NA,relaxed,NA,NA,NA,GABPA
OG0009171,NA,NA,NA,NA,NA,NA,NA,eyeloss,ITGB5
OG0009172,NA,NA,NA,NA,relaxed,NA,NA,NA,SPC25
OG0009175,NA,NA,NA,NA,relaxed,NA,NA,NA,DDX18
OG0009177,NA,NA,NA,NA,NA,NA,pigmentation,NA,LMLN
OG0009179,NA,NA,NA,NA,relaxed,NA,NA,NA,ZNF148
OG0009183,NA,NA,NA,NA,relaxed,NA,NA,NA,GDAP2
OG0009186,NA,NA,NA,NA,relaxed,NA,NA,NA,DOPEY2
OG0009187,NA,NA,NA,NA,relaxed,NA,NA,NA,ATP5O
OG0009197,NA,NA,NA,NA,NA,NA,pigmentation,NA,MCM4
OG0009201,NA,NA,NA,NA,relaxed,NA,NA,NA,MBOAT7
OG0009203,NA,NA,NA,NA,relaxed,NA,NA,NA,RAB11FIP3
OG0009208,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,IRX2
OG0009214,NA,NA,NA,NA,relaxed,NA,NA,NA,ALDH5A1
OG0009221,NA,NA,NA,NA,relaxed,NA,NA,NA,EBAG9
OG0009224,NA,NA,NA,NA,relaxed,NA,NA,eyeloss,RSPO1
OG0009232,NA,NA,NA,NA,relaxed,NA,NA,NA,SMPDL3B
OG0009236,NA,NA,NA,NA,relaxed,NA,NA,NA,FAM168B
OG0009251,NA,NA,NA,NA,NA,NA,pigmentation,NA,NSMCE2
OG0009254,NA,NA,NA,NA,relaxed,NA,NA,NA,TADA2B
OG0009264,NA,NA,NA,NA,relaxed,NA,NA,NA,TTC5
OG0009269,NA,NA,NA,NA,relaxed,NA,NA,NA,TRMT44
OG0009270,NA,NA,NA,NA,NA,NA,NA,eyeloss,TRMT10A
OG0009272,NA,NA,NA,NA,NA,NA,pigmentation,NA,MEN1
OG0009275,NA,NA,NA,NA,NA,NA,pigmentation,NA,CDC73
OG0009278,NA,NA,NA,NA,relaxed,NA,NA,NA,CCDC39
OG0009279,NA,NA,NA,NA,relaxed,NA,NA,NA,AMPH
OG0009283,NA,NA,NA,NA,relaxed,NA,NA,NA,DHX9
OG0009292,NA,NA,NA,NA,NA,NA,pigmentation,NA,RTF1
OG0009302,NA,NA,NA,NA,NA,NA,pigmentation,NA,FBXO5
OG0009304,NA,NA,NA,NA,relaxed,NA,NA,NA,MGME1
OG0009306,NA,NA,NA,NA,NA,NA,NA,eyeloss,B3GALNT2
OG0009307,NA,NA,NA,NA,relaxed,NA,NA,eyeloss,GGPS1
OG0009322,NA,NA,NA,NA,relaxed,NA,NA,NA,ALMS1
OG0009334,NA,NA,NA,NA,NA,NA,pigmentation,NA,FBXW4
OG0009345,NA,NA,NA,NA,relaxed,NA,NA,NA,COG2
OG0009348,NA,NA,NA,NA,relaxed,NA,NA,NA,BLNK
OG0009356,NA,NA,NA,NA,relaxed,NA,NA,NA,GPRIN3
OG0009357,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,TET2
OG0009367,NA,NA,NA,NA,relaxed,NA,NA,NA,TIPIN
OG0009370,NA,NA,NA,NA,relaxed,NA,NA,NA,APIP
OG0009372,NA,NA,NA,NA,relaxed,NA,NA,NA,TUBGCP4
OG0009383,NA,NA,NA,NA,relaxed,NA,NA,NA,TMCO6
OG0009394,NA,NA,NA,NA,relaxed,NA,NA,NA,ATP1B4
OG0009403,NA,NA,NA,NA,relaxed,NA,NA,NA,RPL4
OG0009405,NA,NA,NA,NA,relaxed,NA,NA,NA,VWA9
OG0009407,NA,NA,NA,NA,NA,NA,pigmentation,NA,BBS2
OG0009413,NA,NA,NA,NA,relaxed,NA,NA,NA,MTERF2
OG0009422,NA,NA,NA,NA,relaxed,NA,NA,NA,IRF8
OG0009427,NA,NA,NA,NA,relaxed,NA,NA,NA,PDP2
OG0009428,NA,NA,NA,NA,relaxed,NA,NA,NA,SLC35A1
OG0009430,NA,NA,NA,NA,relaxed,NA,NA,NA,EFHC1
OG0009431,NA,NA,NA,NA,relaxed,NA,NA,NA,GPATCH2
OG0009441,NA,NA,NA,NA,relaxed,NA,NA,NA,MYCN
OG0009443,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,OSTM1
OG0009450,NA,NA,NA,NA,relaxed,NA,NA,NA,MCM7
OG0009461,NA,NA,NA,NA,NA,NA,pigmentation,NA,USP36
OG0009464,NA,NA,NA,NA,relaxed,NA,NA,NA,RECQL5
OG0009474,NA,NA,NA,NA,relaxed,NA,NA,NA,CRAMP1L
OG0009478,NA,NA,NA,NA,relaxed,NA,NA,NA,TTC25
OG0009480,NA,NA,NA,NA,relaxed,NA,NA,NA,SNRNP70
OG0009482,NA,NA,NA,NA,relaxed,NA,NA,NA,PPL
OG0009483,NA,NA,NA,NA,relaxed,NA,NA,NA,C17orf53
OG0009489,NA,NA,NA,NA,relaxed,NA,NA,NA,SCAF1
OG0009490,NA,NA,NA,NA,relaxed,NA,NA,NA,ARMC5
OG0009498,NA,NA,NA,NA,relaxed,NA,NA,NA,BAP1
OG0009499,NA,NA,NA,NA,relaxed,NA,NA,NA,TRAIP
OG0009505,NA,NA,NA,NA,relaxed,NA,NA,NA,PSMD6
OG0009506,NA,NA,NA,NA,relaxed,NA,NA,NA,CSE1L
OG0009514,NA,NA,NA,NA,relaxed,NA,NA,NA,KLHDC8A
OG0009515,NA,NA,NA,NA,relaxed,NA,NA,NA,HP1BP3
OG0009518,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,TERF2IP
OG0009520,NA,NA,NA,NA,relaxed,NA,NA,NA,SLMAP
OG0009521,NA,NA,NA,NA,relaxed,NA,NA,NA,MKRN2
OG0009522,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,PDHB
OG0009524,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,IPPK
OG0009536,NA,NA,NA,NA,relaxed,NA,NA,NA,CLP1
OG0009545,NA,NA,NA,NA,relaxed,NA,NA,eyeloss,ANKRD11
OG0009551,NA,NA,NA,NA,NA,NA,pigmentation,NA,GPNMB
OG0009552,NA,NA,NA,NA,relaxed,NA,NA,NA,MCMDC2
OG0009558,NA,NA,NA,NA,relaxed,NA,NA,NA,SP6
OG0009564,NA,NA,NA,NA,relaxed,NA,NA,NA,RPP38
OG0009574,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,SLC45A2
OG0009580,NA,NA,NA,NA,relaxed,NA,NA,NA,ALOX5AP
OG0009584,NA,NA,NA,NA,relaxed,NA,NA,NA,LYSMD4
OG0009586,NA,NA,NA,NA,relaxed,NA,NA,eyeloss,ALX1
OG0009600,NA,NA,NA,NA,relaxed,NA,NA,NA,HMX2
OG0009603,NA,NA,NA,NA,NA,contracted,NA,NA,NA
OG0009639,NA,NA,NA,NA,relaxed,NA,NA,NA,HNF1A
OG0009642,NA,NA,NA,NA,relaxed,NA,NA,NA,ELMOD3
OG0009644,NA,NA,NA,NA,NA,NA,NA,eyeloss,RNF10
OG0009646,NA,NA,NA,NA,relaxed,NA,NA,NA,KANSL3
OG0009647,NA,NA,NA,NA,relaxed,NA,NA,NA,PTCHD2
OG0009659,NA,NA,NA,NA,relaxed,NA,NA,eyeloss,BRPF1
OG0009667,NA,NA,NA,NA,relaxed,NA,NA,NA,SRP9
OG0009669,NA,NA,NA,NA,relaxed,NA,NA,NA,C14orf37
OG0009684,NA,NA,NA,NA,NA,NA,pigmentation,NA,PFAS
OG0009686,NA,NA,NA,NA,NA,NA,NA,eyeloss,TMEM165
OG0009693,NA,NA,NA,NA,relaxed,NA,NA,NA,GOPC
OG0009700,NA,NA,NA,NA,NA,NA,pigmentation,NA,VPS18
OG0009701,NA,NA,NA,NA,relaxed,NA,NA,NA,SEL1L
OG0009712,NA,NA,NA,NA,relaxed,NA,NA,NA,GSG2
OG0009713,NA,NA,NA,NA,relaxed,NA,NA,NA,TASP1
OG0009718,NA,NA,NA,NA,relaxed,NA,NA,NA,GNE
OG0009729,NA,NA,NA,NA,relaxed,NA,NA,NA,TAT
OG0009730,NA,NA,NA,NA,NA,NA,pigmentation,NA,TINF2
OG0009734,NA,NA,NA,NA,NA,NA,pigmentation,NA,BLM
OG0009737,NA,NA,NA,NA,NA,NA,pigmentation,NA,SNAP29
OG0009744,NA,NA,NA,NA,relaxed,NA,NA,NA,SNCAIP
OG0009750,NA,NA,NA,NA,NA,NA,pigmentation,NA,FANCE
OG0009753,NA,NA,NA,NA,relaxed,NA,NA,NA,CDKN2C
OG0009760,NA,NA,NA,NA,relaxed,NA,NA,NA,ARIH2
OG0009773,NA,NA,NA,NA,relaxed,NA,NA,NA,NFIC
OG0009777,NA,NA,NA,NA,relaxed,NA,NA,NA,DMAP1
OG0009779,NA,NA,NA,NA,relaxed,NA,NA,NA,TAB3
OG0009788,NA,NA,NA,NA,NA,NA,NA,eyeloss,WDR36
OG0009795,NA,NA,NA,NA,relaxed,NA,NA,NA,EMC6
OG0009798,NA,NA,NA,NA,relaxed,NA,NA,NA,RPAIN
OG0009808,NA,NA,NA,NA,relaxed,NA,NA,NA,BCKDK
OG0009816,NA,NA,NA,NA,relaxed,NA,NA,NA,NCCRP1
OG0009822,NA,NA,NA,NA,relaxed,NA,NA,NA,APOA1BP
OG0009824,NA,NA,NA,NA,relaxed,NA,NA,NA,ANKLE1
OG0009827,NA,NA,NA,NA,NA,NA,NA,eyeloss,CYB561
OG0009828,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,TBCD
OG0009835,NA,NA,NA,NA,relaxed,NA,NA,NA,RPLP1
OG0009841,NA,NA,NA,NA,NA,NA,NA,eyeloss,GMNN
OG0009842,NA,NA,NA,NA,relaxed,NA,NA,NA,CASD1
OG0009843,NA,NA,NA,NA,relaxed,NA,NA,NA,EFCAB1
OG0009845,NA,NA,NA,NA,relaxed,NA,NA,NA,SLA
OG0009850,NA,NA,NA,NA,relaxed,NA,NA,NA,GATAD1
OG0009860,NA,NA,NA,NA,NA,NA,NA,eyeloss,ARHGAP25
OG0009864,NA,NA,NA,NA,relaxed,NA,NA,NA,RFC5
OG0009865,NA,NA,NA,NA,relaxed,NA,NA,NA,PPIL2
OG0009867,NA,NA,NA,NA,relaxed,NA,NA,NA,LIMK2
OG0009869,NA,NA,NA,NA,relaxed,NA,NA,NA,PIAS2
OG0009879,NA,NA,NA,NA,relaxed,NA,NA,NA,NOL6
OG0009882,NA,NA,NA,NA,relaxed,NA,NA,NA,GTF2H3
OG0009883,NA,NA,NA,NA,relaxed,NA,NA,NA,WDR66
OG0009886,NA,NA,NA,NA,relaxed,NA,NA,NA,MFSD3
OG0009892,NA,NA,NA,NA,relaxed,NA,NA,NA,ME2
OG0009895,NA,NA,NA,NA,relaxed,NA,NA,NA,C7orf26
OG0009902,NA,NA,NA,NA,NA,NA,NA,eyeloss,HSF2BP
OG0009905,NA,NA,NA,NA,relaxed,NA,NA,eyeloss,GJA8
OG0009908,NA,NA,NA,NA,relaxed,NA,NA,NA,MZT1
OG0009913,NA,NA,NA,NA,NA,NA,pigmentation,NA,PI4K2A
OG0009918,NA,NA,NA,NA,relaxed,NA,NA,NA,PTCHD1
OG0009936,NA,NA,NA,NA,NA,NA,NA,eyeloss,YAE1D1
OG0009937,NA,NA,NA,NA,relaxed,NA,NA,NA,PXDC1
OG0009941,NA,NA,NA,NA,relaxed,NA,NA,NA,CD79A
OG0009942,NA,NA,NA,NA,NA,NA,pigmentation,NA,NR4A3
OG0009943,NA,NA,NA,NA,NA,NA,pigmentation,NA,STX17
OG0009947,NA,NA,NA,NA,NA,NA,NA,eyeloss,RBM42
OG0009949,NA,NA,NA,NA,relaxed,NA,NA,NA,RUNDC3B
OG0009965,NA,NA,NA,NA,relaxed,NA,NA,NA,UBXN7
OG0009970,NA,NA,NA,NA,relaxed,NA,NA,NA,SFT2D3
OG0009975,NA,NA,NA,NA,relaxed,NA,NA,NA,ARMC6
OG0009977,NA,NA,NA,NA,relaxed,NA,NA,NA,NDUFV2
OG0009989,NA,NA,NA,NA,relaxed,NA,NA,NA,SPTSSB
OG0009993,NA,NA,NA,NA,relaxed,NA,NA,NA,ATG5
OG0009994,NA,NA,NA,NA,relaxed,NA,NA,NA,C7orf25
OG0010002,NA,NA,NA,NA,NA,NA,NA,eyeloss,TCF7
OG0010004,NA,NA,NA,NA,relaxed,NA,NA,NA,AGGF1
OG0010006,NA,NA,NA,NA,relaxed,NA,NA,NA,PSMD5
OG0010012,NA,NA,NA,NA,relaxed,NA,NA,NA,SLC31A2
OG0010021,NA,NA,NA,NA,relaxed,NA,NA,NA,KDELC2
OG0010022,NA,NA,NA,NA,relaxed,NA,NA,NA,NDUFA2
OG0010023,NA,NA,NA,NA,relaxed,NA,NA,NA,TXNDC15
OG0010025,NA,NA,NA,NA,relaxed,NA,NA,NA,ASL
OG0010026,NA,NA,NA,NA,relaxed,NA,NA,NA,WBSCR27
OG0010030,NA,NA,NA,NA,relaxed,NA,NA,NA,CCDC11
OG0010031,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,WDR73
OG0010041,NA,NA,NA,NA,relaxed,NA,NA,NA,UIMC1
OG0010048,NA,NA,NA,NA,relaxed,NA,NA,NA,CCT6A
OG0010056,NA,NA,NA,NA,relaxed,NA,NA,NA,EXOSC7
OG0010064,NA,NA,NA,NA,relaxed,NA,NA,NA,MTFR2
OG0010067,NA,NA,NA,NA,relaxed,NA,NA,NA,SLC26A10
OG0010068,NA,NA,NA,NA,relaxed,NA,NA,NA,TMEM201
OG0010070,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,ZBTB17
OG0010077,NA,NA,NA,NA,relaxed,NA,NA,NA,USP19
OG0010080,NA,NA,NA,NA,relaxed,NA,NA,NA,CCM2L
OG0010091,NA,NA,NA,NA,relaxed,NA,NA,NA,ZBTB39
OG0010096,NA,NA,NA,NA,relaxed,NA,NA,NA,DNAAF1
OG0010099,NA,NA,NA,NA,relaxed,NA,NA,NA,TSHZ2
OG0010104,NA,NA,NA,NA,NA,NA,NA,eyeloss,RP2
OG0010110,NA,NA,NA,NA,relaxed,NA,NA,NA,TATDN2
OG0010114,NA,NA,NA,NA,NA,NA,pigmentation,NA,SNRPC
OG0010115,NA,NA,NA,NA,relaxed,NA,NA,NA,NA
OG0010119,NA,NA,NA,NA,relaxed,NA,NA,NA,CDH22
OG0010123,NA,NA,NA,expanded,NA,NA,NA,NA,NA
OG0010130,NA,NA,NA,NA,relaxed,NA,NA,NA,PPIL1
OG0010131,NA,NA,NA,NA,relaxed,NA,NA,NA,WWC3
OG0010135,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,USP13
OG0010138,NA,NA,NA,NA,relaxed,NA,NA,NA,ALG6
OG0010144,NA,NA,NA,NA,relaxed,NA,NA,NA,TMEM19
OG0010154,NA,NA,NA,NA,relaxed,NA,NA,NA,SCYL2
OG0010156,NA,NA,NA,NA,relaxed,NA,NA,NA,PYROXD1
OG0010158,NA,NA,NA,NA,relaxed,NA,NA,NA,GPR85
OG0010164,NA,NA,NA,NA,relaxed,NA,NA,NA,SULT4A1
OG0010165,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,SMO
OG0010166,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,PAH
OG0010168,NA,NA,NA,NA,relaxed,NA,NA,NA,PSMC2
OG0010170,NA,NA,NA,NA,relaxed,NA,NA,NA,ACSS3
OG0010174,NA,NA,NA,NA,relaxed,NA,NA,NA,CDKN2D
OG0010177,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,TMPRSS6
OG0010178,NA,NA,NA,NA,relaxed,NA,NA,NA,IQCB1
OG0010180,NA,NA,NA,NA,NA,NA,pigmentation,NA,ERCC3
OG0010185,NA,NA,NA,NA,relaxed,NA,NA,NA,SDHA
OG0010188,NA,NA,NA,NA,relaxed,NA,NA,NA,LRRC71
OG0010193,NA,NA,NA,NA,relaxed,NA,NA,NA,FAM91A1
OG0010196,NA,NA,NA,NA,NA,NA,pigmentation,NA,EIF3I
OG0010199,NA,NA,NA,NA,relaxed,NA,NA,NA,EYA3
OG0010200,NA,NA,NA,NA,relaxed,NA,NA,NA,THAP7
OG0010202,NA,NA,NA,NA,relaxed,NA,NA,NA,POLR3H
OG0010211,NA,NA,NA,NA,relaxed,NA,NA,NA,MED21
OG0010212,NA,NA,NA,NA,relaxed,NA,NA,NA,PROSER2
OG0010214,NA,NA,NA,NA,relaxed,NA,NA,NA,XPOT
OG0010225,NA,NA,NA,NA,relaxed,NA,NA,NA,MFSD7
OG0010233,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,USP3
OG0010234,NA,NA,NA,NA,relaxed,NA,NA,NA,FBXL22
OG0010236,NA,NA,NA,NA,relaxed,NA,NA,NA,COPS2
OG0010239,NA,NA,NA,NA,NA,NA,NA,eyeloss,FNBP4
OG0010243,NA,NA,NA,NA,relaxed,NA,NA,eyeloss,ANKRD27
OG0010246,NA,NA,NA,NA,relaxed,NA,NA,NA,MOV10L1
OG0010249,NA,NA,NA,NA,relaxed,NA,NA,eyeloss,ANXA6
OG0010250,NA,NA,NA,NA,relaxed,NA,NA,NA,TNIP1
OG0010251,NA,NA,NA,NA,relaxed,NA,NA,NA,DCTN4
OG0010271,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,VPS11
OG0010285,NA,NA,NA,NA,relaxed,NA,NA,NA,C2CD2
OG0010287,NA,NA,NA,NA,relaxed,NA,NA,NA,TRIM37
OG0010293,NA,NA,NA,NA,relaxed,NA,NA,NA,ACER3
OG0010299,NA,NA,NA,NA,relaxed,NA,NA,NA,BPNT1
OG0010300,NA,NA,NA,NA,relaxed,NA,NA,NA,MGAT2
OG0010303,NA,NA,NA,NA,relaxed,NA,NA,NA,TCTE1
OG0010313,NA,NA,NA,NA,relaxed,NA,NA,NA,SWI5
OG0010316,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,COPB1
OG0010324,NA,NA,NA,NA,relaxed,NA,NA,NA,SENP8
OG0010325,NA,NA,NA,NA,NA,NA,NA,eyeloss,FADD
OG0010327,NA,NA,NA,NA,NA,NA,NA,eyeloss,TBCE
OG0010329,NA,NA,NA,NA,relaxed,NA,NA,NA,SNRPA1
OG0010335,NA,NA,NA,NA,relaxed,NA,NA,NA,TIMM13
OG0010346,NA,NA,NA,NA,NA,NA,pigmentation,NA,CTNS
OG0010347,NA,NA,NA,NA,relaxed,NA,NA,NA,SGTA
OG0010355,NA,NA,NA,NA,relaxed,NA,NA,NA,DTD1
OG0010356,NA,NA,NA,NA,relaxed,NA,NA,NA,LUZP1
OG0010357,NA,NA,NA,NA,relaxed,NA,pigmentation,eyeloss,DICER1
OG0010359,NA,NA,NA,NA,relaxed,NA,NA,NA,SETD3
OG0010360,NA,NA,NA,NA,relaxed,NA,NA,NA,FAM149B1
OG0010361,NA,NA,NA,NA,relaxed,NA,NA,NA,KIF26B
OG0010363,NA,NA,NA,NA,relaxed,NA,NA,NA,SCFD1
OG0010364,NA,NA,NA,NA,relaxed,NA,NA,NA,SRP14
OG0010368,NA,NA,NA,NA,relaxed,NA,NA,NA,SH3YL1
OG0010372,NA,NA,NA,NA,relaxed,NA,NA,eyeloss,COQ6
OG0010374,NA,NA,NA,NA,NA,NA,pigmentation,NA,EXOC5
OG0010376,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,VPS39
OG0010378,NA,NA,NA,NA,relaxed,NA,NA,NA,C14orf180
OG0010380,NA,NA,NA,NA,relaxed,NA,NA,eyeloss,MIPOL1
OG0010381,NA,NA,NA,NA,relaxed,NA,NA,NA,FBXO34
OG0010384,NA,NA,NA,NA,NA,NA,NA,eyeloss,GDF3
OG0010387,NA,NA,NA,NA,relaxed,NA,NA,NA,AREL1
OG0010389,NA,NA,NA,NA,relaxed,NA,NA,NA,MOCS1
