OG_ID,analysis_absrel,gene_symbol.x,analysis_relaxed_intensified,analysis_paml,analysis_cafe_expanded,gene_symbol.y,analysis_relax_relaxed,analysis_cafe_contracted,gene_symbol,qname,query,chr,seqStart,seqEnd
OG0007064,NA,NA,NA,paml_selected,NA,NA,NA,NA,HAUS8,longevity_candidate_gene_selection_analysis-OG0007064-evm.model.ptg018431l.1_Prang,evm.model.ptg018431l.1_Prang,chr13,443026351,443027566
OG0007065,NA,CCDC135,intensified,paml_selected,NA,NA,NA,NA,CCDC135,longevity_candidate_gene_selection_analysis-OG0007065-evm.model.ptg014975l.1_Prang,evm.model.ptg014975l.1_Prang,chr6,197385150,197387736
OG0007066,NA,NA,NA,NA,NA,PPIL4,relaxed,NA,PPIL4,longevity_candidate_gene_selection_analysis-OG0007066-evm.model.ptg017816l.1_Prang,evm.model.ptg017816l.1_Prang,chr1,797139227,797140508
OG0007067,NA,NA,NA,paml_selected,NA,RANBP3,relaxed,NA,RANBP3,longevity_candidate_gene_selection_analysis-OG0007067-evm.model.ptg001627l.1_Prang,evm.model.ptg001627l.1_Prang,chr14,826249244,826251041
OG0007071,NA,KIAA1143,intensified,paml_selected,NA,NA,NA,NA,KIAA1143,longevity_candidate_gene_selection_analysis-OG0007071-evm.model.ptg018079l.2_Prang,evm.model.ptg018079l.2_Prang,chr16,385505666,385506140
OG0007072,NA,NA,NA,NA,NA,PUS10,relaxed,NA,PUS10,longevity_candidate_gene_selection_analysis-OG0007072-evm.model.ptg002573l.10_Prang,evm.model.ptg002573l.10_Prang,chr9,935417515,935419111
OG0007073,NA,NA,NA,NA,NA,MAP3K8,relaxed,NA,MAP3K8,longevity_candidate_gene_selection_analysis-OG0007073-evm.model.ptg002136l.2_Prang,evm.model.ptg002136l.2_Prang,chr16,264862015,264863419
OG0007074,NA,AHSA1,intensified,NA,NA,NA,NA,NA,AHSA1,longevity_candidate_gene_selection_analysis-OG0007074-evm.model.ptg005314l.1_Prang,evm.model.ptg005314l.1_Prang,chr8,361419501,361420533
OG0007080,NA,NA,NA,NA,NA,CPZ,relaxed,NA,CPZ,longevity_candidate_gene_selection_analysis-OG0007080-evm.model.ptg010080l.2_Prang,evm.model.ptg010080l.2_Prang,chr1,500809491,500811462
OG0007081,NA,NA,NA,paml_selected,NA,TNFAIP6,relaxed,NA,TNFAIP6,longevity_candidate_gene_selection_analysis-OG0007081-evm.model.ptg011472l.2_Prang,evm.model.ptg011472l.2_Prang,chr19,367995770,367996580
OG0007082,NA,NA,NA,NA,NA,HDAC3,relaxed,NA,HDAC3,longevity_candidate_gene_selection_analysis-OG0007082-evm.model.ptg010649l.5_Prang,evm.model.ptg010649l.5_Prang,chr3,157264493,157265780
OG0007083,NA,NA,NA,paml_selected,NA,DCAF7,relaxed,NA,DCAF7,longevity_candidate_gene_selection_analysis-OG0007083-evm.model.ptg012749l.3_Prang,evm.model.ptg012749l.3_Prang,chr9,968313540,968314569
OG0007084,NA,NA,NA,NA,NA,RNF152,relaxed,NA,RNF152,longevity_candidate_gene_selection_analysis-OG0007084-evm.model.ptg002928l.5_Prang,evm.model.ptg002928l.5_Prang,chr2,1714066850,1714067462
OG0007085,NA,NA,NA,paml_selected,NA,TMEM192,relaxed,NA,TMEM192,longevity_candidate_gene_selection_analysis-OG0007085-evi.model.ptg011102l.129_Prang,evi.model.ptg011102l.129_Prang,chr1,1149256424,1149257192
OG0007087,NA,NA,NA,paml_selected,NA,NA,NA,NA,RFX5,longevity_candidate_gene_selection_analysis-OG0007087-evm.model.ptg002938l.5_Prang,evm.model.ptg002938l.5_Prang,chr9,547720826,547723106
OG0007088,NA,NA,NA,paml_selected,NA,NA,NA,NA,EMC7,longevity_candidate_gene_selection_analysis-OG0007088-evm.model.ptg005601l.3_Prang,evm.model.ptg005601l.3_Prang,chr8,309415188,309415800
OG0007089,NA,NA,NA,NA,NA,FBXL7,relaxed,NA,FBXL7,longevity_candidate_gene_selection_analysis-OG0007089-evm.model.ptg000585l.2_Prang,evm.model.ptg000585l.2_Prang,chr2,2044073328,2044074885
OG0007090,NA,NA,NA,NA,NA,THOC7,relaxed,NA,THOC7,longevity_candidate_gene_selection_analysis-OG0007090-evm.model.ptg005256l.3_Prang,evm.model.ptg005256l.3_Prang,chr17,742233741,742234374
OG0007091,NA,NA,NA,paml_selected,NA,WDR16,relaxed,NA,WDR16,longevity_candidate_gene_selection_analysis-OG0007091-evm.model.ptg019588l.1_Prang,evm.model.ptg019588l.1_Prang,chr13,1012034351,1012038545
OG0007092,NA,NA,NA,paml_selected,NA,NA,NA,NA,LRWD1,longevity_candidate_gene_selection_analysis-OG0007092-evm.model.ptg002815l.1_Prang,evm.model.ptg002815l.1_Prang,chr5,2575224168,2575225962
OG0007093,NA,NA,NA,NA,NA,NKRF,relaxed,NA,NKRF,longevity_candidate_gene_selection_analysis-OG0007093-evm.model.ptg007711l.2_Prang,evm.model.ptg007711l.2_Prang,chr2,3121348488,3121351089
OG0007096,NA,HIGD2A,intensified,NA,NA,NA,NA,NA,HIGD2A,longevity_candidate_gene_selection_analysis-OG0007096-evm.model.ptg010892l.2_Prang,evm.model.ptg010892l.2_Prang,chr3,423227319,423227607
OG0007097,NA,NA,NA,NA,NA,CXorf36,relaxed,NA,CXorf36,longevity_candidate_gene_selection_analysis-OG0007097-evm.model.ptg003718l.3_Prang,evm.model.ptg003718l.3_Prang,chr3,2733804946,2733806239
OG0007098,NA,NA,NA,NA,NA,YOD1,relaxed,NA,YOD1,longevity_candidate_gene_selection_analysis-OG0007098-evm.model.ptg001739l.5_Prang,evm.model.ptg001739l.5_Prang,chr9,223120025,223121060
OG0007099,NA,PALB2,intensified,paml_selected,NA,NA,NA,NA,PALB2,longevity_candidate_gene_selection_analysis-OG0007099-evm.model.ptg011573l.1_Prang,evm.model.ptg011573l.1_Prang,chr10,1106669570,1106670038
OG0007101,NA,NA,NA,NA,NA,AUP1,relaxed,NA,AUP1,longevity_candidate_gene_selection_analysis-OG0007101-evm.model.ptg017448l.1_Prang,evm.model.ptg017448l.1_Prang,chr1,25928720,25930013
OG0007102,NA,NA,NA,NA,NA,HBS1L,relaxed,NA,HBS1L,longevity_candidate_gene_selection_analysis-OG0007102-evm.model.ptg007040l.2_Prang,evm.model.ptg007040l.2_Prang,chr4,1980172047,1980173886
OG0007103,NA,IMMP1L,intensified,paml_selected,NA,NA,NA,NA,IMMP1L,longevity_candidate_gene_selection_analysis-OG0007103-evm.model.ptg000806l.5_Prang,evm.model.ptg000806l.5_Prang,chr6,1878077248,1878077701
OG0007107,NA,SAMD8,intensified,NA,NA,NA,NA,NA,SAMD8,longevity_candidate_gene_selection_analysis-OG0007107-evm.model.ptg000298l.1_Prang,evm.model.ptg000298l.1_Prang,chr15,230518923,230520198
OG0007109,NA,NA,NA,paml_selected,NA,NA,NA,NA,PPT1,longevity_candidate_gene_selection_analysis-OG0007109-evm.model.ptg021518l.1_Prang,evm.model.ptg021518l.1_Prang,chr14,4318094,4318994
OG0007110,NA,NA,NA,paml_selected,NA,NA,NA,NA,MCAT,longevity_candidate_gene_selection_analysis-OG0007110-evm.model.ptg012529l.2_Prang,evm.model.ptg012529l.2_Prang,chr7,597412774,597413965
OG0007111,NA,NA,NA,NA,NA,MDH2,relaxed,NA,MDH2,longevity_candidate_gene_selection_analysis-OG0007111-evm.model.ptg006475l.3_Prang,evm.model.ptg006475l.3_Prang,chr1,2761740765,2761741758
OG0007112,NA,NA,NA,paml_selected,NA,NA,NA,NA,SRBD1,longevity_candidate_gene_selection_analysis-OG0007112-evm.model.ptg000798l.1_Prang,evm.model.ptg000798l.1_Prang,chr4,598803162,598806207
OG0007113,NA,SETD3,intensified,NA,NA,NA,NA,NA,SETD3,longevity_candidate_gene_selection_analysis-OG0007113-evm.model.ptg019516l.2_Prang,evm.model.ptg019516l.2_Prang,chr8,966458852,966459980
OG0007114,NA,NA,NA,NA,NA,TRPS1,relaxed,NA,TRPS1,longevity_candidate_gene_selection_analysis-OG0007114-evm.model.ptg001899l.1_Prang,evm.model.ptg001899l.1_Prang,chr2,424013114,424016762
OG0007117,NA,NA,NA,NA,NA,DGCR14,relaxed,NA,DGCR14,longevity_candidate_gene_selection_analysis-OG0007117-evm.model.ptg017090l.3_Prang,evm.model.ptg017090l.3_Prang,chr6,1203830265,1203831720
OG0007118,NA,NA,NA,paml_selected,NA,NA,NA,NA,TMEM38B,longevity_candidate_gene_selection_analysis-OG0007118-evm.model.ptg000156l.3_Prang,evm.model.ptg000156l.3_Prang,chr3,696409666,696410575
OG0007121,NA,NA,NA,NA,NA,MRPS7,relaxed,NA,MRPS7,longevity_candidate_gene_selection_analysis-OG0007121-evm.model.ptg012500l.5_Prang,evm.model.ptg012500l.5_Prang,chr13,945825756,945826455
OG0007123,NA,NA,NA,paml_selected,NA,NA,NA,NA,TBCC,longevity_candidate_gene_selection_analysis-OG0007123-evm.model.ptg001660l.4_Prang,evm.model.ptg001660l.4_Prang,chr19,425943348,425944428
OG0007124,NA,NA,NA,paml_selected,NA,NA,NA,NA,GNL3L,longevity_candidate_gene_selection_analysis-OG0007124-evm.model.ptg028805l.2_Prang,evm.model.ptg028805l.2_Prang,chr10,1247066262,1247068146
OG0007125,NA,NA,NA,NA,NA,EIF3C,relaxed,NA,EIF3C,longevity_candidate_gene_selection_analysis-OG0007125-evm.model.ptg007635l.1_Prang,evm.model.ptg007635l.1_Prang,chr11,548500023,548502951
OG0007126,NA,NA,NA,paml_selected,NA,NA,NA,NA,FBXW9,longevity_candidate_gene_selection_analysis-OG0007126-evm.model.ptg002098l.8_Prang,evm.model.ptg002098l.8_Prang,chr5,1252544314,1252545748
OG0007128,NA,NA,NA,paml_selected,NA,NA,NA,NA,MYEF2,longevity_candidate_gene_selection_analysis-OG0007128-evm.model.ptg026645l.2_Prang,evm.model.ptg026645l.2_Prang,chr13,697923401,697924292
OG0007131,NA,NA,NA,NA,NA,BACH2,relaxed,NA,BACH2,longevity_candidate_gene_selection_analysis-OG0007131-evm.model.ptg004471l.2_Prang,evm.model.ptg004471l.2_Prang,chr4,2526283594,2526286114
OG0007132,NA,NA,NA,NA,NA,SPECC1,relaxed,NA,SPECC1,longevity_candidate_gene_selection_analysis-OG0007132-evm.model.ptg000068l.4_Prang,evm.model.ptg000068l.4_Prang,chr5,362935090,362938222
OG0007133,NA,RASSF1,intensified,paml_selected,NA,NA,NA,NA,RASSF1,longevity_candidate_gene_selection_analysis-OG0007133-evm.model.ptg003197l.5_Prang,evm.model.ptg003197l.5_Prang,chr17,159067277,159068387
OG0007135,NA,NA,NA,paml_selected,NA,NA,NA,NA,KIAA0895,longevity_candidate_gene_selection_analysis-OG0007135-evm.model.ptg002879l.3_Prang,evm.model.ptg002879l.3_Prang,chr2,2454538967,2454540503
OG0007137,NA,NA,NA,paml_selected,NA,NA,NA,NA,ARHGEF1,longevity_candidate_gene_selection_analysis-OG0007137-evm.model.ptg008541l.2_Prang,evm.model.ptg008541l.2_Prang,chr8,1377100287,1377103455
OG0007140,NA,NA,NA,paml_selected,NA,NA,NA,NA,AP3D1,longevity_candidate_gene_selection_analysis-OG0007140-evm.model.ptg000984l.7_Prang,evm.model.ptg000984l.7_Prang,chr13,672178298,672182075
OG0007141,NA,NA,NA,NA,NA,NUDT21,relaxed,NA,NUDT21,longevity_candidate_gene_selection_analysis-OG0007141-evm.model.ptg013103l.2_Prang,evm.model.ptg013103l.2_Prang,chr3,359975758,359976442
OG0007142,NA,NA,NA,NA,NA,OSCP1,relaxed,NA,OSCP1,longevity_candidate_gene_selection_analysis-OG0007142-evm.model.ptg016719l.3_Prang,evm.model.ptg016719l.3_Prang,chr14,71192734,71193895
OG0007144,NA,NA,NA,NA,NA,CFDP1,relaxed,NA,CFDP1,longevity_candidate_gene_selection_analysis-OG0007144-evm.model.ptg004649l.10_Prang,evm.model.ptg004649l.10_Prang,chr6,207477066,207477981
OG0007145,NA,NA,NA,NA,NA,IARS,relaxed,NA,IARS,longevity_candidate_gene_selection_analysis-OG0007145-evm.model.ptg018467l.1_Prang,evm.model.ptg018467l.1_Prang,chr17,804022288,804023092
OG0007147,NA,NA,NA,NA,NA,TMEM55A,relaxed,NA,TMEM55A,longevity_candidate_gene_selection_analysis-OG0007147-evm.model.ptg010773l.6_Prang,evm.model.ptg010773l.6_Prang,chr2,632269828,632270602
OG0007148,NA,NA,NA,NA,NA,RUSC2,relaxed,NA,RUSC2,longevity_candidate_gene_selection_analysis-OG0007148-evm.model.ptg004392l.1_Prang,evm.model.ptg004392l.1_Prang,chr1,3982841449,3982846288
OG0007149,NA,NA,NA,paml_selected,NA,DIS3L2,relaxed,NA,DIS3L2,longevity_candidate_gene_selection_analysis-OG0007149-evm.model.ptg005772l.5_Prang,evm.model.ptg005772l.5_Prang,chr18,227202300,227205621
OG0007151,NA,AGXT,intensified,NA,NA,NA,NA,NA,AGXT,longevity_candidate_gene_selection_analysis-OG0007151-evm.model.ptg001309l.6_Prang,evm.model.ptg001309l.6_Prang,chr18,703379913,703381191
OG0007152,NA,NA,NA,NA,NA,ETFDH,relaxed,NA,ETFDH,longevity_candidate_gene_selection_analysis-OG0007152-evm.model.ptg006444l.1_Prang,evm.model.ptg006444l.1_Prang,chr1,1095862080,1095864105
OG0007153,NA,NA,NA,NA,NA,INVS,relaxed,NA,INVS,longevity_candidate_gene_selection_analysis-OG0007153-evm.model.ptg007692l.2_Prang,evm.model.ptg007692l.2_Prang,chr9,1277990262,1277993652
OG0007154,NA,ELP6,intensified,paml_selected,NA,NA,NA,NA,ELP6,longevity_candidate_gene_selection_analysis-OG0007154-evm.model.ptg010224l.3_Prang,evm.model.ptg010224l.3_Prang,chr16,69546592,69547390
OG0007155,NA,NA,NA,paml_selected,NA,PGAP3,relaxed,NA,PGAP3,longevity_candidate_gene_selection_analysis-OG0007155-evm.model.ptg020169l.4_Prang,evm.model.ptg020169l.4_Prang,chr9,1238592284,1238593238
OG0007157,NA,NA,NA,paml_selected,NA,NA,NA,NA,GPNMB,longevity_candidate_gene_selection_analysis-OG0007157-evm.model.ptg002886l.3_Prang,evm.model.ptg002886l.3_Prang,chr16,357720746,357722513
OG0007158,NA,NA,NA,NA,NA,FBXO34,relaxed,NA,FBXO34,longevity_candidate_gene_selection_analysis-OG0007158-evm.model.ptg008147l.6_Prang,evm.model.ptg008147l.6_Prang,chr8,296028887,296031074
OG0007159,NA,NA,NA,NA,NA,BUB3,relaxed,NA,BUB3,longevity_candidate_gene_selection_analysis-OG0007159-evm.model.ptg017893l.1_Prang,evm.model.ptg017893l.1_Prang,chr15,893250961,893251771
OG0007160,NA,NA,NA,NA,NA,FBXO8,relaxed,NA,FBXO8,longevity_candidate_gene_selection_analysis-OG0007160-evm.model.ptg004200l.5_Prang,evm.model.ptg004200l.5_Prang,chr1,1109908059,1109909058
OG0007161,NA,NA,NA,NA,NA,STK16,relaxed,NA,STK16,longevity_candidate_gene_selection_analysis-OG0007161-evm.model.ptg018075l.1_Prang,evm.model.ptg018075l.1_Prang,chr19,50509489,50510302
OG0007162,NA,NA,NA,NA,NA,HPSE2,relaxed,NA,HPSE2,longevity_candidate_gene_selection_analysis-OG0007162-evm.model.ptg006666l.2_Prang,evm.model.ptg006666l.2_Prang,chr15,478209811,478210258
OG0007163,NA,NA,NA,paml_selected,NA,COQ9,relaxed,NA,COQ9,longevity_candidate_gene_selection_analysis-OG0007163-evm.model.ptg000219l.5_Prang,evm.model.ptg000219l.5_Prang,chr6,191103419,191104370
OG0007164,NA,NA,NA,paml_selected,NA,NA,NA,NA,SLC25A46,longevity_candidate_gene_selection_analysis-OG0007164-evm.model.ptg013427l.3_Prang,evm.model.ptg013427l.3_Prang,chr2,1056546275,1056547499
OG0007165,NA,NA,NA,NA,NA,DCTN6,relaxed,NA,DCTN6,longevity_candidate_gene_selection_analysis-OG0007165-evm.model.ptg005026l.9_Prang,evm.model.ptg005026l.9_Prang,chr1,2226975891,2226976500
OG0007167,NA,NA,NA,paml_selected,NA,NA,NA,NA,PLAU,longevity_candidate_gene_selection_analysis-OG0007167-evm.model.ptg027052l.1_Prang,evm.model.ptg027052l.1_Prang,chr15,222655501,222657490
OG0007168,NA,NA,NA,NA,NA,SCG2,relaxed,NA,SCG2,longevity_candidate_gene_selection_analysis-OG0007168-evm.model.ptg007886l.1_Prang,evm.model.ptg007886l.1_Prang,chr18,595324609,595326508
OG0007169,NA,NA,NA,NA,NA,KLHL12,relaxed,NA,KLHL12,longevity_candidate_gene_selection_analysis-OG0007169-evm.model.ptg002949l.2_Prang,evm.model.ptg002949l.2_Prang,chr9,684761188,684762760
OG0007172,NA,NA,NA,paml_selected,NA,CCT2,relaxed,NA,CCT2,longevity_candidate_gene_selection_analysis-OG0007172-evm.model.ptg000270l.1_Prang,evm.model.ptg000270l.1_Prang,chr7,188830662,188832354
OG0007173,NA,NA,NA,NA,NA,C11orf87,relaxed,NA,C11orf87,longevity_candidate_gene_selection_analysis-OG0007173-evm.model.ptg009408l.2_Prang,evm.model.ptg009408l.2_Prang,chr3,1141085303,1141085756
OG0007174,NA,NA,NA,NA,NA,BSCL2,relaxed,NA,BSCL2,longevity_candidate_gene_selection_analysis-OG0007174-evm.model.ptg025414l.1_Prang,evm.model.ptg025414l.1_Prang,chr6,1265502850,1265503978
OG0007175,NA,NA,NA,paml_selected,NA,ZNF800,relaxed,NA,ZNF800,longevity_candidate_gene_selection_analysis-OG0007175-evm.model.ptg018796l.2_Prang,evm.model.ptg018796l.2_Prang,chr7,1062215393,1062217499
OG0007177,NA,NA,NA,paml_selected,NA,EIF3L,relaxed,NA,EIF3L,longevity_candidate_gene_selection_analysis-OG0007177-evm.model.ptg007613l.5_Prang,evm.model.ptg007613l.5_Prang,chr11,687892962,687894651
OG0007178,NA,NA,NA,NA,NA,NDUFAF2,relaxed,NA,NDUFAF2,longevity_candidate_gene_selection_analysis-OG0007178-evm.model.ptg008244l.3_Prang,evm.model.ptg008244l.3_Prang,scaffold563,327947,328484
OG0007179,NA,NA,NA,NA,NA,SGPP2,relaxed,NA,SGPP2,longevity_candidate_gene_selection_analysis-OG0007179-evm.model.ptg001933l.5_Prang,evm.model.ptg001933l.5_Prang,chr18,599300803,599302006
OG0007182,NA,NA,NA,NA,NA,ARIH2,relaxed,NA,ARIH2,longevity_candidate_gene_selection_analysis-OG0007182-evm.model.ptg004990l.3_Prang,evm.model.ptg004990l.3_Prang,chr17,521522152,521523496
OG0007183,NA,SPAG6,intensified,NA,NA,NA,NA,NA,SPAG6,longevity_candidate_gene_selection_analysis-OG0007183-evm.model.ptg014377l.2_Prang,evm.model.ptg014377l.2_Prang,chr5,509474052,509475579
OG0007184,NA,NA,NA,paml_selected,NA,NPR3,relaxed,NA,NPR3,longevity_candidate_gene_selection_analysis-OG0007184-evm.model.ptg017852l.3_Prang,evm.model.ptg017852l.3_Prang,chr1,3823880123,3823881740
OG0007185,NA,NA,NA,paml_selected,NA,NA,NA,NA,SOCS7,longevity_candidate_gene_selection_analysis-OG0007185-evm.model.ptg000769l.6_Prang,evm.model.ptg000769l.6_Prang,chr9,1209170086,1209171700
OG0007186,NA,NA,NA,NA,NA,FAM84A,relaxed,NA,FAM84A,longevity_candidate_gene_selection_analysis-OG0007186-evm.model.ptg028946l.1_Prang,evm.model.ptg028946l.1_Prang,chr4,2661222232,2661223213
OG0007187,NA,NA,NA,paml_selected,NA,PAK6,relaxed,NA,PAK6,longevity_candidate_gene_selection_analysis-OG0007187-evm.model.ptg002421l.3_Prang,evm.model.ptg002421l.3_Prang,chr8,142180389,142182372
OG0007190,NA,NA,NA,NA,NA,SLC35G1,relaxed,NA,SLC35G1,longevity_candidate_gene_selection_analysis-OG0007190-evm.model.ptg020253l.2_Prang,evm.model.ptg020253l.2_Prang,chr15,662952364,662953558
OG0007191,NA,NA,NA,paml_selected,NA,NA,NA,NA,AMER2,longevity_candidate_gene_selection_analysis-OG0007191-evm.model.ptg020715l.2_Prang,evm.model.ptg020715l.2_Prang,chr3,1239452752,1239454426
OG0007192,NA,NA,NA,paml_selected,NA,NA,NA,NA,SUGP1,longevity_candidate_gene_selection_analysis-OG0007192-evm.model.ptg004215l.1_Prang,evm.model.ptg004215l.1_Prang,chr13,379670645,379672208
OG0007193,NA,NA,NA,NA,NA,FAM134B,relaxed,NA,FAM134B,longevity_candidate_gene_selection_analysis-OG0007193-evm.model.ptg002608l.1_Prang,evm.model.ptg002608l.1_Prang,chr2,2127538929,2127539769
OG0007194,NA,BCO1,intensified,paml_selected,NA,NA,NA,NA,BCO1,longevity_candidate_gene_selection_analysis-OG0007194-evm.model.ptg018565l.2_Prang,evm.model.ptg018565l.2_Prang,chr6,478206614,478208216
OG0007196,NA,NA,NA,paml_selected,NA,VPS51,relaxed,NA,VPS51,longevity_candidate_gene_selection_analysis-OG0007196-evm.model.ptg001191l.4_Prang,evm.model.ptg001191l.4_Prang,chr12,1043429680,1043432050
OG0007197,NA,NA,NA,NA,NA,PSMD3,relaxed,NA,PSMD3,longevity_candidate_gene_selection_analysis-OG0007197-evm.model.ptg003969l.2_Prang,evm.model.ptg003969l.2_Prang,chr9,1244943882,1244945343
OG0007198,NA,NA,NA,paml_selected,NA,UMPS,relaxed,NA,UMPS,longevity_candidate_gene_selection_analysis-OG0007198-evm.model.ptg001746l.5_Prang,evm.model.ptg001746l.5_Prang,chr19,221184381,221185803
OG0007200,NA,NA,NA,paml_selected,NA,NA,NA,NA,DERA,longevity_candidate_gene_selection_analysis-OG0007200-evm.model.ptg005371l.2_Prang,evm.model.ptg005371l.2_Prang,chr7,718421731,718422709
OG0007201,NA,NA,NA,NA,NA,MYO5C,relaxed,NA,MYO5C,longevity_candidate_gene_selection_analysis-OG0007201-evm.model.ptg014551l.5_Prang,evm.model.ptg014551l.5_Prang,chr14,738163679,738168914
OG0007203,NA,NA,NA,paml_selected,NA,NA,NA,NA,KPTN,longevity_candidate_gene_selection_analysis-OG0007203-evm.model.ptg000474l.1_Prang,evm.model.ptg000474l.1_Prang,chr17,52065141,52066512
OG0007204,NA,NA,NA,NA,NA,RCN2,relaxed,NA,RCN2,longevity_candidate_gene_selection_analysis-OG0007204-evm.model.ptg007909l.3_Prang,evm.model.ptg007909l.3_Prang,chr10,19215928,19216891
OG0007206,NA,NA,NA,NA,NA,VAT1L,relaxed,NA,VAT1L,longevity_candidate_gene_selection_analysis-OG0007206-evm.model.ptg017464l.1_Prang,evm.model.ptg017464l.1_Prang,chr6,518205234,518206617
OG0007208,NA,NA,NA,paml_selected,NA,NA,NA,NA,MFSD1,longevity_candidate_gene_selection_analysis-OG0007208-evm.model.ptg001774l.1_Prang,evm.model.ptg001774l.1_Prang,chr18,418694155,418695781
OG0007210,NA,C4orf27,intensified,paml_selected,NA,NA,NA,NA,C4orf27,longevity_candidate_gene_selection_analysis-OG0007210-evm.model.ptg035166l.1_Prang,evm.model.ptg035166l.1_Prang,chr1,1139601045,1139602050
OG0007212,NA,NA,NA,NA,NA,DHPS,relaxed,NA,DHPS,longevity_candidate_gene_selection_analysis-OG0007212-evm.model.ptg002098l.6_Prang,evm.model.ptg002098l.6_Prang,chr5,1253049141,1253050473
OG0007213,NA,NA,NA,paml_selected,NA,NA,NA,NA,NUP50,longevity_candidate_gene_selection_analysis-OG0007213-evm.model.ptg012696l.3_Prang,evm.model.ptg012696l.3_Prang,chr1,1710841457,1710841727
OG0007214,NA,NA,NA,NA,NA,COG5,relaxed,NA,COG5,longevity_candidate_gene_selection_analysis-OG0007214-evm.model.ptg000789l.2_Prang,evm.model.ptg000789l.2_Prang,chr7,1394900442,1394902899
OG0007215,NA,NA,NA,NA,NA,YTHDC1,relaxed,NA,YTHDC1,longevity_candidate_gene_selection_analysis-OG0007215-evm.model.ptg004091l.4_Prang,evm.model.ptg004091l.4_Prang,chr1,1342886719,1342888117
OG0007216,NA,NA,NA,paml_selected,NA,GLDN,relaxed,NA,GLDN,longevity_candidate_gene_selection_analysis-OG0007216-evm.model.ptg011916l.2_Prang,evm.model.ptg011916l.2_Prang,chr14,747283786,747285445
OG0007217,NA,NA,NA,paml_selected,NA,JADE1,relaxed,NA,JADE1,longevity_candidate_gene_selection_analysis-OG0007217-evm.model.ptg001033l.4_Prang,evm.model.ptg001033l.4_Prang,chr1,1549931591,1549934156
OG0007219,NA,NA,NA,paml_selected,NA,NA,NA,NA,RPUSD4,longevity_candidate_gene_selection_analysis-OG0007219-evm.model.ptg008778l.4_Prang,evm.model.ptg008778l.4_Prang,chr11,442459423,442460512
OG0007220,NA,NA,NA,paml_selected,NA,NA,NA,NA,GORAB,longevity_candidate_gene_selection_analysis-OG0007220-evm.model.ptg011404l.4_Prang,evm.model.ptg011404l.4_Prang,chr12,1074632139,1074633228
OG0007222,NA,NA,NA,paml_selected,NA,PNN,relaxed,NA,PNN,longevity_candidate_gene_selection_analysis-OG0007222-evm.model.ptg001601l.3_Prang,evm.model.ptg001601l.3_Prang,chr8,130846576,130848769
OG0007224,NA,WWTR1,intensified,paml_selected,NA,NA,NA,NA,WWTR1,longevity_candidate_gene_selection_analysis-OG0007224-evm.model.ptg015822l.3_Prang,evm.model.ptg015822l.3_Prang,chr18,486850043,486851240
OG0007226,NA,MLIP,intensified,paml_selected,NA,NA,NA,NA,MLIP,longevity_candidate_gene_selection_analysis-OG0007226-evm.model.ptg003001l.1_Prang,evm.model.ptg003001l.1_Prang,chr4,1337198396,1337200904
OG0007227,NA,NA,NA,paml_selected,NA,NA,NA,NA,CASS4,longevity_candidate_gene_selection_analysis-OG0007227-evm.model.ptg003134l.6_Prang,evm.model.ptg003134l.6_Prang,chr5,2324207252,2324209880
OG0007228,absrel_selected,NA,NA,paml_selected,NA,NA,NA,NA,BLVRB,longevity_candidate_gene_selection_analysis-OG0007228-evm.model.ptg012421l.1_Prang,evm.model.ptg012421l.1_Prang,chr4,246499399,246500029
OG0007229,NA,NA,NA,paml_selected,NA,TMEM119,relaxed,NA,TMEM119,longevity_candidate_gene_selection_analysis-OG0007229-evm.model.ptg005738l.2_Prang,evm.model.ptg005738l.2_Prang,chr6,820670115,820671021
OG0007230,NA,NA,NA,NA,NA,MDH1,relaxed,NA,MDH1,longevity_candidate_gene_selection_analysis-OG0007230-evm.model.ptg002903l.1_Prang,evm.model.ptg002903l.1_Prang,chr10,1025487207,1025488212
OG0007231,NA,NA,NA,NA,NA,DMTN,relaxed,NA,DMTN,longevity_candidate_gene_selection_analysis-OG0007231-evm.model.ptg021546l.4_Prang,evm.model.ptg021546l.4_Prang,chr13,55417617,55418823
OG0007232,NA,NA,NA,NA,NA,ZNF462,relaxed,NA,ZNF462,longevity_candidate_gene_selection_analysis-OG0007232-evm.model.ptg027271l.1_Prang,evm.model.ptg027271l.1_Prang,chr1,1759453181,1759459619
OG0007233,NA,NA,NA,paml_selected,NA,IGFBP6,relaxed,NA,IGFBP6,longevity_candidate_gene_selection_analysis-OG0007233-evm.model.ptg006494l.1_Prang,evm.model.ptg006494l.1_Prang,chr5,1581500465,1581501125
OG0007234,NA,NA,NA,paml_selected,NA,TALDO1,relaxed,NA,TALDO1,longevity_candidate_gene_selection_analysis-OG0007234-evm.model.ptg005237l.10_Prang,evm.model.ptg005237l.10_Prang,chr6,1417952762,1417953770
OG0007236,NA,HIBCH,intensified,NA,NA,NA,NA,NA,HIBCH,longevity_candidate_gene_selection_analysis-OG0007236-evm.model.ptg012615l.1_Prang,evm.model.ptg012615l.1_Prang,chr19,539680180,539681383
OG0007238,NA,NA,NA,paml_selected,NA,LRRC32,relaxed,NA,LRRC32,longevity_candidate_gene_selection_analysis-OG0007238-evm.model.ptg004358l.2_Prang,evm.model.ptg004358l.2_Prang,chr3,890266955,890268980
